Tarih,TP_PBD_T01
2000-01-01,748119.0
2000-02-01,844249.0
2000-03-01,992754.0
2000-04-01,967582.0
2000-05-01,1003361.0
2000-06-01,1087914.0
2000-07-01,992082.0
2000-08-01,972716.0
2000-09-01,1151743.0
2000-10-01,1163377.0
2000-11-01,1042664.0
2000-12-01,1123502.0
2001-01-01,1110324.0
2001-02-01,1259909.0
2001-03-01,1182014.0
2001-04-01,1349085.0
2001-05-01,1260735.0
2001-06-01,1494431.0
2001-07-01,1443054.0
2001-08-01,1706387.0
2001-09-01,1897675.0
2001-10-01,1569423.0
2001-11-01,1492845.0
2001-12-01,1543159.0
2002-01-01,1428824.0
2002-02-01,1293663.0
2002-03-01,1253606.0
2002-04-01,1229088.0
2002-05-01,1221208.0
2002-06-01,1309627.0
2002-07-01,1380159.0
2002-08-01,1426460.0
2002-09-01,1405429.0
2002-10-01,1491758.0
2002-11-01,1401789.0
2002-12-01,1471693.0
2003-01-01,1489378.0
2003-02-01,1403560.0
2003-03-01,1482490.0
2003-04-01,1535184.0
2003-05-01,1505356.0
2003-06-01,1533844.0
2003-07-01,1672648.0
2003-08-01,1693730.0
2003-09-01,1761596.0
2003-10-01,1845436.0
2003-11-01,1847012.0
2003-12-01,1785850.0
2004-01-01,1718257.0
2004-02-01,1546144.0
2004-03-01,1623759.0
2004-04-01,1730667.0
2004-05-01,1970658.0
2004-06-01,1989411.0
2004-07-01,2075108.0
2004-08-01,2201116.0
2004-09-01,2301949.0
2004-10-01,2296870.0
2004-11-01,2343179.0
2004-12-01,2950861.0
2005-01-01,2153531.0
2005-02-01,2454405.0
2005-03-01,2150751.0
2005-04-01,2091043.0
2005-05-01,2161500.0
2005-06-01,2756850.0
2005-07-01,2181663.0
2005-08-01,2223828.0
2005-09-01,2934580.0
2005-10-01,2171912.0
2005-11-01,2154212.0
2005-12-01,77002.0
2006-01-01,83845.0
2006-02-01,84429.0
2006-03-01,91799.0
2006-04-01,89630.0
2006-05-01,148499.0
2006-06-01,149553.0
2006-07-01,127012.0
2006-08-01,116085.0
2006-09-01,111526.0
2006-10-01,507207.0
2006-11-01,115292.0
2006-12-01,109825.0
2007-01-01,106438.0
2007-02-01,662187.0
2007-03-01,352047.0
2007-04-01,115231.0
2007-05-01,124982.0
2007-06-01,1035630.0
2007-07-01,152914.0
2007-08-01,176341.0
2007-09-01,145152.0
2007-10-01,163117.0
2007-11-01,209069.0
2007-12-01,145886.0
2008-01-01,843608.0
2008-02-01,250036.0
2008-03-01,192937.0
2008-04-01,202693.0
2008-05-01,232667.0
2008-06-01,178664.0
2008-07-01,237183.0
2008-08-01,240235.0
2008-09-01,219970.0
2008-10-01,302541.0
2008-11-01,319924.0
2008-12-01,229912.0
2009-01-01,232761.0
2009-02-01,325824.0
2009-03-01,326599.0
2009-04-01,299828.0
2009-05-01,278858.0
2009-06-01,244237.0
2009-07-01,225237.0
2009-08-01,206441.0
2009-09-01,365021.0
2009-10-01,297550.0
2009-11-01,303958.0
2009-12-01,267984.0
2010-01-01,323617.0
2010-02-01,320110.0
2010-03-01,322557.0
2010-04-01,376411.0
2010-05-01,446679.0
2010-06-01,529274.0
2010-07-01,521255.0
2010-08-01,284669.0
2010-09-01,266868.0
2010-10-01,288138.0
2010-11-01,471442.0
2010-12-01,381875.0
2011-01-01,590166.0
2011-02-01,730212.0
2011-03-01,831965.0
2011-04-01,777412.0
2011-05-01,831109.0
2011-06-01,935530.0
2011-07-01,910137.0
2011-08-01,904560.0
2011-09-01,910397.0
2011-10-01,940444.0
2011-11-01,966101.0
2011-12-01,793439.0
2012-01-01,727988.0
2012-02-01,628789.0
2012-03-01,699070.0
2012-04-01,722981.0
2012-05-01,821067.0
2012-06-01,1012744.0
2012-07-01,1051883.0
2012-08-01,918971.0
2012-09-01,975145.0
2012-10-01,951709.0
2012-11-01,996047.0
2012-12-01,1269217.0
2013-01-01,1052347.0
2013-02-01,1263871.0
2013-03-01,1331047.0
2013-04-01,1162074.0
2013-05-01,1230275.0
2013-06-01,1363373.0
2013-07-01,1128436.0
2013-08-01,1304733.0
2013-09-01,1254068.0
2013-10-01,1402838.0
2013-11-01,1488525.0
2013-12-01,1309934.0
2014-01-01,941260.0
2014-02-01,814732.0
2014-03-01,859929.0
2014-04-01,897774.0
2014-05-01,913427.0
2014-06-01,980879.0
2014-07-01,1168292.0
2014-08-01,1165169.0
2014-09-01,1238440.0
2014-10-01,1206102.0
2014-11-01,1250305.0
2014-12-01,1305414.0
2015-01-01,1458526.0
2015-02-01,1513768.0
2015-03-01,1651976.0
2015-04-01,1713273.0
2015-05-01,1625559.0
2015-06-01,1586946.0
2015-07-01,1726972.0
2015-08-01,1855655.0
2015-09-01,1889109.0
2015-10-01,1737601.0
2015-11-01,1817428.0
2015-12-01,1955502.0
2016-01-01,1908818.0
2016-02-01,1911605.0
2016-03-01,2051234.0
2016-04-01,1961413.0
2016-05-01,2129735.0
2016-06-01,2037732.0
2016-07-01,2215891.0
2016-08-01,2622033.0
2016-09-01,2497657.0
2016-10-01,2426263.0
2016-11-01,2876307.0
2016-12-01,2587214.0
2017-01-01,2773188.0
2017-02-01,2776223.0
2017-03-01,2369805.0
2017-04-01,2550724.0
2017-05-01,2423293.0
2017-06-01,3018106.0
2017-07-01,2469877.0
2017-08-01,2802765.0
2017-09-01,3311354.0
2017-10-01,3188040.0
2017-11-01,3367047.0
2017-12-01,3533554.0
2018-01-01,3278519.0
2018-02-01,3655676.0
2018-03-01,3543343.0
2018-04-01,3525428.0
2018-05-01,3831278.0
2018-06-01,3751794.0
2018-07-01,3858697.0
2018-08-01,3840787.0
2018-09-01,5393215.0
2018-10-01,4170271.0
2018-11-01,2762957.0
2018-12-01,3617508.0
2019-01-01,7410031.0
2019-02-01,7446333.0
2019-03-01,9265924.0
2019-04-01,8215409.0
2019-05-01,7366908.0
2019-06-01,9100288.0
2019-07-01,9647207.0
2019-08-01,12863953.0
2019-09-01,12991072.0
2019-10-01,11173096.0
2019-11-01,11768611.0
2019-12-01,10272533.0
