Tarih,TP_PBD_T18
2000-01-01,199526.0
2000-02-01,171576.0
2000-03-01,222385.0
2000-04-01,276812.0
2000-05-01,310850.0
2000-06-01,287429.0
2000-07-01,279474.0
2000-08-01,308087.0
2000-09-01,275417.0
2000-10-01,323384.0
2000-11-01,444910.0
2000-12-01,349818.0
2001-01-01,362221.0
2001-02-01,391757.0
2001-03-01,346921.0
2001-04-01,334545.0
2001-05-01,299574.0
2001-06-01,277244.0
2001-07-01,274262.0
2001-08-01,300992.0
2001-09-01,311215.0
2001-10-01,337832.0
2001-11-01,342435.0
2001-12-01,331947.0
2002-01-01,335057.0
2002-02-01,337769.0
2002-03-01,397783.0
2002-04-01,503670.0
2002-05-01,601828.0
2002-06-01,588825.0
2002-07-01,701978.0
2002-08-01,705257.0
2002-09-01,683079.0
2002-10-01,842537.0
2002-11-01,819386.0
2002-12-01,764156.0
2003-01-01,817748.0
2003-02-01,866525.0
2003-03-01,849736.0
2003-04-01,923887.0
2003-05-01,977950.0
2003-06-01,839616.0
2003-07-01,978157.0
2003-08-01,897254.0
2003-09-01,917097.0
2003-10-01,1075480.0
2003-11-01,1079153.0
2003-12-01,960235.0
2004-01-01,1012283.0
2004-02-01,1016985.0
2004-03-01,982368.0
2004-04-01,1372080.0
2004-05-01,1294261.0
2004-06-01,1160678.0
2004-07-01,1141191.0
2004-08-01,1266291.0
2004-09-01,1677639.0
2004-10-01,1196042.0
2004-11-01,1188567.0
2004-12-01,1229707.0
2005-01-01,1243176.0
2005-02-01,1101633.0
2005-03-01,1123402.0
2005-04-01,1248945.0
2005-05-01,1295697.0
2005-06-01,1386822.0
2005-07-01,1435669.0
2005-08-01,1502657.0
2005-09-01,1555080.0
2005-10-01,1612549.0
2005-11-01,1653396.0
2005-12-01,1800791.0
2006-01-01,1641254.0
2006-02-01,1706140.0
2006-03-01,1709268.0
2006-04-01,1619106.0
2006-05-01,1607644.0
2006-06-01,1573381.0
2006-07-01,1645820.0
2006-08-01,1702448.0
2006-09-01,1599305.0
2006-10-01,1536637.0
2006-11-01,1529190.0
2006-12-01,1521522.0
2007-01-01,1660999.0
2007-02-01,1759620.0
2007-03-01,1793686.0
2007-04-01,1789073.0
2007-05-01,1843476.0
2007-06-01,1847809.0
2007-07-01,1958760.0
2007-08-01,2216139.0
2007-09-01,1916295.0
2007-10-01,2115315.0
2007-11-01,2351407.0
2007-12-01,2442868.0
2008-01-01,2219651.0
2008-02-01,2297942.0
2008-03-01,2544704.0
2008-04-01,2318070.0
2008-05-01,2100491.0
2008-06-01,2106734.0
2008-07-01,2044599.0
2008-08-01,2132766.0
2008-09-01,2072689.0
2008-10-01,2049465.0
2008-11-01,2054144.0
2008-12-01,2176054.0
2009-01-01,2278233.0
2009-02-01,2148843.0
2009-03-01,2400996.0
2009-04-01,2379407.0
2009-05-01,2442618.0
2009-06-01,2379664.0
2009-07-01,2780757.0
2009-08-01,2965719.0
2009-09-01,2967111.0
2009-10-01,3136142.0
2009-11-01,3114943.0
2009-12-01,3151326.0
2010-01-01,3595406.0
2010-02-01,3627302.0
