Tarih,TP_PBD_V20
2000-01-01,49042.0
2000-02-01,56127.0
2000-03-01,59127.0
2000-04-01,60926.0
2000-05-01,67385.0
2000-06-01,64057.0
2000-07-01,66278.0
2000-08-01,66817.0
2000-09-01,66823.0
2000-10-01,66641.0
2000-11-01,65296.0
2000-12-01,66107.0
2001-01-01,70964.0
2001-02-01,72007.0
2001-03-01,70322.0
2001-04-01,85550.0
2001-05-01,84859.0
2001-06-01,87314.0
2001-07-01,87856.0
2001-08-01,88776.0
2001-09-01,87019.0
2001-10-01,89227.0
2001-11-01,90654.0
2001-12-01,102308.0
2002-01-01,99383.0
2002-02-01,97846.0
2002-03-01,100150.0
2002-04-01,97995.0
2002-05-01,95173.0
2002-06-01,95745.0
2002-07-01,96655.0
2002-08-01,95505.0
2002-09-01,94645.0
2002-10-01,92175.0
2002-11-01,90632.0
2002-12-01,90183.0
2003-01-01,87412.0
2003-02-01,86198.0
2003-03-01,84966.0
2003-04-01,82984.0
2003-05-01,80427.0
2003-06-01,78936.0
2003-07-01,77160.0
2003-08-01,74779.0
2003-09-01,73398.0
2003-10-01,69944.0
2003-11-01,67814.0
2003-12-01,88112.0
2004-01-01,86130.0
2004-02-01,88655.0
2004-03-01,89573.0
2004-04-01,85989.0
2004-05-01,85227.0
2004-06-01,87910.0
2004-07-01,87063.0
2004-08-01,90984.0
2004-09-01,90715.0
2004-10-01,89339.0
2004-11-01,88009.0
2004-12-01,96157.0
2005-01-01,95397.0
2005-02-01,96941.0
2005-03-01,95597.0
2005-04-01,95219.0
2005-05-01,94424.0
2005-06-01,98377.0
2005-07-01,97645.0
2005-08-01,97905.0
2005-09-01,97071.0
2005-10-01,104884.0
2005-11-01,104553.0
2005-12-01,111295.0
2006-01-01,110397.0
2006-02-01,110018.0
2006-03-01,112921.0
2006-04-01,111783.0
2006-05-01,114817.0
2006-06-01,113942.0
2006-07-01,114642.0
2006-08-01,118195.0
2006-09-01,117413.0
2006-10-01,117077.0
2006-11-01,123013.0
2006-12-01,110021.0
2007-01-01,108857.0
2007-02-01,108931.0
2007-03-01,108327.0
2007-04-01,108220.0
2007-05-01,115442.0
2007-06-01,115068.0
2007-07-01,114562.0
2007-08-01,114374.0
2007-09-01,116076.0
2007-10-01,115566.0
2007-11-01,115457.0
2007-12-01,115123.0
2008-01-01,134925.0
2008-02-01,134722.0
2008-03-01,134462.0
2008-04-01,133952.0
2008-05-01,133876.0
2008-06-01,133644.0
2008-07-01,133163.0
2008-08-01,132979.0
2008-09-01,132833.0
2008-10-01,132393.0
2008-11-01,132334.0
2008-12-01,1313801.0
2009-01-01,1069392.0
2009-02-01,1163135.0
2009-03-01,1178466.0
2009-04-01,959139.0
2009-05-01,1081085.0
2009-06-01,1249542.0
2009-07-01,1101429.0
2009-08-01,1196374.0
2009-09-01,1500998.0
2009-10-01,1047873.0
2009-11-01,1117637.0
2009-12-01,1351710.0
2010-01-01,1544226.0
2010-02-01,1480932.0
2010-03-01,1419829.0
2010-04-01,1497060.0
2010-05-01,1539257.0
2010-06-01,1803087.0
2010-07-01,1576138.0
2010-08-01,1637068.0
2010-09-01,2026736.0
2010-10-01,1477609.0
2010-11-01,1553147.0
2010-12-01,1869818.0
2011-01-01,1578236.0
2011-02-01,1675784.0
2011-03-01,1880814.0
2011-04-01,1575148.0
2011-05-01,1727979.0
2011-06-01,1936043.0
2011-07-01,2231804.0
2011-08-01,1807291.0
2011-09-01,2564540.0
2011-10-01,1834055.0
2011-11-01,2059206.0
2011-12-01,2434862.0
2012-01-01,2006646.0
2012-02-01,2240814.0
2012-03-01,2325015.0
2012-04-01,2004858.0
2012-05-01,2089856.0
2012-06-01,2477764.0
2012-07-01,2035408.0
2012-08-01,2542741.0
2012-09-01,2666920.0
2012-10-01,2171401.0
2012-11-01,2428764.0
2012-12-01,2726243.0
2013-01-01,2282645.0
2013-02-01,2800474.0
2013-03-01,2954317.0
2013-04-01,2516711.0
2013-05-01,2653063.0
2013-06-01,3006475.0
2013-07-01,2759670.0
2013-08-01,2901927.0
2013-09-01,2754466.0
2013-10-01,2683179.0
2013-11-01,2739217.0
2013-12-01,3391650.0
2014-01-01,2934627.0
2014-02-01,3284101.0
2014-03-01,3033242.0
2014-04-01,2570975.0
2014-05-01,2859944.0
2014-06-01,3244418.0
2014-07-01,2688843.0
2014-08-01,3047692.0
2014-09-01,3207975.0
2014-10-01,2685967.0
2014-11-01,2747171.0
2014-12-01,3723371.0
2015-01-01,3414119.0
2015-02-01,3660614.0
2015-03-01,3862353.0
2015-04-01,3372623.0
2015-05-01,3682852.0
2015-06-01,3935228.0
2015-07-01,3518428.0
2015-08-01,3843670.0
2015-09-01,3917442.0
2015-10-01,3329526.0
2015-11-01,3640280.0
2015-12-01,4446052.0
2016-01-01,4113783.0
2016-02-01,4414841.0
2016-03-01,4570127.0
2016-04-01,4033078.0
2016-05-01,4127399.0
2016-06-01,4710206.0
2016-07-01,4089942.0
2016-08-01,4231019.0
2016-09-01,4800963.0
2016-10-01,3818344.0
2016-11-01,4095768.0
2016-12-01,5870083.0
2017-01-01,4906353.0
2017-02-01,5440869.0
2017-03-01,4871168.0
2017-04-01,4407346.0
2017-05-01,4615581.0
2017-06-01,5458480.0
2017-07-01,4512841.0
2017-08-01,5070802.0
2017-09-01,5363526.0
2017-10-01,4678644.0
2017-11-01,5255026.0
2017-12-01,6289863.0
2018-01-01,5711806.0
2018-02-01,5995433.0
2018-03-01,7292976.0
2018-04-01,6521536.0
2018-05-01,6727474.0
2018-06-01,7713629.0
2018-07-01,6483410.0
2018-08-01,7258792.0
2018-09-01,7578284.0
2018-10-01,6684405.0
2018-11-01,6518732.0
2018-12-01,7580493.0
2019-01-01,6108180.0
2019-02-01,6705223.0
2019-03-01,6777033.0
2019-04-01,5776763.0
2019-05-01,6285071.0
2019-06-01,7789283.0
2019-07-01,7894408.0
2019-08-01,8703125.0
2019-09-01,9114346.0
2019-10-01,8232967.0
2019-11-01,8217577.0
2019-12-01,9334018.0
2020-01-01,8366940.0
2020-02-01,8767291.0
2020-03-01,8954078.0
2020-04-01,6318529.0
2020-05-01,7239933.0
2020-06-01,7542454.0
2020-07-01,9643184.0
2020-08-01,10566049.0
2020-09-01,11656895.0
2020-10-01,9419371.0
2020-11-01,10545300.0
2020-12-01,11785666.0
2021-01-01,10567930.0
2021-02-01,10639084.0
2021-03-01,12712412.0
2021-04-01,10925303.0
2021-05-01,10464762.0
2021-06-01,12178073.0
2021-07-01,10631861.0
2021-08-01,11135861.0
2021-09-01,15231620.0
2021-10-01,12112029.0
2021-11-01,12364775.0
2021-12-01,15886119.0
2022-01-01,13364460.0
2022-02-01,15309362.0
2022-03-01,18743149.0
2022-04-01,15015103.0
2022-05-01,15504535.0
2022-06-01,25925701.0
2022-07-01,18593606.0
2022-08-01,19312370.0
2022-09-01,25751173.0
2022-10-01,18647453.0
2022-11-01,19785299.0
2022-12-01,27077300.0
2023-01-01,20127866.0
2023-02-01,24804584.0
2023-03-01,20258894.0
2023-04-01,24152960.0
2023-05-01,26911274.0
2023-06-01,42634715.0
2023-07-01,27126577.0
2023-08-01,41074853.0
2023-09-01,44393657.0
2023-10-01,35791989.0
2023-11-01,38195099.0
2023-12-01,53187725.0
2024-01-01,40259478.0
2024-02-01,44711598.0
2024-03-01,36888529.0
2024-04-01,38490631.0
2024-05-01,42453019.0
2024-06-01,69145355.0
2024-07-01,43926555.0
2024-08-01,53308519.0
2024-09-01,50770521.0
2024-10-01,59374797.0
2024-11-01,53284558.0
2024-12-01,64720893.0
2025-01-01,67815115.0
2025-02-01,72483055.0
2025-03-01,58235094.0
2025-04-01,62353512.0
2025-05-01,72920295.0
2025-06-01,99536814.0
2025-07-01,72477552.0
2025-08-01,82106919.0
