Tarih,TP_PBD_V05
2000-01-01,20766.0
2000-02-01,26179.0
2000-03-01,15894.0
2000-04-01,20958.0
2000-05-01,16767.0
2000-06-01,17413.0
2000-07-01,29525.0
2000-08-01,16631.0
2000-09-01,27715.0
2000-10-01,15592.0
2000-11-01,17461.0
2000-12-01,14554.0
2001-01-01,35518.0
2001-02-01,14994.0
2001-03-01,28534.0
2001-04-01,31536.0
2001-05-01,32918.0
2001-06-01,71886.0
2001-07-01,78402.0
2001-08-01,28077.0
2001-09-01,42228.0
2001-10-01,95177.0
2001-11-01,88517.0
2001-12-01,100360.0
2002-01-01,77750.0
2002-02-01,50555.0
2002-03-01,70977.0
2002-04-01,60347.0
2002-05-01,69957.0
2002-06-01,66563.0
2002-07-01,58687.0
2002-08-01,36171.0
2002-09-01,51353.0
2002-10-01,58109.0
2002-11-01,61262.0
2002-12-01,82282.0
2003-01-01,37822.0
2003-02-01,39554.0
2003-03-01,12346.0
2003-04-01,28776.0
2003-05-01,25468.0
2003-06-01,34901.0
2003-07-01,44043.0
2003-08-01,57543.0
2003-09-01,60503.0
2003-10-01,74013.0
2003-11-01,76818.0
2003-12-01,97307.0
2004-01-01,56466.0
2004-02-01,25610.0
2004-03-01,43113.0
2004-04-01,40907.0
2004-05-01,36596.0
2004-06-01,23076.0
2004-07-01,28260.0
2004-08-01,32387.0
2004-09-01,19269.0
2004-10-01,23973.0
2004-11-01,21006.0
2004-12-01,38987.0
2005-01-01,25559.0
2005-02-01,18062.0
2005-03-01,22973.0
2005-04-01,25663.0
2005-05-01,21626.0
2005-06-01,24940.0
2005-07-01,22289.0
2005-08-01,20743.0
2005-09-01,25920.0
2005-10-01,25883.0
2005-11-01,22063.0
2005-12-01,50424.0
2006-01-01,23918.0
2006-02-01,22683.0
2006-03-01,31867.0
2006-04-01,24726.0
2006-05-01,42260.0
2006-06-01,49339.0
2006-07-01,46059.0
2006-08-01,31177.0
2006-09-01,30565.0
2006-10-01,51432.0
2006-11-01,29586.0
2006-12-01,46558.0
2007-01-01,29949.0
2007-02-01,35429.0
2007-03-01,28028.0
2007-04-01,131744.0
2007-05-01,39087.0
2007-06-01,48435.0
2007-07-01,35849.0
2007-08-01,58890.0
2007-09-01,65136.0
2007-10-01,68377.0
2007-11-01,73425.0
2007-12-01,76755.0
2008-01-01,80238.0
2008-02-01,84031.0
2008-03-01,157205.0
2008-04-01,91360.0
2008-05-01,105200.0
2008-06-01,94593.0
2008-07-01,81111.0
2008-08-01,85660.0
2008-09-01,103127.0
2008-10-01,82839.0
2008-11-01,61423.0
2008-12-01,70738.0
2009-01-01,97890.0
2009-02-01,93614.0
2009-03-01,116499.0
2009-04-01,79114.0
2009-05-01,80663.0
2009-06-01,73020.0
2009-07-01,82986.0
2009-08-01,63779.0
2009-09-01,76794.0
2009-10-01,68407.0
2009-11-01,78242.0
2009-12-01,109439.0
2010-01-01,94585.0
2010-02-01,80708.0
2010-03-01,75278.0
2010-04-01,102235.0
2010-05-01,91532.0
2010-06-01,91936.0
2010-07-01,89613.0
2010-08-01,100307.0
2010-09-01,102061.0
2010-10-01,98372.0
2010-11-01,92126.0
2010-12-01,143069.0
2011-01-01,96894.0
2011-02-01,109491.0
2011-03-01,155362.0
2011-04-01,101465.0
2011-05-01,117192.0
2011-06-01,116502.0
2011-07-01,119004.0
2011-08-01,117058.0
2011-09-01,135019.0
2011-10-01,252268.0
2011-11-01,173853.0
2011-12-01,288190.0
2012-01-01,661093.0
2012-02-01,716996.0
2012-03-01,1036815.0
2012-04-01,935676.0
2012-05-01,875344.0
2012-06-01,919781.0
