Tarih,TP_PBD_T42
2000-01-01,13623.0
2000-02-01,13623.0
2000-03-01,13497.0
2000-04-01,13628.0
2000-05-01,13864.0
2000-06-01,15240.0
2000-07-01,15680.0
2000-08-01,15790.0
2000-09-01,16044.0
2000-10-01,20632.0
2000-11-01,21437.0
2000-12-01,21621.0
2001-01-01,21622.0
2001-02-01,21708.0
2001-03-01,21008.0
2001-04-01,21608.0
2001-05-01,22151.0
2001-06-01,25874.0
2001-07-01,28445.0
2001-08-01,29443.0
2001-09-01,29942.0
2001-10-01,30064.0
2001-11-01,30896.0
2001-12-01,32546.0
2002-01-01,32938.0
2002-02-01,34551.0
2002-03-01,26615.0
2002-04-01,31073.0
2002-05-01,34562.0
2002-06-01,37063.0
2002-07-01,83989.0
2002-08-01,79794.0
2002-09-01,78520.0
2002-10-01,78474.0
2002-11-01,79867.0
2002-12-01,59480.0
2003-01-01,62893.0
2003-02-01,70288.0
2003-03-01,69760.0
2003-04-01,81137.0
2003-05-01,80783.0
2003-06-01,79586.0
2003-07-01,80378.0
2003-08-01,90921.0
2003-09-01,92464.0
2003-10-01,96230.0
2003-11-01,96631.0
2003-12-01,78199.0
2004-01-01,97752.0
2004-02-01,98153.0
2004-03-01,103497.0
2004-04-01,103350.0
2004-05-01,100572.0
2004-06-01,96118.0
2004-07-01,96741.0
2004-08-01,104040.0
2004-09-01,112717.0
2004-10-01,116004.0
2004-11-01,121127.0
2004-12-01,115398.0
2005-01-01,141761.0
2005-02-01,124176.0
2005-03-01,118828.0
2005-04-01,107078.0
2005-05-01,117371.0
2005-06-01,123359.0
2005-07-01,137675.0
2005-08-01,135362.0
2005-09-01,164253.0
2005-10-01,164375.0
2005-11-01,176394.0
2005-12-01,185508.0
2006-01-01,210572.0
2006-02-01,225352.0
2006-03-01,204165.0
2006-04-01,211516.0
2006-05-01,185616.0
2006-06-01,152444.0
2006-07-01,157339.0
2006-08-01,166309.0
2006-09-01,166521.0
2006-10-01,181713.0
2006-11-01,172632.0
2006-12-01,173447.0
2007-01-01,178861.0
2007-02-01,176540.0
2007-03-01,180704.0
2007-04-01,171052.0
2007-05-01,185268.0
2007-06-01,199861.0
2007-07-01,183529.0
2007-08-01,197749.0
2007-09-01,199935.0
2007-10-01,200534.0
2007-11-01,201908.0
2007-12-01,240997.0
2008-01-01,207831.0
2008-02-01,207328.0
2008-03-01,188483.0
2008-04-01,224825.0
2008-05-01,225913.0
2008-06-01,215500.0
2008-07-01,218801.0
2008-08-01,227769.0
2008-09-01,220296.0
2008-10-01,208197.0
2008-11-01,226334.0
2008-12-01,227528.0
2009-01-01,229741.0
2009-02-01,227393.0
2009-03-01,231982.0
2009-04-01,245628.0
2009-05-01,253840.0
2009-06-01,260491.0
2009-07-01,270653.0
2009-08-01,275172.0
2009-09-01,285868.0
2009-10-01,291272.0
2009-11-01,283510.0
2009-12-01,295367.0
2010-01-01,309114.0
2010-02-01,290521.0
2010-03-01,312998.0
2010-04-01,315837.0
2010-05-01,286942.0
2010-06-01,288649.0
2010-07-01,290504.0
2010-08-01,291704.0
2010-09-01,305685.0
2010-10-01,311901.0
2010-11-01,299310.0
2010-12-01,306756.0
2011-01-01,320380.0
2011-02-01,305451.0
2011-03-01,324743.0
2011-04-01,339301.0
2011-05-01,319829.0
2011-06-01,302938.0
2011-07-01,293016.0
2011-08-01,259673.0
2011-09-01,259625.0
2011-10-01,268992.0
2011-11-01,262036.0
2011-12-01,274070.0
2012-01-01,275592.0
2012-02-01,283129.0
2012-03-01,297839.0
2012-04-01,289978.0
2012-05-01,268772.0
2012-06-01,275689.0
2012-07-01,285286.0
2012-08-01,290800.0
2012-09-01,279621.0
2012-10-01,287798.0
2012-11-01,292240.0
2012-12-01,298288.0
2013-01-01,301216.0
2013-02-01,297398.0
2013-03-01,304001.0
2013-04-01,319151.0
2013-05-01,323871.0
2013-06-01,315675.0
2013-07-01,316624.0
2013-08-01,300559.0
2013-09-01,315008.0
2013-10-01,329006.0
2013-11-01,341270.0
2013-12-01,293476.0
2014-01-01,279950.0
2014-02-01,275760.0
2014-03-01,280453.0
2014-04-01,300615.0
2014-05-01,298064.0
2014-06-01,298039.0
2014-07-01,305511.0
2014-08-01,307489.0
2014-09-01,302664.0
2014-10-01,302556.0
2014-11-01,305690.0
2014-12-01,305874.0
2015-01-01,312321.0
2015-02-01,309790.0
2015-03-01,298651.0
2015-04-01,319672.0
2015-05-01,310814.0
2015-06-01,297795.0
2015-07-01,289359.0
2015-08-01,277119.0
2015-09-01,280390.0
2015-10-01,284795.0
2015-11-01,290301.0
2015-12-01,289339.0
2016-01-01,287732.0
2016-02-01,321200.0
2016-03-01,335024.0
2016-04-01,352280.0
2016-05-01,352374.0
2016-06-01,388343.0
2016-07-01,389962.0
2016-08-01,384062.0
