Tarih,TP_PBD_T37
2000-01-01,31204.0
2000-02-01,30468.0
2000-03-01,32728.0
2000-04-01,32381.0
2000-05-01,31812.0
2000-06-01,34135.0
2000-07-01,33905.0
2000-08-01,34885.0
2000-09-01,37424.0
2000-10-01,47347.0
2000-11-01,42396.0
2000-12-01,36495.0
2001-01-01,36638.0
2001-02-01,35082.0
2001-03-01,32952.0
2001-04-01,36253.0
2001-05-01,35394.0
2001-06-01,40767.0
2001-07-01,45657.0
2001-08-01,47305.0
2001-09-01,44306.0
2001-10-01,46463.0
2001-11-01,55649.0
2001-12-01,55947.0
2002-01-01,53001.0
2002-02-01,53869.0
2002-03-01,49389.0
2002-04-01,55325.0
2002-05-01,59382.0
2002-06-01,65975.0
2002-07-01,141492.0
2002-08-01,115046.0
2002-09-01,117001.0
2002-10-01,114968.0
2002-11-01,125993.0
2002-12-01,86225.0
2003-01-01,79726.0
2003-02-01,94533.0
2003-03-01,88108.0
2003-04-01,128288.0
2003-05-01,124073.0
2003-06-01,123226.0
2003-07-01,117221.0
2003-08-01,130840.0
2003-09-01,137132.0
2003-10-01,141342.0
2003-11-01,140705.0
2003-12-01,116183.0
2004-01-01,138239.0
2004-02-01,141954.0
2004-03-01,154999.0
2004-04-01,148554.0
2004-05-01,154753.0
2004-06-01,152042.0
2004-07-01,152278.0
2004-08-01,166323.0
2004-09-01,182995.0
2004-10-01,186756.0
2004-11-01,194597.0
2004-12-01,186363.0
2005-01-01,212134.0
2005-02-01,191821.0
2005-03-01,192743.0
2005-04-01,179344.0
2005-05-01,184016.0
2005-06-01,208311.0
2005-07-01,212877.0
2005-08-01,209190.0
2005-09-01,241421.0
2005-10-01,244839.0
2005-11-01,248825.0
2005-12-01,267603.0
2006-01-01,482287.0
2006-02-01,515855.0
2006-03-01,502637.0
2006-04-01,517362.0
2006-05-01,488715.0
2006-06-01,477203.0
2006-07-01,456080.0
2006-08-01,487711.0
2006-09-01,518314.0
2006-10-01,539704.0
2006-11-01,537963.0
2006-12-01,606579.0
2007-01-01,617066.0
2007-02-01,637173.0
2007-03-01,644271.0
2007-04-01,645679.0
2007-05-01,683350.0
2007-06-01,717776.0
2007-07-01,708920.0
2007-08-01,709237.0
2007-09-01,711745.0
2007-10-01,712036.0
2007-11-01,730228.0
2007-12-01,796770.0
2008-01-01,736376.0
2008-02-01,752346.0
2008-03-01,737219.0
2008-04-01,794145.0
2008-05-01,798700.0
2008-06-01,806691.0
2008-07-01,747468.0
2008-08-01,769177.0
2008-09-01,734515.0
2008-10-01,745765.0
2008-11-01,762651.0
2008-12-01,817816.0
2009-01-01,757529.0
2009-02-01,766939.0
2009-03-01,763532.0
2009-04-01,830963.0
2009-05-01,854934.0
2009-06-01,876101.0
2009-07-01,808453.0
2009-08-01,839143.0
2009-09-01,838249.0
2009-10-01,854427.0
2009-11-01,851043.0
2009-12-01,907110.0
2010-01-01,882104.0
2010-02-01,860544.0
2010-03-01,890442.0
2010-04-01,877232.0
2010-05-01,845692.0
2010-06-01,905153.0
2010-07-01,867134.0
2010-08-01,877531.0
2010-09-01,904994.0
2010-10-01,930524.0
2010-11-01,958531.0
2010-12-01,1055819.0
2011-01-01,1134919.0
2011-02-01,1195375.0
2011-03-01,1008455.0
2011-04-01,955291.0
2011-05-01,943328.0
2011-06-01,945389.0
2011-07-01,909001.0
2011-08-01,895963.0
2011-09-01,933551.0
2011-10-01,1356095.0
2011-11-01,1026284.0
2011-12-01,1056030.0
2012-01-01,1098502.0
2012-02-01,1078082.0
2012-03-01,1199295.0
2012-04-01,1193184.0
2012-05-01,1204521.0
2012-06-01,1250379.0
2012-07-01,1194089.0
2012-08-01,1211004.0
2012-09-01,1224887.0
2012-10-01,1309055.0
2012-11-01,1155910.0
2012-12-01,1198181.0
2013-01-01,1331103.0
2013-02-01,1313902.0
2013-03-01,1280989.0
2013-04-01,1417954.0
2013-05-01,1562760.0
2013-06-01,1487981.0
2013-07-01,1382912.0
2013-08-01,1312350.0
2013-09-01,1760577.0
2013-10-01,1596078.0
2013-11-01,1621651.0
2013-12-01,1904412.0
2014-01-01,1572425.0
2014-02-01,1551558.0
2014-03-01,1518989.0
2014-04-01,1442525.0
2014-05-01,1548351.0
