Tarih,TP_PBD_V18
2000-01-01,185476.0
2000-02-01,201042.0
2000-03-01,281219.0
2000-04-01,214243.0
2000-05-01,221168.0
2000-06-01,231115.0
2000-07-01,236395.0
2000-08-01,246376.0
2000-09-01,240532.0
2000-10-01,250329.0
2000-11-01,244609.0
2000-12-01,244503.0
2001-01-01,257821.0
2001-02-01,333799.0
2001-03-01,361580.0
2001-04-01,568212.0
2001-05-01,421299.0
2001-06-01,461594.0
2001-07-01,464471.0
2001-08-01,459988.0
2001-09-01,490199.0
2001-10-01,521874.0
2001-11-01,506894.0
2001-12-01,518777.0
2002-01-01,491347.0
2002-02-01,513743.0
2002-03-01,485032.0
2002-04-01,640131.0
2002-05-01,537904.0
2002-06-01,580969.0
2002-07-01,625167.0
2002-08-01,637785.0
2002-09-01,613667.0
2002-10-01,620207.0
2002-11-01,579673.0
2002-12-01,589870.0
2003-01-01,589734.0
2003-02-01,591493.0
2003-03-01,616416.0
2003-04-01,590071.0
2003-05-01,543432.0
2003-06-01,547748.0
2003-07-01,517857.0
2003-08-01,537832.0
2003-09-01,558438.0
2003-10-01,566663.0
2003-11-01,549519.0
2003-12-01,580322.0
2004-01-01,523706.0
2004-02-01,523284.0
2004-03-01,518232.0
2004-04-01,724329.0
2004-05-01,733773.0
2004-06-01,749209.0
2004-07-01,538189.0
2004-08-01,552191.0
2004-09-01,556431.0
2004-10-01,542177.0
2004-11-01,535325.0
2004-12-01,518233.0
2005-01-01,525569.0
2005-02-01,517417.0
2005-03-01,663430.0
2005-04-01,664253.0
2005-05-01,677562.0
2005-06-01,670689.0
2005-07-01,523111.0
2005-08-01,535993.0
2005-09-01,532143.0
2005-10-01,535043.0
2005-11-01,565224.0
2005-12-01,592618.0
2006-01-01,588315.0
2006-02-01,538025.0
2006-03-01,772681.0
2006-04-01,791587.0
2006-05-01,889471.0
2006-06-01,841596.0
2006-07-01,784462.0
2006-08-01,751979.0
2006-09-01,768180.0
2006-10-01,750063.0
2006-11-01,773501.0
2006-12-01,590711.0
2007-01-01,592789.0
2007-02-01,597275.0
