Tarih,TP_PBD_T53
2000-01-01,320665.0
2000-02-01,330806.0
2000-03-01,328849.0
2000-04-01,333118.0
2000-05-01,337248.0
2000-06-01,341575.0
2000-07-01,368718.0
2000-08-01,378462.0
2000-09-01,396177.0
2000-10-01,408021.0
2000-11-01,435510.0
2000-12-01,341726.0
2001-01-01,362048.0
2001-02-01,516001.0
2001-03-01,495157.0
2001-04-01,567759.0
2001-05-01,585886.0
2001-06-01,588257.0
2001-07-01,650612.0
2001-08-01,743854.0
2001-09-01,787339.0
2001-10-01,788924.0
2001-11-01,803306.0
2001-12-01,844230.0
2002-01-01,845848.0
2002-02-01,871608.0
2002-03-01,869147.0
2002-04-01,863584.0
2002-05-01,637987.0
2002-06-01,682944.0
2002-07-01,814690.0
2002-08-01,856712.0
2002-09-01,858797.0
2002-10-01,870758.0
2002-11-01,887368.0
2002-12-01,601542.0
2003-01-01,712551.0
2003-02-01,709124.0
2003-03-01,729665.0
2003-04-01,745146.0
2003-05-01,764982.0
2003-06-01,740494.0
2003-07-01,820921.0
2003-08-01,884937.0
2003-09-01,928474.0
2003-10-01,979400.0
2003-11-01,1011397.0
2003-12-01,700390.0
2004-01-01,740461.0
2004-02-01,747348.0
2004-03-01,759020.0
2004-04-01,767314.0
2004-05-01,755907.0
2004-06-01,773889.0
2004-07-01,776836.0
2004-08-01,795626.0
2004-09-01,767531.0
2004-10-01,786694.0
2004-11-01,807765.0
2004-12-01,669151.0
2005-01-01,665573.0
2005-02-01,682218.0
2005-03-01,642458.0
2005-04-01,621636.0
2005-05-01,631007.0
2005-06-01,637550.0
2005-07-01,627160.0
2005-08-01,626402.0
2005-09-01,618893.0
2005-10-01,606794.0
2005-11-01,627601.0
2005-12-01,462507.0
2006-01-01,472225.0
2006-02-01,482486.0
2006-03-01,464060.0
2006-04-01,475722.0
2006-05-01,695264.0
2006-06-01,724153.0
2006-07-01,606711.0
2006-08-01,603854.0
2006-09-01,569403.0
2006-10-01,553391.0
2006-11-01,589621.0
2006-12-01,612298.0
2007-01-01,587127.0
2007-02-01,610751.0
2007-03-01,586988.0
2007-04-01,601726.0
2007-05-01,618099.0
2007-06-01,623366.0
2007-07-01,610793.0
2007-08-01,647368.0
2007-09-01,593588.0
2007-10-01,610231.0
2007-11-01,638762.0
2007-12-01,636885.0
2008-01-01,634167.0
2008-02-01,665335.0
2008-03-01,744302.0
2008-04-01,687702.0
2008-05-01,654448.0
2008-06-01,671599.0
2008-07-01,640013.0
2008-08-01,662483.0
2008-09-01,633776.0
2008-10-01,845759.0
2008-11-01,959080.0
2008-12-01,970694.0
2009-01-01,1078190.0
2009-02-01,1134106.0
2009-03-01,1127701.0
2009-04-01,1023795.0
2009-05-01,1053900.0
2009-06-01,1028522.0
2009-07-01,962088.0
2009-08-01,984384.0
2009-09-01,973005.0
2009-10-01,919206.0
2009-11-01,976033.0
2009-12-01,941096.0
2010-01-01,820839.0
2010-02-01,864311.0
