Tarih,TP_PBD_V23
2000-01-01,712915.0
2000-02-01,749054.0
2000-03-01,794017.0
2000-04-01,833254.0
2000-05-01,810143.0
2000-06-01,836400.0
2000-07-01,789395.0
2000-08-01,808820.0
2000-09-01,866258.0
2000-10-01,854372.0
2000-11-01,822857.0
2000-12-01,877892.0
2001-01-01,876737.0
2001-02-01,1066090.0
2001-03-01,1165223.0
2001-04-01,1259161.0
2001-05-01,1288275.0
2001-06-01,1326245.0
2001-07-01,1066714.0
2001-08-01,1075450.0
2001-09-01,1175872.0
2001-10-01,1128379.0
2001-11-01,978464.0
2001-12-01,891298.0
2002-01-01,777900.0
2002-02-01,765996.0
2002-03-01,793629.0
2002-04-01,791030.0
2002-05-01,790774.0
2002-06-01,922100.0
2002-07-01,912441.0
2002-08-01,952305.0
2002-09-01,932480.0
2002-10-01,958948.0
2002-11-01,936864.0
2002-12-01,1144722.0
2003-01-01,1163006.0
2003-02-01,1103518.0
2003-03-01,911496.0
2003-04-01,881618.0
2003-05-01,851746.0
2003-06-01,796479.0
2003-07-01,781111.0
2003-08-01,851340.0
2003-09-01,849762.0
2003-10-01,896718.0
2003-11-01,872817.0
2003-12-01,936911.0
2004-01-01,899027.0
2004-02-01,810198.0
2004-03-01,783994.0
2004-04-01,832786.0
2004-05-01,974608.0
2004-06-01,904354.0
2004-07-01,947861.0
2004-08-01,852164.0
2004-09-01,1060382.0
2004-10-01,904630.0
2004-11-01,851454.0
2004-12-01,901542.0
2005-01-01,735264.0
2005-02-01,723418.0
2005-03-01,775712.0
2005-04-01,738048.0
2005-05-01,796846.0
2005-06-01,653373.0
2005-07-01,671068.0
2005-08-01,531895.0
2005-09-01,446003.0
2005-10-01,408605.0
2005-11-01,352308.0
2005-12-01,761572.0
2006-01-01,469827.0
2006-02-01,567555.0
2006-03-01,401961.0
2006-04-01,318776.0
2006-05-01,501939.0
2006-06-01,602626.0
2006-07-01,642689.0
2006-08-01,288217.0
2006-09-01,189232.0
2006-10-01,128743.0
2006-11-01,302345.0
2006-12-01,262698.0
2007-01-01,290611.0
2007-02-01,141996.0
2007-03-01,687974.0
2007-04-01,205738.0
2007-05-01,420504.0
2007-06-01,294621.0
2007-07-01,497502.0
2007-08-01,608683.0
2007-09-01,303612.0
2007-10-01,216259.0
2007-11-01,387495.0
2007-12-01,406031.0
2008-01-01,575946.0
2008-02-01,580498.0
2008-03-01,731704.0
2008-04-01,443284.0
2008-05-01,350592.0
2008-06-01,366585.0
2008-07-01,362100.0
2008-08-01,450141.0
2008-09-01,338649.0
2008-10-01,187273.0
2008-11-01,317672.0
2008-12-01,354365.0
2009-01-01,279476.0
2009-02-01,295607.0
2009-03-01,340576.0
2009-04-01,396359.0
2009-05-01,554350.0
2009-06-01,607581.0
2009-07-01,527177.0
2009-08-01,474948.0
2009-09-01,654383.0
2009-10-01,428222.0
2009-11-01,496102.0
2009-12-01,456206.0
2010-01-01,480669.0
2010-02-01,583390.0
2010-03-01,606509.0
2010-04-01,397203.0
2010-05-01,408732.0
2010-06-01,516639.0
2010-07-01,283732.0
2010-08-01,323764.0
2010-09-01,706085.0
2010-10-01,824561.0
2010-11-01,666156.0
2010-12-01,894266.0
2011-01-01,702788.0
2011-02-01,915156.0
2011-03-01,1039628.0
2011-04-01,897979.0
2011-05-01,1028954.0
2011-06-01,925536.0
2011-07-01,878229.0
2011-08-01,861786.0
2011-09-01,1075370.0
2011-10-01,962933.0
2011-11-01,860553.0
2011-12-01,1180765.0
2012-01-01,1082616.0
2012-02-01,1294995.0
2012-03-01,1557238.0
2012-04-01,1722703.0
2012-05-01,1599304.0
2012-06-01,1950835.0
2012-07-01,1464343.0
2012-08-01,1456915.0
2012-09-01,1827638.0
2012-10-01,1727060.0
2012-11-01,1778234.0
2012-12-01,1800725.0
2013-01-01,2139329.0
2013-02-01,2891345.0
2013-03-01,2670358.0
2013-04-01,2625275.0
2013-05-01,2839429.0
2013-06-01,2739239.0
2013-07-01,2481274.0
2013-08-01,2571141.0
2013-09-01,2972747.0
2013-10-01,2649608.0
2013-11-01,2593360.0
2013-12-01,3305730.0
2014-01-01,3627282.0
2014-02-01,3239115.0
2014-03-01,3152337.0
2014-04-01,3171570.0
2014-05-01,2563148.0
2014-06-01,2332456.0
2014-07-01,3196730.0
2014-08-01,2756684.0
2014-09-01,2656610.0
2014-10-01,2450818.0
2014-11-01,1847819.0
2014-12-01,2672547.0
2015-01-01,2668548.0
2015-02-01,2586232.0
2015-03-01,2936147.0
2015-04-01,2835088.0
2015-05-01,2890242.0
2015-06-01,2965761.0
2015-07-01,3279543.0
2015-08-01,3218670.0
2015-09-01,4063480.0
2015-10-01,3188097.0
2015-11-01,3839550.0
2015-12-01,4495434.0
2016-01-01,4405599.0
2016-02-01,4217696.0
2016-03-01,4150740.0
2016-04-01,4208365.0
2016-05-01,4048915.0
2016-06-01,3921049.0
2016-07-01,4070890.0
2016-08-01,4188031.0
2016-09-01,4244766.0
2016-10-01,4884712.0
2016-11-01,4843345.0
2016-12-01,4986895.0
2017-01-01,5068754.0
2017-02-01,4654353.0
2017-03-01,5527931.0
2017-04-01,5713805.0
2017-05-01,7338662.0
2017-06-01,5993591.0
2017-07-01,7074704.0
2017-08-01,7060286.0
2017-09-01,7147138.0
2017-10-01,7495122.0
2017-11-01,7336529.0
2017-12-01,7413940.0
2018-01-01,8541018.0
2018-02-01,9188937.0
2018-03-01,7132858.0
2018-04-01,9045524.0
2018-05-01,9663451.0
2018-06-01,8367122.0
2018-07-01,10959600.0
