Tarih,TP_PBD_T47
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,156823.0
2006-01-01,156812.0
2006-02-01,156656.0
2006-03-01,156087.0
2006-04-01,153225.0
2006-05-01,154097.0
2006-06-01,158256.0
2006-07-01,156901.0
2006-08-01,157957.0
2006-09-01,166289.0
2006-10-01,164251.0
2006-11-01,165193.0
2006-12-01,184143.0
2007-01-01,183338.0
2007-02-01,177169.0
2007-03-01,169409.0
2007-04-01,172672.0
2007-05-01,175864.0
2007-06-01,181487.0
2007-07-01,180157.0
2007-08-01,179223.0
2007-09-01,186768.0
2007-10-01,186994.0
2007-11-01,178019.0
2007-12-01,161515.0
2008-01-01,161061.0
2008-02-01,156201.0
2008-03-01,154177.0
2008-04-01,159378.0
2008-05-01,182773.0
2008-06-01,171758.0
2008-07-01,171748.0
2008-08-01,171880.0
2008-09-01,188616.0
2008-10-01,187325.0
2008-11-01,183599.0
2008-12-01,202899.0
2009-01-01,203869.0
2009-02-01,205701.0
2009-03-01,208183.0
2009-04-01,215624.0
2009-05-01,217610.0
2009-06-01,255991.0
2009-07-01,267549.0
2009-08-01,273143.0
2009-09-01,268679.0
2009-10-01,280614.0
2009-11-01,289810.0
2009-12-01,326826.0
2010-01-01,338022.0
2010-02-01,332821.0
2010-03-01,332532.0
2010-04-01,329481.0
2010-05-01,327487.0
2010-06-01,324252.0
2010-07-01,324686.0
2010-08-01,327784.0
2010-09-01,341234.0
2010-10-01,336273.0
2010-11-01,342767.0
2010-12-01,337471.0
2011-01-01,338518.0
2011-02-01,331093.0
2011-03-01,336020.0
2011-04-01,331552.0
2011-05-01,330427.0
2011-06-01,327890.0
2011-07-01,324911.0
2011-08-01,327769.0
2011-09-01,327288.0
2011-10-01,344167.0
2011-11-01,348104.0
2011-12-01,345592.0
2012-01-01,335240.0
2012-02-01,337170.0
2012-03-01,303117.0
2012-04-01,305963.0
2012-05-01,305815.0
2012-06-01,283080.0
2012-07-01,268754.0
2012-08-01,274448.0
2012-09-01,290889.0
2012-10-01,292889.0
2012-11-01,288856.0
2012-12-01,281888.0
2013-01-01,287968.0
2013-02-01,293263.0
2013-03-01,308124.0
2013-04-01,306456.0
2013-05-01,305143.0
2013-06-01,354066.0
2013-07-01,353586.0
2013-08-01,352349.0
2013-09-01,355499.0
2013-10-01,359220.0
2013-11-01,359450.0
2013-12-01,398075.0
2014-01-01,409761.0
2014-02-01,397383.0
2014-03-01,400012.0
2014-04-01,414085.0
2014-05-01,421545.0
