Tarih,TP_PBD_T48
2000-01-01,0.0
2000-02-01,0.0
2000-03-01,0.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,0.0
2000-07-01,0.0
2000-08-01,0.0
2000-09-01,0.0
2000-10-01,0.0
2000-11-01,0.0
2000-12-01,0.0
2001-01-01,0.0
2001-02-01,0.0
2001-03-01,0.0
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.0
2001-08-01,0.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,0.0
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.0
2002-05-01,0.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,0.0
2002-11-01,0.0
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,0.0
2003-07-01,0.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,373.0
2003-12-01,359.0
2004-01-01,335.0
2004-02-01,322.0
2004-03-01,322.0
2004-04-01,342.0
2004-05-01,364.0
2004-06-01,363.0
2004-07-01,364.0
2004-08-01,379.0
2004-09-01,376.0
2004-10-01,370.0
2004-11-01,358.0
2004-12-01,338.0
2005-01-01,334.0
2005-02-01,323.0
2005-03-01,338.0
2005-04-01,350.0
2005-05-01,343.0
2005-06-01,336.0
2005-07-01,332.0
2005-08-01,340.0
2005-09-01,338.0
2005-10-01,338.0
2005-11-01,339.0
2005-12-01,338.0
2006-01-01,331.0
2006-02-01,328.0
2006-03-01,336.0
2006-04-01,330.0
2006-05-01,390.0
2006-06-01,395.0
2006-07-01,371.0
2006-08-01,365.0
2006-09-01,374.0
2006-10-01,365.0
2006-11-01,363.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,2642.0
2008-09-01,2756.0
2008-10-01,9106.0
2008-11-01,9922.0
2008-12-01,9595.0
2009-01-01,9728.0
2009-02-01,11413.0
2009-03-01,10777.0
2009-04-01,10136.0
2009-05-01,10040.0
2009-06-01,10026.0
2009-07-01,10096.0
2009-08-01,11503.0
2009-09-01,11441.0
2009-10-01,11443.0
2009-11-01,11445.0
2009-12-01,14205.0
2010-01-01,14056.0
2010-02-01,14576.0
2010-03-01,14401.0
2010-04-01,14012.0
2010-05-01,14684.0
2010-06-01,17654.0
2010-07-01,16788.0
2010-08-01,16908.0
2010-09-01,16314.0
2010-10-01,37659.0
2010-11-01,48643.0
2010-12-01,50337.0
2011-01-01,55908.0
2011-02-01,56178.0
2011-03-01,56077.0
2011-04-01,36502.0
2011-05-01,43431.0
2011-06-01,29940.0
2011-07-01,34973.0
2011-08-01,36217.0
2011-09-01,34751.0
2011-10-01,35994.0
2011-11-01,25476.0
2011-12-01,34560.0
2012-01-01,37406.0
2012-02-01,36048.0
2012-03-01,18982.0
2012-04-01,24266.0
2012-05-01,20097.0
2012-06-01,30924.0
2012-07-01,29277.0
2012-08-01,26119.0
2012-09-01,24891.0
2012-10-01,27481.0
2012-11-01,34576.0
2012-12-01,53093.0
2013-01-01,59890.0
2013-02-01,51112.0
2013-03-01,100577.0
2013-04-01,139108.0
2013-05-01,127799.0
2013-06-01,129545.0
2013-07-01,157322.0
2013-08-01,171646.0
2013-09-01,182514.0
2013-10-01,181834.0
2013-11-01,169025.0
2013-12-01,171629.0
2014-01-01,191664.0
2014-02-01,201654.0
2014-03-01,221733.0
2014-04-01,227836.0
2014-05-01,208094.0
2014-06-01,215226.0
2014-07-01,207964.0
2014-08-01,222457.0
2014-09-01,224143.0
2014-10-01,225331.0
2014-11-01,218837.0
2014-12-01,270619.0
2015-01-01,294011.0
2015-02-01,250760.0
2015-03-01,219195.0
2015-04-01,221416.0
2015-05-01,203734.0
2015-06-01,218249.0
2015-07-01,192771.0
2015-08-01,180572.0
2015-09-01,219992.0
2015-10-01,245228.0
2015-11-01,235890.0
2015-12-01,251418.0
2016-01-01,337973.0
2016-02-01,309432.0
2016-03-01,306052.0
2016-04-01,187857.0
2016-05-01,214574.0
2016-06-01,198753.0
2016-07-01,191755.0
2016-08-01,201907.0
2016-09-01,248075.0
2016-10-01,272467.0
2016-11-01,270798.0
2016-12-01,256351.0
2017-01-01,248198.0
2017-02-01,248618.0
2017-03-01,238409.0
2017-04-01,266398.0
2017-05-01,271663.0
2017-06-01,227584.0
2017-07-01,216397.0
2017-08-01,210451.0
2017-09-01,217371.0
2017-10-01,223974.0
2017-11-01,270505.0
2017-12-01,317401.0
2018-01-01,218513.0
2018-02-01,179536.0
2018-03-01,215208.0
2018-04-01,189466.0
2018-05-01,199139.0
2018-06-01,164714.0
2018-07-01,168885.0
2018-08-01,69965.0
2018-09-01,82547.0
