Tarih,TP_PBD_V31
2000-01-01,3259453.0
2000-02-01,3539767.0
2000-03-01,3745215.0
2000-04-01,3749355.0
2000-05-01,3881304.0
2000-06-01,3994972.0
2000-07-01,3975405.0
2000-08-01,4050960.0
2000-09-01,4227204.0
2000-10-01,4354771.0
2000-11-01,4407883.0
2000-12-01,4665376.0
2001-01-01,4606278.0
2001-02-01,5435640.0
2001-03-01,5760530.0
2001-04-01,6451252.0
2001-05-01,6243546.0
2001-06-01,6754386.0
2001-07-01,7126972.0
2001-08-01,7465681.0
2001-09-01,8273625.0
2001-10-01,8087429.0
2001-11-01,8032343.0
2001-12-01,8132603.0
2002-01-01,7583969.0
2002-02-01,7780458.0
2002-03-01,7740107.0
2002-04-01,7759294.0
2002-05-01,7853757.0
2002-06-01,8639724.0
2002-07-01,9047050.0
2002-08-01,8951521.0
2002-09-01,9165622.0
2002-10-01,9475396.0
2002-11-01,8851081.0
2002-12-01,9504564.0
2003-01-01,9521721.0
2003-02-01,9529178.0
2003-03-01,9911650.0
2003-04-01,9612310.0
2003-05-01,9647135.0
2003-06-01,9538994.0
2003-07-01,9489957.0
2003-08-01,9642477.0
2003-09-01,9908882.0
2003-10-01,10407593.0
2003-11-01,10472011.0
2003-12-01,10444389.0
2004-01-01,10314414.0
2004-02-01,10013793.0
2004-03-01,10244976.0
2004-04-01,10858708.0
2004-05-01,11076796.0
2004-06-01,11322449.0
2004-07-01,10601775.0
2004-08-01,11199175.0
2004-09-01,11941573.0
2004-10-01,11053876.0
2004-11-01,11187862.0
2004-12-01,11484382.0
2005-01-01,11559948.0
2005-02-01,11027049.0
2005-03-01,11229250.0
2005-04-01,11547367.0
2005-05-01,11691461.0
2005-06-01,11827835.0
2005-07-01,11799704.0
2005-08-01,11767183.0
2005-09-01,12337630.0
2005-10-01,12089955.0
2005-11-01,12335578.0
2005-12-01,12797496.0
2006-01-01,12345736.0
2006-02-01,12684381.0
2006-03-01,13337581.0
2006-04-01,13320490.0
2006-05-01,14522433.0
2006-06-01,14708931.0
2006-07-01,14215025.0
2006-08-01,14371689.0
2006-09-01,14573013.0
2006-10-01,14304701.0
2006-11-01,14899543.0
2006-12-01,15211399.0
2007-01-01,15376836.0
2007-02-01,15336014.0
2007-03-01,16181698.0
2007-04-01,16042070.0
2007-05-01,16510043.0
2007-06-01,16974142.0
2007-07-01,17124627.0
2007-08-01,17526981.0
