Tarih,TP_RP03_MKR
2004-03-09,7908611.0
2004-03-10,7811979.0
2004-03-11,7672401.0
2004-03-12,7681341.0
2004-03-15,7587008.0
2004-03-16,7579987.0
2004-03-17,7946452.0
2004-03-18,7847251.0
2004-03-19,7912847.0
2004-03-22,7931630.0
2004-03-23,7946660.0
2004-03-24,7969144.0
2004-03-25,7799780.0
2004-03-26,7824135.0
2004-03-29,7958449.0
2004-03-30,7912307.0
2004-03-31,7538296.0
2004-04-01,7663810.0
2004-04-02,7619010.0
2004-04-05,7440020.0
2004-04-06,7442299.0
2004-04-07,8033267.0
2004-04-08,7988440.0
2004-04-09,7960999.0
2004-04-12,7876775.0
2004-04-13,7849338.0
2004-04-14,7903013.0
2004-04-15,7915379.0
2004-04-16,7864753.0
2004-04-19,7819369.0
2004-04-20,7843231.0
2004-04-21,8004595.0
2004-04-22,7894884.0
2004-04-23,
2004-04-26,7807273.0
2004-04-27,7824854.0
2004-04-28,8622713.0
2004-04-29,8432005.0
2004-04-30,8161482.0
2004-05-03,8332543.0
2004-05-04,8310687.0
2004-05-05,9645223.0
2004-05-06,9561987.0
2004-05-07,9575536.0
2004-05-10,9501368.0
2004-05-11,9512103.0
2004-05-12,9713859.0
2004-05-13,9350523.0
2004-05-14,9142547.0
2004-05-17,9031139.0
2004-05-18,8930033.0
2004-05-19,
2004-05-20,8793515.0
2004-05-21,8855459.0
2004-05-24,8831056.0
2004-05-25,8797410.0
2004-05-26,9175330.0
2004-05-27,9066479.0
2004-05-28,8788746.0
2004-05-31,8458269.0
2004-06-01,8488781.0
2004-06-02,8637821.0
2004-06-03,8686036.0
2004-06-04,8501098.0
2004-06-07,8822851.0
2004-06-08,8730847.0
2004-06-09,8778081.0
2004-06-10,8841264.0
2004-06-11,8678253.0
2004-06-14,8569922.0
2004-06-15,8635496.0
2004-06-16,8915956.0
2004-06-17,8863291.0
2004-06-18,8484248.0
2004-06-21,8125165.0
2004-06-22,8069418.0
2004-06-23,8031485.0
2004-06-24,8068331.0
2004-06-25,7974765.0
2004-06-28,7753485.0
2004-06-29,7687654.0
2004-06-30,7603131.0
2004-07-01,7699517.0
2004-07-02,7725828.0
2004-07-05,7558489.0
2004-07-06,7467763.0
2004-07-07,8409062.0
2004-07-08,8484926.0
2004-07-09,8373173.0
2004-07-12,8240740.0
2004-07-13,8173005.0
2004-07-14,8139556.0
2004-07-15,7994372.0
2004-07-16,7909867.0
2004-07-19,7966861.0
2004-07-20,8045157.0
2004-07-21,8808993.0
2004-07-22,9089295.0
2004-07-23,8948841.0
2004-07-26,8699786.0
2004-07-27,8595860.0
2004-07-28,8552842.0
2004-07-29,8535312.0
2004-07-30,8186486.0
2004-08-02,7708474.0
2004-08-03,7912417.0
2004-08-04,7984928.0
2004-08-05,8554151.0
2004-08-06,8704650.0
2004-08-09,8874827.0
2004-08-10,9045665.0
2004-08-11,9127709.0
2004-08-12,8659162.0
2004-08-13,8527422.0
2004-08-16,8433817.0
2004-08-17,8467990.0
2004-08-18,9987521.0
2004-08-19,9766393.0
2004-08-20,9480477.0
2004-08-23,9326730.0
2004-08-24,9277115.0
2004-08-25,9442513.0
2004-08-26,9284889.0
2004-08-27,8972004.0
2004-08-30,
2004-08-31,8427416.0
2004-09-01,8318734.0
2004-09-02,8319297.0
2004-09-03,8204504.0
2004-09-06,8071785.0
2004-09-07,8070825.0
2004-09-08,8514360.0
2004-09-09,8212682.0
2004-09-10,8221561.0
2004-09-13,8125739.0
2004-09-14,8182783.0
2004-09-15,7689590.0
2004-09-16,7716444.0
2004-09-17,7632198.0
2004-09-20,7717754.0
2004-09-21,7701510.0
2004-09-22,10238732.0
2004-09-23,10207785.0
2004-09-24,9572714.0
2004-09-27,9117469.0
2004-09-28,8958400.0
2004-09-29,8748978.0
2004-09-30,8323410.0
2004-10-01,8256585.0
2004-10-04,8111187.0
2004-10-05,8192495.0
2004-10-06,8249167.0
2004-10-07,8206950.0
2004-10-08,8326448.0
2004-10-11,8239399.0
2004-10-12,8144373.0
2004-10-13,9099047.0
2004-10-14,8918915.0
2004-10-15,8427674.0
2004-10-18,8262513.0
2004-10-19,8142460.0
2004-10-20,7887406.0
2004-10-21,7854707.0
2004-10-22,7724543.0
2004-10-25,7687790.0
2004-10-26,7736667.0
2004-10-27,9362205.0
2004-10-28,9392297.0
2004-10-29,
2004-11-01,8572256.0
2004-11-02,8629006.0
2004-11-03,8690975.0
2004-11-04,8517594.0
2004-11-05,8349094.0
2004-11-08,8348452.0
2004-11-09,8577808.0
2004-11-10,10136581.0
2004-11-11,10302321.0
2004-11-12,10087353.0
2004-11-15,
2004-11-16,
2004-11-17,10130396.0
2004-11-18,9948568.0
2004-11-19,9595884.0
2004-11-22,9402810.0
2004-11-23,9345350.0
2004-11-24,10155586.0
2004-11-25,9934960.0
2004-11-26,9797852.0
2004-11-29,9496040.0
2004-11-30,9608955.0
2004-12-01,9445791.0
2004-12-02,9084743.0
2004-12-03,9157494.0
2004-12-06,9263118.0
2004-12-07,9281898.0
2004-12-08,9187138.0
2004-12-09,8940009.0
2004-12-10,9044346.0
2004-12-13,8421394.0
2004-12-14,8664306.0
2004-12-15,9260365.0
2004-12-16,9246859.0
2004-12-17,9304869.0
2004-12-20,9296989.0
2004-12-21,9186601.0
2004-12-22,8259734.0
2004-12-23,8051193.0
2004-12-24,7813718.0
2004-12-27,7620791.0
2004-12-28,7483344.0
2004-12-29,7344850.0
2004-12-30,7230625.0
2004-12-31,6985126.0
2005-01-03,7065866.0
2005-01-04,7037158.0
2005-01-05,6869226.0
2005-01-06,6830512.0
2005-01-07,6788794.0
2005-01-10,6737383.0
2005-01-11,7109139.0
2005-01-12,7025731.0
2005-01-13,6731079.0
2005-01-14,6944812.0
2005-01-17,6894883.0
2005-01-18,7495963.0
2005-01-19,8209178.0
2005-01-20,
2005-01-21,
2005-01-24,8090431.0
2005-01-25,7301701.0
2005-01-26,8306341.0
2005-01-27,8340880.0
2005-01-28,8835378.0
2005-01-31,7740774.0
2005-02-01,8795163.0
2005-02-02,8015255.0
2005-02-03,8079420.0
2005-02-04,8751131.0
2005-02-07,7919802.0
2005-02-08,7848384.0
2005-02-09,8856191.0
2005-02-10,8706996.0
2005-02-11,8397987.0
2005-02-14,8051592.0
2005-02-15,7834184.0
2005-02-16,8091468.0
2005-02-17,7600312.0
2005-02-18,8641575.0
2005-02-21,8489136.0
2005-02-22,8796204.0
2005-02-23,9323456.0
2005-02-24,8953334.0
2005-02-25,8878243.0
2005-02-28,9001100.0
2005-03-01,9102226.0
2005-03-02,8305291.0
2005-03-03,9132979.0
2005-03-04,8680920.0
2005-03-07,9385137.0
2005-03-08,9301766.0
2005-03-09,8778551.0
2005-03-10,7389654.0
2005-03-11,7434474.0
2005-03-14,7311779.0
2005-03-15,7411152.0
2005-03-16,7577817.0
2005-03-17,7635102.0
2005-03-18,7630387.0
2005-03-21,7525464.0
2005-03-22,7558604.0
2005-03-23,9112532.0
2005-03-24,9103331.0
2005-03-25,8865407.0
2005-03-28,8627196.0
2005-03-29,8544627.0
2005-03-30,8448560.0
2005-03-31,8220119.0
2005-04-01,8121556.0
2005-04-04,8125379.0
2005-04-05,8101034.0
2005-04-06,8853103.0
2005-04-07,8627057.0
2005-04-08,8396627.0
2005-04-11,8549434.0
2005-04-12,8451915.0
2005-04-13,8637404.0
2005-04-14,8417234.0
2005-04-15,8233756.0
2005-04-18,8073219.0
2005-04-19,8214106.0
2005-04-20,8296870.0
2005-04-21,8234964.0
2005-04-22,8163608.0
2005-04-25,8002038.0
2005-04-26,8105059.0
2005-04-27,10353824.0
2005-04-28,10112169.0
2005-04-29,10016464.0
2005-05-02,9832637.0
2005-05-03,9774095.0
2005-05-04,9968235.0
2005-05-05,9536745.0
2005-05-06,9410737.0
2005-05-09,9123536.0
2005-05-10,9528028.0
2005-05-11,10715916.0
2005-05-12,10370125.0
2005-05-13,10145294.0
2005-05-16,10206871.0
2005-05-17,10218049.0
2005-05-18,10055455.0
2005-05-19,
2005-05-20,10594186.0
2005-05-23,10277581.0
2005-05-24,10337795.0
2005-05-25,11176457.0
2005-05-26,11052757.0
2005-05-27,10754720.0
2005-05-30,10316941.0
2005-05-31,10451782.0
2005-06-01,10657235.0
2005-06-02,10242373.0
2005-06-03,10142433.0
2005-06-06,10008227.0
2005-06-07,9750268.0
2005-06-08,9532938.0
2005-06-09,9494770.0
2005-06-10,10121776.0
2005-06-13,9681706.0
2005-06-14,9216240.0
2005-06-15,9176227.0
2005-06-16,9102437.0
2005-06-17,8973850.0
2005-06-20,8789594.0
2005-06-21,8742568.0
2005-06-22,8622279.0
2005-06-23,8469199.0
2005-06-24,8344780.0
2005-06-27,8184723.0
2005-06-28,8208981.0
2005-06-29,8492683.0
2005-06-30,9597896.0
2005-07-01,8761566.0
2005-07-04,7798808.0
2005-07-05,9098365.0
2005-07-06,8769947.0
2005-07-07,9516297.0
2005-07-08,9368073.0
2005-07-11,8760129.0
2005-07-12,8527764.0
2005-07-13,8500906.0
2005-07-14,8496341.0
2005-07-15,8521120.0
2005-07-18,8418836.0
2005-07-19,8483124.0
2005-07-20,8322105.0
2005-07-21,8270915.0
2005-07-22,8144048.0
2005-07-25,8107838.0
2005-07-26,8248413.0
2005-07-27,8995048.0
2005-07-28,8897554.0
2005-07-29,8393148.0
2005-08-01,7945973.0
2005-08-02,7871585.0
2005-08-03,7712571.0
2005-08-04,7653558.0
2005-08-05,7449845.0
2005-08-08,7389581.0
2005-08-09,7674384.0
2005-08-10,8287406.0
2005-08-11,8219785.0
2005-08-12,8125399.0
2005-08-15,8193771.0
2005-08-16,8174124.0
2005-08-17,8045200.0
2005-08-18,8059715.0
2005-08-19,9115522.0
2005-08-22,8021701.0
2005-08-23,8077399.0
2005-08-24,10339935.0
2005-08-25,10394525.0
2005-08-26,10215073.0
2005-08-29,9911167.0
2005-08-30,
2005-08-31,10202290.0
2005-09-01,9343383.0
2005-09-02,9974322.0
2005-09-05,9393225.0
2005-09-06,9662333.0
2005-09-07,9554023.0
2005-09-08,9320430.0
2005-09-09,10326615.0
2005-09-12,9018349.0
2005-09-13,9009790.0
2005-09-14,9169648.0
2005-09-15,8751798.0
2005-09-16,8485687.0
2005-09-19,8258730.0
2005-09-20,7912130.0
2005-09-21,7838327.0
2005-09-22,7862766.0
2005-09-23,8517209.0
2005-09-26,7514534.0
2005-09-27,7363764.0
2005-09-28,8256980.0
2005-09-29,7950451.0
2005-09-30,8222343.0
2005-10-03,9124515.0
2005-10-04,7965927.0
2005-10-05,9401213.0
2005-10-06,9097483.0
2005-10-07,8503702.0
2005-10-10,8061425.0
2005-10-11,8203658.0
2005-10-12,7971932.0
2005-10-13,7778276.0
2005-10-14,7554521.0
2005-10-17,7608062.0
2005-10-18,7686614.0
2005-10-19,9478645.0
2005-10-20,9453961.0
2005-10-21,9278778.0
2005-10-24,9312440.0
2005-10-25,9105221.0
2005-10-26,8877187.0
2005-10-27,8763551.0
2005-10-28,8617420.0
2005-10-31,8001327.0
2005-11-01,7933306.0
2005-11-02,8145703.0
2005-11-03,
2005-11-04,
2005-11-07,7949979.0
2005-11-08,7891698.0
2005-11-09,9210589.0
2005-11-10,9073204.0
2005-11-11,8973906.0
2005-11-14,9008881.0
2005-11-15,8959303.0
2005-11-16,9544466.0
2005-11-17,8984629.0
2005-11-18,8748954.0
2005-11-21,8593488.0
2005-11-22,8709065.0
2005-11-23,9283926.0
2005-11-24,9239369.0
2005-11-25,8933088.0
2005-11-28,8868029.0
2005-11-29,8619595.0
2005-11-30,8239772.0
2005-12-01,8340104.0
2005-12-02,8212854.0
2005-12-05,8285813.0
2005-12-06,8265342.0
2005-12-07,9782725.0
2005-12-08,9733890.0
2005-12-09,10536610.0
2005-12-12,9524216.0
2005-12-13,9740969.0
2005-12-14,9552620.0
2005-12-15,9526218.0
2005-12-16,9618310.0
2005-12-19,9303998.0
2005-12-20,8963483.0
2005-12-21,8700036.0
2005-12-22,8678893.0
2005-12-23,8486016.0
2005-12-26,8315793.0
2005-12-27,8429690.0
2005-12-28,8250963.0
2005-12-29,8103938.0
2005-12-30,12426352.0
2006-01-02,7971679.0
2006-01-03,7802063.0
2006-01-04,8306167.0
2006-01-05,7990638.0
2006-01-06,7919899.0
2006-01-09,8216163.0
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,7720659.0
2006-01-17,7527725.0
2006-01-18,10578444.0
2006-01-19,10705320.0
2006-01-20,10303673.0
2006-01-23,10114857.0
2006-01-24,9769339.0
2006-01-25,9369378.0
2006-01-26,9169484.0
2006-01-27,9060467.0
2006-01-30,8662977.0
2006-01-31,8447361.0
2006-02-01,8387340.0
2006-02-02,8310937.0
2006-02-03,8236675.0
2006-02-06,8120559.0
2006-02-07,8080076.0
2006-02-08,8836273.0
2006-02-09,8930912.0
2006-02-10,9601753.0
2006-02-13,8588521.0
2006-02-14,8531305.0
2006-02-15,8642489.0
2006-02-16,8675162.0
2006-02-17,8512134.0
2006-02-20,8139201.0
2006-02-21,8100436.0
2006-02-22,11673057.0
2006-02-23,11673750.0
2006-02-24,11455294.0
2006-02-27,10936525.0
2006-02-28,10429335.0
2006-03-01,10406486.0
2006-03-02,10135830.0
2006-03-03,9907216.0
2006-03-06,9597335.0
2006-03-07,9448698.0
2006-03-08,9590088.0
2006-03-09,9545462.0
2006-03-10,9336286.0
2006-03-13,9179485.0
2006-03-14,9029027.0
2006-03-15,11133329.0
2006-03-16,10953078.0
2006-03-17,10816676.0
2006-03-20,10610305.0
2006-03-21,10626184.0
2006-03-22,10628080.0
2006-03-23,10528507.0
2006-03-24,10201926.0
2006-03-27,9985006.0
2006-03-28,9953476.0
2006-03-29,9878482.0
2006-03-30,9438713.0
2006-03-31,9107946.0
2006-04-03,9169415.0
2006-04-04,9019476.0
2006-04-05,10381065.0
2006-04-06,10386557.0
2006-04-07,10380983.0
2006-04-10,10280108.0
2006-04-11,10267026.0
2006-04-12,12428057.0
2006-04-13,12548273.0
2006-04-14,12538930.0
2006-04-17,12353174.0
2006-04-18,12052931.0
2006-04-19,11883465.0
2006-04-20,11778830.0
2006-04-21,11776059.0
2006-04-24,11706491.0
2006-04-25,11704537.0
2006-04-26,11558199.0
2006-04-27,11428138.0
2006-04-28,11235626.0
2006-05-01,10753277.0
2006-05-02,10728021.0
2006-05-03,11193858.0
2006-05-04,11327432.0
2006-05-05,11926789.0
2006-05-08,11346838.0
2006-05-09,11153294.0
2006-05-10,11052051.0
2006-05-11,10996651.0
2006-05-12,10964661.0
2006-05-15,11224901.0
2006-05-16,11519758.0
2006-05-17,11519974.0
2006-05-18,11765305.0
2006-05-19,
2006-05-22,11709586.0
2006-05-23,11401075.0
2006-05-24,14172135.0
2006-05-25,13931385.0
2006-05-26,13752502.0
2006-05-29,13322118.0
2006-05-30,13234004.0
2006-05-31,13293242.0
2006-06-01,13229642.0
2006-06-02,13237977.0
2006-06-05,13518050.0
2006-06-06,13746403.0
2006-06-07,13694210.0
2006-06-08,13537368.0
2006-06-09,13150718.0
2006-06-12,12767196.0
2006-06-13,12714747.0
2006-06-14,13528618.0
2006-06-15,13463388.0
2006-06-16,13364089.0
2006-06-19,13253132.0
2006-06-20,13123666.0
2006-06-21,13124271.0
2006-06-22,13180795.0
2006-06-23,13098727.0
2006-06-26,12734227.0
2006-06-27,12590628.0
2006-06-28,12269393.0
2006-06-29,11854539.0
2006-06-30,11579709.0
2006-07-03,11378022.0
2006-07-04,11804990.0
2006-07-05,13219424.0
2006-07-06,13384796.0
2006-07-07,13416028.0
2006-07-10,13207023.0
2006-07-11,13284560.0
2006-07-12,13135864.0
2006-07-13,12931929.0
2006-07-14,12877513.0
2006-07-17,12804560.0
2006-07-18,12717542.0
2006-07-19,13046276.0
2006-07-20,12846339.0
2006-07-21,12639492.0
2006-07-24,12594552.0
2006-07-25,12494130.0
2006-07-26,12278680.0
2006-07-27,12342548.0
2006-07-28,11874617.0
2006-07-31,11496210.0
2006-08-01,11257127.0
2006-08-02,11267931.0
2006-08-03,11328411.0
2006-08-04,11275188.0
2006-08-07,11140089.0
2006-08-08,11334079.0
2006-08-09,12637518.0
2006-08-10,12685269.0
2006-08-11,12723771.0
2006-08-14,12558381.0
2006-08-15,12599140.0
2006-08-16,12702356.0
2006-08-17,12666159.0
2006-08-18,12469955.0
2006-08-21,12319947.0
2006-08-22,12211130.0
2006-08-23,12454550.0
2006-08-24,12372373.0
2006-08-25,12225314.0
2006-08-28,12078918.0
2006-08-29,11912495.0
2006-08-30,
2006-08-31,11498026.0
2006-09-01,11555378.0
2006-09-04,11392727.0
2006-09-05,11463737.0
2006-09-06,11456289.0
2006-09-07,11433763.0
2006-09-08,11865518.0
2006-09-11,11815259.0
2006-09-12,11582173.0
2006-09-13,14361141.0
2006-09-14,14291315.0
2006-09-15,14912785.0
2006-09-18,14356154.0
2006-09-19,14032107.0
2006-09-20,14001937.0
2006-09-21,14026727.0
2006-09-22,14152804.0
2006-09-25,14254775.0
2006-09-26,14113064.0
2006-09-27,15141979.0
2006-09-28,14927150.0
2006-09-29,14427419.0
2006-10-02,14140716.0
2006-10-03,14554265.0
2006-10-04,15628117.0
2006-10-05,15691841.0
2006-10-06,15507965.0
2006-10-09,15371907.0
2006-10-10,15278728.0
2006-10-11,15133439.0
2006-10-12,15019446.0
2006-10-13,14948489.0
2006-10-16,14900128.0
2006-10-17,14959925.0
2006-10-18,14898593.0
2006-10-19,14877752.0
2006-10-20,14708718.0
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,14620439.0
2006-10-27,14632224.0
2006-10-30,14394534.0
2006-10-31,14277580.0
2006-11-01,14370731.0
2006-11-02,14406265.0
2006-11-03,14409996.0
2006-11-06,14319397.0
2006-11-07,14325735.0
2006-11-08,15188451.0
2006-11-09,15192754.0
2006-11-10,15035323.0
2006-11-13,14902607.0
2006-11-14,14883873.0
2006-11-15,14854724.0
2006-11-16,14912670.0
2006-11-17,14813086.0
2006-11-20,14666433.0
2006-11-21,14669810.0
2006-11-22,14698791.0
2006-11-23,14704393.0
2006-11-24,14696852.0
2006-11-27,14497773.0
2006-11-28,14468387.0
2006-11-29,14542821.0
2006-11-30,14868618.0
2006-12-01,14230057.0
2006-12-04,14373028.0
2006-12-05,14370066.0
2006-12-06,14540214.0
2006-12-07,14362208.0
2006-12-08,14559205.0
2006-12-11,14216081.0
2006-12-12,14137087.0
2006-12-13,14563677.0
2006-12-14,14497643.0
2006-12-15,14776075.0
2006-12-18,14319535.0
2006-12-19,14421240.0
2006-12-20,14561827.0
2006-12-21,14561689.0
2006-12-22,14833799.0
2006-12-25,14426738.0
2006-12-26,14280911.0
2006-12-27,14252575.0
2006-12-28,14267618.0
2006-12-29,14255652.0
2007-01-01,
2007-01-02,
2007-01-03,
2007-01-04,13583684.0
2007-01-05,15541254.0
2007-01-08,15545221.0
2007-01-09,13595490.0
2007-01-10,13595623.0
2007-01-11,13718031.0
2007-01-12,13681768.0
2007-01-15,13779796.0
2007-01-16,13893356.0
2007-01-17,13995368.0
2007-01-18,14050852.0
2007-01-19,14007846.0
2007-01-22,14132371.0
2007-01-23,14359248.0
2007-01-24,15226018.0
2007-01-25,15049997.0
2007-01-26,14941699.0
2007-01-29,14819662.0
2007-01-30,14571027.0
2007-01-31,14399510.0
2007-02-01,14416803.0
2007-02-02,14330285.0
2007-02-05,14279257.0
2007-02-06,14365366.0
2007-02-07,14388465.0
2007-02-08,14358705.0
2007-02-09,14321743.0
2007-02-12,14228407.0
2007-02-13,14294853.0
2007-02-14,14296778.0
2007-02-15,14456248.0
2007-02-16,14653185.0
2007-02-19,14521421.0
2007-02-20,14196294.0
2007-02-21,15422238.0
2007-02-22,15359751.0
2007-02-23,15259505.0
2007-02-26,15014331.0
2007-02-27,15016401.0
2007-02-28,15084883.0
2007-03-01,15438310.0
2007-03-02,15469341.0
2007-03-05,16004098.0
2007-03-06,16061435.0
2007-03-07,16484504.0
2007-03-08,16431857.0
2007-03-09,16902493.0
2007-03-12,16295629.0
2007-03-13,16264054.0
2007-03-14,16300933.0
2007-03-15,16822058.0
2007-03-16,17106064.0
2007-03-19,16495802.0
2007-03-20,16224149.0
2007-03-21,16135942.0
2007-03-22,15931671.0
2007-03-23,16712650.0
2007-03-26,15719854.0
2007-03-27,15850240.0
2007-03-28,15863507.0
2007-03-29,16560810.0
2007-03-30,18255677.0
2007-04-02,15628232.0
2007-04-03,15741703.0
2007-04-04,15898622.0
2007-04-05,15851730.0
2007-04-06,15773327.0
2007-04-09,15853237.0
2007-04-10,15900845.0
2007-04-11,16041459.0
2007-04-12,16025908.0
2007-04-13,16494847.0
2007-04-16,16202527.0
2007-04-17,16272776.0
2007-04-18,16568034.0
2007-04-19,16612891.0
2007-04-20,16376899.0
2007-04-23,
2007-04-24,16332055.0
2007-04-25,16376056.0
2007-04-26,16225298.0
2007-04-27,16149111.0
2007-04-30,16308612.0
2007-05-01,16593573.0
2007-05-02,16725180.0
2007-05-03,16857802.0
2007-05-04,17374607.0
2007-05-07,16924313.0
2007-05-08,16822968.0
2007-05-09,17653361.0
2007-05-10,17597973.0
2007-05-11,17610576.0
2007-05-14,17741579.0
2007-05-15,17725797.0
2007-05-16,17940251.0
2007-05-17,17834350.0
2007-05-18,17680716.0
2007-05-21,17614122.0
2007-05-22,17619321.0
2007-05-23,17635202.0
2007-05-24,17560547.0
2007-05-25,17521192.0
2007-05-28,17558904.0
2007-05-29,17435011.0
2007-05-30,17301615.0
2007-05-31,17105835.0
2007-06-01,17612597.0
2007-06-04,17149466.0
2007-06-05,17731090.0
2007-06-06,17233553.0
2007-06-07,17358151.0
2007-06-08,18063679.0
2007-06-11,17157551.0
2007-06-12,17218647.0
2007-06-13,17228051.0
2007-06-14,17360085.0
2007-06-15,19465729.0
2007-06-18,17504566.0
2007-06-19,18314980.0
2007-06-20,16892607.0
2007-06-21,16971621.0
2007-06-22,18590878.0
2007-06-25,17132115.0
2007-06-26,17304911.0
2007-06-27,18086822.0
2007-06-28,18204222.0
2007-06-29,18061571.0
2007-07-02,17703370.0
2007-07-03,17770739.0
2007-07-04,18489907.0
2007-07-05,18611083.0
2007-07-06,18647559.0
2007-07-09,18756942.0
2007-07-10,18771221.0
2007-07-11,18877869.0
2007-07-12,18851245.0
2007-07-13,18814309.0
2007-07-16,18937608.0
2007-07-17,19173398.0
2007-07-18,18636627.0
2007-07-19,18630171.0
2007-07-20,18136070.0
2007-07-23,17935904.0
2007-07-24,17988217.0
2007-07-25,18058864.0
2007-07-26,17912557.0
2007-07-27,17991208.0
2007-07-30,17754528.0
2007-07-31,17525625.0
2007-08-01,17664593.0
2007-08-02,17725054.0
2007-08-03,17607557.0
2007-08-06,17482184.0
2007-08-07,17484924.0
2007-08-08,17466818.0
2007-08-09,17499197.0
2007-08-10,17599090.0
2007-08-13,17737681.0
2007-08-14,
2007-08-15,17942229.0
2007-08-16,18258218.0
2007-08-17,18305212.0
2007-08-20,18305212.0
2007-08-21,18633600.0
2007-08-22,18563237.0
2007-08-23,18388807.0
2007-08-24,18272123.0
2007-08-27,18193180.0
2007-08-28,18127033.0
2007-08-29,18309202.0
2007-08-30,
2007-08-31,18686992.0
2007-09-03,17901834.0
2007-09-04,18189083.0
2007-09-05,18297834.0
2007-09-06,18249975.0
2007-09-07,18323596.0
2007-09-10,18224082.0
2007-09-11,18369817.0
2007-09-12,18124934.0
2007-09-13,18187667.0
2007-09-14,18305582.0
2007-09-17,18178644.0
2007-09-18,18431513.0
2007-09-19,18371151.0
2007-09-20,18146351.0
2007-09-21,18148894.0
2007-09-24,17920829.0
2007-09-25,17968023.0
2007-09-26,17844782.0
2007-09-27,17757641.0
2007-09-28,17774626.0
2007-10-01,17511261.0
2007-10-02,17737702.0
2007-10-03,18125439.0
2007-10-04,18095475.0
2007-10-05,18232588.0
2007-10-08,18397957.0
2007-10-09,18509606.0
2007-10-10,18528751.0
2007-10-11,18667424.0
2007-10-12,
2007-10-15,18793291.0
2007-10-16,18818039.0
2007-10-17,19197745.0
2007-10-18,18081372.0
2007-10-19,18074378.0
2007-10-22,17984304.0
2007-10-23,17938487.0
2007-10-24,17966476.0
2007-10-25,17890583.0
2007-10-26,17621293.0
2007-10-29,
2007-10-30,17285445.0
2007-10-31,17137722.0
2007-11-01,17158342.0
2007-11-02,17133253.0
2007-11-05,17135970.0
2007-11-06,17303546.0
2007-11-07,17759534.0
2007-11-08,17811020.0
2007-11-09,17813457.0
2007-11-12,17760222.0
2007-11-13,17683369.0
2007-11-14,17697283.0
2007-11-15,17825276.0
2007-11-16,18229157.0
2007-11-19,18005109.0
2007-11-20,17608475.0
2007-11-21,17983969.0
2007-11-22,17789733.0
2007-11-23,17709323.0
2007-11-26,17495462.0
2007-11-27,17636718.0
2007-11-28,
2007-11-29,17694623.0
2007-11-30,18187465.0
2007-12-03,17504890.0
2007-12-04,17245096.0
2007-12-05,17389467.0
2007-12-06,17551875.0
2007-12-07,19161945.0
2007-12-10,17213125.0
2007-12-11,17207310.0
2007-12-12,17378214.0
2007-12-13,17380793.0
2007-12-14,18847060.0
2007-12-17,17435372.0
2007-12-18,17835348.0
2007-12-19,18121386.0
2007-12-20,
2007-12-21,
2007-12-24,17370804.0
2007-12-25,16979970.0
2007-12-26,16921861.0
2007-12-27,16737769.0
2007-12-28,18238880.0
2007-12-31,19618731.0
2008-01-01,
2008-01-02,16723878.0
2008-01-03,16800561.0
2008-01-04,18247502.0
2008-01-07,16498421.0
2008-01-08,16518628.0
2008-01-09,16560802.0
2008-01-10,16521330.0
2008-01-11,16598064.0
2008-01-14,16589354.0
2008-01-15,16675385.0
2008-01-16,18243820.0
2008-01-17,18197828.0
2008-01-18,17973912.0
2008-01-21,17894110.0
2008-01-22,17765622.0
2008-01-23,17984728.0
2008-01-24,17865804.0
2008-01-25,17771456.0
2008-01-28,17564925.0
2008-01-29,17525782.0
2008-01-30,17367997.0
2008-01-31,17184500.0
2008-02-01,17072539.0
2008-02-04,17023364.0
2008-02-05,16952405.0
2008-02-06,17109877.0
2008-02-07,17377258.0
2008-02-08,18017777.0
2008-02-11,17573838.0
2008-02-12,17606822.0
2008-02-13,17390965.0
2008-02-14,17260937.0
2008-02-15,18575720.0
2008-02-18,17426259.0
2008-02-19,17294156.0
2008-02-20,17329766.0
2008-02-21,17398519.0
2008-02-22,20084976.0
2008-02-25,17410450.0
2008-02-26,17005899.0
2008-02-27,16909790.0
2008-02-28,16756562.0
2008-02-29,18666593.0
2008-03-03,16867986.0
2008-03-04,16941277.0
2008-03-05,17010164.0
2008-03-06,17045263.0
2008-03-07,18985282.0
2008-03-10,17502651.0
2008-03-11,17624549.0
2008-03-12,18620282.0
2008-03-13,18724416.0
2008-03-14,18690184.0
2008-03-17,18892066.0
2008-03-18,19102720.0
2008-03-19,18943909.0
2008-03-20,18819294.0
2008-03-21,20402457.0
2008-03-24,18795996.0
2008-03-25,18704952.0
2008-03-26,18832803.0
2008-03-27,19090150.0
2008-03-28,20540964.0
2008-03-31,18911953.0
2008-04-01,19355034.0
2008-04-02,18957047.0
2008-04-03,18961506.0
2008-04-04,20991057.0
2008-04-07,19006513.0
2008-04-08,19119853.0
2008-04-09,19612384.0
2008-04-10,19705684.0
2008-04-11,19719367.0
2008-04-14,19722755.0
2008-04-15,19814415.0
2008-04-16,19983581.0
2008-04-17,19971726.0
2008-04-18,20457588.0
2008-04-21,19755691.0
2008-04-22,19779178.0
2008-04-23,
2008-04-24,19585487.0
2008-04-25,19152206.0
2008-04-28,18815868.0
2008-04-29,18673316.0
2008-04-30,18372773.0
2008-05-01,18412202.0
2008-05-02,18349733.0
2008-05-05,18110711.0
2008-05-06,18228640.0
2008-05-07,18090158.0
2008-05-08,18221375.0
