Tarih,TP_RP01_MYR
2004-03-09,3358310.0
2004-03-10,3400112.0
2004-03-11,3477958.0
2004-03-12,3558829.0
2004-03-15,3278010.0
2004-03-16,3213745.0
2004-03-17,3119540.0
2004-03-18,2957953.0
2004-03-19,2935348.0
2004-03-22,3103243.0
2004-03-23,3243909.0
2004-03-24,3072785.0
2004-03-25,3074533.0
2004-03-26,3139341.0
2004-03-29,2885343.0
2004-03-30,2809150.0
2004-03-31,2691005.0
2004-04-01,2824654.0
2004-04-02,2879938.0
2004-04-05,3173892.0
2004-04-06,3155416.0
2004-04-07,3410240.0
2004-04-08,3393601.0
2004-04-09,3508330.0
2004-04-12,3439499.0
2004-04-13,3450166.0
2004-04-14,3236184.0
2004-04-15,3150966.0
2004-04-16,3134638.0
2004-04-19,3086367.0
2004-04-20,3296061.0
2004-04-21,3246583.0
2004-04-22,3286996.0
2004-04-23,
2004-04-26,2987575.0
2004-04-27,3149810.0
2004-04-28,3414085.0
2004-04-29,3238420.0
2004-04-30,3232785.0
2004-05-03,3275191.0
2004-05-04,3302393.0
2004-05-05,3750205.0
2004-05-06,3726847.0
2004-05-07,3973470.0
2004-05-10,3828019.0
2004-05-11,3950782.0
2004-05-12,4020171.0
2004-05-13,3883946.0
2004-05-14,3762585.0
2004-05-17,3526559.0
2004-05-18,3373505.0
2004-05-19,
2004-05-20,3461700.0
2004-05-21,3385350.0
2004-05-24,3444291.0
2004-05-25,3478639.0
2004-05-26,3328543.0
2004-05-27,3173279.0
2004-05-28,3075959.0
2004-05-31,3099447.0
2004-06-01,3119840.0
2004-06-02,3074743.0
2004-06-03,3583908.0
2004-06-04,3557729.0
2004-06-07,3427195.0
2004-06-08,3524068.0
2004-06-09,3504687.0
2004-06-10,3492469.0
2004-06-11,3291409.0
2004-06-14,3178975.0
2004-06-15,3120263.0
2004-06-16,3311870.0
2004-06-17,2825346.0
2004-06-18,2661999.0
2004-06-21,2534967.0
2004-06-22,2542868.0
2004-06-23,2234109.0
2004-06-24,2013076.0
2004-06-25,2071877.0
2004-06-28,1913096.0
2004-06-29,1955018.0
2004-06-30,1944548.0
2004-07-01,2094991.0
2004-07-02,2125713.0
2004-07-05,2107040.0
2004-07-06,2124077.0
2004-07-07,2183449.0
2004-07-08,2082804.0
2004-07-09,2089961.0
2004-07-12,1984612.0
2004-07-13,1969479.0
2004-07-14,1788298.0
2004-07-15,1834311.0
2004-07-16,1877260.0
2004-07-19,1774475.0
2004-07-20,1784483.0
2004-07-21,1918809.0
2004-07-22,1908855.0
2004-07-23,1970364.0
2004-07-26,2090681.0
2004-07-27,2010043.0
2004-07-28,1922063.0
2004-07-29,1876550.0
2004-07-30,1929408.0
2004-08-02,1939976.0
2004-08-03,1890783.0
2004-08-04,1859139.0
2004-08-05,1862092.0
2004-08-06,1891189.0
2004-08-09,1796743.0
2004-08-10,1862807.0
2004-08-11,1935585.0
2004-08-12,1858469.0
2004-08-13,1868142.0
2004-08-16,1757893.0
2004-08-17,1771657.0
2004-08-18,1939615.0
2004-08-19,1801726.0
2004-08-20,1807105.0
2004-08-23,1814020.0
2004-08-24,1893169.0
2004-08-25,1913774.0
2004-08-26,1977548.0
2004-08-27,1958733.0
2004-08-30,
2004-08-31,1870981.0
2004-09-01,1886573.0
2004-09-02,1943898.0
2004-09-03,2014537.0
2004-09-06,1967003.0
2004-09-07,1927742.0
2004-09-08,1938028.0
2004-09-09,1839889.0
2004-09-10,2280364.0
2004-09-13,2585047.0
2004-09-14,2405561.0
2004-09-15,2312862.0
2004-09-16,1978417.0
2004-09-17,2260851.0
2004-09-20,1924864.0
2004-09-21,1922757.0
2004-09-22,2378522.0
2004-09-23,1996908.0
2004-09-24,2072263.0
2004-09-27,2026373.0
2004-09-28,2041131.0
2004-09-29,2024948.0
2004-09-30,2057820.0
2004-10-01,2128963.0
2004-10-04,2238910.0
2004-10-05,2243519.0
2004-10-06,2610535.0
2004-10-07,2567775.0
2004-10-08,2565013.0
2004-10-11,2588904.0
2004-10-12,2622633.0
2004-10-13,2721836.0
2004-10-14,2465179.0
2004-10-15,2375186.0
2004-10-18,2191805.0
2004-10-19,2180211.0
2004-10-20,1911658.0
2004-10-21,1839541.0
2004-10-22,1932534.0
2004-10-25,1950133.0
2004-10-26,2037313.0
2004-10-27,2026183.0
2004-10-28,2135989.0
2004-10-29,
2004-11-01,1868947.0
2004-11-02,1908645.0
2004-11-03,1936721.0
2004-11-04,2076615.0
2004-11-05,2034201.0
2004-11-08,2050411.0
2004-11-09,2022741.0
2004-11-10,2058806.0
2004-11-11,2017033.0
2004-11-12,1942409.0
2004-11-15,
2004-11-16,
2004-11-17,1936597.0
2004-11-18,1908081.0
2004-11-19,2062432.0
2004-11-22,2039476.0
2004-11-23,2069953.0
2004-11-24,2314803.0
2004-11-25,2166242.0
2004-11-26,2115430.0
2004-11-29,2124497.0
2004-11-30,1612530.0
2004-12-01,1707218.0
2004-12-02,1761097.0
2004-12-03,2108297.0
2004-12-06,2062308.0
2004-12-07,2116629.0
2004-12-08,2108462.0
2004-12-09,1939240.0
2004-12-10,2034067.0
2004-12-13,1914775.0
2004-12-14,2051129.0
2004-12-15,2284851.0
2004-12-16,2013066.0
2004-12-17,2143809.0
2004-12-20,1689224.0
2004-12-21,1672024.0
2004-12-22,1657812.0
2004-12-23,1645565.0
2004-12-24,1628940.0
2004-12-27,1764392.0
2004-12-28,1760471.0
2004-12-29,1672068.0
2004-12-30,1592911.0
2004-12-31,1650604.0
2005-01-03,1689288.0
2005-01-04,1827289.0
2005-01-05,2476539.0
2005-01-06,2307365.0
2005-01-07,2298303.0
2005-01-10,2102757.0
2005-01-11,2356601.0
2005-01-12,1887024.0
2005-01-13,1748557.0
2005-01-14,1703887.0
2005-01-17,1637347.0
2005-01-18,1663977.0
2005-01-19,1895923.0
2005-01-20,
2005-01-21,
2005-01-24,1797853.0
2005-01-25,1970766.0
2005-01-26,1825353.0
2005-01-27,1877773.0
2005-01-28,1773760.0
2005-01-31,1674044.0
2005-02-01,1679300.0
2005-02-02,1740571.0
2005-02-03,2020602.0
2005-02-04,1978980.0
2005-02-07,2003960.0
2005-02-08,1971958.0
2005-02-09,2070019.0
2005-02-10,2149413.0
2005-02-11,1894175.0
2005-02-14,1842909.0
2005-02-15,1677993.0
2005-02-16,1549663.0
2005-02-17,1742144.0
2005-02-18,1555043.0
2005-02-21,1580997.0
2005-02-22,1622488.0
2005-02-23,1640190.0
2005-02-24,1593787.0
2005-02-25,1626957.0
2005-02-28,1671909.0
2005-03-01,1722968.0
2005-03-02,1746195.0
2005-03-03,2160084.0
2005-03-04,2165834.0
2005-03-07,1915911.0
2005-03-08,2139148.0
2005-03-09,2062049.0
2005-03-10,2245614.0
2005-03-11,2063274.0
2005-03-14,1975893.0
2005-03-15,1915507.0
2005-03-16,1813690.0
2005-03-17,1716046.0
2005-03-18,1643781.0
2005-03-21,1549997.0
2005-03-22,1807062.0
2005-03-23,1831330.0
2005-03-24,1700299.0
2005-03-25,1701977.0
2005-03-28,1717048.0
2005-03-29,1736841.0
2005-03-30,1614682.0
2005-03-31,1366870.0
2005-04-01,1523321.0
2005-04-04,1493997.0
2005-04-05,2010148.0
2005-04-06,1857280.0
2005-04-07,1776471.0
2005-04-08,1900279.0
2005-04-11,1808661.0
2005-04-12,1810324.0
2005-04-13,1820447.0
2005-04-14,1717857.0
2005-04-15,1600660.0
2005-04-18,1538145.0
2005-04-19,1517597.0
2005-04-20,1509858.0
2005-04-21,1506620.0
2005-04-22,1515329.0
2005-04-25,1511177.0
2005-04-26,1477858.0
2005-04-27,1561107.0
2005-04-28,1471033.0
2005-04-29,1560543.0
2005-05-02,1473113.0
2005-05-03,1509546.0
2005-05-04,1560116.0
2005-05-05,2144953.0
2005-05-06,2025517.0
2005-05-09,2011899.0
2005-05-10,2066282.0
2005-05-11,2062580.0
2005-05-12,2015275.0
2005-05-13,1953351.0
2005-05-16,1721631.0
2005-05-17,1569084.0
2005-05-18,1423991.0
2005-05-19,
2005-05-20,1458714.0
2005-05-23,1409052.0
2005-05-24,1555406.0
2005-05-25,1688711.0
2005-05-26,1590151.0
2005-05-27,1728250.0
2005-05-30,1544759.0
2005-05-31,1639779.0
2005-06-01,1559855.0
2005-06-02,1572372.0
2005-06-03,2079725.0
2005-06-06,2054571.0
2005-06-07,2052220.0
2005-06-08,2036997.0
2005-06-09,2042763.0
2005-06-10,2076268.0
2005-06-13,2012846.0
2005-06-14,2019842.0
2005-06-15,1830768.0
2005-06-16,1684742.0
2005-06-17,1682045.0
2005-06-20,1589757.0
2005-06-21,1692260.0
2005-06-22,1620258.0
2005-06-23,1630180.0
2005-06-24,1688391.0
2005-06-27,1648238.0
2005-06-28,1748947.0
2005-06-29,1529275.0
2005-06-30,1324367.0
2005-07-01,1448092.0
2005-07-04,1430462.0
2005-07-05,1917854.0
2005-07-06,2098136.0
2005-07-07,1977688.0
2005-07-08,1965079.0
2005-07-11,1946377.0
2005-07-12,1957868.0
2005-07-13,2000709.0
2005-07-14,1820126.0
2005-07-15,1681730.0
2005-07-18,1600766.0
2005-07-19,1588559.0
2005-07-20,1530441.0
2005-07-21,1579345.0
2005-07-22,1627754.0
2005-07-25,1569671.0
2005-07-26,1591840.0
2005-07-27,1636791.0
2005-07-28,1530539.0
2005-07-29,1579353.0
2005-08-01,1423787.0
2005-08-02,1512447.0
2005-08-03,1576502.0
2005-08-04,2073128.0
2005-08-05,2033722.0
2005-08-08,2002403.0
2005-08-09,1964421.0
2005-08-10,2016619.0
2005-08-11,2156384.0
2005-08-12,2165814.0
2005-08-15,1986024.0
2005-08-16,1893965.0
2005-08-17,1789233.0
2005-08-18,1565330.0
2005-08-19,1498364.0
2005-08-22,1476000.0
2005-08-23,1558092.0
2005-08-24,1600841.0
2005-08-25,1518642.0
2005-08-26,1487268.0
2005-08-29,1467190.0
2005-08-30,
2005-08-31,1340860.0
2005-09-01,1451819.0
2005-09-02,1488282.0
2005-09-05,2067845.0
2005-09-06,1979728.0
2005-09-07,1916490.0
2005-09-08,1949383.0
2005-09-09,2184638.0
2005-09-12,2106773.0
2005-09-13,2143215.0
2005-09-14,2076414.0
2005-09-15,1790301.0
2005-09-16,1616531.0
2005-09-19,1554316.0
2005-09-20,1485569.0
2005-09-21,1451981.0
2005-09-22,1471587.0
2005-09-23,1557042.0
2005-09-26,1531989.0
2005-09-27,1636373.0
2005-09-28,1602700.0
2005-09-29,1584000.0
2005-09-30,1498104.0
2005-10-03,1552768.0
2005-10-04,1682574.0
2005-10-05,2366901.0
2005-10-06,2138228.0
2005-10-07,2101319.0
2005-10-10,2075502.0
2005-10-11,2045782.0
2005-10-12,2113188.0
2005-10-13,1967232.0
2005-10-14,1903214.0
2005-10-17,1758314.0
2005-10-18,1613503.0
2005-10-19,1598998.0
2005-10-20,1512934.0
2005-10-21,1634385.0
2005-10-24,1563403.0
2005-10-25,1544526.0
2005-10-26,1515322.0
2005-10-27,1475090.0
2005-10-28,1440132.0
2005-10-31,1421986.0
2005-11-01,1439727.0
2005-11-02,1550519.0
2005-11-03,
2005-11-04,
2005-11-07,2126581.0
2005-11-08,2175531.0
2005-11-09,2188862.0
2005-11-10,2097664.0
2005-11-11,2018712.0
2005-11-14,2168572.0
2005-11-15,2048080.0
2005-11-16,1977134.0
2005-11-17,1712070.0
2005-11-18,1594221.0
2005-11-21,1601846.0
2005-11-22,1796344.0
2005-11-23,1693039.0
2005-11-24,1639597.0
2005-11-25,1631407.0
2005-11-28,1643834.0
2005-11-29,1649312.0
2005-11-30,1554927.0
2005-12-01,1583736.0
2005-12-02,1667293.0
2005-12-05,2261036.0
2005-12-06,2121508.0
2005-12-07,2273630.0
2005-12-08,2137635.0
2005-12-09,2077960.0
2005-12-12,2224802.0
2005-12-13,2224615.0
2005-12-14,2064527.0
2005-12-15,1782312.0
2005-12-16,1697045.0
2005-12-19,1777362.0
2005-12-20,1739188.0
2005-12-21,1770176.0
2005-12-22,1603839.0
2005-12-23,1636276.0
2005-12-26,1625724.0
2005-12-27,1586410.0
2005-12-28,1598252.0
2005-12-29,1607286.0
2005-12-30,1485624.0
2006-01-02,1571202.0
2006-01-03,1740678.0
2006-01-04,1865798.0
2006-01-05,2159150.0
2006-01-06,2076423.0
2006-01-09,2065379.0
2006-01-10,
2006-01-11,
2006-01-12,
2006-01-13,
2006-01-16,1863741.0
2006-01-17,1987661.0
2006-01-18,2016566.0
2006-01-19,1882157.0
2006-01-20,1749116.0
2006-01-23,1724892.0
2006-01-24,1749389.0
2006-01-25,1750758.0
2006-01-26,1615459.0
2006-01-27,1762416.0
2006-01-30,1746392.0
2006-01-31,1632001.0
2006-02-01,1692815.0
2006-02-02,1735390.0
2006-02-03,2355577.0
2006-02-06,2267059.0
2006-02-07,2410675.0
2006-02-08,2469637.0
2006-02-09,2385446.0
2006-02-10,2220912.0
2006-02-13,2273374.0
2006-02-14,2251843.0
2006-02-15,1991718.0
2006-02-16,1837272.0
2006-02-17,1623918.0
2006-02-20,1668663.0
2006-02-21,1578382.0
2006-02-22,1737373.0
2006-02-23,2002424.0
2006-02-24,2032329.0
2006-02-27,1891312.0
2006-02-28,1609690.0
2006-03-01,2539901.0
2006-03-02,2316993.0
2006-03-03,2201199.0
2006-03-06,2154720.0
2006-03-07,2073697.0
2006-03-08,2115811.0
2006-03-09,2050037.0
2006-03-10,2243552.0
2006-03-13,2396610.0
2006-03-14,2645942.0
2006-03-15,2589365.0
2006-03-16,2477989.0
2006-03-17,2535302.0
2006-03-20,2533509.0
2006-03-21,2449506.0
2006-03-22,2587725.0
2006-03-23,2500397.0
2006-03-24,2553782.0
2006-03-27,2561766.0
2006-03-28,2544174.0
2006-03-29,2759063.0
2006-03-30,2534842.0
2006-03-31,2144828.0
2006-04-03,2719999.0
2006-04-04,2501095.0
2006-04-05,2470749.0
2006-04-06,2452517.0
2006-04-07,2589629.0
2006-04-10,2700984.0
2006-04-11,2716424.0
2006-04-12,2814566.0
2006-04-13,2829088.0
2006-04-14,2551914.0
2006-04-17,2419893.0
2006-04-18,2410862.0
2006-04-19,2272542.0
2006-04-20,2261629.0
2006-04-21,2303938.0
2006-04-24,2356007.0
2006-04-25,2529856.0
2006-04-26,2594217.0
2006-04-27,2752452.0
2006-04-28,2396488.0
2006-05-01,2765217.0
2006-05-02,2478413.0
2006-05-03,2459993.0
2006-05-04,2870673.0
2006-05-05,2462152.0
2006-05-08,2592960.0
2006-05-09,2532632.0
2006-05-10,2565830.0
2006-05-11,2743770.0
2006-05-12,2777804.0
2006-05-15,2786935.0
2006-05-16,2697995.0
2006-05-17,2302509.0
2006-05-18,2408323.0
2006-05-19,
2006-05-22,2589074.0
2006-05-23,2568002.0
2006-05-24,2775899.0
2006-05-25,2721480.0
2006-05-26,2663201.0
2006-05-29,2602706.0
2006-05-30,2440784.0
2006-05-31,2604711.0
2006-06-01,3044206.0
2006-06-02,2484556.0
2006-06-05,3094922.0
2006-06-06,3040428.0
2006-06-07,3020425.0
2006-06-08,3133041.0
2006-06-09,3231569.0
2006-06-12,3101987.0
2006-06-13,3061201.0
2006-06-14,3105569.0
2006-06-15,2750103.0
2006-06-16,2758019.0
2006-06-19,3103846.0
2006-06-20,3135266.0
2006-06-21,3135630.0
2006-06-22,2923040.0
2006-06-23,3046943.0
2006-06-26,3304689.0
2006-06-27,3234618.0
2006-06-28,2939038.0
2006-06-29,2701805.0
2006-06-30,2631687.0
2006-07-03,3496852.0
2006-07-04,3247535.0
2006-07-05,3722646.0
2006-07-06,3761189.0
2006-07-07,3456254.0
2006-07-10,3404073.0
2006-07-11,3248795.0
2006-07-12,3547485.0
2006-07-13,3497801.0
2006-07-14,3444841.0
2006-07-17,3409550.0
2006-07-18,3303774.0
2006-07-19,3189317.0
2006-07-20,3145100.0
2006-07-21,3300122.0
2006-07-24,3415378.0
2006-07-25,3406361.0
2006-07-26,3275204.0
2006-07-27,3223222.0
2006-07-28,3179322.0
2006-07-31,3059748.0
2006-08-01,3384656.0
2006-08-02,3214485.0
2006-08-03,3672728.0
2006-08-04,3439964.0
2006-08-07,3511343.0
2006-08-08,3424256.0
2006-08-09,3449823.0
2006-08-10,3243526.0
2006-08-11,3265796.0
2006-08-14,3301451.0
2006-08-15,2997635.0
2006-08-16,2856682.0
2006-08-17,2989171.0
2006-08-18,2896160.0
2006-08-21,2885576.0
2006-08-22,2962884.0
2006-08-23,2854774.0
2006-08-24,2898193.0
2006-08-25,3144816.0
2006-08-28,2824169.0
2006-08-29,2718924.0
2006-08-30,
2006-08-31,2498461.0
2006-09-01,2671601.0
2006-09-04,2646160.0
2006-09-05,3069442.0
2006-09-06,3063186.0
2006-09-07,2970605.0
2006-09-08,3179405.0
2006-09-11,3359797.0
2006-09-12,3247994.0
2006-09-13,3278005.0
2006-09-14,2954656.0
2006-09-15,2807558.0
2006-09-18,2803350.0
2006-09-19,2760637.0
2006-09-20,2662928.0
2006-09-21,2735236.0
2006-09-22,2781683.0
2006-09-25,2667997.0
2006-09-26,2615278.0
2006-09-27,2762078.0
2006-09-28,2553989.0
2006-09-29,2320667.0
2006-10-02,2682424.0
2006-10-03,3219699.0
2006-10-04,3307559.0
2006-10-05,3299905.0
2006-10-06,3685700.0
2006-10-09,3219592.0
2006-10-10,3403375.0
2006-10-11,3220757.0
2006-10-12,3128596.0
2006-10-13,2867364.0
2006-10-16,2595288.0
2006-10-17,2556676.0
2006-10-18,2556784.0
2006-10-19,2452726.0
2006-10-20,2548602.0
2006-10-23,
2006-10-24,
2006-10-25,
2006-10-26,2490439.0
2006-10-27,2599868.0
2006-10-30,2479358.0
2006-10-31,2451064.0
2006-11-01,2897942.0
2006-11-02,2810722.0
2006-11-03,3459595.0
2006-11-06,3183937.0
2006-11-07,3137446.0
2006-11-08,3320025.0
2006-11-09,3249008.0
2006-11-10,3251516.0
2006-11-13,2953531.0
2006-11-14,2979705.0
2006-11-15,2711052.0
2006-11-16,2544406.0
2006-11-17,2953856.0
2006-11-20,2830040.0
2006-11-21,2845017.0
2006-11-22,3057542.0
2006-11-23,3052850.0
2006-11-24,3008667.0
2006-11-27,2824007.0
2006-11-28,2749132.0
2006-11-29,2576651.0
2006-11-30,2494285.0
2006-12-01,2381200.0
2006-12-04,2126868.0
2006-12-05,3016166.0
2006-12-06,3057085.0
2006-12-07,2977847.0
2006-12-08,2926600.0
2006-12-11,2852239.0
2006-12-12,2618384.0
2006-12-13,2754540.0
2006-12-14,2594689.0
2006-12-15,2729185.0
2006-12-18,2486468.0
2006-12-19,2468576.0
2006-12-20,2329307.0
2006-12-21,2157204.0
2006-12-22,2277564.0
2006-12-25,2324003.0
2006-12-26,2334759.0
2006-12-27,2260874.0
2006-12-28,2126047.0
2006-12-29,2201789.0
2007-01-01,
2007-01-02,
2007-01-03,
2007-01-04,1904057.0
2007-01-05,2171637.0
2007-01-08,2372388.0
2007-01-09,3117370.0
2007-01-10,2828234.0
2007-01-11,2808773.0
2007-01-12,3027175.0
2007-01-15,2838135.0
2007-01-16,3131135.0
2007-01-17,2837336.0
2007-01-18,2539918.0
2007-01-19,2426686.0
2007-01-22,2589629.0
2007-01-23,2542976.0
2007-01-24,2475061.0
2007-01-25,2386762.0
2007-01-26,2607420.0
2007-01-29,2239844.0
2007-01-30,1954696.0
2007-01-31,1897928.0
2007-02-01,2113496.0
2007-02-02,1890561.0
2007-02-05,2390165.0
2007-02-06,2369827.0
2007-02-07,2490218.0
2007-02-08,2851669.0
2007-02-09,3354830.0
2007-02-12,3019216.0
2007-02-13,2715737.0
2007-02-14,2451455.0
2007-02-15,2205047.0
2007-02-16,2233236.0
2007-02-19,2066836.0
2007-02-20,1992658.0
2007-02-21,2124791.0
2007-02-22,1917514.0
2007-02-23,2178713.0
2007-02-26,1930832.0
2007-02-27,1973361.0
2007-02-28,1946822.0
2007-03-01,2046383.0
2007-03-02,1966303.0
2007-03-05,2525548.0
2007-03-06,2580931.0
2007-03-07,2491202.0
2007-03-08,2407043.0
2007-03-09,2647939.0
2007-03-12,2562623.0
2007-03-13,2573376.0
2007-03-14,2452062.0
2007-03-15,2398650.0
2007-03-16,2477003.0
2007-03-19,2638354.0
2007-03-20,2596904.0
2007-03-21,2258106.0
2007-03-22,2307327.0
2007-03-23,2996170.0
2007-03-26,2474813.0
2007-03-27,2349736.0
2007-03-28,2532141.0
2007-03-29,2136181.0
2007-03-30,1931895.0
2007-04-02,2600487.0
2007-04-03,2512445.0
2007-04-04,2482820.0
2007-04-05,3164204.0
2007-04-06,3832510.0
2007-04-09,3164757.0
2007-04-10,2926488.0
2007-04-11,2809328.0
2007-04-12,2891005.0
2007-04-13,2861670.0
2007-04-16,2793665.0
2007-04-17,2894154.0
2007-04-18,2429635.0
2007-04-19,2382647.0
2007-04-20,2631668.0
2007-04-23,
2007-04-24,2408787.0
2007-04-25,2486980.0
2007-04-26,2359945.0
2007-04-27,2257634.0
2007-04-30,2090864.0
2007-05-01,2227909.0
2007-05-02,2675364.0
2007-05-03,2968480.0
2007-05-04,2932329.0
2007-05-07,2377756.0
2007-05-08,2290147.0
2007-05-09,2716628.0
2007-05-10,2674140.0
2007-05-11,2717254.0
2007-05-14,2771024.0
2007-05-15,2376459.0
2007-05-16,2319297.0
2007-05-17,2390171.0
2007-05-18,2652360.0
2007-05-21,2350425.0
2007-05-22,2455648.0
2007-05-23,2246108.0
2007-05-24,2216268.0
2007-05-25,2161106.0
2007-05-28,2201865.0
2007-05-29,2217575.0
2007-05-30,2342156.0
2007-05-31,2487077.0
2007-06-01,2968125.0
2007-06-04,2952077.0
2007-06-05,3329659.0
2007-06-06,3285289.0
2007-06-07,3148189.0
2007-06-08,3232980.0
2007-06-11,3005360.0
2007-06-12,3059189.0
2007-06-13,3108489.0
2007-06-14,3006139.0
2007-06-15,3382066.0
2007-06-18,2997395.0
2007-06-19,3020186.0
2007-06-20,3007931.0
2007-06-21,2975911.0
2007-06-22,2971997.0
2007-06-25,3043949.0
2007-06-26,3041554.0
2007-06-27,3185569.0
2007-06-28,3263390.0
2007-06-29,3272977.0
2007-07-02,2974271.0
2007-07-03,2946688.0
2007-07-04,2972485.0
2007-07-05,3052667.0
2007-07-06,2954914.0
2007-07-09,3118882.0
2007-07-10,3187339.0
2007-07-11,3392308.0
2007-07-12,3485710.0
2007-07-13,3796210.0
2007-07-16,3171080.0
2007-07-17,3233385.0
2007-07-18,3324764.0
2007-07-19,3352096.0
2007-07-20,3339284.0
2007-07-23,3396248.0
2007-07-24,3554355.0
2007-07-25,3537819.0
2007-07-26,3419576.0
2007-07-27,3981499.0
2007-07-30,3148014.0
2007-07-31,3043574.0
2007-08-01,3082456.0
2007-08-02,3093167.0
2007-08-03,3563247.0
2007-08-06,3483091.0
2007-08-07,3613211.0
2007-08-08,3564537.0
2007-08-09,3587429.0
2007-08-10,3902049.0
2007-08-13,3478286.0
2007-08-14,
2007-08-15,3374743.0
2007-08-16,3432422.0
2007-08-17,3370654.0
2007-08-20,3565034.0
2007-08-21,3348649.0
2007-08-22,3452512.0
2007-08-23,3551341.0
2007-08-24,3726307.0
2007-08-27,3383745.0
2007-08-28,3349808.0
2007-08-29,3244971.0
2007-08-30,
2007-08-31,3165173.0
2007-09-03,3112737.0
2007-09-04,3368059.0
2007-09-05,4049413.0
2007-09-06,3576574.0
2007-09-07,4276805.0
2007-09-10,3453960.0
2007-09-11,3268330.0
2007-09-12,3217053.0
2007-09-13,3130782.0
2007-09-14,2966108.0
2007-09-17,2955040.0
2007-09-18,3058594.0
2007-09-19,3096116.0
2007-09-20,3101808.0
2007-09-21,3319888.0
2007-09-24,2877927.0
2007-09-25,2826060.0
2007-09-26,2570936.0
2007-09-27,2545980.0
2007-09-28,2147911.0
2007-10-01,2845919.0
2007-10-02,3474000.0
2007-10-03,3357968.0
2007-10-04,3660686.0
2007-10-05,3660289.0
2007-10-08,3127089.0
2007-10-09,3051955.0
2007-10-10,2914278.0
2007-10-11,2909403.0
2007-10-12,
2007-10-15,3036415.0
2007-10-16,2910193.0
2007-10-17,3075134.0
2007-10-18,3103995.0
2007-10-19,3343248.0
2007-10-22,3030616.0
2007-10-23,3478402.0
2007-10-24,3010806.0
2007-10-25,2951616.0
2007-10-26,2840245.0
2007-10-29,
2007-10-30,2838459.0
2007-10-31,2869533.0
2007-11-01,3069705.0
2007-11-02,3448863.0
2007-11-05,3786284.0
2007-11-06,3382402.0
2007-11-07,3253620.0
2007-11-08,3295003.0
2007-11-09,2898313.0
2007-11-12,2884910.0
2007-11-13,2871833.0
2007-11-14,2761993.0
2007-11-15,2685199.0
2007-11-16,2973567.0
2007-11-19,2820440.0
2007-11-20,2675801.0
2007-11-21,2672802.0
2007-11-22,2672672.0
2007-11-23,2654290.0
2007-11-26,2482591.0
2007-11-27,2680842.0
2007-11-28,
2007-11-29,2790297.0
2007-11-30,2970741.0
2007-12-03,2685100.0
2007-12-04,2702530.0
2007-12-05,2826474.0
2007-12-06,3152069.0
2007-12-07,2829193.0
2007-12-10,2942312.0
2007-12-11,3007021.0
2007-12-12,2775889.0
2007-12-13,2831462.0
2007-12-14,3074398.0
2007-12-17,2811703.0
2007-12-18,2606421.0
2007-12-19,2563821.0
2007-12-20,
2007-12-21,
2007-12-24,2529697.0
2007-12-25,2540375.0
2007-12-26,2546912.0
2007-12-27,2394187.0
2007-12-28,2732995.0
2007-12-31,1934758.0
2008-01-01,
2008-01-02,2557079.0
2008-01-03,2528039.0
2008-01-04,3332175.0
2008-01-07,2472183.0
2008-01-08,3027923.0
2008-01-09,3062042.0
2008-01-10,2581615.0
2008-01-11,3085337.0
2008-01-14,2690394.0
2008-01-15,2505648.0
2008-01-16,2523392.0
2008-01-17,2527674.0
2008-01-18,2575109.0
2008-01-21,2516967.0
2008-01-22,2949107.0
2008-01-23,2639748.0
2008-01-24,2683255.0
2008-01-25,2946058.0
2008-01-28,2712344.0
2008-01-29,2541131.0
2008-01-30,2622814.0
2008-01-31,2557649.0
2008-02-01,2505863.0
2008-02-04,2650291.0
2008-02-05,3145369.0
2008-02-06,3285117.0
2008-02-07,2863531.0
2008-02-08,2960323.0
2008-02-11,2740059.0
2008-02-12,2726043.0
2008-02-13,2856089.0
2008-02-14,2974656.0
2008-02-15,2851774.0
2008-02-18,2567188.0
2008-02-19,2677635.0
2008-02-20,2648924.0
2008-02-21,2612665.0
2008-02-22,2786183.0
2008-02-25,2483336.0
2008-02-26,2426503.0
2008-02-27,2344811.0
2008-02-28,2328327.0
2008-02-29,2236213.0
2008-03-03,2425029.0
2008-03-04,2368611.0
2008-03-05,3291476.0
2008-03-06,2812545.0
2008-03-07,3294276.0
2008-03-10,2897229.0
2008-03-11,2902136.0
2008-03-12,2722772.0
2008-03-13,2537047.0
2008-03-14,2564881.0
2008-03-17,2539220.0
2008-03-18,2509504.0
2008-03-19,2499167.0
2008-03-20,2436743.0
2008-03-21,2732365.0
2008-03-24,2415201.0
2008-03-25,2469896.0
2008-03-26,2429912.0
2008-03-27,2401225.0
2008-03-28,2346024.0
2008-03-31,2148362.0
2008-04-01,2536445.0
2008-04-02,2728767.0
2008-04-03,2576983.0
2008-04-04,3458888.0
2008-04-07,3023850.0
2008-04-08,3045766.0
2008-04-09,3131552.0
2008-04-10,2831759.0
2008-04-11,2608110.0
2008-04-14,2795339.0
2008-04-15,2694284.0
2008-04-16,2748117.0
2008-04-17,2867770.0
2008-04-18,3105070.0
2008-04-21,2778625.0
2008-04-22,2649593.0
2008-04-23,
2008-04-24,2710563.0
2008-04-25,2475503.0
2008-04-28,2468935.0
2008-04-29,2628674.0
2008-04-30,2411076.0
2008-05-01,2419829.0
2008-05-02,2664127.0
2008-05-05,2349287.0
2008-05-06,2698883.0
2008-05-07,2743991.0
2008-05-08,2720966.0
