Tarih,TP_KM_D09
2000-01-01,164.0
2000-02-01,177.0
2000-03-01,122.0
2000-04-01,136.0
2000-05-01,127.0
2000-06-01,57.0
2000-07-01,43.0
2000-08-01,15.0
2000-09-01,216.0
2000-10-01,399.0
2000-11-01,413.0
2000-12-01,18.0
2001-01-01,6.0
2001-02-01,61.0
2001-03-01,241.0
2001-04-01,420.0
2001-05-01,318.0
2001-06-01,151.0
2001-07-01,72.0
2001-08-01,165.0
2001-09-01,10.0
2001-10-01,6.0
2001-11-01,286.0
2001-12-01,88.0
2002-01-01,35.0
2002-02-01,76.0
2002-03-01,313.0
2002-04-01,379.0
2002-05-01,382.0
2002-06-01,35.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,107.0
2002-10-01,176.0
2002-11-01,176.0
2002-12-01,35.0
2003-01-01,967.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,0.0
2003-07-01,0.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,4.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,1366.0
2007-02-01,2341.0
2007-03-01,874.0
2007-04-01,390.0
2007-05-01,443.0
2007-06-01,995.0
2007-07-01,385.0
2007-08-01,315.0
2007-09-01,151.0
2007-10-01,83.0
2007-11-01,1067.0
2007-12-01,1138.0
2008-01-01,441.0
2008-02-01,593.0
2008-03-01,522.0
2008-04-01,48.0
2008-05-01,118.0
2008-06-01,116.0
2008-07-01,13.0
2008-08-01,137.0
2008-09-01,106.0
2008-10-01,254.0
2008-11-01,552.0
2008-12-01,691.0
2009-01-01,254.0
2009-02-01,393.0
2009-03-01,11.0
2009-04-01,190.0
2009-05-01,200.0
2009-06-01,23.0
2009-07-01,216.0
2009-08-01,167.0
2009-09-01,236.0
2009-10-01,112.0
2009-11-01,114.0
2009-12-01,173.0
2010-01-01,272.0
2010-02-01,179.0
2010-03-01,118.0
2010-04-01,32.0
2010-05-01,372.0
2010-06-01,338.0
2010-07-01,236.0
2010-08-01,280.0
2010-09-01,56.0
2010-10-01,342.0
2010-11-01,672.0
2010-12-01,720.0
2011-01-01,735.0
2011-02-01,709.0
2011-03-01,1079.0
2011-04-01,706.0
2011-05-01,88.0
2011-06-01,196.0
2011-07-01,191.0
2011-08-01,87.0
2011-09-01,87.0
2011-10-01,85.0
2011-11-01,85.0
2011-12-01,88.0
2012-01-01,257.0
2012-02-01,758.0
2012-03-01,854.0
2012-04-01,3049.0
2012-05-01,1775.0
2012-06-01,1639.0
2012-07-01,1465.0
2012-08-01,3482.0
2012-09-01,9726.0
2012-10-01,9725.0
2012-11-01,9896.0
2012-12-01,10448.0
2013-01-01,19078.0
2013-02-01,19872.0
2013-03-01,21263.0
2013-04-01,4685.0
2013-05-01,23020.0
2013-06-01,21889.0
2013-07-01,1318.0
2013-08-01,10749.0
2013-09-01,10956.0
2013-10-01,11980.0
2013-11-01,12616.0
2013-12-01,11482.0
2014-01-01,15473.0
2014-02-01,16335.0
2014-03-01,13153.0
2014-04-01,13444.0
2014-05-01,11346.0
2014-06-01,12021.0
2014-07-01,14302.0
2014-08-01,12200.0
2014-09-01,13670.0
2014-10-01,657.0
2014-11-01,322.0
2014-12-01,5142.0
2015-01-01,5355.0
2015-02-01,9618.0
2015-03-01,11603.0
2015-04-01,17151.0
2015-05-01,7648.0
2015-06-01,8783.0
2015-07-01,10851.0
2015-08-01,16202.0
2015-09-01,1785.0
2015-10-01,438.0
2015-11-01,281.0
2015-12-01,1370.0
2016-01-01,665.0
2016-02-01,526.0
2016-03-01,217.0
2016-04-01,170.0
2016-05-01,90.0
2016-06-01,4611.0
2016-07-01,644.0
2016-08-01,196.0
2016-09-01,510.0
2016-10-01,515.0
2016-11-01,939.0
2016-12-01,3129.0
2017-01-01,448.0
2017-02-01,167.0
2017-03-01,2544.0
2017-04-01,1154.0
2017-05-01,136.0
2017-06-01,913.0
2017-07-01,2058.0
2017-08-01,599.0
2017-09-01,6027.0
2017-10-01,5574.0
2017-11-01,1501.0
2017-12-01,1501.0
2018-01-01,2267.0
2018-02-01,544.0
2018-03-01,8435.0
2018-04-01,2386.0
2018-05-01,195.0
2018-06-01,474.0
2018-07-01,1701.0
2018-08-01,4718.0
2018-09-01,5369.0
2018-10-01,5833.0
2018-11-01,61.0
2018-12-01,95.0
2019-01-01,498.0
2019-02-01,1.0
2019-03-01,1602.0
2019-04-01,2956.0
2019-05-01,7307.0
2019-06-01,8342.0
2019-07-01,7515.0
2019-08-01,8383.0
2019-09-01,4681.0
2019-10-01,3921.0
2019-11-01,3104.0
2019-12-01,2443.0
2020-01-01,4688.0
2020-02-01,15158.0
2020-03-01,25139.0
2020-04-01,10788.0
2020-05-01,6658.0
2020-06-01,6356.0
2020-07-01,5789.0
2020-08-01,7837.0
2020-09-01,4344.0
2020-10-01,4089.0
2020-11-01,3643.0
2020-12-01,5424.0
2021-01-01,9086.0
2021-02-01,2044.0
2021-03-01,5570.0
2021-04-01,6123.0
2021-05-01,3090.0
2021-06-01,3051.0
2021-07-01,8106.0
2021-08-01,5088.0
2021-09-01,7266.0
2021-10-01,10959.0
2021-11-01,11825.0
2021-12-01,13358.0
2022-01-01,34744.0
2022-02-01,31634.0
2022-03-01,10247.0
2022-04-01,32002.0
2022-05-01,36302.0
2022-06-01,30409.0
2022-07-01,24409.0
2022-08-01,30442.0
2022-09-01,396.0
2022-10-01,396.0
2022-11-01,396.0
2022-12-01,29925.0
2023-01-01,23801.0
2023-02-01,30024.0
2023-03-01,31294.0
2023-04-01,31891.0
2023-05-01,1738.0
2023-06-01,1097.0
2023-07-01,12.0
2023-08-01,1424.0
2023-09-01,105.0
2023-10-01,14607.0
2023-11-01,43164.0
2023-12-01,55435.0
2024-01-01,103583.0
2024-02-01,70180.0
2024-03-01,132932.0
2024-04-01,122785.0
2024-05-01,82231.0
2024-06-01,80514.0
2024-07-01,183399.0
2024-08-01,86857.0
2024-09-01,138207.0
2024-10-01,151730.0
2024-11-01,122111.0
2024-12-01,173122.0
2025-01-01,269735.0
2025-02-01,129663.0
2025-03-01,129700.0
2025-04-01,40314.0
2025-05-01,71297.0
2025-06-01,137370.0
2025-07-01,77973.0
2025-08-01,51954.0
