Tarih,TP_KM_D01
2000-01-01,9214307.0
2000-02-01,9515152.0
2000-03-01,9309278.0
2000-04-01,9997006.0
2000-05-01,10136688.0
2000-06-01,10760506.0
2000-07-01,10134355.0
2000-08-01,10680924.0
2000-09-01,10577564.0
2000-10-01,10479611.0
2000-11-01,10407083.0
2000-12-01,13649726.0
2001-01-01,18529869.0
2001-02-01,17550180.0
2001-03-01,20730931.0
2001-04-01,28921964.0
2001-05-01,40436679.0
2001-06-01,43261272.0
2001-07-01,44239472.0
2001-08-01,47135103.0
2001-09-01,51776800.0
2001-10-01,55287049.0
2001-11-01,53854978.0
2001-12-01,52350768.0
2002-01-01,53373531.0
2002-02-01,60390529.0
2002-03-01,61943580.0
2002-04-01,60935483.0
2002-05-01,62324921.0
2002-06-01,65627901.0
2002-07-01,70262858.0
2002-08-01,71608333.0
2002-09-01,72248756.0
2002-10-01,73469792.0
2002-11-01,71339276.0
2002-12-01,75252230.0
2003-01-01,79755799.0
2003-02-01,80218535.0
2003-03-01,81974066.0
2003-04-01,80285027.0
2003-05-01,81566429.0
2003-06-01,82553644.0
2003-07-01,83776710.0
2003-08-01,84529965.0
2003-09-01,84406583.0
2003-10-01,90649566.0
2003-11-01,92955070.0
2003-12-01,95790085.0
2004-01-01,102430328.0
2004-02-01,102131644.0
2004-03-01,102285367.0
2004-04-01,104446196.0
2004-05-01,106313368.0
2004-06-01,102759225.0
2004-07-01,102166062.0
2004-08-01,105037556.0
2004-09-01,108141485.0
2004-10-01,112256492.0
2004-11-01,112656720.0
2004-12-01,109834313.0
2005-01-01,110899449.0
2005-02-01,111907520.0
2005-03-01,116049777.0
2005-04-01,119214295.0
2005-05-01,118318598.0
2005-06-01,118072861.0
2005-07-01,118397047.0
2005-08-01,124340612.0
2005-09-01,127570395.0
2005-10-01,128007365.0
2005-11-01,128461975.0
2005-12-01,127452173.0
2006-01-01,127389717.0
2006-02-01,129178428.0
2006-03-01,131215781.0
2006-04-01,133759932.0
2006-05-01,143631388.0
2006-06-01,142051419.0
2006-07-01,139311287.0
2006-08-01,138433896.0
2006-09-01,140692820.0
2006-10-01,138199093.0
2006-11-01,141325995.0
2006-12-01,139066650.0
2007-01-01,142476395.0
2007-02-01,146378053.0
2007-03-01,149818496.0
2007-04-01,146256751.0
2007-05-01,145460500.0
2007-06-01,149013109.0
2007-07-01,147767448.0
2007-08-01,153203670.0
2007-09-01,151426374.0
2007-10-01,149826513.0
2007-11-01,151606547.0
2007-12-01,150020063.0
2008-01-01,151545747.0
2008-02-01,152777448.0
2008-03-01,160312886.0
2008-04-01,161746667.0
2008-05-01,153525765.0
2008-06-01,154011708.0
2008-07-01,154099578.0
2008-08-01,154155090.0
2008-09-01,158431440.0
2008-10-01,168093570.0
2008-11-01,173035664.0
2008-12-01,173428263.0
2009-01-01,178730136.0
2009-02-01,188642096.0
2009-03-01,190123315.0
2009-04-01,192576834.0
2009-05-01,198120725.0
2009-06-01,200057095.0
2009-07-01,203639128.0
2009-08-01,207256798.0
2009-09-01,212300494.0
2009-10-01,222379034.0
2009-11-01,226599213.0
2009-12-01,231434136.0
2010-01-01,234582290.0
2010-02-01,239721848.0
2010-03-01,239035809.0
2010-04-01,236465886.0
2010-05-01,238663790.0
2010-06-01,240966289.0
2010-07-01,241284433.0
2010-08-01,239514162.0
2010-09-01,240562462.0
2010-10-01,239444938.0
2010-11-01,246592587.0
2010-12-01,250749456.0
2011-01-01,247062392.0
2011-02-01,247575161.0
2011-03-01,243984497.0
2011-04-01,241390031.0
2011-05-01,243252884.0
2011-06-01,240480516.0
2011-07-01,242530535.0
2011-08-01,247135669.0
2011-09-01,250721712.0
2011-10-01,246497188.0
2011-11-01,245186361.0
2011-12-01,240769143.0
2012-01-01,243411802.0
2012-02-01,247844581.0
2012-03-01,243603125.0
2012-04-01,243354007.0
2012-05-01,244087422.0
2012-06-01,243908021.0
