Tarih,TP_KM_D13
2000-01-01,0.0
2000-02-01,0.0
2000-03-01,0.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,0.0
2000-07-01,0.0
2000-08-01,0.0
2000-09-01,0.0
2000-10-01,0.0
2000-11-01,0.0
2000-12-01,0.0
2001-01-01,0.0
2001-02-01,0.0
2001-03-01,0.0
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.0
2001-08-01,0.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,0.0
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.0
2002-05-01,0.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,0.0
2002-11-01,0.0
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,0.0
2003-07-01,0.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,0.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,15700.0
2006-01-01,15478.0
2006-02-01,15367.0
2006-03-01,15696.0
2006-04-01,8925.0
2006-05-01,10160.0
2006-06-01,2693.0
2006-07-01,2455.0
2006-08-01,2452.0
2006-09-01,2893.0
2006-10-01,2702.0
2006-11-01,2823.0
2006-12-01,2858.0
2007-01-01,3137.0
2007-02-01,3679.0
2007-03-01,3041.0
2007-04-01,2354.0
2007-05-01,3798.0
2007-06-01,23882.0
2007-07-01,17677.0
2007-08-01,15324.0
2007-09-01,11879.0
2007-10-01,10700.0
2007-11-01,15928.0
2007-12-01,6845.0
2008-01-01,6445.0
2008-02-01,5953.0
2008-03-01,4943.0
2008-04-01,5194.0
2008-05-01,8883.0
2008-06-01,8466.0
2008-07-01,9028.0
2008-08-01,9054.0
2008-09-01,7631.0
2008-10-01,6101.0
2008-11-01,5723.0
2008-12-01,5691.0
2009-01-01,6254.0
2009-02-01,6112.0
2009-03-01,5442.0
2009-04-01,5384.0
2009-05-01,3735.0
2009-06-01,3533.0
2009-07-01,3231.0
2009-08-01,3381.0
2009-09-01,3305.0
2009-10-01,3385.0
2009-11-01,3264.0
2009-12-01,3269.0
2010-01-01,3691.0
2010-02-01,3451.0
2010-03-01,3623.0
2010-04-01,3918.0
2010-05-01,3524.0
2010-06-01,3584.0
2010-07-01,4233.0
2010-08-01,4714.0
2010-09-01,10404.0
2010-10-01,9441.0
2010-11-01,9130.0
2010-12-01,9310.0
2011-01-01,9386.0
2011-02-01,9664.0
2011-03-01,11094.0
2011-04-01,11242.0
2011-05-01,10752.0
2011-06-01,11655.0
2011-07-01,11731.0
2011-08-01,12112.0
2011-09-01,12228.0
2011-10-01,11906.0
2011-11-01,11906.0
2011-12-01,12862.0
2012-01-01,13397.0
2012-02-01,13084.0
2012-03-01,13723.0
2012-04-01,13816.0
2012-05-01,13011.0
2012-06-01,13636.0
2012-07-01,13325.0
2012-08-01,13520.0
2012-09-01,14485.0
2012-10-01,14379.0
2012-11-01,14158.0
2012-12-01,14529.0
2013-01-01,14817.0
2013-02-01,14872.0
2013-03-01,15292.0
2013-04-01,17362.0
2013-05-01,16713.0
2013-06-01,16723.0
2013-07-01,16357.0
2013-08-01,15935.0
2013-09-01,21116.0
2013-10-01,20999.0
2013-11-01,20670.0
2013-12-01,20233.0
2014-01-01,20026.0
2014-02-01,20096.0
2014-03-01,20154.0
2014-04-01,20273.0
2014-05-01,20399.0
2014-06-01,21224.0
2014-07-01,21402.0
2014-08-01,21297.0
2014-09-01,21433.0
2014-10-01,21592.0
2014-11-01,21927.0
2014-12-01,22201.0
2015-01-01,17433.0
2015-02-01,17434.0
2015-03-01,17467.0
2015-04-01,17591.0
2015-05-01,22576.0
2015-06-01,22634.0
2015-07-01,23164.0
2015-08-01,23250.0
2015-09-01,23330.0
2015-10-01,23210.0
2015-11-01,23189.0
2015-12-01,33225.0
2016-01-01,33382.0
2016-02-01,33844.0
2016-03-01,71555.0
2016-04-01,71316.0
2016-05-01,72864.0
2016-06-01,41362.0
2016-07-01,31778.0
2016-08-01,31913.0
2016-09-01,32257.0
2016-10-01,32614.0
2016-11-01,33523.0
2016-12-01,33990.0
2017-01-01,35687.0
2017-02-01,36116.0
2017-03-01,36049.0
2017-04-01,38808.0
2017-05-01,39187.0
2017-06-01,38848.0
2017-07-01,38546.0
2017-08-01,38660.0
2017-09-01,39382.0
2017-10-01,41292.0
2017-11-01,42296.0
2017-12-01,54937.0
2018-01-01,56045.0
2018-02-01,56098.0
2018-03-01,56505.0
2018-04-01,57212.0
2018-05-01,61484.0
2018-06-01,62630.0
