Tarih,TP_KM_D06
2000-01-01,29403.0
2000-02-01,25726.0
2000-03-01,23711.0
2000-04-01,27190.0
2000-05-01,41506.0
2000-06-01,42572.0
2000-07-01,40572.0
2000-08-01,11338.0
2000-09-01,18438.0
2000-10-01,42166.0
2000-11-01,41481.0
2000-12-01,10144.0
2001-01-01,82618.0
2001-02-01,52339.0
2001-03-01,114197.0
2001-04-01,46604.0
2001-05-01,59599.0
2001-06-01,103114.0
2001-07-01,123302.0
2001-08-01,161232.0
2001-09-01,111393.0
2001-10-01,85916.0
2001-11-01,92086.0
2001-12-01,99816.0
2002-01-01,103655.0
2002-02-01,194991.0
2002-03-01,83479.0
2002-04-01,258572.0
2002-05-01,95275.0
2002-06-01,264822.0
2002-07-01,105643.0
2002-08-01,120405.0
2002-09-01,123653.0
2002-10-01,267013.0
2002-11-01,206798.0
2002-12-01,128318.0
2003-01-01,120556.0
2003-02-01,113541.0
2003-03-01,83352.0
2003-04-01,79572.0
2003-05-01,76834.0
2003-06-01,80930.0
2003-07-01,61342.0
2003-08-01,55033.0
2003-09-01,61870.0
2003-10-01,54376.0
2003-11-01,40113.0
2003-12-01,54924.0
2004-01-01,30907.0
2004-02-01,34156.0
2004-03-01,47207.0
2004-04-01,44730.0
2004-05-01,41439.0
2004-06-01,31803.0
2004-07-01,41096.0
2004-08-01,42126.0
2004-09-01,31300.0
2004-10-01,58030.0
2004-11-01,85566.0
2004-12-01,108107.0
2005-01-01,104499.0
2005-02-01,39069.0
2005-03-01,49216.0
2005-04-01,91065.0
2005-05-01,121545.0
2005-06-01,140767.0
2005-07-01,112308.0
2005-08-01,83219.0
2005-09-01,60246.0
2005-10-01,78694.0
2005-11-01,181678.0
2005-12-01,173905.0
2006-01-01,147665.0
2006-02-01,232002.0
2006-03-01,226089.0
2006-04-01,164666.0
2006-05-01,145584.0
2006-06-01,133625.0
2006-07-01,155069.0
2006-08-01,83443.0
2006-09-01,88214.0
2006-10-01,39059.0
2006-11-01,38260.0
2006-12-01,19453.0
2007-01-01,68410.0
2007-02-01,34560.0
2007-03-01,28152.0
2007-04-01,22727.0
2007-05-01,22394.0
2007-06-01,10461.0
2007-07-01,10263.0
2007-08-01,9507.0
2007-09-01,2599.0
2007-10-01,2590.0
2007-11-01,2554.0
2007-12-01,1914.0
2008-01-01,1107.0
2008-02-01,3546.0
2008-03-01,16712.0
2008-04-01,3980.0
2008-05-01,20058.0
2008-06-01,5145.0
2008-07-01,6539.0
2008-08-01,43413.0
2008-09-01,54694.0
2008-10-01,29160.0
2008-11-01,63039.0
2008-12-01,62952.0
2009-01-01,58132.0
2009-02-01,42535.0
2009-03-01,34316.0
2009-04-01,34319.0
2009-05-01,34204.0
2009-06-01,34771.0
2009-07-01,44581.0
2009-08-01,60992.0
2009-09-01,73595.0
2009-10-01,75469.0
2009-11-01,85750.0
2009-12-01,83188.0
2010-01-01,90234.0
2010-02-01,88038.0
2010-03-01,176661.0
2010-04-01,308000.0
2010-05-01,197011.0
2010-06-01,213588.0
2010-07-01,114645.0
2010-08-01,79570.0
2010-09-01,26141.0
2010-10-01,42906.0
2010-11-01,61001.0
2010-12-01,129773.0
2011-01-01,73818.0
2011-02-01,104317.0
2011-03-01,105806.0
2011-04-01,106256.0
2011-05-01,113915.0
2011-06-01,88022.0
2011-07-01,47734.0
2011-08-01,53448.0
2011-09-01,13304.0
2011-10-01,54329.0
2011-11-01,50206.0
2011-12-01,50415.0
2012-01-01,72383.0
2012-02-01,145603.0
2012-03-01,140849.0
2012-04-01,155777.0
2012-05-01,155783.0
2012-06-01,119806.0
2012-07-01,66963.0
2012-08-01,52633.0
2012-09-01,50845.0
2012-10-01,39337.0
2012-11-01,115561.0
2012-12-01,113042.0
2013-01-01,253961.0
2013-02-01,281456.0
2013-03-01,274796.0
2013-04-01,275506.0
2013-05-01,196666.0
2013-06-01,170503.0
2013-07-01,66436.0
2013-08-01,49422.0
2013-09-01,49541.0
2013-10-01,42098.0
2013-11-01,77882.0
2013-12-01,33049.0
2014-01-01,27310.0
2014-02-01,45146.0
2014-03-01,63415.0
2014-04-01,63568.0
2014-05-01,35279.0
2014-06-01,31610.0
2014-07-01,31694.0
2014-08-01,35987.0
2014-09-01,38337.0
2014-10-01,72511.0
2014-11-01,71018.0
2014-12-01,102347.0
2015-01-01,87180.0
2015-02-01,115247.0
2015-03-01,99119.0
2015-04-01,72584.0
2015-05-01,67703.0
2015-06-01,49027.0
2015-07-01,45108.0
2015-08-01,58837.0
2015-09-01,11452.0
2015-10-01,6868.0
2015-11-01,11703.0
2015-12-01,6829.0
2016-01-01,6757.0
2016-02-01,7747.0
2016-03-01,1918.0
2016-04-01,10928.0
2016-05-01,16983.0
2016-06-01,28007.0
2016-07-01,34102.0
2016-08-01,37958.0
2016-09-01,50331.0
2016-10-01,46644.0
2016-11-01,59859.0
2016-12-01,50104.0
2017-01-01,80155.0
