Tarih,TP_KM_D21
2000-01-01,302106.0
2000-02-01,315308.0
2000-03-01,218986.0
2000-04-01,225182.0
2000-05-01,233486.0
2000-06-01,276266.0
2000-07-01,269218.0
2000-08-01,269268.0
2000-09-01,279008.0
2000-10-01,277205.0
2000-11-01,284435.0
2000-12-01,307904.0
2001-01-01,300458.0
2001-02-01,306226.0
2001-03-01,329146.0
2001-04-01,353770.0
2001-05-01,340796.0
2001-06-01,245567.0
2001-07-01,269008.0
2001-08-01,288411.0
2001-09-01,317899.0
2001-10-01,338375.0
2001-11-01,289708.0
2001-12-01,283973.0
2002-01-01,237606.0
2002-02-01,247227.0
2002-03-01,237857.0
2002-04-01,246521.0
2002-05-01,274449.0
2002-06-01,434300.0
2002-07-01,475022.0
2002-08-01,452966.0
2002-09-01,462210.0
2002-10-01,482988.0
2002-11-01,702524.0
2002-12-01,463670.0
2003-01-01,456537.0
2003-02-01,444891.0
2003-03-01,471267.0
2003-04-01,440435.0
2003-05-01,409926.0
2003-06-01,418813.0
2003-07-01,396587.0
2003-08-01,396168.0
2003-09-01,405282.0
2003-10-01,448181.0
2003-11-01,457531.0
2003-12-01,441392.0
2004-01-01,401662.0
2004-02-01,414445.0
2004-03-01,440974.0
2004-04-01,422467.0
2004-05-01,469956.0
2004-06-01,525762.0
2004-07-01,502470.0
2004-08-01,516556.0
2004-09-01,513596.0
2004-10-01,466688.0
2004-11-01,428447.0
2004-12-01,321792.0
2005-01-01,360352.0
2005-02-01,353628.0
2005-03-01,322327.0
2005-04-01,303238.0
2005-05-01,315911.0
2005-06-01,276173.0
2005-07-01,264322.0
2005-08-01,284527.0
2005-09-01,285623.0
2005-10-01,310753.0
2005-11-01,291858.0
2005-12-01,242580.0
2006-01-01,215910.0
2006-02-01,229489.0
2006-03-01,221501.0
2006-04-01,208043.0
2006-05-01,227010.0
2006-06-01,252260.0
2006-07-01,270244.0
2006-08-01,229016.0
2006-09-01,197462.0
2006-10-01,199397.0
2006-11-01,227310.0
2006-12-01,76161.0
2007-01-01,71041.0
2007-02-01,74615.0
2007-03-01,78897.0
2007-04-01,76570.0
2007-05-01,45551.0
2007-06-01,53634.0
2007-07-01,55121.0
2007-08-01,68045.0
2007-09-01,67748.0
2007-10-01,65765.0
2007-11-01,70918.0
2007-12-01,56683.0
2008-01-01,43223.0
2008-02-01,46870.0
2008-03-01,105305.0
2008-04-01,70613.0
2008-05-01,57486.0
2008-06-01,94740.0
2008-07-01,61462.0
2008-08-01,54731.0
2008-09-01,64412.0
2008-10-01,68426.0
2008-11-01,79753.0
2008-12-01,104698.0
2009-01-01,240786.0
2009-02-01,226077.0
2009-03-01,233173.0
2009-04-01,273917.0
2009-05-01,178282.0
2009-06-01,180636.0
2009-07-01,173420.0
2009-08-01,188671.0
2009-09-01,205222.0
2009-10-01,193993.0
2009-11-01,219160.0
2009-12-01,184963.0
2010-01-01,253443.0
2010-02-01,278311.0
2010-03-01,281113.0
2010-04-01,275166.0
2010-05-01,302608.0
2010-06-01,286345.0
2010-07-01,268486.0
2010-08-01,314232.0
2010-09-01,308892.0
2010-10-01,325881.0
2010-11-01,285924.0
2010-12-01,286219.0
2011-01-01,412959.0
2011-02-01,343026.0
2011-03-01,269815.0
2011-04-01,272692.0
2011-05-01,306248.0
2011-06-01,310310.0
2011-07-01,298674.0
2011-08-01,414550.0
2011-09-01,384979.0
2011-10-01,412673.0
2011-11-01,421352.0
2011-12-01,421687.0
2012-01-01,416041.0
2012-02-01,433383.0
2012-03-01,437810.0
2012-04-01,478773.0
