Tarih,TP_KM_D04
2000-01-01,1099883.0
2000-02-01,1350735.0
2000-03-01,1377472.0
2000-04-01,1807139.0
2000-05-01,1447297.0
2000-06-01,838054.0
2000-07-01,789116.0
2000-08-01,872406.0
2000-09-01,1037411.0
2000-10-01,1009038.0
2000-11-01,1002028.0
2000-12-01,1780935.0
2001-01-01,2861342.0
2001-02-01,2530400.0
2001-03-01,2406293.0
2001-04-01,3568594.0
2001-05-01,4407691.0
2001-06-01,3688636.0
2001-07-01,3079058.0
2001-08-01,4050419.0
2001-09-01,3955693.0
2001-10-01,3485065.0
2001-11-01,3150915.0
2001-12-01,5045122.0
2002-01-01,4659204.0
2002-02-01,5882719.0
2002-03-01,4756854.0
2002-04-01,6454171.0
2002-05-01,6537692.0
2002-06-01,7806532.0
2002-07-01,5180740.0
2002-08-01,5223408.0
2002-09-01,5153153.0
2002-10-01,6476093.0
2002-11-01,6510164.0
2002-12-01,6872645.0
2003-01-01,4668249.0
2003-02-01,4308683.0
2003-03-01,2938899.0
2003-04-01,4752541.0
2003-05-01,3448205.0
2003-06-01,4729462.0
2003-07-01,4828558.0
2003-08-01,3913222.0
2003-09-01,5568667.0
2003-10-01,3540344.0
2003-11-01,4004924.0
2003-12-01,3418344.0
2004-01-01,3232401.0
2004-02-01,2916838.0
2004-03-01,2079339.0
2004-04-01,2177806.0
2004-05-01,1951070.0
2004-06-01,1448067.0
2004-07-01,1187321.0
2004-08-01,1714419.0
2004-09-01,1444372.0
2004-10-01,2953012.0
2004-11-01,4166897.0
2004-12-01,3541060.0
2005-01-01,3516854.0
2005-02-01,3046007.0
2005-03-01,2287421.0
2005-04-01,2984841.0
2005-05-01,2776642.0
2005-06-01,2981192.0
2005-07-01,2844734.0
2005-08-01,2549405.0
2005-09-01,2584612.0
2005-10-01,2216028.0
2005-11-01,3356183.0
2005-12-01,3041419.0
2006-01-01,2719192.0
2006-02-01,4242497.0
2006-03-01,3745530.0
2006-04-01,3128342.0
2006-05-01,2377426.0
2006-06-01,1936646.0
2006-07-01,2088135.0
2006-08-01,1840760.0
2006-09-01,2144608.0
2006-10-01,1737102.0
2006-11-01,1292727.0
2006-12-01,3724877.0
2007-01-01,1698440.0
2007-02-01,1205602.0
2007-03-01,885361.0
2007-04-01,529382.0
2007-05-01,263470.0
2007-06-01,177776.0
2007-07-01,252726.0
2007-08-01,143740.0
2007-09-01,206790.0
2007-10-01,124233.0
2007-11-01,172434.0
2007-12-01,163956.0
2008-01-01,185258.0
2008-02-01,404276.0
2008-03-01,646290.0
2008-04-01,725440.0
2008-05-01,769328.0
2008-06-01,714766.0
2008-07-01,1084335.0
2008-08-01,1473342.0
2008-09-01,1049963.0
2008-10-01,936756.0
2008-11-01,1698586.0
2008-12-01,1270659.0
2009-01-01,1280275.0
2009-02-01,1680589.0
2009-03-01,1653499.0
2009-04-01,1315970.0
2009-05-01,1049273.0
2009-06-01,683502.0
2009-07-01,1221269.0
2009-08-01,7057649.0
2009-09-01,7027018.0
2009-10-01,6351419.0
2009-11-01,6182886.0
2009-12-01,6658095.0
2010-01-01,8216224.0
2010-02-01,8667204.0
2010-03-01,9653724.0
2010-04-01,9305373.0
2010-05-01,8549898.0
2010-06-01,8074906.0
2010-07-01,4932362.0
2010-08-01,5111239.0
2010-09-01,6073304.0
2010-10-01,5750113.0
2010-11-01,5679376.0
2010-12-01,5672507.0
2011-01-01,4965559.0
2011-02-01,4055521.0
2011-03-01,3485990.0
2011-04-01,3380413.0
2011-05-01,3304702.0
2011-06-01,3203520.0
2011-07-01,467770.0
2011-08-01,510718.0
2011-09-01,149269.0
2011-10-01,288263.0
2011-11-01,504590.0
2011-12-01,396196.0
2012-01-01,326487.0
2012-02-01,560492.0
2012-03-01,489542.0
2012-04-01,362050.0
2012-05-01,359691.0
2012-06-01,355933.0
2012-07-01,292911.0
2012-08-01,136061.0
2012-09-01,133693.0
2012-10-01,104861.0
2012-11-01,180910.0
2012-12-01,126099.0
2013-01-01,288199.0
2013-02-01,327540.0
2013-03-01,319794.0
2013-04-01,333496.0
2013-05-01,251191.0
2013-06-01,197409.0
2013-07-01,81808.0
2013-08-01,64795.0
2013-09-01,54195.0
2013-10-01,46265.0
2013-11-01,81713.0
2013-12-01,37064.0
2014-01-01,31385.0
2014-02-01,49390.0
2014-03-01,67662.0
2014-04-01,69198.0
2014-05-01,46601.0
2014-06-01,48041.0
2014-07-01,48226.0
2014-08-01,51051.0
2014-09-01,50379.0
2014-10-01,84288.0
2014-11-01,92479.0
2014-12-01,486372.0
2015-01-01,480888.0
2015-02-01,531079.0
2015-03-01,541557.0
2015-04-01,523736.0
2015-05-01,513566.0
2015-06-01,531843.0
2015-07-01,552774.0
2015-08-01,597574.0
2015-09-01,584573.0
2015-10-01,873088.0
2015-11-01,793412.0
2015-12-01,1013988.0
2016-01-01,948689.0
2016-02-01,1010868.0
2016-03-01,853987.0
2016-04-01,766903.0
2016-05-01,768702.0
2016-06-01,783533.0
2016-07-01,861231.0
2016-08-01,863083.0
2016-09-01,840265.0
2016-10-01,798816.0
2016-11-01,1131725.0
2016-12-01,1154840.0
2017-01-01,1857803.0
2017-02-01,1641675.0
2017-03-01,1382541.0
2017-04-01,1445041.0
2017-05-01,1759888.0
2017-06-01,1634136.0
2017-07-01,1332009.0
2017-08-01,1500509.0
2017-09-01,1418345.0
2017-10-01,1198986.0
2017-11-01,1132440.0
2017-12-01,925864.0
2018-01-01,1118241.0
2018-02-01,1536145.0
2018-03-01,1450290.0
2018-04-01,1369019.0
2018-05-01,2316801.0
2018-06-01,2044842.0
2018-07-01,1980179.0
2018-08-01,2393012.0
2018-09-01,2836637.0
2018-10-01,2641224.0
2018-11-01,2403240.0
2018-12-01,2006004.0
2019-01-01,1044430.0
2019-02-01,1058437.0
2019-03-01,1344982.0
2019-04-01,1739404.0
2019-05-01,1750613.0
2019-06-01,1234919.0
2019-07-01,1885399.0
2019-08-01,1690125.0
2019-09-01,1427562.0
2019-10-01,1924150.0
2019-11-01,1562367.0
2019-12-01,1423407.0
2020-01-01,2028687.0
2020-02-01,2019182.0
2020-03-01,1593029.0
2020-04-01,1154545.0
2020-05-01,2743162.0
2020-06-01,4952851.0
2020-07-01,4835170.0
2020-08-01,4244170.0
2020-09-01,4724817.0
2020-10-01,4553678.0
2020-11-01,4532997.0
2020-12-01,1182667.0
2021-01-01,1098641.0
2021-02-01,1124769.0
2021-03-01,1658572.0
2021-04-01,1279213.0
2021-05-01,1308295.0
2021-06-01,1350824.0
2021-07-01,1287757.0
2021-08-01,1375765.0
2021-09-01,1186495.0
2021-10-01,1309814.0
2021-11-01,1458993.0
2021-12-01,1162537.0
2022-01-01,1633023.0
2022-02-01,1666527.0
2022-03-01,2077191.0
2022-04-01,3027496.0
2022-05-01,8212271.0
2022-06-01,9061346.0
2022-07-01,9009099.0
2022-08-01,10809185.0
2022-09-01,10765536.0
2022-10-01,12789453.0
2022-11-01,13636722.0
2022-12-01,15465358.0
2023-01-01,16551949.0
2023-02-01,15061556.0
2023-03-01,13218561.0
2023-04-01,11010937.0
2023-05-01,10142980.0
2023-06-01,10197049.0
2023-07-01,11711279.0
2023-08-01,8821521.0
2023-09-01,8040397.0
2023-10-01,7752505.0
2023-11-01,7346588.0
2023-12-01,8693969.0
2024-01-01,11282030.0
2024-02-01,13751391.0
2024-03-01,13507280.0
2024-04-01,14115636.0
2024-05-01,13444360.0
2024-06-01,14651133.0
2024-07-01,12341875.0
2024-08-01,12093382.0
2024-09-01,12469928.0
2024-10-01,14730270.0
2024-11-01,14823963.0
2024-12-01,14087693.0
2025-01-01,14542547.0
2025-02-01,16907133.0
2025-03-01,17187612.0
2025-04-01,17722316.0
2025-05-01,15500697.0
2025-06-01,21237117.0
2025-07-01,20914202.0
2025-08-01,37700207.0
