Tarih,TP_KM_D11
2000-01-01,1105494.0
2000-02-01,1119776.0
2000-03-01,1065039.0
2000-04-01,1038871.0
2000-05-01,967053.0
2000-06-01,1097133.0
2000-07-01,1099650.0
2000-08-01,1179877.0
2000-09-01,1056408.0
2000-10-01,1102069.0
2000-11-01,992850.0
2000-12-01,724107.0
2001-01-01,738703.0
2001-02-01,615767.0
2001-03-01,499731.0
2001-04-01,519663.0
2001-05-01,574255.0
2001-06-01,635795.0
2001-07-01,504525.0
2001-08-01,496316.0
2001-09-01,456424.0
2001-10-01,714464.0
2001-11-01,617540.0
2001-12-01,518818.0
2002-01-01,552240.0
2002-02-01,530712.0
2002-03-01,508680.0
2002-04-01,570910.0
2002-05-01,583041.0
2002-06-01,591759.0
2002-07-01,437599.0
2002-08-01,444787.0
2002-09-01,411636.0
2002-10-01,446961.0
2002-11-01,595933.0
2002-12-01,588155.0
2003-01-01,640201.0
2003-02-01,613525.0
2003-03-01,1509120.0
2003-04-01,619723.0
2003-05-01,662246.0
2003-06-01,720211.0
2003-07-01,706552.0
2003-08-01,708076.0
2003-09-01,729341.0
2003-10-01,782534.0
2003-11-01,790054.0
2003-12-01,825561.0
2004-01-01,802396.0
2004-02-01,943199.0
2004-03-01,992056.0
2004-04-01,951835.0
2004-05-01,951508.0
2004-06-01,1004386.0
2004-07-01,1089117.0
2004-08-01,1084702.0
2004-09-01,1123496.0
2004-10-01,1141883.0
2004-11-01,1146207.0
2004-12-01,1125579.0
2005-01-01,1179372.0
2005-02-01,1147551.0
2005-03-01,1244406.0
2005-04-01,1180867.0
2005-05-01,1188187.0
2005-06-01,1123606.0
2005-07-01,1255449.0
2005-08-01,1216365.0
2005-09-01,2471900.0
2005-10-01,2460073.0
2005-11-01,861224.0
2005-12-01,831091.0
2006-01-01,800262.0
2006-02-01,811042.0
2006-03-01,756518.0
2006-04-01,761360.0
2006-05-01,774634.0
2006-06-01,550263.0
2006-07-01,547703.0
2006-08-01,341620.0
2006-09-01,311872.0
2006-10-01,317876.0
2006-11-01,305949.0
2006-12-01,327588.0
2007-01-01,359374.0
2007-02-01,359052.0
2007-03-01,436738.0
2007-04-01,362942.0
2007-05-01,373145.0
2007-06-01,367406.0
2007-07-01,356477.0
2007-08-01,347427.0
2007-09-01,349821.0
2007-10-01,392309.0
2007-11-01,413632.0
2007-12-01,419696.0
2008-01-01,508852.0
2008-02-01,392079.0
2008-03-01,422182.0
2008-04-01,452594.0
2008-05-01,442477.0
2008-06-01,384924.0
2008-07-01,394202.0
2008-08-01,289968.0
2008-09-01,284518.0
2008-10-01,287365.0
2008-11-01,299289.0
2008-12-01,303247.0
2009-01-01,179866.0
2009-02-01,198268.0
2009-03-01,286147.0
2009-04-01,205523.0
2009-05-01,199400.0
2009-06-01,177069.0
2009-07-01,197450.0
2009-08-01,206647.0
2009-09-01,204798.0
2009-10-01,247512.0
2009-11-01,225797.0
2009-12-01,268567.0
2010-01-01,230699.0
2010-02-01,223657.0
2010-03-01,306040.0
2010-04-01,310928.0
2010-05-01,411732.0
2010-06-01,416378.0
