Tarih,TP_KM_D10
2000-01-01,1135281.0
2000-02-01,1150394.0
2000-03-01,1109769.0
2000-04-01,1084330.0
2000-05-01,1012230.0
2000-06-01,1144118.0
2000-07-01,1146132.0
2000-08-01,1226356.0
2000-09-01,1091650.0
2000-10-01,1137758.0
2000-11-01,1028123.0
2000-12-01,752084.0
2001-01-01,766865.0
2001-02-01,643877.0
2001-03-01,518962.0
2001-04-01,538898.0
2001-05-01,594360.0
2001-06-01,663704.0
2001-07-01,530820.0
2001-08-01,525563.0
2001-09-01,482136.0
2001-10-01,740108.0
2001-11-01,643186.0
2001-12-01,559756.0
2002-01-01,593184.0
2002-02-01,571652.0
2002-03-01,549724.0
2002-04-01,611955.0
2002-05-01,625130.0
2002-06-01,631558.0
2002-07-01,517499.0
2002-08-01,528036.0
2002-09-01,495028.0
2002-10-01,529305.0
2002-11-01,686695.0
2002-12-01,652672.0
2003-01-01,711622.0
2003-02-01,683536.0
2003-03-01,1575657.0
2003-04-01,693779.0
2003-05-01,735441.0
2003-06-01,793739.0
2003-07-01,782026.0
2003-08-01,785493.0
2003-09-01,817441.0
2003-10-01,877351.0
2003-11-01,887983.0
2003-12-01,929582.0
2004-01-01,907666.0
2004-02-01,1053494.0
2004-03-01,1118587.0
2004-04-01,1068816.0
2004-05-01,1052534.0
2004-06-01,1099262.0
2004-07-01,1206895.0
2004-08-01,1216554.0
2004-09-01,1269921.0
2004-10-01,1291524.0
2004-11-01,1288915.0
2004-12-01,1266234.0
2005-01-01,1321271.0
2005-02-01,1293809.0
2005-03-01,1387661.0
2005-04-01,1316089.0
2005-05-01,1313013.0
2005-06-01,1256371.0
2005-07-01,1398992.0
2005-08-01,1369049.0
2005-09-01,2660045.0
2005-10-01,2616502.0
2005-11-01,1039702.0
2005-12-01,1033609.0
2006-01-01,1004621.0
2006-02-01,879319.0
2006-03-01,821068.0
2006-04-01,821731.0
2006-05-01,833992.0
2006-06-01,600147.0
2006-07-01,599006.0
2006-08-01,394347.0
2006-09-01,364148.0
2006-10-01,372300.0
2006-11-01,358655.0
2006-12-01,379260.0
2007-01-01,411988.0
2007-02-01,414255.0
2007-03-01,492231.0
2007-04-01,417014.0
2007-05-01,431298.0
2007-06-01,448130.0
2007-07-01,431906.0
2007-08-01,417377.0
2007-09-01,423700.0
2007-10-01,461834.0
2007-11-01,486571.0
2007-12-01,461196.0
2008-01-01,545006.0
2008-02-01,430226.0
2008-03-01,465263.0
2008-04-01,496221.0
2008-05-01,489142.0
2008-06-01,428823.0
2008-07-01,440361.0
2008-08-01,337845.0
2008-09-01,325444.0
2008-10-01,319495.0
2008-11-01,331069.0
2008-12-01,345326.0
2009-01-01,224495.0
2009-02-01,243229.0
2009-03-01,331490.0
2009-04-01,253670.0
2009-05-01,248315.0
2009-06-01,229338.0
2009-07-01,254743.0
2009-08-01,267439.0
2009-09-01,266322.0
2009-10-01,319291.0
2009-11-01,285912.0
2009-12-01,333186.0
2010-01-01,296208.0
2010-02-01,287126.0
2010-03-01,373181.0
2010-04-01,387027.0
2010-05-01,517200.0
2010-06-01,521820.0
2010-07-01,523438.0
2010-08-01,514875.0
2010-09-01,554775.0
2010-10-01,507996.0
2010-11-01,485720.0
2010-12-01,482199.0
2011-01-01,493647.0
2011-02-01,469926.0
2011-03-01,496824.0
2011-04-01,429831.0
2011-05-01,429086.0
2011-06-01,422640.0
2011-07-01,425093.0
2011-08-01,409751.0
2011-09-01,425845.0
2011-10-01,432425.0
2011-11-01,418562.0
2011-12-01,412105.0
2012-01-01,415374.0
2012-02-01,441536.0
2012-03-01,454881.0
2012-04-01,461436.0
2012-05-01,492698.0
2012-06-01,481727.0
2012-07-01,476534.0
2012-08-01,500230.0
2012-09-01,534860.0
2012-10-01,518912.0
2012-11-01,543872.0
2012-12-01,517721.0
2013-01-01,547098.0
2013-02-01,589338.0
2013-03-01,560477.0
2013-04-01,585051.0
2013-05-01,724677.0
2013-06-01,726086.0
2013-07-01,650664.0
2013-08-01,680568.0
2013-09-01,507697.0
2013-10-01,521445.0
2013-11-01,559525.0
2013-12-01,548157.0
2014-01-01,499984.0
2014-02-01,502153.0
2014-03-01,456976.0
2014-04-01,493021.0
2014-05-01,464667.0
2014-06-01,518813.0
2014-07-01,460467.0
2014-08-01,464452.0
2014-09-01,454959.0
2014-10-01,457459.0
2014-11-01,466051.0
2014-12-01,476265.0
2015-01-01,485183.0
2015-02-01,480832.0
2015-03-01,470773.0
2015-04-01,487220.0
2015-05-01,488622.0
2015-06-01,487176.0
2015-07-01,480861.0
2015-08-01,471838.0
2015-09-01,484926.0
2015-10-01,486125.0
2015-11-01,495176.0
2015-12-01,1549492.0
2016-01-01,1683576.0
2016-02-01,1803812.0
2016-03-01,1973164.0
2016-04-01,1982775.0
2016-05-01,2056346.0
2016-06-01,923887.0
2016-07-01,988049.0
2016-08-01,1017600.0
2016-09-01,1045007.0
2016-10-01,1084024.0
2016-11-01,1181007.0
2016-12-01,1263640.0
2017-01-01,1356731.0
2017-02-01,1355185.0
2017-03-01,1380165.0
2017-04-01,1392473.0
2017-05-01,1425042.0
2017-06-01,1408561.0
2017-07-01,1483451.0
2017-08-01,1489658.0
2017-09-01,1422149.0
2017-10-01,1515469.0
2017-11-01,1536130.0
2017-12-01,1588181.0
2018-01-01,1667096.0
2018-02-01,1668400.0
2018-03-01,1696048.0
2018-04-01,1809830.0
2018-05-01,1882719.0
2018-06-01,1932586.0
2018-07-01,2042781.0
2018-08-01,2588778.0
2018-09-01,2485412.0
2018-10-01,2195555.0
2018-11-01,2199763.0
2018-12-01,2012795.0
2019-01-01,2238415.0
2019-02-01,2441826.0
2019-03-01,2597586.0
2019-04-01,2843777.0
2019-05-01,2717160.0
2019-06-01,2783728.0
2019-07-01,2762272.0
2019-08-01,2870365.0
2019-09-01,3068263.0
2019-10-01,3195096.0
2019-11-01,3410982.0
2019-12-01,3740246.0
2020-01-01,3954892.0
2020-02-01,4102069.0
2020-03-01,3761945.0
2020-04-01,4310646.0
2020-05-01,4506776.0
2020-06-01,4527228.0
2020-07-01,4733048.0
2020-08-01,5105020.0
2020-09-01,5166736.0
2020-10-01,5007850.0
2020-11-01,5361142.0
2020-12-01,4822030.0
2021-01-01,4629221.0
2021-02-01,4895733.0
2021-03-01,5329160.0
2021-04-01,5424277.0
2021-05-01,5461775.0
2021-06-01,5580413.0
2021-07-01,5684622.0
2021-08-01,5486998.0
2021-09-01,5425125.0
2021-10-01,6399108.0
2021-11-01,6966652.0
2021-12-01,7369075.0
2022-01-01,7629940.0
2022-02-01,7608728.0
2022-03-01,7805108.0
2022-04-01,7680627.0
2022-05-01,8291355.0
2022-06-01,8017337.0
2022-07-01,9266964.0
2022-08-01,9531131.0
2022-09-01,8954735.0
2022-10-01,10154353.0
2022-11-01,10754139.0
2022-12-01,10715490.0
2023-01-01,11242819.0
2023-02-01,10816528.0
2023-03-01,11241077.0
2023-04-01,11484704.0
2023-05-01,11679138.0
2023-06-01,14703602.0
2023-07-01,15878955.0
2023-08-01,16597876.0
2023-09-01,16293947.0
2023-10-01,16558585.0
2023-11-01,17916758.0
2023-12-01,20942452.0
2024-01-01,22798418.0
2024-02-01,24823666.0
2024-03-01,25228346.0
2024-04-01,24851309.0
2024-05-01,24403694.0
2024-06-01,24556825.0
2024-07-01,24401446.0
2024-08-01,25445682.0
2024-09-01,25835445.0
2024-10-01,26383155.0
2024-11-01,28296027.0
2024-12-01,29155530.0
2025-01-01,31168657.0
2025-02-01,32929828.0
2025-03-01,33568890.0
2025-04-01,34201674.0
2025-05-01,35887677.0
2025-06-01,36623879.0
2025-07-01,36528038.0
2025-08-01,41266267.0
