Tarih,TP_SEKBILTGA_H
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,224764.1
2010-01-01,316580.2
2011-01-01,280121.7
2012-01-01,472563.4
2013-01-01,638215.0
2014-01-01,815304.6
2015-01-01,690017.7
2016-01-01,1204839.4
2017-01-01,1386662.7
2018-01-01,2149797.0
2019-01-01,3480796.4
2020-01-01,4069625.4
2021-01-01,5780781.3
2022-01-01,5441165.3
2023-01-01,6537933.1
