Tarih,TP_SEKBILTGA_80
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,3574.1
2010-01-01,3417.8
2011-01-01,8620.0
2012-01-01,14878.9
2013-01-01,12181.1
2014-01-01,14800.0
2015-01-01,27864.1
2016-01-01,41119.0
2017-01-01,48214.1
2018-01-01,48147.0
2019-01-01,63613.7
2020-01-01,54155.4
2021-01-01,83721.0
2022-01-01,46812.0
2023-01-01,47161.0
