Tarih,TP_AB_A20
2000-01-03,649237.0
2000-01-04,657453.0
2000-01-05,450467.0
2000-01-06,363120.0
2000-01-07,378198.0
2000-01-10,
2000-01-11,487236.0
2000-01-12,623743.0
2000-01-13,627045.0
2000-01-14,519587.0
2000-01-17,483155.0
2000-01-18,329619.0
2000-01-19,426126.0
2000-01-20,561574.0
2000-01-21,580564.0
2000-01-24,438541.0
2000-01-25,453709.0
2000-01-26,446989.0
2000-01-27,414317.0
2000-01-28,446949.0
2000-01-31,185327.0
2000-02-01,374589.0
2000-02-02,604594.0
2000-02-03,735458.0
2000-02-04,527026.0
2000-02-07,430492.0
2000-02-08,486533.0
2000-02-09,720284.0
2000-02-10,717794.0
2000-02-11,544500.0
2000-02-14,640303.0
2000-02-15,562464.0
2000-02-16,554731.0
2000-02-17,733532.0
2000-02-18,482742.0
2000-02-21,448375.0
2000-02-22,531396.0
2000-02-23,590604.0
2000-02-24,788563.0
2000-02-25,576097.0
2000-02-28,577678.0
2000-02-29,478971.0
2000-03-01,694630.0
2000-03-02,606384.0
2000-03-03,420880.0
2000-03-06,594007.0
2000-03-07,587716.0
2000-03-08,811541.0
2000-03-09,520368.0
2000-03-10,443754.0
2000-03-13,598522.0
2000-03-14,566280.0
2000-03-15,583174.0
2000-03-16,
2000-03-17,
2000-03-20,451904.0
2000-03-21,596069.0
2000-03-22,556584.0
2000-03-23,512636.0
2000-03-24,451719.0
2000-03-27,567378.0
2000-03-28,574493.0
2000-03-29,484100.0
2000-03-30,574173.0
2000-03-31,602907.0
2000-04-03,508224.0
2000-04-04,470649.0
2000-04-05,486215.0
2000-04-06,466977.0
2000-04-07,605672.0
2000-04-10,568113.0
2000-04-11,587243.0
2000-04-12,552589.0
2000-04-13,484980.0
2000-04-14,338708.0
2000-04-17,518626.0
2000-04-18,522509.0
2000-04-19,608979.0
2000-04-20,708046.0
2000-04-21,701956.0
2000-04-24,497210.0
2000-04-25,458926.0
2000-04-26,492764.0
2000-04-27,517247.0
2000-04-28,400081.0
2000-05-01,478004.0
2000-05-02,584436.0
2000-05-03,715602.0
2000-05-04,589289.0
2000-05-05,519900.0
2000-05-08,458861.0
2000-05-09,510628.0
2000-05-10,572047.0
2000-05-11,647663.0
2000-05-12,596745.0
2000-05-15,443093.0
2000-05-16,512723.0
2000-05-17,453914.0
2000-05-18,709140.0
2000-05-19,
2000-05-22,483215.0
2000-05-23,539098.0
2000-05-24,520455.0
2000-05-25,499469.0
2000-05-26,448404.0
2000-05-29,528260.0
2000-05-30,606761.0
2000-05-31,398451.0
2000-06-01,685670.0
2000-06-02,703429.0
2000-06-05,467931.0
2000-06-06,621647.0
2000-06-07,523652.0
2000-06-08,479781.0
2000-06-09,406602.0
2000-06-12,508365.0
2000-06-13,614288.0
2000-06-14,543425.0
2000-06-15,743254.0
2000-06-16,686402.0
2000-06-19,609516.0
2000-06-20,511416.0
2000-06-21,511916.0
2000-06-22,429465.0
2000-06-23,371900.0
2000-06-26,518579.0
2000-06-27,542298.0
2000-06-28,708304.0
2000-06-29,657141.0
2000-06-30,671568.0
2000-07-03,615909.0
2000-07-04,601240.0
2000-07-05,446380.0
2000-07-06,441582.0
2000-07-07,412426.0
2000-07-10,537276.0
2000-07-11,639719.0
2000-07-12,648318.0
2000-07-13,764545.0
2000-07-14,472566.0
2000-07-17,581699.0
2000-07-18,591683.0
2000-07-19,637955.0
2000-07-20,553449.0
2000-07-21,513669.0
2000-07-24,579352.0
2000-07-25,555630.0
2000-07-26,540192.0
2000-07-27,657530.0
2000-07-28,450385.0
2000-07-31,579189.0
2000-08-01,554996.0
2000-08-02,549717.0
2000-08-03,635163.0
2000-08-04,595908.0
2000-08-07,572908.0
2000-08-08,561980.0
2000-08-09,503214.0
2000-08-10,563298.0
2000-08-11,718907.0
2000-08-14,526035.0
2000-08-15,474117.0
2000-08-16,625802.0
2000-08-17,460788.0
2000-08-18,634576.0
2000-08-21,607754.0
2000-08-22,661198.0
2000-08-23,507294.0
2000-08-24,449006.0
2000-08-25,653338.0
2000-08-28,490280.0
2000-08-29,614299.0
2000-08-30,
2000-08-31,392779.0
2000-09-01,799227.0
2000-09-04,660172.0
2000-09-05,460777.0
2000-09-06,514383.0
2000-09-07,561739.0
2000-09-08,515239.0
2000-09-11,548052.0
