Tarih,TP_AB_A18
2000-01-03,1679602.0
2000-01-04,1687703.0
2000-01-05,1480665.0
2000-01-06,1391001.0
2000-01-07,1425611.0
2000-01-10,
2000-01-11,1534617.0
2000-01-12,1671087.0
2000-01-13,1674170.0
2000-01-14,1634609.0
2000-01-17,1595038.0
2000-01-18,1439197.0
2000-01-19,1535593.0
2000-01-20,1669944.0
2000-01-21,1691611.0
2000-01-24,1549525.0
2000-01-25,1564691.0
2000-01-26,1557972.0
2000-01-27,1525207.0
2000-01-28,1586529.0
2000-01-31,1316433.0
2000-02-01,1521386.0
2000-02-02,1751232.0
2000-02-03,1881072.0
2000-02-04,1688535.0
2000-02-07,1589860.0
2000-02-08,1642243.0
2000-02-09,1875994.0
2000-02-10,1872123.0
2000-02-11,1702323.0
2000-02-14,1786196.0
2000-02-15,1707314.0
2000-02-16,1697772.0
2000-02-17,1875876.0
2000-02-18,1630410.0
2000-02-21,1577859.0
2000-02-22,1660169.0
2000-02-23,1718167.0
2000-02-24,1916043.0
2000-02-25,1725198.0
2000-02-28,1708516.0
2000-02-29,1601359.0
2000-03-01,1816150.0
2000-03-02,1727879.0
2000-03-03,1552297.0
2000-03-06,1717153.0
2000-03-07,1710212.0
2000-03-08,1929530.0
2000-03-09,1636165.0
2000-03-10,1565251.0
2000-03-13,1709607.0
2000-03-14,1673233.0
2000-03-15,1690211.0
2000-03-16,
2000-03-17,
2000-03-20,1559563.0
2000-03-21,1699083.0
2000-03-22,1659121.0
2000-03-23,1610788.0
2000-03-24,1570194.0
2000-03-27,1673159.0
2000-03-28,1680270.0
2000-03-29,1589795.0
2000-03-30,1679429.0
2000-03-31,1712950.0
2000-04-03,1614094.0
2000-04-04,1574814.0
2000-04-05,1590305.0
2000-04-06,1571064.0
2000-04-07,1725535.0
2000-04-10,1685869.0
2000-04-11,1699280.0
2000-04-12,1662740.0
2000-04-13,1595105.0
2000-04-14,1479663.0
2000-04-17,1648984.0
2000-04-18,1652124.0
2000-04-19,1738261.0
2000-04-20,1832709.0
2000-04-21,1836779.0
2000-04-24,1631923.0
2000-04-25,1590244.0
2000-04-26,1624056.0
2000-04-27,1648463.0
