Tarih,TP_AB_A05
2000-01-03,1000952.0
2000-01-04,1019384.0
2000-01-05,902670.0
2000-01-06,954151.0
2000-01-07,954859.0
2000-01-10,
2000-01-11,954532.0
2000-01-12,1225255.0
2000-01-13,1417258.0
2000-01-14,1456288.0
2000-01-17,1464721.0
2000-01-18,1510311.0
2000-01-19,1499235.0
2000-01-20,1440841.0
2000-01-21,1408928.0
2000-01-24,1260651.0
2000-01-25,963516.0
2000-01-26,966862.0
2000-01-27,962948.0
2000-01-28,962669.0
2000-01-31,960459.0
2000-02-01,960100.0
2000-02-02,959950.0
2000-02-03,959675.0
2000-02-04,959389.0
2000-02-07,958620.0
2000-02-08,958403.0
2000-02-09,957139.0
2000-02-10,1094852.0
2000-02-11,1397402.0
2000-02-14,1415463.0
2000-02-15,458061.0
2000-02-16,397594.0
2000-02-17,444667.0
2000-02-18,-10590.0
2000-02-21,-5250.0
2000-02-22,-5381.0
2000-02-23,-5597.0
2000-02-24,-5677.0
2000-02-25,-5913.0
2000-02-28,-6488.0
2000-02-29,-8404.0
2000-03-01,-9378.0
2000-03-02,-9454.0
2000-03-03,-9668.0
2000-03-06,-10238.0
2000-03-07,-10417.0
2000-03-08,-10558.0
2000-03-09,-12557.0
2000-03-10,-9831.0
2000-03-13,-10390.0
2000-03-14,-9815.0
2000-03-15,-11365.0
2000-03-16,
2000-03-17,
2000-03-20,-4370.0
2000-03-21,-5518.0
2000-03-22,-5375.0
2000-03-23,-5512.0
2000-03-24,-5599.0
2000-03-27,-6118.0
2000-03-28,-6125.0
2000-03-29,-6125.0
2000-03-30,-6964.0
2000-03-31,-10086.0
2000-04-03,-12233.0
2000-04-04,-12674.0
2000-04-05,-12890.0
2000-04-06,-13039.0
2000-04-07,-13180.0
2000-04-10,-13599.0
2000-04-11,-13762.0
2000-04-12,-13877.0
2000-04-13,-15374.0
2000-04-14,-12641.0
2000-04-17,-13152.0
2000-04-18,-13283.0
2000-04-19,-13836.0
2000-04-20,-6349.0
2000-04-21,-6454.0
2000-04-24,-6772.0
2000-04-25,-6890.0
2000-04-26,-7665.0
2000-04-27,-9666.0
2000-04-28,-11909.0
2000-05-01,-18038.0
2000-05-02,-18190.0
2000-05-03,-18336.0
2000-05-04,-17599.0
2000-05-05,-17421.0
2000-05-08,-17869.0
2000-05-09,-17927.0
2000-05-10,-17946.0
2000-05-11,-17939.0
2000-05-12,-17503.0
2000-05-15,-16973.0
2000-05-16,-16908.0
2000-05-17,448436.0
2000-05-18,398455.0
2000-05-19,
2000-05-22,381902.0
2000-05-23,472247.0
2000-05-24,342317.0
2000-05-25,-11166.0
2000-05-26,-11288.0
2000-05-29,-11584.0
2000-05-30,-11707.0
2000-05-31,-12934.0
2000-06-01,-13911.0
2000-06-02,-14003.0
2000-06-05,-14417.0
2000-06-06,-14580.0
2000-06-07,101113.0
2000-06-08,74313.0
2000-06-09,67640.0
2000-06-12,218197.0
2000-06-13,532117.0
2000-06-14,510919.0
2000-06-15,486410.0
2000-06-16,467469.0
2000-06-19,458552.0
2000-06-20,344928.0
2000-06-21,274320.0
2000-06-22,260438.0
2000-06-23,-7003.0
2000-06-26,-7365.0
2000-06-27,-7542.0
2000-06-28,-7667.0
2000-06-29,-7805.0
2000-06-30,-9121.0
2000-07-03,-11739.0
2000-07-04,-11911.0
2000-07-05,-12049.0
2000-07-06,-12028.0
2000-07-07,-12206.0
2000-07-10,-12720.0
2000-07-11,-12868.0
2000-07-12,-12316.0
2000-07-13,-12452.0
2000-07-14,-12973.0
2000-07-17,-13077.0
2000-07-18,-13233.0
2000-07-19,-13499.0
2000-07-20,-8999.0
2000-07-21,-9046.0
2000-07-24,-9840.0
2000-07-25,-10175.0
2000-07-26,-10424.0
2000-07-27,-10684.0
2000-07-28,-11044.0
2000-07-31,-13532.0
2000-08-01,-15073.0
2000-08-02,-15403.0
2000-08-03,-15688.0
2000-08-04,-16122.0
2000-08-07,-17179.0
2000-08-08,-17567.0
2000-08-09,-17843.0
2000-08-10,-18122.0
2000-08-11,-21021.0
2000-08-14,-22060.0
2000-08-15,-18489.0
2000-08-16,-18841.0
2000-08-17,-18936.0
2000-08-18,-18830.0
2000-08-21,-11232.0
2000-08-22,-11625.0
2000-08-23,-17220.0
2000-08-24,-16550.0
