Tarih,TP_AB_A14
2000-01-03,3023692.0
2000-01-04,3043794.0
2000-01-05,3040454.0
2000-01-06,3034546.0
2000-01-07,3045209.0
2000-01-10,
2000-01-11,3016858.0
2000-01-12,3010886.0
2000-01-13,3003442.0
2000-01-14,3000244.0
2000-01-17,3020844.0
2000-01-18,3014934.0
2000-01-19,3010909.0
2000-01-20,2997560.0
2000-01-21,2992803.0
2000-01-24,2991806.0
2000-01-25,3000565.0
2000-01-26,3011463.0
2000-01-27,3027073.0
2000-01-28,3063385.0
2000-01-31,3071297.0
2000-02-01,3098035.0
2000-02-02,3096911.0
2000-02-03,3110203.0
2000-02-04,3135222.0
2000-02-07,3118180.0
2000-02-08,3147574.0
2000-02-09,3169806.0
2000-02-10,3167827.0
2000-02-11,3200908.0
2000-02-14,3199147.0
2000-02-15,3193791.0
2000-02-16,3204449.0
2000-02-17,3210880.0
2000-02-18,3251142.0
2000-02-21,3155273.0
2000-02-22,3165083.0
2000-02-23,3194417.0
2000-02-24,3194573.0
2000-02-25,3282323.0
2000-02-28,3313491.0
2000-02-29,3319677.0
2000-03-01,3323648.0
2000-03-02,3338800.0
2000-03-03,3322305.0
2000-03-06,3325603.0
2000-03-07,3321115.0
2000-03-08,3317790.0
2000-03-09,3307490.0
2000-03-10,3308095.0
2000-03-13,3318169.0
2000-03-14,3309088.0
2000-03-15,3311675.0
2000-03-16,
2000-03-17,
2000-03-20,3296408.0
2000-03-21,3307531.0
2000-03-22,3310323.0
2000-03-23,3319436.0
2000-03-24,3304246.0
2000-03-27,3309100.0
2000-03-28,3335537.0
2000-03-29,3351299.0
2000-03-30,3366299.0
2000-03-31,3412198.0
2000-04-03,3389117.0
2000-04-04,3414096.0
2000-04-05,3448038.0
2000-04-06,3445308.0
2000-04-07,3453880.0
2000-04-10,3446360.0
2000-04-11,3452724.0
2000-04-12,3461649.0
2000-04-13,3464700.0
2000-04-14,3453175.0
2000-04-17,3450561.0
2000-04-18,3449033.0
2000-04-19,3471557.0
2000-04-20,3478544.0
2000-04-21,3488307.0
2000-04-24,3478502.0
2000-04-25,3495345.0
2000-04-26,3523456.0
2000-04-27,3528130.0
2000-04-28,3542565.0
2000-05-01,3566266.0
2000-05-02,3561798.0
2000-05-03,3547154.0
2000-05-04,3561089.0
2000-05-05,3572991.0
2000-05-08,3543243.0
2000-05-09,3565958.0
2000-05-10,3579750.0
2000-05-11,3581201.0
2000-05-12,3618426.0
2000-05-15,3628421.0
2000-05-16,3610033.0
2000-05-17,3621621.0
2000-05-18,3651006.0
2000-05-19,
2000-05-22,3669700.0
2000-05-23,3676015.0
2000-05-24,3664830.0
2000-05-25,3681004.0
2000-05-26,3716130.0
2000-05-29,3714786.0
2000-05-30,3706788.0
2000-05-31,3697402.0
2000-06-01,3696150.0
2000-06-02,3683024.0
2000-06-05,3737906.0
2000-06-06,3721172.0
2000-06-07,3730639.0
2000-06-08,3789512.0
2000-06-09,3760478.0
2000-06-12,3749855.0
2000-06-13,3752577.0
2000-06-14,3745628.0
2000-06-15,3743744.0
2000-06-16,3755499.0
2000-06-19,3762989.0
2000-06-20,3765345.0
2000-06-21,3773202.0
2000-06-22,3785376.0
2000-06-23,3788190.0
2000-06-26,3764648.0
2000-06-27,3758981.0
2000-06-28,3784290.0
2000-06-29,3794753.0
2000-06-30,3798299.0
2000-07-03,3850415.0
2000-07-04,3873213.0
2000-07-05,3865572.0
2000-07-06,3856495.0
2000-07-07,3814053.0
2000-07-10,3767510.0
2000-07-11,3735162.0
2000-07-12,3750557.0
2000-07-13,3744680.0
2000-07-14,3744528.0
2000-07-17,3749989.0
2000-07-18,3759574.0
2000-07-19,3780627.0
2000-07-20,3783546.0
2000-07-21,3782503.0
2000-07-24,3735296.0
2000-07-25,3761910.0
2000-07-26,3752985.0
2000-07-27,3754190.0
2000-07-28,3776180.0
2000-07-31,3778858.0
2000-08-01,3789305.0
2000-08-02,3774716.0
2000-08-03,3792124.0
2000-08-04,3896300.0
2000-08-07,3905512.0
2000-08-08,3919372.0
2000-08-09,3866823.0
2000-08-10,3876839.0
2000-08-11,3873610.0
2000-08-14,3831616.0
2000-08-15,3844836.0
2000-08-16,3854105.0
2000-08-17,3862856.0
2000-08-18,3863452.0
2000-08-21,3884901.0
2000-08-22,3908832.0
2000-08-23,3918237.0
2000-08-24,3932288.0
2000-08-25,3944281.0
2000-08-28,3944671.0
