Tarih,TP_ZORUNDTH_KB1,TP_ZORUNDTH_KB1
2017-02-17,2017-7,107576.24
2017-02-24,2017-8,107574.19
2017-03-03,2017-9,107328.73
2017-03-10,2017-10,106641.52
2017-03-17,2017-11,108994.9
2017-03-24,2017-12,110381.27
2017-03-31,2017-13,109786.2
2017-04-07,2017-14,109367.71
2017-04-14,2017-15,110760.23
2017-04-21,2017-16,112203.86
2017-04-28,2017-17,115374.26
2017-05-05,2017-18,116254.51
2017-05-12,2017-19,116542.21
2017-05-19,2017-20,115851.13
2017-05-26,2017-21,116346.27
2017-06-02,2017-22,117889.27
2017-06-09,2017-23,118468.6
2017-06-16,2017-24,118995.74
2017-06-23,2017-25,117643.01
2017-06-30,2017-26,116594.03
2017-07-07,2017-27,115141.33
2017-07-14,2017-28,115512.39
2017-07-21,2017-29,116935.5
2017-07-28,2017-30,116897.82
2017-08-04,2017-31,117633.51
2017-08-11,2017-32,118160.34
2017-08-18,2017-33,120898.93
2017-08-25,2017-34,121880.95
2017-09-01,2017-35,122383.49
2017-09-08,2017-36,123466.61
2017-09-15,2017-37,123477.02
2017-09-22,2017-38,123925.46
2017-09-29,2017-39,122128.4
2017-10-06,2017-40,121300.92
2017-10-13,2017-41,120354.99
2017-10-20,2017-42,119546.5
2017-10-27,2017-43,118026.48
2017-11-03,2017-44,116217.24
2017-11-10,2017-45,115213.1
2017-11-17,2017-46,115250.97
2017-11-24,2017-47,115724.31
2017-12-01,2017-48,115170.12
2017-12-08,2017-49,115879.83
2017-12-15,2017-50,114847.34
2017-12-22,2017-51,114661.24
2017-12-29,2017-52,115023.91
2018-01-05,2018-1,116058.86
2018-01-12,2018-2,116388.21
2018-01-19,2018-3,117442.6
2018-01-26,2018-4,119253.54
2018-02-02,2018-5,118753.63
2018-02-09,2018-6,117786.05
2018-02-16,2018-7,119121.61
2018-02-23,2018-8,118082.77
2018-03-02,2018-9,116247.95
2018-03-09,2018-10,116695.97
2018-03-16,2018-11,115042.34
2018-03-23,2018-12,113849.27
2018-03-30,2018-13,111944.79
2018-04-06,2018-14,111335.75
2018-04-13,2018-15,111268.29
2018-04-20,2018-16,111278.25
2018-04-27,2018-17,110925.77
2018-05-04,2018-18,109096.09
2018-05-11,2018-19,109619.27
2018-05-18,2018-20,108369.15
2018-05-25,2018-21,109229.29
2018-06-01,2018-22,108446.95
2018-06-08,2018-23,110264.0
2018-06-15,2018-24,110253.6
2018-06-22,2018-25,108645.92
2018-06-29,2018-26,106193.07
2018-07-06,2018-27,106118.7
2018-07-13,2018-28,103797.41
2018-07-20,2018-29,104756.08
2018-07-27,2018-30,104983.26
2018-08-03,2018-31,103908.02
2018-08-10,2018-32,105275.3
2018-08-17,2018-33,100991.51
2018-08-24,2018-34,101523.78
2018-08-31,2018-35,100123.49
2018-09-07,2018-36,100224.99
2018-09-14,2018-37,100961.08
2018-09-21,2018-38,101701.79
2018-09-28,2018-39,101893.32
2018-10-05,2018-40,101020.32
2018-10-12,2018-41,102148.65
2018-10-19,2018-42,102906.86
2018-10-26,2018-43,103731.76
2018-11-02,2018-44,103008.5
2018-11-09,2018-45,103906.6
2018-11-16,2018-46,103785.59
2018-11-23,2018-47,103994.63
2018-11-30,2018-48,102885.31
2018-12-07,2018-49,103092.07
2018-12-14,2018-50,103341.41
2018-12-21,2018-51,104632.21
2018-12-28,2018-52,103049.08
2019-01-04,2019-1,102381.11
2019-01-11,2019-2,103166.32
2019-01-18,2019-3,103610.49
2019-01-25,2019-4,104287.64
2019-02-01,2019-5,105726.92
2019-02-08,2019-6,106435.22
2019-02-15,2019-7,105833.14
2019-02-22,2019-8,105879.7
2019-03-01,2019-9,106767.54
2019-03-08,2019-10,106401.74
2019-03-15,2019-11,108935.83
2019-03-22,2019-12,110490.07
2019-03-29,2019-13,113586.81
2019-04-05,2019-14,113181.9
2019-04-12,2019-15,112348.63
2019-04-19,2019-16,111772.65
2019-04-26,2019-17,111017.94
2019-05-03,2019-18,109958.85
2019-05-10,2019-19,111628.53
2019-05-17,2019-20,111764.55
2019-05-24,2019-21,111376.39
2019-05-31,2019-22,110806.95
2019-06-07,2019-23,112229.9
2019-06-14,2019-24,112429.99
2019-06-21,2019-25,112978.25
2019-06-28,2019-26,112119.8
2019-07-05,2019-27,112207.81
2019-07-12,2019-28,111628.76
2019-07-19,2019-29,112417.12
2019-07-26,2019-30,111956.07
2019-08-02,2019-31,111712.14
2019-08-09,2019-32,112137.01
2019-08-16,2019-33,111955.71
2019-08-23,2019-34,110609.94
2019-08-30,2019-35,110017.63
2019-09-06,2019-36,110855.38
2019-09-13,2019-37,111154.88
2019-09-20,2019-38,111037.29
2019-09-27,2019-39,111107.67
2019-10-04,2019-40,110880.41
2019-10-11,2019-41,110065.9
2019-10-18,2019-42,110075.55
2019-10-25,2019-43,110634.57
2019-11-01,2019-44,110388.75
2019-11-08,2019-45,111349.68
2019-11-15,2019-46,111104.39
2019-11-22,2019-47,111653.16
2019-11-29,2019-48,110752.31
2019-12-06,2019-49,110660.36
2019-12-13,2019-50,110320.01
2019-12-20,2019-51,110293.41
2019-12-27,2019-52,110080.76
2020-01-03,2020-1,109706.14
2020-01-10,2020-2,108812.89
2020-01-17,2020-3,108386.77
2020-01-24,2020-4,107310.67
2020-01-31,2020-5,104974.14
2020-02-07,2020-6,105290.85
2020-02-14,2020-7,104371.13
2020-02-21,2020-8,104443.86
2020-02-28,2020-9,103808.09
2020-03-06,2020-10,105530.06
2020-03-13,2020-11,105200.81
2020-03-20,2020-12,103938.41
2020-03-27,2020-13,104414.43
2020-04-03,2020-14,104788.93
2020-04-10,2020-15,104252.84
2020-04-17,2020-16,105639.61
2020-04-24,2020-17,105902.2
2020-05-01,2020-18,105532.93
2020-05-08,2020-19,106535.64
2020-05-15,2020-20,106763.29
2020-05-22,2020-21,107836.08
2020-05-29,2020-22,108123.17
2020-06-05,2020-23,109919.46
2020-06-12,2020-24,110948.65
2020-06-19,2020-25,110720.51
2020-06-26,2020-26,110766.92
2020-07-03,2020-27,110875.84
2020-07-10,2020-28,111466.0
2020-07-17,2020-29,111949.07
2020-07-24,2020-30,113634.84
2020-07-31,2020-31,114954.0
2020-08-07,2020-32,115948.33
2020-08-14,2020-33,115243.47
2020-08-21,2020-34,115073.79
2020-08-28,2020-35,114100.31
2020-09-04,2020-36,114135.44
2020-09-11,2020-37,114411.81
2020-09-18,2020-38,114613.93
2020-09-25,2020-39,115246.81
2020-10-02,2020-40,114705.35
2020-10-09,2020-41,115387.46
2020-10-16,2020-42,114895.16
2020-10-23,2020-43,115864.94
2020-10-30,2020-44,116333.92
2020-11-06,2020-45,117214.84
2020-11-13,2020-46,117672.42
2020-11-20,2020-47,118081.38
2020-11-27,2020-48,118460.99
2020-12-04,2020-49,118458.29
2020-12-11,2020-50,118185.57
2020-12-18,2020-51,119301.06
2020-12-25,2020-52,119587.9
2021-01-01,2021-1,118998.58
2021-01-08,2021-2,118298.05
2021-01-15,2021-3,118134.83
2021-01-22,2021-4,118838.35
2021-01-29,2021-5,118252.12
2021-02-05,2021-6,117406.09
2021-02-12,2021-7,118272.86
2021-02-19,2021-8,118351.38
2021-02-26,2021-9,117223.11
2021-03-05,2021-10,116437.24
2021-03-12,2021-11,116167.55
2021-03-19,2021-12,116898.5
2021-03-26,2021-13,113014.16
2021-04-02,2021-14,111353.1
2021-04-09,2021-15,112385.62
2021-04-16,2021-16,112850.53
2021-04-23,2021-17,112220.22
2021-04-30,2021-18,112729.48
2021-05-07,2021-19,113161.02
2021-05-14,2021-20,113650.34
2021-05-21,2021-21,113614.44
2021-05-28,2021-22,114079.1
2021-06-04,2021-23,113899.58
2021-06-11,2021-24,114483.9
2021-06-18,2021-25,114047.17
2021-06-25,2021-26,113559.36
2021-07-02,2021-27,111936.01
2021-07-09,2021-28,112900.74
2021-07-16,2021-29,113414.22
2021-07-23,2021-30,113352.19
2021-07-30,2021-31,113563.34
2021-08-06,2021-32,114603.65
2021-08-13,2021-33,115536.34
2021-08-20,2021-34,114196.6
2021-08-27,2021-35,116372.21
2021-09-03,2021-36,117063.8
2021-09-10,2021-37,117284.2
2021-09-17,2021-38,116927.12
2021-09-24,2021-39,115974.57
2021-10-01,2021-40,115148.73
2021-10-08,2021-41,115798.01
2021-10-15,2021-42,115815.52
2021-10-22,2021-43,116407.83
2021-10-29,2021-44,116610.41
2021-11-05,2021-45,116816.06
2021-11-12,2021-46,118315.64
2021-11-19,2021-47,118463.76
2021-11-26,2021-48,118123.03
2021-12-03,2021-49,118122.43
2021-12-10,2021-50,118053.15
2021-12-17,2021-51,120900.14
2021-12-24,2021-52,121189.92
2021-12-31,2021-53,120203.33
2022-01-07,2022-1,118929.03
2022-01-14,2022-2,118280.38
2022-01-21,2022-3,117509.67
2022-01-28,2022-4,115470.81
2022-02-04,2022-5,112277.1
2022-02-11,2022-6,111289.74
2022-02-18,2022-7,107737.6
2022-02-25,2022-8,107043.7
2022-03-04,2022-9,106345.74
2022-03-11,2022-10,106989.88
2022-03-18,2022-11,107271.67
2022-03-25,2022-12,107368.97
2022-04-01,2022-13,107514.17
2022-04-08,2022-14,107775.69
2022-04-15,2022-15,107405.43
2022-04-22,2022-16,107048.83
2022-04-29,2022-17,106179.67
2022-05-06,2022-18,106794.85
2022-05-13,2022-19,107205.23
2022-05-20,2022-20,106873.98
2022-05-27,2022-21,107512.83
2022-06-03,2022-22,108350.29
2022-06-10,2022-23,108382.68
2022-06-17,2022-24,108022.29
2022-06-24,2022-25,108548.47
2022-07-01,2022-26,107393.8
2022-07-08,2022-27,107787.43
2022-07-15,2022-28,108733.66
2022-07-22,2022-29,107573.99
2022-07-29,2022-30,109973.16
2022-08-05,2022-31,112960.23
2022-08-12,2022-32,111661.46
2022-08-19,2022-33,111334.48
2022-08-26,2022-34,111478.82
2022-09-02,2022-35,110588.67
2022-09-09,2022-36,110776.36
2022-09-16,2022-37,111054.76
2022-09-23,2022-38,111525.25
2022-09-30,2022-39,111249.3
2022-10-07,2022-40,111671.13
2022-10-14,2022-41,111243.67
2022-10-21,2022-42,111877.16
2022-10-28,2022-43,112000.97
2022-11-04,2022-44,112048.53
2022-11-11,2022-45,111370.26
2022-11-18,2022-46,109393.57
2022-11-25,2022-47,107588.87
2022-12-02,2022-48,106719.58
2022-12-09,2022-49,105921.71
2022-12-16,2022-50,103899.49
2022-12-23,2022-51,101754.02
2022-12-30,2022-52,99917.23
2023-01-06,2023-1,100771.38
2023-01-13,2023-2,100165.05
2023-01-20,2023-3,99635.1
2023-01-27,2023-4,98382.07
2023-02-03,2023-5,97873.78
2023-02-10,2023-6,96191.19
2023-02-17,2023-7,94291.13
2023-02-24,2023-8,92998.24
2023-03-03,2023-9,92601.65
2023-03-10,2023-10,93033.04
2023-03-17,2023-11,91844.73
2023-03-24,2023-12,92442.37
2023-03-31,2023-13,90692.16
2023-04-07,2023-14,92104.5
2023-04-14,2023-15,91136.03
2023-04-21,2023-16,92010.15
2023-04-28,2023-17,90909.96
2023-05-05,2023-18,91671.21
2023-05-12,2023-19,90280.11
2023-05-19,2023-20,89189.77
2023-05-26,2023-21,85928.02
2023-06-02,2023-22,85333.31
2023-06-09,2023-23,84917.26
2023-06-16,2023-24,85135.67
2023-06-23,2023-25,82209.63
2023-06-30,2023-26,82062.26
2023-07-07,2023-27,82199.05
2023-07-14,2023-28,82198.16
2023-07-21,2023-29,82949.77
2023-07-28,2023-30,83709.59
2023-08-04,2023-31,82562.21
2023-08-11,2023-32,83472.05
2023-08-18,2023-33,84592.66
2023-08-25,2023-34,88041.48
2023-09-01,2023-35,87041.99
2023-09-08,2023-36,86541.71
2023-09-15,2023-37,85337.31
2023-09-22,2023-38,84345.62
2023-09-29,2023-39,83413.59
2023-10-06,2023-40,83203.15
2023-10-13,2023-41,83642.96
2023-10-20,2023-42,84065.08
2023-10-27,2023-43,84110.14
2023-11-03,2023-44,84074.87
2023-11-10,2023-45,83903.71
2023-11-17,2023-46,83029.68
2023-11-24,2023-47,82990.12
2023-12-01,2023-48,82867.94
2023-12-08,2023-49,82637.38
2023-12-15,2023-50,82748.43
2023-12-22,2023-51,82758.63
2023-12-29,2023-52,82815.16
2024-01-05,2024-1,83313.53
2024-01-12,2024-2,83374.29
2024-01-19,2024-3,83835.69
2024-01-26,2024-4,83868.77
2024-02-02,2024-5,82908.34
2024-02-09,2024-6,82448.42
2024-02-16,2024-7,81752.1
2024-02-23,2024-8,81998.82
2024-03-01,2024-9,81053.31
2024-03-08,2024-10,83575.68
2024-03-15,2024-11,84158.93
2024-03-22,2024-12,85767.5
2024-03-29,2024-13,84986.32
2024-04-05,2024-14,82191.12
2024-04-12,2024-15,82002.33499999999
2024-04-19,2024-16,81006.96
2024-04-26,2024-17,80437.87
2024-05-03,2024-18,78191.25
2024-05-10,2024-19,76323.88
2024-05-17,2024-20,75256.05
2024-05-24,2024-21,74690.82
2024-05-31,2024-22,73286.83
2024-06-07,2024-23,72542.04
2024-06-14,2024-24,71186.88
2024-06-21,2024-25,71900.56
2024-06-28,2024-26,71535.4
2024-07-05,2024-27,70274.39
2024-07-12,2024-28,70130.13
2024-07-19,2024-29,70443.09
2024-07-26,2024-30,70595.11
2024-08-02,2024-31,69967.11
2024-08-09,2024-32,71607.6
2024-08-16,2024-33,71862.03
2024-08-23,2024-34,72970.47
2024-08-30,2024-35,72311.62
2024-09-06,2024-36,72158.37
2024-09-13,2024-37,70268.78
2024-09-20,2024-38,70630.41
2024-09-27,2024-39,69030.36
2024-10-04,2024-40,68951.6
2024-10-11,2024-41,66797.11
2024-10-18,2024-42,67737.83
2024-10-25,2024-43,67136.44
2024-11-01,2024-44,67142.46
2024-11-08,2024-45,66459.48
2024-11-15,2024-46,66971.54
2024-11-22,2024-47,65696.32
2024-11-29,2024-48,66083.35
2024-12-06,2024-49,64290.69
2024-12-13,2024-50,64440.85
2024-12-20,2024-51,64712.79
2024-12-27,2024-52,65396.82
2025-01-03,2025-1,64885.74
2025-01-10,2025-2,64333.46
2025-01-17,2025-3,65080.19
2025-01-24,2025-4,66006.21
2025-01-31,2025-5,65588.57
2025-02-07,2025-6,67015.23
2025-02-14,2025-7,66132.7
2025-02-21,2025-8,67820.21
2025-02-28,2025-9,66502.54
2025-03-07,2025-10,67936.13
2025-03-14,2025-11,67898.79
2025-03-21,2025-12,73011.45
2025-03-28,2025-13,72686.22
2025-04-04,2025-14,73815.13
2025-04-11,2025-15,72010.38
2025-04-18,2025-16,73199.32
2025-04-25,2025-17,71845.85
2025-05-02,2025-18,71719.74
2025-05-09,2025-19,70829.23
2025-05-16,2025-20,70430.87
2025-05-23,2025-21,70140.78
2025-05-30,2025-22,69869.88
2025-06-06,2025-23,68898.8
2025-06-13,2025-24,70372.98
2025-06-20,2025-25,70165.03
2025-06-27,2025-26,71188.1
2025-07-04,2025-27,68293.68
2025-07-11,2025-28,68753.63
2025-07-18,2025-29,69013.35
2025-07-25,2025-30,69453.3
2025-08-01,2025-31,68215.7
2025-08-08,2025-32,69063.3
2025-08-15,2025-33,67912.41
2025-08-22,2025-34,69242.35
2025-08-29,2025-35,66922.49
2025-09-05,2025-36,67787.39
2025-09-12,2025-37,69129.61
2025-09-19,2025-38,69452.26
2025-09-26,2025-39,68097.21
2025-10-03,2025-40,68207.06
