Tarih,TP_ZORUNDTH_KB1,TP_ZORUNDTH_KB1
2007-04-13,2007-15,52031.45
2007-04-20,2007-16,52804.63
2007-04-27,2007-17,53036.73
2007-05-04,2007-18,52222.25
2007-05-11,2007-19,53095.87
2007-05-18,2007-20,53132.36
2007-05-25,2007-21,53022.51
2007-06-01,2007-22,53025.54
2007-06-08,2007-23,52776.13
2007-06-15,2007-24,52909.12
2007-06-22,2007-25,53303.2
2007-06-29,2007-26,53535.87
2007-07-06,2007-27,54298.06
2007-07-13,2007-28,55174.1
2007-07-20,2007-29,56271.37
2007-07-27,2007-30,55286.87
2007-08-03,2007-31,54006.84
2007-08-10,2007-32,53875.09
2007-08-17,2007-33,52541.55
2007-08-24,2007-34,53158.75
2007-08-31,2007-35,53376.54
2007-09-07,2007-36,53568.51
2007-09-14,2007-37,54464.86
2007-09-21,2007-38,55697.94
2007-09-28,2007-39,55711.65
2007-10-05,2007-40,55985.7
2007-10-12,2007-41,56330.52
2007-10-19,2007-42,57087.23
2007-10-26,2007-43,57453.75
2007-11-02,2007-44,57729.32
2007-11-09,2007-45,58354.09
2007-11-16,2007-46,57346.06
2007-11-23,2007-47,56937.59
2007-11-30,2007-48,56925.08
2007-12-07,2007-49,56855.67
2007-12-14,2007-50,56624.43
2007-12-21,2007-51,56227.62
2007-12-28,2007-52,58247.01
2008-01-04,2008-1,59179.36
2008-01-11,2008-2,59164.76
2008-01-18,2008-3,58433.38
2008-01-25,2008-4,57557.27
2008-02-01,2008-5,58707.9
2008-02-08,2008-6,57275.06
2008-02-15,2008-7,57812.92
2008-02-22,2008-8,57662.71
2008-02-29,2008-9,58371.13
2008-03-07,2008-10,56721.51
2008-03-14,2008-11,57618.15
2008-03-21,2008-12,57283.27
2008-03-28,2008-13,57066.87
2008-04-04,2008-14,57314.11
2008-04-11,2008-15,57383.16
2008-04-18,2008-16,57057.12
2008-04-25,2008-17,58588.27
2008-05-02,2008-18,60362.55
2008-05-09,2008-19,61169.68
2008-05-16,2008-20,61052.1
2008-05-23,2008-21,62787.26
2008-05-30,2008-22,63394.2
2008-06-06,2008-23,63129.04
2008-06-13,2008-24,61715.57
2008-06-20,2008-25,62881.45
2008-06-27,2008-26,64655.01
2008-07-04,2008-27,63815.2
2008-07-11,2008-28,64593.06
2008-07-18,2008-29,65389.15
2008-07-25,2008-30,65898.16
2008-08-01,2008-31,66157.82
2008-08-08,2008-32,65818.34
2008-08-15,2008-33,62191.31
2008-08-22,2008-34,61891.28
2008-08-29,2008-35,61617.66
2008-09-05,2008-36,60542.22
2008-09-12,2008-37,59171.76
2008-09-19,2008-38,59125.46
2008-09-26,2008-39,59818.63
2008-10-03,2008-40,58945.43
2008-10-10,2008-41,56452.59
2008-10-17,2008-42,55395.47
2008-10-24,2008-43,53294.6
2008-10-31,2008-44,53665.82
2008-11-07,2008-45,54367.17
2008-11-14,2008-46,53609.25
2008-11-21,2008-47,52464.69
2008-11-28,2008-48,54092.09
2008-12-05,2008-49,54665.93
2008-12-12,2008-50,55464.12
2008-12-19,2008-51,56593.05
2008-12-26,2008-52,56802.13
2009-01-02,2009-1,56491.01
2009-01-09,2009-2,55705.27
2009-01-16,2009-3,55115.17
2009-01-23,2009-4,53763.49
2009-01-30,2009-5,53561.93
2009-02-06,2009-6,53697.31
2009-02-13,2009-7,52991.39
2009-02-20,2009-8,51170.29
2009-02-27,2009-9,51529.04
2009-03-06,2009-10,50805.66
2009-03-13,2009-11,52308.09
2009-03-20,2009-12,53207.98
2009-03-27,2009-13,54594.84
2009-04-03,2009-14,56174.32
2009-04-10,2009-15,56697.17
2009-04-17,2009-16,56404.04
2009-04-24,2009-17,55627.88
2009-05-01,2009-18,56518.55
2009-05-08,2009-19,57738.34
2009-05-15,2009-20,58419.85
2009-05-22,2009-21,59105.01
2009-05-29,2009-22,59569.48
2009-06-05,2009-23,59404.16
2009-06-12,2009-24,58948.61
2009-06-19,2009-25,58499.9
2009-06-26,2009-26,58941.47
2009-07-03,2009-27,59319.07
2009-07-10,2009-28,58690.73
2009-07-17,2009-29,59712.0
2009-07-24,2009-30,60988.76
2009-07-31,2009-31,61393.21
2009-08-07,2009-32,62419.82
2009-08-14,2009-33,61911.65
2009-08-21,2009-34,61504.63
2009-08-28,2009-35,61520.3
2009-09-04,2009-36,61409.36
2009-09-11,2009-37,62759.4
2009-09-18,2009-38,63601.82
2009-09-25,2009-39,63356.45
2009-10-02,2009-40,62440.94
2009-10-09,2009-41,63434.98
2009-10-16,2009-42,64314.72
2009-10-23,2009-43,63408.56
2009-10-30,2009-44,62890.64
2009-11-06,2009-45,62208.95
2009-11-13,2009-46,63182.88
2009-11-20,2009-47,62254.63
2009-11-27,2009-48,62101.13
2009-12-04,2009-49,61879.1
2009-12-11,2009-50,61176.61
2009-12-18,2009-51,59916.89
2009-12-25,2009-52,60699.86
2010-01-01,2010-1,60702.67
2010-01-08,2010-2,61746.54
2010-01-15,2010-3,62697.03
2010-01-22,2010-4,61418.5
2010-01-29,2010-5,60741.69
2010-02-05,2010-6,59287.91
2010-02-12,2010-7,58549.4
2010-02-19,2010-8,57873.4
2010-02-26,2010-9,56755.64
2010-03-05,2010-10,56103.53
2010-03-12,2010-11,57208.02
2010-03-19,2010-12,57479.01
2010-03-26,2010-13,56823.63
2010-04-02,2010-14,58183.52
2010-04-09,2010-15,59927.14
2010-04-16,2010-16,61552.55
2010-04-23,2010-17,60563.3
2010-04-30,2010-18,60740.6
2010-05-07,2010-19,58616.06
2010-05-14,2010-20,57627.71
2010-05-21,2010-21,55979.42
2010-05-28,2010-22,55460.0
2010-06-04,2010-23,54994.4
2010-06-11,2010-24,55239.34
2010-06-18,2010-25,55822.88
2010-06-25,2010-26,56519.8
2010-07-02,2010-27,56892.38
2010-07-09,2010-28,58414.92
2010-07-16,2010-29,59761.48
2010-07-23,2010-30,61144.65
2010-07-30,2010-31,61458.3
2010-08-06,2010-32,63287.58
2010-08-13,2010-33,63199.69
2010-08-20,2010-34,62909.37
2010-08-27,2010-35,63006.06
2010-09-03,2010-36,63882.4
2010-09-10,2010-37,63523.04
2010-09-17,2010-38,64808.26
2010-09-24,2010-39,66423.54
2010-10-01,2010-40,68785.07
2010-10-08,2010-41,70674.18
2010-10-15,2010-42,71649.61
2010-10-22,2010-43,71944.69
2010-10-29,2010-44,71581.06
2010-11-05,2010-45,74295.13
2010-11-12,2010-46,73659.65
2010-11-19,2010-47,
2010-11-26,2010-48,69792.01
2010-12-03,2010-49,68354.45
2010-12-10,2010-50,67415.74
2010-12-17,2010-51,66899.81
2010-12-24,2010-52,65418.12
2010-12-31,2010-53,64858.98
2011-01-07,2011-1,63906.86
2011-01-14,2011-2,63777.29
2011-01-21,2011-3,63731.83
2011-01-28,2011-4,62536.7
2011-02-04,2011-5,61437.02
2011-02-11,2011-6,61356.94
2011-02-18,2011-7,63209.19
2011-02-25,2011-8,64157.95
2011-03-04,2011-9,63718.17
2011-03-11,2011-10,65312.01
2011-03-18,2011-11,66238.34
2011-03-25,2011-12,69421.77
2011-04-01,2011-13,69236.46
2011-04-08,2011-14,70789.55
2011-04-15,2011-15,71029.29
2011-04-22,2011-16,70907.69
2011-04-29,2011-17,70055.51
2011-05-06,2011-18,69948.55
2011-05-13,2011-19,68208.69
2011-05-20,2011-20,67402.36
2011-05-27,2011-21,67134.52
2011-06-03,2011-22,67130.38
2011-06-10,2011-23,67980.44
2011-06-17,2011-24,68450.97
2011-06-24,2011-25,67561.98
2011-07-01,2011-26,65644.88
2011-07-08,2011-27,65777.56
2011-07-15,2011-28,65377.78
2011-07-22,2011-29,65143.66
2011-07-29,2011-30,65421.85
2011-08-05,2011-31,64198.66
2011-08-12,2011-32,63686.81
2011-08-19,2011-33,63919.03
2011-08-26,2011-34,63759.1
2011-09-02,2011-35,63653.05
2011-09-09,2011-36,63442.78
2011-09-16,2011-37,63622.44
2011-09-23,2011-38,62372.86
2011-09-30,2011-39,61899.59
2011-10-07,2011-40,63310.05
2011-10-14,2011-41,64603.98
2011-10-21,2011-42,64811.01
2011-10-28,2011-43,66226.78
2011-11-04,2011-44,67389.82
2011-11-11,2011-45,66839.07
2011-11-18,2011-46,66066.71
2011-11-25,2011-47,65068.04
2011-12-02,2011-48,65589.4
2011-12-09,2011-49,65535.43
2011-12-16,2011-50,66316.52
2011-12-23,2011-51,65393.6
2011-12-30,2011-52,64565.89
2012-01-06,2012-1,65258.74
2012-01-13,2012-2,65104.55
2012-01-20,2012-3,65691.55
2012-01-27,2012-4,67018.89
2012-02-03,2012-5,67725.14
2012-02-10,2012-6,68079.02
2012-02-17,2012-7,68646.46
2012-02-24,2012-8,69151.83
2012-03-02,2012-9,69304.08
2012-03-09,2012-10,69252.61
2012-03-16,2012-11,69222.98
2012-03-23,2012-12,68495.89
2012-03-30,2012-13,67996.37
2012-04-06,2012-14,67979.94
2012-04-13,2012-15,68599.05
2012-04-20,2012-16,68436.83
2012-04-27,2012-17,68880.19
2012-05-04,2012-18,69293.48
2012-05-11,2012-19,68482.38
2012-05-18,2012-20,68203.97
2012-05-25,2012-21,66913.96
2012-06-01,2012-22,67122.26
2012-06-08,2012-23,66570.42
2012-06-15,2012-24,67482.26
2012-06-22,2012-25,68300.97
2012-06-29,2012-26,67458.13
2012-07-06,2012-27,67507.93
2012-07-13,2012-28,67360.56
2012-07-20,2012-29,67408.18
2012-07-27,2012-30,66919.05
2012-08-03,2012-31,68481.57
2012-08-10,2012-32,69467.93
2012-08-17,2012-33,69289.97
2012-08-24,2012-34,68752.52
2012-08-31,2012-35,67749.1
2012-09-07,2012-36,68667.09
2012-09-14,2012-37,69515.86
2012-09-21,2012-38,69790.2
2012-09-28,2012-39,69761.92
2012-10-05,2012-40,70121.38
2012-10-12,2012-41,69727.89
2012-10-19,2012-42,70270.9
2012-10-26,2012-43,70275.17
2012-11-02,2012-44,70343.03
2012-11-09,2012-45,70642.67
2012-11-16,2012-46,69894.83
2012-11-23,2012-47,70107.12
2012-11-30,2012-48,70766.32
2012-12-07,2012-49,70725.1
2012-12-14,2012-50,72003.15
2012-12-21,2012-51,72764.2
2012-12-28,2012-52,73552.57
2013-01-04,2013-1,71777.38
2013-01-11,2013-2,73450.24
2013-01-18,2013-3,74793.39
2013-01-25,2013-4,74834.06
2013-02-01,2013-5,75289.65
2013-02-08,2013-6,75160.42
2013-02-15,2013-7,74042.99
2013-02-22,2013-8,72576.04
2013-03-01,2013-9,70532.67
2013-03-08,2013-10,70123.67
2013-03-15,2013-11,69648.78
2013-03-22,2013-12,68511.62
2013-03-29,2013-13,67948.94
2013-04-05,2013-14,69071.11
2013-04-12,2013-15,70965.67
2013-04-19,2013-16,70962.85
2013-04-26,2013-17,70752.68
2013-05-03,2013-18,71256.08
2013-05-10,2013-19,71681.32
2013-05-17,2013-20,69931.56
2013-05-24,2013-21,69720.54
2013-05-31,2013-22,70734.38
2013-06-07,2013-23,69559.63
2013-06-14,2013-24,69783.41
2013-06-21,2013-25,69247.05
2013-06-28,2013-26,67108.11
2013-07-05,2013-27,66543.79
2013-07-12,2013-28,67888.41
2013-07-19,2013-29,68873.42
2013-07-26,2013-30,70002.36
2013-08-02,2013-31,71112.5
2013-08-09,2013-32,71158.67
2013-08-16,2013-33,72248.81
2013-08-23,2013-34,72264.79
2013-08-30,2013-35,72482.4
2013-09-06,2013-36,73079.29
2013-09-13,2013-37,74288.64
2013-09-20,2013-38,75400.68
2013-09-27,2013-39,73828.55
2013-10-04,2013-40,74371.1
2013-10-11,2013-41,75320.21
2013-10-18,2013-42,
2013-10-25,2013-43,75743.3
2013-11-01,2013-44,75129.44
2013-11-08,2013-45,75138.39
2013-11-15,2013-46,75129.6
2013-11-22,2013-47,75242.31
2013-11-29,2013-48,76170.99
2013-12-06,2013-49,77248.79
2013-12-13,2013-50,77909.86
2013-12-20,2013-51,79119.24
2013-12-27,2013-52,79645.35
2014-01-03,2014-1,78824.33
2014-01-10,2014-2,79490.9
2014-01-17,2014-3,79151.69
2014-01-24,2014-4,80802.59
2014-01-31,2014-5,81599.58
2014-02-07,2014-6,83696.46
2014-02-14,2014-7,85740.36
2014-02-21,2014-8,85716.38
2014-02-28,2014-9,85728.72
2014-03-07,2014-10,86104.14
2014-03-14,2014-11,86159.58
2014-03-21,2014-12,87745.24
2014-03-28,2014-13,89836.46
2014-04-04,2014-14,90143.78
2014-04-11,2014-15,91481.26
2014-04-18,2014-16,92102.22
2014-04-25,2014-17,92782.28
2014-05-02,2014-18,92457.82
2014-05-09,2014-19,92570.74
2014-05-16,2014-20,92683.3
2014-05-23,2014-21,92269.99
2014-05-30,2014-22,91430.09
2014-06-06,2014-23,90922.22
2014-06-13,2014-24,89914.98
2014-06-20,2014-25,89473.26
2014-06-27,2014-26,87309.25
2014-07-04,2014-27,84615.92
2014-07-11,2014-28,84983.16
2014-07-18,2014-29,85445.63
2014-07-25,2014-30,87187.81
2014-08-01,2014-31,86807.35
2014-08-08,2014-32,86157.34
2014-08-15,2014-33,87367.68
2014-08-22,2014-34,87268.39
2014-08-29,2014-35,87956.27
2014-09-05,2014-36,88239.08
2014-09-12,2014-37,86990.07
2014-09-19,2014-38,86632.57
2014-09-26,2014-39,87166.96
2014-10-03,2014-40,86426.04
2014-10-10,2014-41,87140.25
2014-10-17,2014-42,89341.61
2014-10-24,2014-43,89685.23
2014-10-31,2014-44,90680.5
2014-11-07,2014-45,90092.58
2014-11-14,2014-46,90919.91
2014-11-21,2014-47,91088.32
2014-11-28,2014-48,90975.32
2014-12-05,2014-49,89858.13
2014-12-12,2014-50,87767.79
2014-12-19,2014-51,86374.0
2014-12-26,2014-52,85969.81
2015-01-02,2015-1,83430.89
2015-01-09,2015-2,85196.33
2015-01-16,2015-3,86226.9
2015-01-23,2015-4,85409.61
2015-01-30,2015-5,83885.41
2015-02-06,2015-6,85247.84
2015-02-13,2015-7,85995.85
2015-02-20,2015-8,86995.11
2015-02-27,2015-9,86995.11
2015-03-06,2015-10,86712.49
2015-03-13,2015-11,86641.49
2015-03-20,2015-12,89190.0
2015-03-27,2015-13,90148.92
2015-04-03,2015-14,89928.63
2015-04-10,2015-15,89300.06
2015-04-17,2015-16,89090.64
2015-04-24,2015-17,88882.58
2015-05-01,2015-18,91903.29
2015-05-08,2015-19,93611.7
2015-05-15,2015-20,97097.21
2015-05-22,2015-21,98444.54
2015-05-29,2015-22,98518.19
2015-06-05,2015-23,102022.1
2015-06-12,2015-24,104742.26
2015-06-19,2015-25,106675.68
2015-06-26,2015-26,108976.92
2015-07-03,2015-27,108433.54
2015-07-10,2015-28,109316.47
2015-07-17,2015-29,110478.64
2015-07-24,2015-30,109302.58
2015-07-31,2015-31,108111.75
2015-08-07,2015-32,108432.96
2015-08-14,2015-33,110599.86
2015-08-21,2015-34,110802.27
2015-08-28,2015-35,109752.48
2015-09-04,2015-36,108826.1
2015-09-11,2015-37,109832.8
2015-09-18,2015-38,113143.63
2015-09-25,2015-39,110984.26
2015-10-02,2015-40,110169.08
2015-10-09,2015-41,112975.01
2015-10-16,2015-42,114720.08
2015-10-23,2015-43,114481.86
2015-10-30,2015-44,114039.32
2015-11-06,2015-45,113114.96
2015-11-13,2015-46,112870.62
2015-11-20,2015-47,112514.14
2015-11-27,2015-48,111311.3
2015-12-04,2015-49,111198.35
2015-12-11,2015-50,111677.24
2015-12-18,2015-51,111134.85
2015-12-25,2015-52,111082.59
2016-01-01,2016-1,109582.57
2016-01-08,2016-2,108213.75
2016-01-15,2016-3,106824.76
2016-01-22,2016-4,106189.9
2016-01-29,2016-5,107978.01
2016-02-05,2016-6,111672.62
2016-02-12,2016-7,112505.88
2016-02-19,2016-8,111904.48
2016-02-26,2016-9,113266.23
2016-03-04,2016-10,112906.91
2016-03-11,2016-11,114856.14
2016-03-18,2016-12,118691.06
2016-03-25,2016-13,118710.7
2016-04-01,2016-14,120050.93
2016-04-08,2016-15,119165.8
2016-04-15,2016-16,119891.17
2016-04-22,2016-17,120963.6
2016-04-29,2016-18,121510.13
2016-05-06,2016-19,118836.87
2016-05-13,2016-20,116807.95
2016-05-20,2016-21,115297.41
2016-05-27,2016-22,115324.97
2016-06-03,2016-23,114286.89
2016-06-10,2016-24,115884.47
2016-06-17,2016-25,115572.62
2016-06-24,2016-26,116831.26
2016-07-01,2016-27,113767.5
2016-07-08,2016-28,113591.37
2016-07-15,2016-29,112950.91
2016-07-22,2016-30,106122.07
2016-07-29,2016-31,104628.06
2016-08-05,2016-32,104320.29
2016-08-12,2016-33,105340.68
2016-08-19,2016-34,106429.68
2016-08-26,2016-35,106934.61
2016-09-02,2016-36,106495.8
2016-09-09,2016-37,106650.34
2016-09-16,2016-38,106941.77
2016-09-23,2016-39,105759.3
2016-09-30,2016-40,102830.67
2016-10-07,2016-41,101394.83
2016-10-14,2016-42,100184.1
2016-10-21,2016-43,100793.1
2016-10-28,2016-44,101390.06
2016-11-04,2016-45,102032.48
2016-11-11,2016-46,101123.26
2016-11-18,2016-47,102042.77
2016-11-25,2016-48,102100.08
2016-12-02,2016-49,101755.13
2016-12-09,2016-50,100919.63
2016-12-16,2016-51,100200.41
2016-12-23,2016-52,98281.81
2016-12-30,2016-53,98640.38
2017-01-06,2017-1,97852.11
2017-01-13,2017-2,100605.93
2017-01-20,2017-3,101212.93
2017-01-27,2017-4,102708.21
2017-02-03,2017-5,105226.22
2017-02-10,2017-6,106721.32
