Tarih,TP_GSYIH07_IFK_ZH
2000-01-01,4246430.50041276
2000-04-01,4125834.906838949
2000-07-01,4438972.678492779
2000-10-01,4612566.645823679
2001-01-01,5065107.78890409
2001-04-01,4606598.64051772
2001-07-01,5144235.949866839
2001-10-01,5129003.78879654
2002-01-01,4555354.57817151
2002-04-01,4493174.840724109
2002-07-01,4994627.309244589
2002-10-01,5256627.478641389
2003-01-01,4641316.01132707
2003-04-01,4229377.193587119
2003-07-01,4454790.7026468
2003-10-01,5219769.92071963
2004-01-01,4944702.5468661
2004-04-01,4712220.911840549
2004-07-01,5124459.41235623
2004-10-01,6276187.299675989
2005-01-01,5653574.029093399
2005-04-01,5546453.988925349
2005-07-01,5775721.54661935
2005-10-01,6306831.590761809
2006-01-01,5993595.19677098
2006-04-01,6164681.531521409
2006-07-01,5964833.367648529
2006-10-01,6305747.54820134
2007-01-01,6493398.87695301
2007-04-01,6640746.021383089
2007-07-01,6302582.242408099
2007-10-01,6524925.32640521
2008-01-01,7585291.33630109
2008-04-01,7346540.756326329
2008-07-01,6860174.44339561
2008-10-01,7688533.92035172
2009-01-01,10433751.82358999
2009-04-01,9639098.41419724
2009-07-01,8857067.60238496
2009-10-01,9641827.94057642
2010-01-01,11856367.7152772
2010-04-01,10416261.28132249
2010-07-01,9280161.34402567
2010-10-01,9838432.57961916
2011-01-01,12003941.76936879
2011-04-01,11119734.14562349
2011-07-01,10595296.3846039
2011-10-01,10335806.1214128
2012-01-01,11908057.2514085
2012-04-01,11237906.03836279
2012-07-01,10465737.21347619
2012-10-01,10874090.44998029
2013-01-01,15666090.6909081
2013-04-01,14566871.09490079
2013-07-01,13390695.3584333
2013-10-01,13005256.1120455
2014-01-01,17068396.0098112
2014-04-01,15451798.0492307
2014-07-01,15410622.4845995
2014-10-01,15193594.04804299
2015-01-01,17708357.8323378
2015-04-01,16962045.00244579
2015-07-01,17054321.5670368
2015-10-01,16232721.7614676
2016-01-01,18846887.0503757
2016-04-01,18618768.06752249
2016-07-01,16574749.0272346
2016-10-01,17653595.9357597
2017-01-01,21106352.0369463
2017-04-01,20537341.8625479
2017-07-01,16087001.4798328
2017-10-01,18430725.22367529
2018-01-01,22271900.1882435
2018-04-01,23199630.7317244
2018-07-01,18030562.0028316
2018-10-01,15551875.42172149
2019-01-01,22357992.7478475
2019-04-01,23813281.98996119
2019-07-01,18049335.1339063
2019-10-01,18752426.0804357
2020-01-01,24090567.016984
2020-04-01,31875332.1652732
2020-07-01,27137097.46845069
2020-10-01,21107158.99873499
2021-01-01,24962646.2605241
2021-04-01,25080336.42112249
2021-07-01,22245742.2750894
2021-10-01,24399648.05489639
2022-01-01,31292831.1871328
2022-04-01,31895955.84543259
2022-07-01,27785783.47577549
2022-10-01,26722771.160861
2023-01-01,33564761.0922814
2023-04-01,34307305.813256
2023-07-01,28727163.2082704
2023-10-01,27391748.5953045
2024-01-01,35208519.99074669
2024-04-01,34661540.72319889
2024-07-01,31101202.43887329
2024-10-01,28354983.44629589
2025-01-01,35185814.1681853
2025-04-01,35571769.14664229
