Tarih,TP_GSYIH11_IFK_ZH
2000-01-01,2597855.40068423
2000-04-01,2737234.04719269
2000-07-01,2935423.98042475
2000-10-01,2561451.984146439
2001-01-01,2749968.129310479
2001-04-01,2599304.71349158
2001-07-01,2829872.05080241
2001-10-01,2547369.33772186
2002-01-01,2901729.55394629
2002-04-01,2952719.842862689
2002-07-01,3066461.24184308
2002-10-01,2762918.311156299
2003-01-01,3075211.201838039
2003-04-01,2940428.54670173
2003-07-01,3076138.92916074
2003-10-01,2775232.01768035
2004-01-01,3177069.38989763
2004-04-01,3042201.236043429
2004-07-01,3117511.525954479
2004-10-01,3017461.88147071
2005-01-01,3279623.34564448
2005-04-01,3385041.74089853
2005-07-01,3335628.77242561
2005-10-01,3481758.619004129
2006-01-01,3706871.37390891
2006-04-01,3879528.513456
2006-07-01,3826822.96821828
2006-10-01,4156818.25825374
2007-01-01,4235628.40693502
2007-04-01,4308979.625512739
2007-07-01,4244860.32464941
2007-10-01,4774023.67143346
2008-01-01,4654003.356699699
2008-04-01,4812569.673819799
2008-07-01,4552670.098738079
2008-10-01,5140842.01902113
2009-01-01,4794903.475717159
2009-04-01,5068418.924482329
2009-07-01,4794414.73090058
2009-10-01,5183083.039791869
2010-01-01,5130961.728371069
2010-04-01,5423553.712623589
2010-07-01,5091184.398313649
2010-10-01,5643227.94021622
2011-01-01,5898220.18359608
2011-04-01,6078778.82319526
2011-07-01,5808927.32953589
2011-10-01,6524998.44172235
2012-01-01,6227877.74920342
2012-04-01,6472536.306661089
2012-07-01,5935134.82526712
2012-10-01,6487002.908620989
2013-01-01,6781868.29757327
2013-04-01,6966421.4238513
2013-07-01,6340578.87397564
2013-10-01,6882886.62822803
2014-01-01,7157636.86832822
2014-04-01,7259501.491242369
2014-07-01,6907243.699710859
2014-10-01,7345884.050608789
2015-01-01,7159538.835233139
2015-04-01,7255622.598797859
2015-07-01,6806859.07012727
2015-10-01,7475420.680212729
2016-01-01,7285242.70357668
2016-04-01,7529300.43212373
2016-07-01,6975672.032372339
2016-10-01,7776502.28296567
2017-01-01,7576024.97510609
2017-04-01,8041609.38399367
2017-07-01,7668776.11125283
2017-10-01,8828781.9826325
2018-01-01,8250861.73223979
2018-04-01,8435186.81950496
2018-07-01,8275647.602336419
2018-10-01,8696491.40711367
2019-01-01,8549920.31019504
2019-04-01,8277274.25008123
2019-07-01,8374483.267800539
2019-10-01,11220340.16695209
2020-01-01,9597620.79793813
2020-04-01,6785101.51076038
2020-07-01,8727536.7415629
2020-10-01,12536570.3017366
2021-01-01,11281678.06790339
2021-04-01,9266943.92543883
2021-07-01,9968320.28474062
2021-10-01,15763582.60182479
2022-01-01,12692258.2369845
2022-04-01,10018356.1522371
2022-07-01,11110420.6185365
2022-10-01,17407301.0818778
2023-01-01,14025676.56914759
2023-04-01,10694604.4692198
2023-07-01,11234532.9652749
2023-10-01,17867880.7155134
2024-01-01,14188194.0858046
2024-04-01,10633611.30754319
2024-07-01,11140274.79542499
2024-10-01,18453169.67653809
2025-01-01,14771927.83171289
2025-04-01,10859125.68760349
