Tarih,TP_GSYIH06_IFK_ZH
2000-01-01,3530950.410510019
2000-04-01,4069855.47297301
2000-07-01,4232526.290491989
2000-10-01,3874678.1356436
2001-01-01,3657930.988691209
2001-04-01,3714016.2956336
2001-07-01,4207259.60858749
2001-10-01,3647773.81990431
2002-01-01,3619310.97804556
2002-04-01,4022866.26638839
2002-07-01,4006649.82106033
2002-10-01,4035055.62388045
2003-01-01,3904286.821520899
2003-04-01,4053769.61905277
2003-07-01,4259676.657984689
2003-10-01,4474254.53022629
2004-01-01,4236857.201781749
2004-04-01,4609442.97485431
2004-07-01,5092390.695078729
2004-10-01,5523854.70690288
2005-01-01,4996858.75614073
2005-04-01,5624775.5416294
2005-07-01,6251993.25477498
2005-10-01,6283048.51612707
2006-01-01,5504293.86323563
2006-04-01,5884766.887600449
2006-07-01,6232164.244446019
2006-10-01,6607886.00370807
2007-01-01,5803042.477861779
2007-04-01,6205172.41394312
2007-07-01,7002165.59748979
2007-10-01,7573059.1074277
2008-01-01,6500497.51555565
2008-04-01,6843944.259204819
2008-07-01,7012599.519292719
2008-10-01,7243683.150657329
2009-01-01,6258032.45021346
2009-04-01,6569864.51950817
2009-07-01,6893067.330175629
2009-10-01,7236072.521213609
2010-01-01,6267963.333740229
2010-04-01,6284056.60804437
2010-07-01,6648492.11335987
2010-10-01,7512751.56925741
2011-01-01,6350489.364440229
2011-04-01,6960358.78020934
2011-07-01,7324704.93816548
2011-10-01,8534960.50622226
2012-01-01,7234984.150388269
2012-04-01,7507674.031813049
2012-07-01,7899175.33208412
2012-10-01,9297102.42876386
2013-01-01,7516602.432955279
2013-04-01,8144220.41253026
2013-07-01,8637657.15206507
2013-10-01,10450983.26810129
2014-01-01,8429723.67551917
2014-04-01,8751310.908349
2014-07-01,9052339.68559837
2014-10-01,10903742.57814599
2015-01-01,8477418.14786377
2015-04-01,8853627.51738464
2015-07-01,9105583.31530307
2015-10-01,12214623.9870825
2016-01-01,8603235.63136387
2016-04-01,9272015.75033193
2016-07-01,9175771.77051285
2016-10-01,13022875.5242925
2017-01-01,9752224.27122054
2017-04-01,10607141.9779045
2017-07-01,10787330.74510169
2017-10-01,15208990.74627799
2018-01-01,10433333.08211929
2018-04-01,11430798.25096409
2018-07-01,11356886.8209946
2018-10-01,16012759.92547469
2019-01-01,10973197.8136026
2019-04-01,12084004.67784089
2019-07-01,11746246.48865089
2019-10-01,17220022.6955631
2020-01-01,12180015.4791844
2020-04-01,13457207.1028687
2020-07-01,13713306.72790529
2020-10-01,19941837.2071506
2021-01-01,14550777.08845759
2021-04-01,17010958.05676859
2021-07-01,16716432.44528009
2021-10-01,24297081.1008206
2022-01-01,16343610.9574276
2022-04-01,17264405.40034339
2022-07-01,18375171.83584969
2022-10-01,25080889.82747359
2023-01-01,18125077.165833
2023-04-01,17895153.4561503
2023-07-01,18908151.4360114
2023-10-01,24507049.1151878
2024-01-01,18968680.50135219
2024-04-01,18556074.5299566
2024-07-01,19424577.06292609
2024-10-01,25513381.74898279
2025-01-01,20045363.99973969
2025-04-01,19872549.8891153
