Tarih,TP_GSYIH10_IFK_ZH
2000-01-01,22804179.0448969
2000-04-01,23419037.10303309
2000-07-01,22370734.2011317
2000-10-01,24004789.66130049
2001-01-01,23724651.8589839
2001-04-01,23254120.2946752
2001-07-01,23366437.33769119
2001-10-01,25216272.3027901
2002-01-01,23905407.6034264
2002-04-01,24482972.28835979
2002-07-01,24222038.8600157
2002-10-01,25974493.6844653
2003-01-01,24469479.42486289
2003-04-01,24862585.3001175
2003-07-01,24045152.88849589
2003-10-01,26190649.6966497
2004-01-01,25062896.16376459
2004-04-01,25454415.70833269
2004-07-01,24520076.7666702
2004-10-01,27414136.67003979
2005-01-01,25999251.94763839
2005-04-01,26296506.07399589
2005-07-01,25306298.02342589
2005-10-01,28771055.96584559
2006-01-01,26409786.6035524
2006-04-01,27300688.4692455
2006-07-01,26210547.89729069
2006-10-01,29988949.50134269
2007-01-01,27358926.36133709
2007-04-01,28078074.156288
2007-07-01,27170396.1185709
2007-10-01,31009645.52692529
2008-01-01,29144286.23131019
2008-04-01,28430522.6526869
2008-07-01,27078682.2625015
2008-10-01,31313269.52529169
2009-01-01,29135792.19900149
2009-04-01,29084193.53467449
2009-07-01,28354875.92351939
2009-10-01,31910498.88739629
2010-01-01,28723213.8766747
2010-04-01,29238603.2409938
2010-07-01,29403578.9269334
2010-10-01,32878353.89678709
2011-01-01,30467540.2816094
2011-04-01,30494336.2423833
2011-07-01,30683262.32512129
2011-10-01,34023405.8310085
2012-01-01,32278654.4253453
2012-04-01,32601567.2873465
2012-07-01,32342210.15790019
2012-10-01,33541355.6291388
2013-01-01,34168534.5758837
2013-04-01,35399543.7958104
2013-07-01,34478419.9256341
2013-10-01,35139859.6213164
2014-01-01,37416625.95255109
2014-04-01,35484388.96623499
2014-07-01,35613880.3988675
2014-10-01,37197944.59796539
2015-01-01,37228058.61480999
2015-04-01,36518572.27303069
2015-07-01,35372795.54457339
2015-10-01,38704471.53688179
2016-01-01,39121992.7231021
2016-04-01,39451125.5519765
2016-07-01,37393194.79017969
2016-10-01,38959775.93531049
2017-01-01,40168338.82420609
2017-04-01,39829075.7252831
2017-07-01,38584308.5213977
2017-10-01,41980206.16129779
2018-01-01,42008820.45254089
2018-04-01,45405233.0186476
2018-07-01,44170765.27574569
2018-10-01,44924201.6053624
2019-01-01,46274533.79774679
2019-04-01,47057244.86857049
2019-07-01,46655885.37569929
2019-10-01,47885488.7731081
2020-01-01,48678402.2828833
2020-04-01,46296277.6101503
2020-07-01,47938145.9349009
2020-10-01,50910952.92548859
2021-01-01,50857304.18565289
2021-04-01,50810998.2166618
2021-07-01,52577761.0778354
2021-10-01,54041939.01634279
2022-01-01,52455970.7799851
2022-04-01,51670485.17996279
2022-07-01,55090411.7453811
2022-10-01,54092191.7000745
2023-01-01,53325415.14139229
2023-04-01,53375014.8658796
2023-07-01,56987886.00374069
2023-10-01,55965801.689464
2024-01-01,55593589.1542811
2024-04-01,53729403.64902179
2024-07-01,58115844.186686
2024-10-01,55088072.9371087
2025-01-01,55526501.14769099
2025-04-01,53075886.5024406
