Tarih,TP_GSYIH09_IFK_ZH
2000-01-01,5182258.27975713
2000-04-01,5997117.98635661
2000-07-01,5439783.50631336
2000-10-01,6360773.701973919
2001-01-01,5334525.25193014
2001-04-01,6017100.97522723
2001-07-01,5212599.83635052
2001-10-01,6028693.04440797
2002-01-01,5640827.2643935
2002-04-01,6894768.52903124
2002-07-01,5911321.06002138
2002-10-01,7080557.29691423
2003-01-01,6082099.664492519
2003-04-01,7045674.465690339
2003-07-01,6466143.51986914
2003-10-01,7671571.07130443
2004-01-01,6801840.88772721
2004-04-01,7904427.85205908
2004-07-01,7333633.786692449
2004-10-01,8839066.06568855
2005-01-01,7189413.41503573
2005-04-01,8600277.00563699
2005-07-01,8128565.584971809
2005-10-01,10270105.5485082
2006-01-01,8198365.40884559
2006-04-01,9758323.18056081
2006-07-01,8808125.56429431
2006-10-01,11242075.5064451
2007-01-01,9250869.27991154
2007-04-01,10660907.29026569
2007-07-01,9966786.12818491
2007-10-01,12888054.3627435
2008-01-01,10073351.1036325
2008-04-01,11529977.46590789
2008-07-01,10432453.4979433
2008-10-01,12623111.65475
2009-01-01,9147048.27578311
2009-04-01,11577466.89906029
2009-07-01,10614217.1620591
2009-10-01,13206547.82714659
2010-01-01,9596022.61125943
2010-04-01,12316961.43581249
2010-07-01,10925970.4151788
2010-10-01,13725770.76474759
2011-01-01,11073085.76922849
2011-04-01,13304520.58412019
2011-07-01,13021706.7040755
2011-10-01,14885844.5432631
2012-01-01,11756520.114343
2012-04-01,14326727.10836919
2012-07-01,14049687.40004069
2012-10-01,16433292.58445
2013-01-01,13322525.97689639
2013-04-01,15907444.9071494
2013-07-01,15723457.3222716
2013-10-01,18438002.53622699
2014-01-01,15157559.0955633
2014-04-01,17379314.10963419
2014-07-01,16944164.38553579
2014-10-01,20156672.9364508
2015-01-01,17218307.7834462
2015-04-01,19246532.0910773
2015-07-01,19960107.2205621
2015-10-01,24375117.6488185
2016-01-01,18443888.4427343
2016-04-01,21815445.5213131
2016-07-01,20214082.2204555
2016-10-01,25331615.9690928
2017-01-01,20011940.77104549
2017-04-01,23185648.95547449
2017-07-01,23601974.04483319
2017-10-01,27931774.9892328
2018-01-01,22422058.985357
2018-04-01,22799303.48631419
2018-07-01,22105267.61774989
2018-10-01,25298974.53613689
2019-01-01,20358786.6680352
2019-04-01,22655553.8443639
2019-07-01,22897867.76626669
2019-10-01,27723880.0390555
2020-01-01,20256573.67667169
2020-04-01,18271465.02900879
2020-07-01,20807328.51313909
2020-10-01,27485471.18357869
2021-01-01,21398278.85904709
2021-04-01,24023165.0833107
2021-07-01,25457074.6137636
2021-10-01,31132264.51539289
2022-01-01,22967384.72150979
2022-04-01,27265353.4378574
2022-07-01,28631846.3773543
2022-10-01,34652040.86399839
2023-01-01,25587516.69935759
2023-04-01,27195080.38662609
2023-07-01,27845342.4844085
2023-10-01,34167285.20292449
2024-01-01,27583027.08646269
2024-04-01,28075607.47343999
2024-07-01,28176489.41590189
2024-10-01,34942489.41410549
2025-01-01,28189807.30003359
2025-04-01,29589595.95338879
