Tarih,TP_GSYIH04_IFK_ZH
2000-01-01,6900304.88943061
2000-04-01,9039754.34225802
2000-07-01,8261004.950336829
2000-10-01,9100598.15122525
2001-01-01,6732131.849345009
2001-04-01,7834233.23430247
2001-07-01,6205863.24570642
2001-10-01,6117211.765983969
2002-01-01,6211264.448692919
2002-04-01,8611399.36160314
2002-07-01,8098177.755373659
2002-10-01,8764126.72517113
2003-01-01,7370086.66913768
2003-04-01,9623277.4326436
2003-07-01,9154014.96336886
2003-10-01,9990179.47598222
2004-01-01,8977873.19092529
2004-04-01,11977618.5208212
2004-07-01,11364504.15622339
2004-10-01,11770215.2894467
2005-01-01,10317925.71776849
2005-04-01,13435388.28039989
2005-07-01,12942593.15929
2005-10-01,13868077.7312227
2006-01-01,12186746.63721529
2006-04-01,17177332.32138299
2006-07-01,16377255.44946179
2006-10-01,17882763.27612049
2007-01-01,14043295.42673709
2007-04-01,19008169.84295029
2007-07-01,17992303.7208989
2007-10-01,19363431.66194409
2008-01-01,13836103.02158739
2008-04-01,19216864.7014576
2008-07-01,17341663.4907669
2008-10-01,16883089.77614099
2009-01-01,11089346.83011819
2009-04-01,15356117.83448899
2009-07-01,14470321.7130235
2009-10-01,15658965.54991439
2010-01-01,11993002.89747319
2010-04-01,16652493.5372237
2010-07-01,18960048.8312207
2010-10-01,18196828.12769469
2011-01-01,15252225.61137169
2011-04-01,20697800.10492169
2011-07-01,22940128.8691511
2011-10-01,23050735.38554539
2012-01-01,16752688.6532939
2012-04-01,22266554.27638009
2012-07-01,24656086.0485365
2012-10-01,24919900.63879299
2013-01-01,20115822.0791805
2013-04-01,25441826.2096625
2013-07-01,28277136.84039309
2013-10-01,27609006.60873759
2014-01-01,23958862.42632979
2014-04-01,25363909.2602931
2014-07-01,28467543.97101639
2014-10-01,28455115.4938846
2015-01-01,23443324.0507292
2015-04-01,27932206.8337894
2015-07-01,29778516.9369326
2015-10-01,30990856.2742627
2016-01-01,24087237.3119915
2016-04-01,31238274.5841709
2016-07-01,30195321.9796186
2016-10-01,31951184.5658544
2017-01-01,25397618.9031335
2017-04-01,32988937.05371889
2017-07-01,36087939.3976481
2017-10-01,33667094.64094729
2018-01-01,27226692.5890069
2018-04-01,34008607.90647269
2018-07-01,34334224.31731359
2018-10-01,31174547.2546387
2019-01-01,24776271.90146439
2019-04-01,29885648.65312629
2019-07-01,31301747.4859348
2019-10-01,29864623.58004859
2020-01-01,23330740.133067
2020-04-01,28384714.5374916
2020-07-01,32403602.9393792
2020-10-01,25432813.87841429
2021-01-01,24306820.07146739
2021-04-01,29761512.932433
2021-07-01,31204761.4615756
2021-10-01,23926659.0039586
2022-01-01,22636776.4540276
2022-04-01,26639663.5558031
2022-07-01,27114681.4198477
2022-10-01,24666448.3030373
2023-01-01,23403165.24215359
2023-04-01,28269354.5478728
2023-07-01,28971643.8378297
2023-10-01,27009162.28369779
2024-01-01,26041050.33676519
2024-04-01,30248158.12421999
2024-07-01,32267438.84463179
2024-10-01,29792022.68113199
2025-01-01,28271414.77223389
2025-04-01,33558837.43798179
