Tarih,TP_GSYIH08_IFK_ZH
2000-01-01,23512602.5180112
2000-04-01,24653912.6227792
2000-07-01,22970943.236868
2000-10-01,22243812.901712
2001-01-01,24497255.02271879
2001-04-01,24863894.6332333
2001-07-01,23145589.8505137
2001-10-01,23323894.850937
2002-01-01,25082029.00694119
2002-04-01,25260808.27279509
2002-07-01,24716898.8831781
2002-10-01,24143093.1724269
2003-01-01,25368422.90261479
2003-04-01,25869228.8581257
2003-07-01,24880891.39856399
2003-10-01,25465572.3516361
2004-01-01,26866379.60196119
2004-04-01,26203278.06998109
2004-07-01,25594053.19467769
2004-10-01,26487217.4364137
2005-01-01,27625848.3183595
2005-04-01,26918220.27151979
2005-07-01,26386760.06593669
2005-10-01,27389187.90998459
2006-01-01,27870402.08255179
2006-04-01,27341060.7110999
2006-07-01,26960577.1351999
2006-10-01,28115556.89376239
2007-01-01,28316077.9061178
2007-04-01,27229869.2577033
2007-07-01,27776995.0895349
2007-10-01,28824584.34453849
2008-01-01,28654350.01804729
2008-04-01,28004865.45467559
2008-07-01,27959056.8745469
2008-10-01,29223757.02752489
2009-01-01,27456308.6021193
2009-04-01,27599116.4083001
2009-07-01,28773570.82896279
2009-10-01,29589478.05745119
2010-01-01,29187166.5162891
2010-04-01,29496654.53466479
2010-07-01,29677130.91081339
2010-10-01,29965706.85042149
2011-01-01,30488353.896141
2011-04-01,30808909.37211599
2011-07-01,31208141.547329
2011-10-01,31693729.79064669
2012-01-01,31959404.10208589
2012-04-01,32327749.2848026
2012-07-01,32528454.99431259
2012-10-01,32756610.8486514
2013-01-01,31771740.5503247
2013-04-01,32668134.6368459
2013-07-01,32853458.8435974
2013-10-01,33316888.83950949
2014-01-01,32924859.364695
2014-04-01,33456496.39087489
2014-07-01,33616702.38688629
2014-10-01,33946305.9292087
2015-01-01,32963547.1649913
2015-04-01,33089267.8989048
2015-07-01,33674323.6104871
2015-10-01,34143899.23017109
2016-01-01,34643944.218803
2016-04-01,34758921.63597939
2016-07-01,34390888.0794655
2016-10-01,34926368.98012039
2017-01-01,36485644.33582919
2017-04-01,36653061.03266129
2017-07-01,36419362.98027829
2017-10-01,36980156.7103497
2018-01-01,38744189.40684819
2018-04-01,37922924.9216426
2018-07-01,38619075.4094815
2018-10-01,39650355.2530267
2019-01-01,40133248.62687399
2019-04-01,40189628.4049324
2019-07-01,40646377.83149579
2019-10-01,41625573.84822589
2020-01-01,41818478.21332489
2020-04-01,41214935.26943109
2020-07-01,42157766.12097989
2020-10-01,43264301.8477756
2021-01-01,44975254.9062241
2021-04-01,45052138.8041457
2021-07-01,46136987.43076039
2021-10-01,47364957.86832729
2022-01-01,49264028.4018525
2022-04-01,49372979.74357579
2022-07-01,50816170.86310529
2022-10-01,52003620.6136422
2023-01-01,50900653.85320349
2023-04-01,51143139.37217699
2023-07-01,52125720.6996072
2023-10-01,54166744.164608
2024-01-01,52860525.83288049
2024-04-01,54087058.3624892
2024-07-01,54322941.83101359
2024-10-01,56615883.54499319
2025-01-01,53940272.46413239
2025-04-01,55490527.4590186
