Tarih,TP_GSYIH02_IFK_ZH
2000-01-01,34615141.4265384
2000-04-01,35826738.46719709
2000-07-01,33335793.9058853
2000-10-01,34118087.3675108
2001-01-01,34910219.6168633
2001-04-01,32570418.41588189
2001-07-01,29941045.1024089
2001-10-01,29515243.9954437
2002-01-01,33571739.3080189
2002-04-01,34673331.8332127
2002-07-01,31539073.1354695
2002-10-01,32568095.9915453
2003-01-01,35546295.3738135
2003-04-01,35253577.4503377
2003-07-01,35038500.50680559
2003-10-01,37571024.00877449
2004-01-01,39482987.2930298
2004-04-01,41383486.3163774
2004-07-01,38904916.06980919
2004-10-01,41252667.11713489
2005-01-01,42973161.53303699
2005-04-01,43200770.82975859
2005-07-01,42328362.4729346
2005-10-01,48088127.7793921
2006-01-01,45823069.60812389
2006-04-01,49061191.82299099
2006-07-01,46025479.9107763
2006-10-01,51710841.75805149
2007-01-01,49677649.78413809
2007-04-01,50814416.225385
2007-07-01,49495641.55270829
2007-10-01,55059189.73887459
2008-01-01,54763349.61415579
2008-04-01,53011514.850684
2008-07-01,49528547.9014153
2008-10-01,48882493.48245699
2009-01-01,41266059.83771129
2009-04-01,46464712.4565081
2009-07-01,47457484.6657792
2009-10-01,52020747.283592
2010-01-01,45629319.62910279
2010-04-01,50466552.1500369
2010-07-01,51015254.1507757
2010-10-01,58813716.54971899
2011-01-01,55784888.8593444
2011-04-01,59955237.18268509
2011-07-01,60669355.95413979
2011-10-01,65874731.98909749
2012-01-01,59605024.64948269
2012-04-01,62962287.2518177
2012-07-01,61590159.8485227
2012-10-01,66668855.61737939
2013-01-01,63818229.9705134
2013-04-01,69157521.3288267
2013-07-01,68181514.17318618
2013-10-01,73442521.9556694
2014-01-01,68876841.1253059
2014-04-01,72555438.4202266
2014-07-01,71374557.6507622
2014-10-01,75834112.8668147
2015-01-01,68616843.5527646
2015-04-01,75791494.76148088
2015-07-01,73529509.78474858
2015-10-01,82971425.12079158
2016-01-01,74671384.5198521
2016-04-01,80019912.4943841
2016-07-01,73045788.3833822
2016-10-01,88215642.6950058
2017-01-01,78532699.3550892
2017-04-01,84443603.1252596
2017-07-01,84467141.52852888
2017-10-01,96653728.1395244
2018-01-01,84749772.5769896
2018-04-01,88397659.5374632
2018-07-01,85588955.1221788
2018-10-01,90453247.67681178
2019-01-01,80473357.96752688
2019-04-01,85613841.3073492
2019-07-01,86736045.1338751
2019-10-01,94740537.8038972
2020-01-01,86429734.6770388
2020-04-01,71495839.87581448
2020-07-01,93344134.2941886
2020-10-01,105991267.350179
2021-01-01,97217063.23031148
2021-04-01,101958040.7594829
2021-07-01,103923463.320527
2021-10-01,118371663.1092119
2022-01-01,104171041.72526
2022-04-01,107412759.85061
2022-07-01,101998051.382255
2022-10-01,112553868.270217
2023-01-01,105269463.5285069
2023-04-01,106375479.556609
2023-07-01,108560166.378946
2023-10-01,116627770.9356459
2024-01-01,109336915.7168679
2024-04-01,104505660.328702
2024-07-01,106225412.3526799
2024-10-01,117598147.1115339
2025-01-01,107490820.616453
2025-04-01,110867371.320434
