Tarih,TP_PB_K21
2000-01-01,-1437616.0
2000-02-01,-1415393.0
2000-03-01,-1586797.0
2000-04-01,-1622976.0
2000-05-01,-1628728.0
2000-06-01,-1722635.0
2000-07-01,-1741790.0
2000-08-01,-1672970.0
2000-09-01,-1640955.0
2000-10-01,-1798155.0
2000-11-01,-1836281.0
2000-12-01,-2089157.0
2001-01-01,-2239944.0
2001-02-01,-2383314.0
2001-03-01,-2627350.0
2001-04-01,-3056526.0
2001-05-01,-3591833.0
2001-06-01,-4400362.0
2001-07-01,-4436653.0
2001-08-01,-5401474.0
2001-09-01,-5807677.0
2001-10-01,-5604393.0
2001-11-01,-4611324.0
2001-12-01,-4097342.0
2002-01-01,-4314710.0
2002-02-01,-4472504.0
2002-03-01,-4619994.0
2002-04-01,-4430723.0
2002-05-01,-3911819.0
2002-06-01,-6179761.0
2002-07-01,-6782417.0
2002-08-01,-6924457.0
2002-09-01,-7229825.0
2002-10-01,-7380823.0
2002-11-01,-7413246.0
2002-12-01,-6498638.0
2003-01-01,-6440026.0
2003-02-01,-6189074.0
2003-03-01,-6260354.0
2003-04-01,-6212651.0
2003-05-01,-6213851.0
2003-06-01,-6272814.0
2003-07-01,-6312840.0
2003-08-01,-6364236.0
2003-09-01,-6741852.0
2003-10-01,-6982501.0
2003-11-01,-7072397.0
2003-12-01,-7338556.0
2004-01-01,-7348405.0
2004-02-01,-7340563.0
2004-03-01,-7027523.0
2004-04-01,-7027447.0
2004-05-01,-6958333.0
2004-06-01,-4855557.0
2004-07-01,-4923569.0
2004-08-01,-5015959.0
2004-09-01,-5120492.0
2004-10-01,-5089386.0
2004-11-01,-5064468.0
2004-12-01,-5351017.0
2005-01-01,-5404316.0
2005-02-01,-5497325.0
2005-03-01,-5699538.0
2005-04-01,-5788945.0
2005-05-01,-5865961.0
2005-06-01,-5901620.0
2005-07-01,-5996720.0
2005-08-01,-6075412.0
2005-09-01,-6298457.0
2005-10-01,-6264245.0
2005-11-01,-6331774.0
2005-12-01,-6446765.0
2006-01-01,-6458600.0
2006-02-01,-6526887.0
2006-03-01,-6609307.0
2006-04-01,-6645602.0
2006-05-01,-6697717.0
2006-06-01,-6592367.0
2006-07-01,-6634212.0
2006-08-01,-6775120.0
2006-09-01,-6739627.0
2006-10-01,-6702329.0
2006-11-01,-7029684.0
2006-12-01,-7094205.0
2007-01-01,-7218507.0
2007-02-01,-7300940.0
2007-03-01,-7303005.0
2007-04-01,-7553827.0
2007-05-01,-7608752.0
2007-06-01,-7694840.0
2007-07-01,-7838269.0
2007-08-01,-7993378.0
2007-09-01,-7981622.0
2007-10-01,-8058864.0
2007-11-01,-8194124.0
2007-12-01,-8372719.0
2008-01-01,-8487736.0
2008-02-01,-8505792.0
2008-03-01,-7901176.0
2008-04-01,-8019099.0
2008-05-01,-8157631.0
2008-06-01,-8334728.0
2008-07-01,-8392143.0
2008-08-01,-8595317.0
2008-09-01,-8684314.0
2008-10-01,-9103498.0
2008-11-01,-9551087.0
2008-12-01,-10421238.0
2009-01-01,-11014299.0
2009-02-01,-11608473.0
2009-03-01,-12372047.0
2009-04-01,-12929996.0
2009-05-01,-13604491.0
2009-06-01,-13972391.0
2009-07-01,-14604207.0
2009-08-01,-15241651.0
2009-09-01,-15989767.0
2009-10-01,-16470409.0
2009-11-01,-16796127.0
2009-12-01,-17048640.0
2010-01-01,-16856307.0
2010-02-01,-16867287.0
2010-03-01,-16479933.0
2010-04-01,-16572426.0
2010-05-01,-16609650.0
2010-06-01,-16371267.0
2010-07-01,-16412507.0
2010-08-01,-16493573.0
2010-09-01,-16403547.0
2010-10-01,-16417089.0
2010-11-01,-16022952.0
2010-12-01,-15496869.0
2011-01-01,-15417538.0
2011-02-01,-15022705.0
2011-03-01,-14689726.0
