Tarih,TP_PB_S05
2000-01-01,580786.0
2000-02-01,760370.0
2000-03-01,801686.0
2000-04-01,813739.0
2000-05-01,830042.0
2000-06-01,1021372.0
2000-07-01,838825.0
2000-08-01,978656.0
2000-09-01,1034997.0
2000-10-01,933877.0
2000-11-01,1063097.0
2000-12-01,1505376.0
2001-01-01,1626552.0
2001-02-01,2934724.0
2001-03-01,3513691.0
2001-04-01,3109875.0
2001-05-01,2967241.0
2001-06-01,3283493.0
2001-07-01,3296917.0
2001-08-01,3131331.0
2001-09-01,3611207.0
2001-10-01,3851483.0
2001-11-01,4322346.0
2001-12-01,3978779.0
2002-01-01,2987830.0
2002-02-01,2987714.0
2002-03-01,3171899.0
2002-04-01,2982728.0
2002-05-01,3164047.0
2002-06-01,3405838.0
2002-07-01,3146815.0
2002-08-01,2921625.0
2002-09-01,2877237.0
2002-10-01,3044688.0
2002-11-01,3109594.0
2002-12-01,2856994.0
2003-01-01,3244661.0
2003-02-01,3031929.0
2003-03-01,3887481.0
2003-04-01,3411380.0
2003-05-01,2640609.0
2003-06-01,2504506.0
2003-07-01,2364758.0
2003-08-01,2395849.0
2003-09-01,2336174.0
2003-10-01,2518264.0
2003-11-01,2357840.0
2003-12-01,2144339.0
2004-01-01,1976551.0
2004-02-01,1938626.0
2004-03-01,1867018.0
2004-04-01,1974063.0
2004-05-01,2165987.0
2004-06-01,2147891.0
2004-07-01,2160005.0
2004-08-01,1874608.0
2004-09-01,2165901.0
2004-10-01,2076688.0
2004-11-01,1964719.0
2004-12-01,1900653.0
2005-01-01,1888963.0
2005-02-01,1728716.0
2005-03-01,1875224.0
2005-04-01,1959170.0
2005-05-01,1852712.0
2005-06-01,1742460.0
2005-07-01,1740987.0
2005-08-01,1938901.0
2005-09-01,1954595.0
2005-10-01,1140263.0
2005-11-01,1153298.0
2005-12-01,324264.0
2006-01-01,194223.0
2006-02-01,275818.0
2006-03-01,310839.0
2006-04-01,245013.0
2006-05-01,272364.0
2006-06-01,161814.0
2006-07-01,109379.0
2006-08-01,73675.0
2006-09-01,394817.0
2006-10-01,138896.0
2006-11-01,59739.0
2006-12-01,152071.0
2007-01-01,63441.0
2007-02-01,54288.0
2007-03-01,99078.0
2007-04-01,99405.0
2007-05-01,39023.0
2007-06-01,77779.0
2007-07-01,30216.0
2007-08-01,132180.0
2007-09-01,105022.0
2007-10-01,59237.0
2007-11-01,18035.0
2007-12-01,205326.0
2008-01-01,123843.0
2008-02-01,149910.0
2008-03-01,183114.0
2008-04-01,124996.0
2008-05-01,80785.0
2008-06-01,49592.0
2008-07-01,46027.0
2008-08-01,27762.0
2008-09-01,69800.0
2008-10-01,287619.0
2008-11-01,1285116.0
2008-12-01,255208.0
2009-01-01,326729.0
2009-02-01,255008.0
2009-03-01,827435.0
2009-04-01,170476.0
2009-05-01,47309.0
2009-06-01,415682.0
2009-07-01,54756.0
2009-08-01,46190.0
2009-09-01,40153.0
2009-10-01,47429.0
2009-11-01,29650.0
2009-12-01,220854.0
2010-01-01,22136.0
2010-02-01,312421.0
2010-03-01,12144.0
2010-04-01,5525.0
2010-05-01,739840.0
2010-06-01,511929.0
2010-07-01,67500.0
2010-08-01,82500.0
2010-09-01,35008.0
2010-10-01,31729.0
2010-11-01,8828.0
2010-12-01,46397.0
2011-01-01,12165.0
2011-02-01,41847.0
2011-03-01,36657.0
2011-04-01,377048.0
2011-05-01,154000.0
2011-06-01,116400.0
2011-07-01,143072.0
2011-08-01,33112.0
2011-09-01,125445.0
2011-10-01,155759.0
2011-11-01,2195456.0
2011-12-01,1765660.0
2012-01-01,70524.0
2012-02-01,368138.0
2012-03-01,136374.0
2012-04-01,334945.0
2012-05-01,676916.0
2012-06-01,620332.0
2012-07-01,208573.0
2012-08-01,117966.0
2012-09-01,88389.0
2012-10-01,71600.0
2012-11-01,124411.0
2012-12-01,0.0
2013-01-01,3544.0
2013-02-01,0.0
2013-03-01,88768.0
2013-04-01,0.0
2013-05-01,32136.0
2013-06-01,0.0
2013-07-01,200000.0
2013-08-01,34944.0
2013-09-01,1459000.0
2013-10-01,19300.0
2013-11-01,120000.0
2013-12-01,102952.0
2014-01-01,57460.0
2014-02-01,2090944.0
2014-03-01,30205.0
2014-04-01,75019.0
2014-05-01,94000.0
2014-06-01,110065.0
2014-07-01,0.0
2014-08-01,12000.0
2014-09-01,16360.0
2014-10-01,82186.0
2014-11-01,25000.0
2014-12-01,212000.0
2015-01-01,128617.0
2015-02-01,368580.0
2015-03-01,547563.0
2015-04-01,1775000.0
2015-05-01,1535200.0
2015-06-01,2525094.0
2015-07-01,44306.0
2015-08-01,2391500.0
2015-09-01,1962000.0
2015-10-01,4094000.0
2015-11-01,3941000.0
2015-12-01,5176000.0
2016-01-01,5577434.0
2016-02-01,5839200.0
2016-03-01,5094900.0
2016-04-01,7299200.0
2016-05-01,6463000.0
2016-06-01,8683200.0
2016-07-01,6820000.0
2016-08-01,23235000.0
2016-09-01,18924540.0
2016-10-01,26250000.0
2016-11-01,23025100.0
2016-12-01,23519679.0
2017-01-01,82599259.0
2017-02-01,62734915.0
2017-03-01,75535657.0
2017-04-01,80885676.0
2017-05-01,96367464.0
2017-06-01,92275833.0
2017-07-01,95776738.0
2017-08-01,106693235.0
2017-09-01,95844331.0
2017-10-01,82409037.0
2017-11-01,107928714.0
2017-12-01,111530908.0
2018-01-01,92413645.0
2018-02-01,90009455.0
2018-03-01,104012998.0
2018-04-01,75460683.0
2018-05-01,107289907.0
2018-06-01,3457218.0
2018-07-01,2056041.0
2018-08-01,34602747.0
2018-09-01,85915588.0
2018-10-01,84246557.0
2018-11-01,81832020.0
2018-12-01,73535165.0
2019-01-01,52345050.0
2019-02-01,40783089.0
2019-03-01,9057867.0
2019-04-01,42770267.0
2019-05-01,45904723.0
2019-06-01,48551273.0
2019-07-01,49388669.0
