Tarih,TP_PB_K02
2000-01-01,358203.0
2000-02-01,344417.0
2000-03-01,340591.0
2000-04-01,330662.0
2000-05-01,378522.0
2000-06-01,382924.0
2000-07-01,410591.0
2000-08-01,431416.0
2000-09-01,374530.0
2000-10-01,419143.0
2000-11-01,414514.0
2000-12-01,401367.0
2001-01-01,380755.0
2001-02-01,671983.0
2001-03-01,569946.0
2001-04-01,648742.0
2001-05-01,587364.0
2001-06-01,696187.0
2001-07-01,834740.0
2001-08-01,802697.0
2001-09-01,821033.0
2001-10-01,949918.0
2001-11-01,852778.0
2001-12-01,1564025.0
2002-01-01,649495.0
2002-02-01,721850.0
2002-03-01,596185.0
2002-04-01,671751.0
2002-05-01,697518.0
2002-06-01,869313.0
2002-07-01,970292.0
2002-08-01,787616.0
2002-09-01,952850.0
2002-10-01,849804.0
2002-11-01,743398.0
2002-12-01,1034614.0
2003-01-01,774716.0
2003-02-01,739275.0
2003-03-01,1117149.0
2003-04-01,992165.0
2003-05-01,848879.0
2003-06-01,933675.0
2003-07-01,828848.0
2003-08-01,847566.0
2003-09-01,952104.0
2003-10-01,828353.0
2003-11-01,722863.0
2003-12-01,996449.0
2004-01-01,806914.0
2004-02-01,662158.0
2004-03-01,698498.0
2004-04-01,782722.0
2004-05-01,889000.0
2004-06-01,980909.0
2004-07-01,915035.0
2004-08-01,1114712.0
2004-09-01,953462.0
2004-10-01,857829.0
2004-11-01,959509.0
2004-12-01,1095178.0
2005-01-01,884802.0
2005-02-01,805980.0
2005-03-01,809399.0
2005-04-01,875483.0
2005-05-01,856619.0
2005-06-01,932999.0
2005-07-01,938536.0
2005-08-01,1073850.0
2005-09-01,991759.0
2005-10-01,1002619.0
2005-11-01,913840.0
2005-12-01,1099102.0
2006-01-01,1015727.0
2006-02-01,927073.0
2006-03-01,999252.0
2006-04-01,925490.0
2006-05-01,1368476.0
2006-06-01,1179408.0
2006-07-01,1263762.0
2006-08-01,1265412.0
2006-09-01,1175388.0
2006-10-01,1106906.0
2006-11-01,1135963.0
2006-12-01,1355166.0
2007-01-01,1041637.0
2007-02-01,1183914.0
2007-03-01,1046955.0
2007-04-01,1101636.0
2007-05-01,1052875.0
2007-06-01,1131374.0
2007-07-01,1487802.0
2007-08-01,1387664.0
2007-09-01,1102832.0
2007-10-01,1119617.0
2007-11-01,1031570.0
2007-12-01,1510891.0
2008-01-01,1095779.0
2008-02-01,1128556.0
2008-03-01,1503568.0
2008-04-01,1171194.0
2008-05-01,1074736.0
2008-06-01,1551477.0
2008-07-01,1370368.0
2008-08-01,1279012.0
2008-09-01,1533670.0
2008-10-01,2029286.0
2008-11-01,1507140.0
2008-12-01,2201661.0
2009-01-01,1402747.0
2009-02-01,1547973.0
2009-03-01,1668411.0
2009-04-01,1365340.0
2009-05-01,1510659.0
2009-06-01,1655450.0
2009-07-01,1680802.0
2009-08-01,1718751.0
2009-09-01,1670191.0
2009-10-01,1697385.0
2009-11-01,1675609.0
2009-12-01,1943408.0
2010-01-01,1320826.0
2010-02-01,1488399.0
2010-03-01,1548634.0
2010-04-01,1480695.0
2010-05-01,1746666.0
2010-06-01,1992353.0
2010-07-01,1889890.0
2010-08-01,1946615.0
2010-09-01,1830086.0
2010-10-01,1608412.0
2010-11-01,1950460.0
2010-12-01,2396159.0
2011-01-01,1975680.0
2011-02-01,1978116.0
2011-03-01,1860445.0
2011-04-01,1957752.0
2011-05-01,2352124.0
2011-06-01,2567073.0
2011-07-01,2539618.0
2011-08-01,2566233.0
