Tarih,TP_PB_S25
2000-01-01,134002.0
2000-02-01,130830.0
2000-03-01,136867.0
2000-04-01,134117.0
2000-05-01,160408.0
2000-06-01,140779.0
2000-07-01,159688.0
2000-08-01,190819.0
2000-09-01,152850.0
2000-10-01,171566.0
2000-11-01,182748.0
2000-12-01,230677.0
2001-01-01,141750.0
2001-02-01,214734.0
2001-03-01,185787.0
2001-04-01,233307.0
2001-05-01,221552.0
2001-06-01,250559.0
2001-07-01,274631.0
2001-08-01,315692.0
2001-09-01,354436.0
2001-10-01,329809.0
2001-11-01,296071.0
2001-12-01,231867.0
2002-01-01,242224.0
2002-02-01,319728.0
2002-03-01,251737.0
2002-04-01,272116.0
2002-05-01,247578.0
2002-06-01,331386.0
2002-07-01,454783.0
2002-08-01,481679.0
2002-09-01,460594.0
2002-10-01,576771.0
2002-11-01,475286.0
2002-12-01,406424.0
2003-01-01,503708.0
2003-02-01,501206.0
2003-03-01,472362.0
2003-04-01,497737.0
2003-05-01,428082.0
2003-06-01,446607.0
2003-07-01,463805.0
2003-08-01,449636.0
2003-09-01,507288.0
2003-10-01,526541.0
2003-11-01,619013.0
2003-12-01,440945.0
2004-01-01,456032.0
2004-02-01,415234.0
2004-03-01,545354.0
2004-04-01,460423.0
2004-05-01,484096.0
2004-06-01,475399.0
2004-07-01,459444.0
2004-08-01,534939.0
2004-09-01,522135.0
2004-10-01,590036.0
2004-11-01,571607.0
2004-12-01,393741.0
2005-01-01,530816.0
2005-02-01,451101.0
2005-03-01,439116.0
2005-04-01,491990.0
2005-05-01,534183.0
2005-06-01,582877.0
2005-07-01,602995.0
2005-08-01,653357.0
2005-09-01,575809.0
2005-10-01,651608.0
2005-11-01,581443.0
2005-12-01,413997.0
2006-01-01,548215.0
2006-02-01,624823.0
2006-03-01,544882.0
2006-04-01,500548.0
2006-05-01,595616.0
2006-06-01,657404.0
2006-07-01,790541.0
2006-08-01,665853.0
2006-09-01,652758.0
2006-10-01,1004551.0
2006-11-01,846891.0
2006-12-01,559674.0
2007-01-01,857382.0
2007-02-01,988177.0
2007-03-01,684772.0
2007-04-01,853326.0
2007-05-01,850315.0
2007-06-01,882677.0
2007-07-01,1185777.0
2007-08-01,862315.0
2007-09-01,731278.0
2007-10-01,924063.0
2007-11-01,717091.0
2007-12-01,505765.0
2008-01-01,570322.0
2008-02-01,651809.0
2008-03-01,769129.0
2008-04-01,749264.0
2008-05-01,597087.0
2008-06-01,820699.0
2008-07-01,784708.0
2008-08-01,1679896.0
2008-09-01,1517124.0
2008-10-01,1532648.0
2008-11-01,666539.0
2008-12-01,486517.0
2009-01-01,468523.0
2009-02-01,435480.0
2009-03-01,445081.0
2009-04-01,529880.0
2009-05-01,624834.0
2009-06-01,502915.0
2009-07-01,489173.0
2009-08-01,452408.0
2009-09-01,511706.0
2009-10-01,439212.0
2009-11-01,705433.0
2009-12-01,267969.0
2010-01-01,445567.0
2010-02-01,407303.0
2010-03-01,403064.0
2010-04-01,458775.0
2010-05-01,549594.0
2010-06-01,575012.0
2010-07-01,540658.0
2010-08-01,622053.0
2010-09-01,559540.0
2010-10-01,699577.0
2010-11-01,759970.0
2010-12-01,280257.0
2011-01-01,987200.0
2011-02-01,653938.0
2011-03-01,623628.0
2011-04-01,578861.0
2011-05-01,615374.0
