Tarih,TP_PB_K40
2000-01-01,65593329.0
2000-02-01,67088382.0
2000-03-01,70346321.0
2000-04-01,71761782.0
2000-05-01,73128265.0
2000-06-01,78275929.0
2000-07-01,80843255.0
2000-08-01,83910399.0
2000-09-01,87078739.0
2000-10-01,87964564.0
2000-11-01,88286528.0
2000-12-01,95854797.0
2001-01-01,96110974.0
2001-02-01,105651137.0
2001-03-01,113615912.0
2001-04-01,117521356.0
2001-05-01,126993969.0
2001-06-01,138113209.0
2001-07-01,136216703.0
2001-08-01,142128526.0
2001-09-01,151842168.0
2001-10-01,157965483.0
2001-11-01,151844247.0
2001-12-01,152689155.0
2002-01-01,143594226.0
2002-02-01,154493600.0
2002-03-01,154093322.0
2002-04-01,153652428.0
2002-05-01,161566017.0
2002-06-01,165601555.0
2002-07-01,179064075.0
2002-08-01,178381428.0
2002-09-01,182995941.0
2002-10-01,186558170.0
2002-11-01,183375464.0
2002-12-01,193624801.0
2003-01-01,196565694.0
2003-02-01,195865655.0
2003-03-01,200228766.0
2003-04-01,195567680.0
2003-05-01,190676394.0
2003-06-01,193632465.0
2003-07-01,196928889.0
2003-08-01,198609099.0
2003-09-01,205753657.0
2003-10-01,214267241.0
2003-11-01,218796796.0
2003-12-01,227538790.0
2004-01-01,224971466.0
2004-02-01,228089068.0
2004-03-01,232243164.0
2004-04-01,237365474.0
2004-05-01,245630293.0
2004-06-01,247774871.0
2004-07-01,246244430.0
2004-08-01,258970028.0
2004-09-01,266440173.0
2004-10-01,273521534.0
2004-11-01,278329113.0
2004-12-01,279987704.0
2005-01-01,276587701.0
2005-02-01,283286762.0
2005-03-01,287462031.0
2005-04-01,293224194.0
2005-05-01,298147852.0
2005-06-01,309236161.0
2005-07-01,310273702.0
2005-08-01,323875437.0
2005-09-01,335661843.0
2005-10-01,329935257.0
2005-11-01,339859301.0
2005-12-01,359275601.0
2006-01-01,348818829.0
2006-02-01,358591663.0
2006-03-01,372142961.0
2006-04-01,372586605.0
2006-05-01,400521040.0
2006-06-01,410057560.0
2006-07-01,401875672.0
2006-08-01,400720303.0
2006-09-01,415459711.0
2006-10-01,411788051.0
2006-11-01,424349117.0
2006-12-01,436321837.0
2007-01-01,435592360.0
2007-02-01,445268579.0
2007-03-01,452170823.0
2007-04-01,452057228.0
2007-05-01,455373918.0
2007-06-01,469645546.0
2007-07-01,472070048.0
2007-08-01,481874218.0
2007-09-01,476567955.0
2007-10-01,474795849.0
2007-11-01,486449071.0
2007-12-01,505720616.0
2008-01-01,498724189.0
2008-02-01,514657723.0
2008-03-01,546178990.0
2008-04-01,541536409.0
2008-05-01,541529229.0
2008-06-01,566595245.0
2008-07-01,561870760.0
2008-08-01,558021450.0
2008-09-01,585166878.0
2008-10-01,615041812.0
2008-11-01,618511796.0
2008-12-01,631256876.0
2009-01-01,621537681.0
2009-02-01,629231724.0
2009-03-01,647283022.0
2009-04-01,630793119.0
2009-05-01,638659106.0
2009-06-01,658161936.0
2009-07-01,649712499.0
2009-08-01,659006052.0
2009-09-01,686874883.0
2009-10-01,679605480.0
2009-11-01,685562758.0
2009-12-01,714599649.0
2010-01-01,701676947.0
2010-02-01,724162423.0
2010-03-01,738701773.0
2010-04-01,731465920.0
2010-05-01,750483210.0
2010-06-01,779698119.0
2010-07-01,772768089.0
2010-08-01,779100828.0
2010-09-01,798914537.0
2010-10-01,801845345.0
2010-11-01,830152498.0
2010-12-01,869034044.0
2011-01-01,880852965.0
2011-02-01,912454859.0
2011-03-01,913712798.0
2011-04-01,934745182.0
2011-05-01,974598441.0
2011-06-01,998198181.0
2011-07-01,1006955148.0
2011-08-01,1040817652.0
2011-09-01,1055226046.0
2011-10-01,1056485545.0
2011-11-01,1047249163.0
2011-12-01,1048223151.0
2012-01-01,1052279352.0
2012-02-01,1059689853.0
2012-03-01,1062664562.0
2012-04-01,1088774577.0
2012-05-01,1094792711.0
2012-06-01,1099160500.0
2012-07-01,1109285345.0
2012-08-01,1123791579.0
2012-09-01,1128729240.0
2012-10-01,1146486507.0
2012-11-01,1150135228.0
2012-12-01,1184093059.0
2013-01-01,1183543640.0
2013-02-01,1207402391.0
2013-03-01,1239773854.0
2013-04-01,1250622268.0
2013-05-01,1296338588.0
2013-06-01,1322571355.0
2013-07-01,1351140271.0
2013-08-01,1388938262.0
2013-09-01,1419724847.0
2013-10-01,1410512304.0
2013-11-01,1429757991.0
2013-12-01,1492014851.0
2014-01-01,1543755705.0
2014-02-01,1542198044.0
2014-03-01,1551286938.0
2014-04-01,1551857500.0
2014-05-01,1556260868.0
2014-06-01,1579061983.0
2014-07-01,1600963350.0
2014-08-01,1601445098.0
2014-09-01,1669782816.0
2014-10-01,1662261361.0
2014-11-01,1680446631.0
2014-12-01,1725748134.0
2015-01-01,1766517286.0
2015-02-01,1805625079.0
2015-03-01,1855261425.0
2015-04-01,1902354110.0
2015-05-01,1905438988.0
2015-06-01,1949627402.0
2015-07-01,1992140656.0
2015-08-01,2055318934.0
2015-09-01,2103228360.0
2015-10-01,2071487013.0
2015-11-01,2071545842.0
2015-12-01,2047069210.0
2016-01-01,2068536102.0
2016-02-01,2104211185.0
2016-03-01,2101761087.0
2016-04-01,2088043813.0
2016-05-01,2145025887.0
2016-06-01,2151965486.0
2016-07-01,2175995717.0
2016-08-01,2187567311.0
2016-09-01,2213059224.0
2016-10-01,2251516134.0
2016-11-01,2354400487.0
2016-12-01,2379959803.0
2017-01-01,2504799730.0
2017-02-01,2473387356.0
2017-03-01,2519133544.0
2017-04-01,2547478743.0
2017-05-01,2592703495.0
2017-06-01,2611823944.0
2017-07-01,2623796370.0
2017-08-01,2613177203.0
2017-09-01,2662125252.0
2017-10-01,2758878009.0
2017-11-01,2841506008.0
2017-12-01,2842209020.0
2018-01-01,2831961270.0
2018-02-01,2873080728.0
2018-03-01,2944692409.0
2018-04-01,2991683233.0
2018-05-01,3154014462.0
2018-06-01,3177681599.0
2018-07-01,3299954190.0
2018-08-01,3839840015.0
2018-09-01,3618129922.0
2018-10-01,3438976382.0
2018-11-01,3319164523.0
2018-12-01,3335791075.0
2019-01-01,3337194431.0
2019-02-01,3394367406.0
2019-03-01,3564707574.0
2019-04-01,3693065548.0
2019-05-01,3681579303.0
2019-06-01,3654955429.0
2019-07-01,3601061863.0
2019-08-01,3673146192.0
2019-09-01,3681907790.0
2019-10-01,3721049113.0
2019-11-01,3749474627.0
2019-12-01,3860292702.0
2020-01-01,3905811678.0
2020-02-01,4060280271.0
2020-03-01,4195679943.0
2020-04-01,4497589454.0
2020-05-01,4535293374.0
2020-06-01,4599746535.0
2020-07-01,4825710755.0
2020-08-01,5016832929.0
2020-09-01,5145247606.0
2020-10-01,5329682063.0
2020-11-01,5234830926.0
2020-12-01,5231238273.0
2021-01-01,5183007375.0
2021-02-01,5252865543.0
2021-03-01,5550013814.0
2021-04-01,5574185534.0
2021-05-01,5684062306.0
2021-06-01,5737379796.0
2021-07-01,5731065816.0
2021-08-01,5817162213.0
2021-09-01,6017147978.0
2021-10-01,6300555352.0
2021-11-01,7598299203.0
2021-12-01,7816004950.0
2022-01-01,7850522666.0
2022-02-01,8088001748.0
2022-03-01,8660050559.0
2022-04-01,8848621565.0
2022-05-01,9630803518.0
2022-06-01,9981152544.0
2022-07-01,10489772774.0
2022-08-01,10829011181.0
2022-09-01,11191762482.0
2022-10-01,11501303976.0
2022-11-01,11823406181.0
2022-12-01,12302741815.0
2023-01-01,12596269249.0
2023-02-01,12909337707.0
2023-03-01,13616513843.0
2023-04-01,14096581384.0
