Tarih,TP_PB_K01
2000-01-01,530285.0
2000-02-01,459448.0
2000-03-01,439522.0
2000-04-01,441673.0
2000-05-01,485260.0
2000-06-01,487742.0
2000-07-01,567772.0
2000-08-01,544492.0
2000-09-01,474678.0
2000-10-01,522900.0
2000-11-01,523843.0
2000-12-01,604149.0
2001-01-01,571079.0
2001-02-01,664606.0
2001-03-01,556940.0
2001-04-01,676514.0
2001-05-01,658944.0
2001-06-01,600864.0
2001-07-01,716642.0
2001-08-01,758346.0
2001-09-01,642187.0
2001-10-01,741570.0
2001-11-01,780864.0
2001-12-01,856874.0
2002-01-01,814044.0
2002-02-01,906602.0
2002-03-01,674070.0
2002-04-01,801825.0
2002-05-01,805178.0
2002-06-01,717787.0
2002-07-01,654688.0
2002-08-01,700439.0
2002-09-01,853274.0
2002-10-01,672054.0
2002-11-01,809283.0
2002-12-01,797281.0
2003-01-01,817730.0
2003-02-01,894359.0
2003-03-01,869268.0
2003-04-01,853070.0
2003-05-01,835409.0
2003-06-01,1022489.0
2003-07-01,827003.0
2003-08-01,783632.0
2003-09-01,964100.0
2003-10-01,988347.0
2003-11-01,1101452.0
2003-12-01,993953.0
2004-01-01,1330867.0
2004-02-01,911831.0
2004-03-01,882071.0
2004-04-01,1162401.0
2004-05-01,1108318.0
2004-06-01,1078354.0
2004-07-01,1052756.0
2004-08-01,1298049.0
2004-09-01,1134447.0
2004-10-01,1007044.0
2004-11-01,1126821.0
2004-12-01,1152394.0
2005-01-01,1502983.0
2005-02-01,1513300.0
2005-03-01,1284530.0
2005-04-01,1284504.0
2005-05-01,1266511.0
2005-06-01,1391006.0
2005-07-01,1348560.0
2005-08-01,1604583.0
2005-09-01,1683462.0
2005-10-01,1671365.0
2005-11-01,1497937.0
2005-12-01,1751769.0
2006-01-01,1495602.0
2006-02-01,1528485.0
2006-03-01,1700967.0
2006-04-01,1592842.0
2006-05-01,1610977.0
2006-06-01,2038482.0
2006-07-01,2049720.0
2006-08-01,1944765.0
2006-09-01,1787959.0
2006-10-01,1773841.0
2006-11-01,1829496.0
2006-12-01,2823062.0
2007-01-01,1707728.0
2007-02-01,1891897.0
2007-03-01,1951907.0
2007-04-01,2127356.0
2007-05-01,1785736.0
2007-06-01,1960622.0
2007-07-01,1939081.0
2007-08-01,2501684.0
2007-09-01,2022286.0
2007-10-01,1996005.0
2007-11-01,2568964.0
2007-12-01,2887987.0
2008-01-01,1997146.0
2008-02-01,2455341.0
2008-03-01,2688355.0
2008-04-01,2321894.0
2008-05-01,2371816.0
2008-06-01,2817890.0
2008-07-01,2445731.0
2008-08-01,2362872.0
2008-09-01,4272487.0
2008-10-01,3011519.0
2008-11-01,2592902.0
2008-12-01,3027673.0
2009-01-01,3055944.0
2009-02-01,3004452.0
2009-03-01,2865167.0
2009-04-01,3711630.0
2009-05-01,2856138.0
2009-06-01,3099486.0
2009-07-01,3249721.0
2009-08-01,3193298.0
2009-09-01,3280194.0
2009-10-01,3550193.0
2009-11-01,4234716.0
2009-12-01,4277527.0
2010-01-01,3228204.0
2010-02-01,3626483.0
2010-03-01,3313173.0
2010-04-01,3972610.0
2010-05-01,3869406.0
2010-06-01,3563453.0
2010-07-01,3977591.0
2010-08-01,4420766.0
2010-09-01,3987035.0
2010-10-01,4694433.0
2010-11-01,4331440.0
2010-12-01,5065307.0
2011-01-01,4705752.0
2011-02-01,4998158.0
2011-03-01,4483103.0
2011-04-01,4971655.0
2011-05-01,4747897.0
2011-06-01,5567962.0
2011-07-01,5459634.0
2011-08-01,7786490.0
2011-09-01,6363099.0
2011-10-01,5988481.0
2011-11-01,5513729.0
