Tarih,TP_PB_K38
2000-01-01,621971.0
2000-02-01,631138.0
2000-03-01,637965.0
2000-04-01,640900.0
2000-05-01,569871.0
2000-06-01,581100.0
2000-07-01,604761.0
2000-08-01,634240.0
2000-09-01,639859.0
2000-10-01,649476.0
2000-11-01,700287.0
2000-12-01,789249.0
2001-01-01,828756.0
2001-02-01,850830.0
2001-03-01,859751.0
2001-04-01,881278.0
2001-05-01,906801.0
2001-06-01,877814.0
2001-07-01,508196.0
2001-08-01,491048.0
2001-09-01,511082.0
2001-10-01,506272.0
2001-11-01,537312.0
2001-12-01,500111.0
2002-01-01,493541.0
2002-02-01,494757.0
2002-03-01,509134.0
2002-04-01,529699.0
2002-05-01,572235.0
2002-06-01,600695.0
2002-07-01,1408497.0
2002-08-01,1475656.0
2002-09-01,1513008.0
2002-10-01,1671287.0
2002-11-01,1912605.0
2002-12-01,1977108.0
2003-01-01,2084996.0
2003-02-01,2142753.0
2003-03-01,2195763.0
2003-04-01,2232484.0
2003-05-01,2218036.0
2003-06-01,2181147.0
2003-07-01,2050399.0
2003-08-01,2034777.0
2003-09-01,2070355.0
2003-10-01,2037318.0
2003-11-01,2053331.0
2003-12-01,2151878.0
2004-01-01,2139590.0
2004-02-01,2168580.0
2004-03-01,2166538.0
2004-04-01,2198749.0
2004-05-01,2194965.0
2004-06-01,2130317.0
2004-07-01,2160658.0
2004-08-01,2156839.0
2004-09-01,2104370.0
2004-10-01,2161563.0
2004-11-01,2168032.0
2004-12-01,2025709.0
2005-01-01,2010161.0
2005-02-01,2000768.0
2005-03-01,1925930.0
2005-04-01,1922856.0
2005-05-01,1942286.0
2005-06-01,1852984.0
2005-07-01,1845901.0
2005-08-01,1832270.0
2005-09-01,1782930.0
2005-10-01,1777761.0
2005-11-01,1781655.0
2005-12-01,1759514.0
2006-01-01,1756195.0
2006-02-01,1750249.0
2006-03-01,1732099.0
2006-04-01,1497716.0
2006-05-01,1494619.0
2006-06-01,1395200.0
2006-07-01,1385431.0
2006-08-01,1361369.0
2006-09-01,1366245.0
2006-10-01,1359810.0
2006-11-01,1342998.0
2006-12-01,1215070.0
2007-01-01,1183186.0
2007-02-01,1175708.0
2007-03-01,1173694.0
2007-04-01,1145634.0
2007-05-01,1056602.0
2007-06-01,1062579.0
2007-07-01,1062889.0
2007-08-01,1046488.0
2007-09-01,1003742.0
2007-10-01,959203.0
2007-11-01,979933.0
2007-12-01,982873.0
2008-01-01,980289.0
2008-02-01,1016749.0
2008-03-01,1017896.0
2008-04-01,1008806.0
2008-05-01,1014785.0
2008-06-01,991186.0
2008-07-01,999715.0
2008-08-01,994809.0
2008-09-01,1005018.0
2008-10-01,1014614.0
2008-11-01,1034401.0
2008-12-01,1027636.0
2009-01-01,1052751.0
2009-02-01,1074452.0
2009-03-01,1095487.0
2009-04-01,1098387.0
2009-05-01,1123318.0
2009-06-01,1170137.0
2009-07-01,1191684.0
2009-08-01,1218000.0
2009-09-01,1214298.0
2009-10-01,1221682.0
2009-11-01,1231771.0
2009-12-01,1339373.0
2010-01-01,1332668.0
2010-02-01,1324917.0
2010-03-01,1319349.0
2010-04-01,1338814.0
2010-05-01,1338549.0
2010-06-01,1398340.0
2010-07-01,1387739.0
2010-08-01,1419136.0
2010-09-01,1494732.0
2010-10-01,1497309.0
2010-11-01,1478124.0
2010-12-01,1501896.0
2011-01-01,1499525.0
2011-02-01,1490622.0
2011-03-01,1488788.0
2011-04-01,1454861.0
2011-05-01,1450337.0
2011-06-01,1507186.0
2011-07-01,1494821.0
2011-08-01,1514183.0
2011-09-01,1526296.0
2011-10-01,1584962.0
2011-11-01,1576658.0
2011-12-01,1741522.0
2012-01-01,1739714.0
2012-02-01,1777895.0
2012-03-01,1840861.0
2012-04-01,1805083.0
2012-05-01,1820018.0
2012-06-01,1895416.0
2012-07-01,1854035.0
2012-08-01,1848117.0
2012-09-01,1980105.0
2012-10-01,1944470.0
2012-11-01,1992205.0
2012-12-01,2071285.0
2013-01-01,2038987.0
2013-02-01,2086514.0
2013-03-01,2169915.0
2013-04-01,2133754.0
2013-05-01,2088773.0
2013-06-01,2158895.0
2013-07-01,2169212.0
2013-08-01,2142820.0
2013-09-01,2255241.0
2013-10-01,2208553.0
2013-11-01,2277179.0
2013-12-01,2356207.0
2014-01-01,2300790.0
2014-02-01,2323293.0
2014-03-01,2476451.0
2014-04-01,2527670.0
2014-05-01,2527669.0
2014-06-01,2727031.0
2014-07-01,2705479.0
2014-08-01,2719104.0
2014-09-01,2751658.0
2014-10-01,2716693.0
2014-11-01,2731795.0
2014-12-01,3138012.0
2015-01-01,3087862.0
2015-02-01,3059141.0
2015-03-01,3086110.0
2015-04-01,3087788.0
2015-05-01,3113573.0
2015-06-01,3213495.0
2015-07-01,3268322.0
2015-08-01,3393751.0
2015-09-01,3433637.0
2015-10-01,3445291.0
2015-11-01,3494702.0
2015-12-01,3770011.0
2016-01-01,3796612.0
2016-02-01,3869468.0
2016-03-01,3960094.0
2016-04-01,3832855.0
2016-05-01,3905253.0
2016-06-01,4097021.0
2016-07-01,4129849.0
2016-08-01,4207827.0
2016-09-01,4387568.0
2016-10-01,4462656.0
2016-11-01,4624192.0
2016-12-01,5069973.0
2017-01-01,5056087.0
2017-02-01,5092202.0
2017-03-01,5318783.0
2017-04-01,5329128.0
2017-05-01,5412829.0
2017-06-01,5551171.0
2017-07-01,5675310.0
