Tarih,TP_PB_S14
2000-01-01,26280.0
2000-02-01,25051.0
2000-03-01,28310.0
2000-04-01,26731.0
2000-05-01,28535.0
2000-06-01,30576.0
2000-07-01,34440.0
2000-08-01,45723.0
2000-09-01,45443.0
2000-10-01,43459.0
2000-11-01,44436.0
2000-12-01,42663.0
2001-01-01,36390.0
2001-02-01,40493.0
2001-03-01,57692.0
2001-04-01,59787.0
2001-05-01,60380.0
2001-06-01,65778.0
2001-07-01,63069.0
2001-08-01,64405.0
2001-09-01,70694.0
2001-10-01,70139.0
2001-11-01,67814.0
2001-12-01,60381.0
2002-01-01,56510.0
2002-02-01,56999.0
2002-03-01,54831.0
2002-04-01,56683.0
2002-05-01,60255.0
2002-06-01,68433.0
2002-07-01,86101.0
2002-08-01,81113.0
2002-09-01,85067.0
2002-10-01,82978.0
2002-11-01,90248.0
2002-12-01,97859.0
2003-01-01,98683.0
2003-02-01,94210.0
2003-03-01,95610.0
2003-04-01,89777.0
2003-05-01,84402.0
2003-06-01,86337.0
2003-07-01,80452.0
2003-08-01,72653.0
2003-09-01,72865.0
2003-10-01,80110.0
2003-11-01,78257.0
2003-12-01,106434.0
2004-01-01,96780.0
2004-02-01,120860.0
2004-03-01,110416.0
2004-04-01,120891.0
2004-05-01,121124.0
2004-06-01,121288.0
2004-07-01,127787.0
2004-08-01,125662.0
2004-09-01,146013.0
2004-10-01,147347.0
2004-11-01,142664.0
2004-12-01,155155.0
2005-01-01,153157.0
2005-02-01,158382.0
2005-03-01,161114.0
2005-04-01,165883.0
2005-05-01,162925.0
2005-06-01,166510.0
2005-07-01,159892.0
2005-08-01,164160.0
2005-09-01,163600.0
2005-10-01,158390.0
2005-11-01,159603.0
2005-12-01,179971.0
2006-01-01,174609.0
2006-02-01,164028.0
2006-03-01,167497.0
2006-04-01,173260.0
2006-05-01,196017.0
2006-06-01,204578.0
2006-07-01,202240.0
2006-08-01,219129.0
2006-09-01,227158.0
2006-10-01,233365.0
2006-11-01,244177.0
2006-12-01,273689.0
2007-01-01,270485.0
2007-02-01,270943.0
2007-03-01,283276.0
2007-04-01,276645.0
2007-05-01,267565.0
2007-06-01,274690.0
2007-07-01,271631.0
2007-08-01,273421.0
2007-09-01,269538.0
2007-10-01,254809.0
2007-11-01,265592.0
2007-12-01,354645.0
2008-01-01,342292.0
2008-02-01,316175.0
2008-03-01,340634.0
2008-04-01,310584.0
2008-05-01,281005.0
2008-06-01,262998.0
2008-07-01,226867.0
2008-08-01,217185.0
2008-09-01,230181.0
2008-10-01,241904.0
2008-11-01,231617.0
2008-12-01,217207.0
2009-01-01,201731.0
2009-02-01,193124.0
2009-03-01,196750.0
2009-04-01,172404.0
2009-05-01,156827.0
2009-06-01,141374.0
2009-07-01,123022.0
2009-08-01,113495.0
2009-09-01,102932.0
2009-10-01,93322.0
2009-11-01,85727.0
2009-12-01,95796.0
2010-01-01,88769.0
2010-02-01,79999.0
2010-03-01,80726.0
2010-04-01,76013.0
2010-05-01,75149.0
2010-06-01,84961.0
2010-07-01,95391.0
2010-08-01,101116.0
2010-09-01,95236.0
2010-10-01,108586.0
2010-11-01,103441.0
2010-12-01,123975.0
2011-01-01,122961.0
2011-02-01,117310.0
2011-03-01,112708.0
2011-04-01,106300.0
2011-05-01,103150.0
2011-06-01,108687.0
2011-07-01,111711.0
2011-08-01,108882.0
2011-09-01,117767.0
2011-10-01,125235.0
2011-11-01,123042.0
2011-12-01,151558.0
2012-01-01,137193.0
2012-02-01,134989.0
2012-03-01,130439.0
2012-04-01,126978.0
2012-05-01,124345.0
2012-06-01,118054.0
2012-07-01,132977.0
2012-08-01,123968.0
2012-09-01,114569.0
2012-10-01,118850.0
2012-11-01,117635.0
2012-12-01,115998.0
2013-01-01,115371.0
2013-02-01,112289.0
2013-03-01,108602.0
2013-04-01,111159.0
2013-05-01,104817.0
2013-06-01,100587.0
2013-07-01,110911.0
2013-08-01,110629.0
2013-09-01,114047.0
2013-10-01,134755.0
2013-11-01,129212.0
2013-12-01,139743.0
2014-01-01,135528.0
2014-02-01,128963.0
2014-03-01,117974.0
2014-04-01,109331.0
2014-05-01,110587.0
2014-06-01,101443.0
2014-07-01,96635.0
2014-08-01,91915.0
2014-09-01,94435.0
2014-10-01,88561.0
2014-11-01,104839.0
2014-12-01,141330.0
2015-01-01,150296.0
2015-02-01,145518.0
2015-03-01,140037.0
2015-04-01,131706.0
2015-05-01,127850.0
2015-06-01,121550.0
2015-07-01,122081.0
2015-08-01,124238.0
2015-09-01,120328.0
2015-10-01,118322.0
2015-11-01,115287.0
2015-12-01,117662.0
2016-01-01,111001.0
2016-02-01,104877.0
2016-03-01,99700.0
2016-04-01,91741.0
2016-05-01,84619.0
2016-06-01,78246.0
2016-07-01,70611.0
2016-08-01,91445.0
2016-09-01,84315.0
2016-10-01,80676.0
2016-11-01,75565.0
2016-12-01,73650.0
2017-01-01,63910.0
2017-02-01,60046.0
2017-03-01,54724.0
2017-04-01,50173.0
2017-05-01,45650.0
2017-06-01,41435.0
2017-07-01,38032.0
2017-08-01,35068.0
2017-09-01,33134.0
2017-10-01,30440.0
2017-11-01,29312.0
2017-12-01,32983.0
2018-01-01,24689.0
2018-02-01,22987.0
2018-03-01,22249.0
2018-04-01,19158.0
2018-05-01,18304.0
2018-06-01,17017.0
2018-07-01,15821.0
2018-08-01,27258.0
2018-09-01,24571.0
2018-10-01,65157.0
2018-11-01,72516.0
2018-12-01,76670.0
2019-01-01,8855379.0
2019-02-01,8812413.0
2019-03-01,8742401.0
2019-04-01,8807695.0
2019-05-01,8854625.0
2019-06-01,8812130.0
2019-07-01,8794733.0
2019-08-01,8784186.0
2019-09-01,8706343.0
2019-10-01,8745529.0
2019-11-01,8781992.0
2019-12-01,8923223.0
2020-01-01,9131938.0
2020-02-01,9222289.0
2020-03-01,9300528.0
2020-04-01,9363961.0
2020-05-01,9293756.0
2020-06-01,9315329.0
2020-07-01,9336953.0
2020-08-01,9247942.0
2020-09-01,9200382.0
2020-10-01,9210934.0
2020-11-01,9156357.0
2020-12-01,9145910.0
2021-01-01,9315656.0
2021-02-01,9376657.0
2021-03-01,9348122.0
2021-04-01,9306952.0
2021-05-01,9292586.0
2021-06-01,9153906.0
2021-07-01,9095841.0
2021-08-01,9079984.0
2021-09-01,9131666.0
2021-10-01,9572249.0
2021-11-01,9717342.0
2021-12-01,9902520.0
2022-01-01,10149282.0
2022-02-01,10181669.0
2022-03-01,10439003.0
2022-04-01,10524061.0
2022-05-01,10746933.0
2022-06-01,11189066.0
2022-07-01,11379062.0
2022-08-01,11495979.0
2022-09-01,11720929.0
2022-10-01,11890565.0
2022-11-01,12663970.0
2022-12-01,13462492.0
2023-01-01,15130383.0
2023-02-01,15917891.0
2023-03-01,16554608.0
2023-04-01,20950579.0
2023-05-01,20642875.0
2023-06-01,21298049.0
2023-07-01,21789417.0
2023-08-01,22696247.0
2023-09-01,23136244.0
2023-10-01,23708209.0
2023-11-01,23885204.0
2023-12-01,24503831.0
2024-01-01,26687240.0
2024-02-01,27981056.0
