Tarih,TP_PB_K03
2000-01-01,28199.0
2000-02-01,23691.0
2000-03-01,17551.0
2000-04-01,19724.0
2000-05-01,23489.0
2000-06-01,18861.0
2000-07-01,30238.0
2000-08-01,23958.0
2000-09-01,28600.0
2000-10-01,28411.0
2000-11-01,16423.0
2000-12-01,9382.0
2001-01-01,16197.0
2001-02-01,18111.0
2001-03-01,15386.0
2001-04-01,16275.0
2001-05-01,11643.0
2001-06-01,24685.0
2001-07-01,29402.0
2001-08-01,33175.0
2001-09-01,29829.0
2001-10-01,21384.0
2001-11-01,43565.0
2001-12-01,53268.0
2002-01-01,20962.0
2002-02-01,28032.0
2002-03-01,20515.0
2002-04-01,25972.0
2002-05-01,33838.0
2002-06-01,30340.0
2002-07-01,33853.0
2002-08-01,28740.0
2002-09-01,21711.0
2002-10-01,27450.0
2002-11-01,25111.0
2002-12-01,13545.0
2003-01-01,22505.0
2003-02-01,31306.0
2003-03-01,22497.0
2003-04-01,42770.0
2003-05-01,28769.0
2003-06-01,30592.0
2003-07-01,32127.0
2003-08-01,37358.0
2003-09-01,44906.0
2003-10-01,36976.0
2003-11-01,45226.0
2003-12-01,36242.0
2004-01-01,37666.0
2004-02-01,38827.0
2004-03-01,24172.0
2004-04-01,28685.0
2004-05-01,32659.0
2004-06-01,38573.0
2004-07-01,34560.0
2004-08-01,36971.0
2004-09-01,52633.0
2004-10-01,33425.0
2004-11-01,18073.0
2004-12-01,8672.0
2005-01-01,14127.0
2005-02-01,19880.0
2005-03-01,16565.0
2005-04-01,13268.0
2005-05-01,22254.0
2005-06-01,18821.0
2005-07-01,24685.0
2005-08-01,17021.0
2005-09-01,15846.0
2005-10-01,25824.0
2005-11-01,21157.0
2005-12-01,26241.0
2006-01-01,24194.0
2006-02-01,16993.0
2006-03-01,22794.0
2006-04-01,24818.0
2006-05-01,38130.0
2006-06-01,28638.0
2006-07-01,31860.0
2006-08-01,32288.0
2006-09-01,35012.0
2006-10-01,41923.0
2006-11-01,53354.0
2006-12-01,12320.0
2007-01-01,18661.0
2007-02-01,28617.0
2007-03-01,27570.0
2007-04-01,41285.0
2007-05-01,22079.0
2007-06-01,19426.0
2007-07-01,17121.0
2007-08-01,20937.0
2007-09-01,18217.0
2007-10-01,15086.0
2007-11-01,21613.0
2007-12-01,21237.0
2008-01-01,126619.0
2008-02-01,23604.0
2008-03-01,20867.0
2008-04-01,26235.0
2008-05-01,24308.0
2008-06-01,29100.0
2008-07-01,19230.0
2008-08-01,25195.0
2008-09-01,50286.0
2008-10-01,36057.0
2008-11-01,34254.0
2008-12-01,25652.0
2009-01-01,37860.0
2009-02-01,36010.0
2009-03-01,23927.0
2009-04-01,73385.0
2009-05-01,39021.0
2009-06-01,29620.0
2009-07-01,36506.0
2009-08-01,46417.0
2009-09-01,29363.0
2009-10-01,52679.0
2009-11-01,136723.0
2009-12-01,59225.0
2010-01-01,54116.0
2010-02-01,81435.0
2010-03-01,31907.0
2010-04-01,43971.0
2010-05-01,37865.0
2010-06-01,30516.0
2010-07-01,50477.0
2010-08-01,44874.0
2010-09-01,32879.0
2010-10-01,139687.0
2010-11-01,15466.0
2010-12-01,17793.0
2011-01-01,41197.0
2011-02-01,34871.0
2011-03-01,22245.0
2011-04-01,47445.0
2011-05-01,65612.0
2011-06-01,68465.0
2011-07-01,161536.0
2011-08-01,100916.0
2011-09-01,96276.0
2011-10-01,63768.0
2011-11-01,101592.0
2011-12-01,35209.0
2012-01-01,47572.0
2012-02-01,36515.0
2012-03-01,134662.0
2012-04-01,97086.0
2012-05-01,119620.0
2012-06-01,188976.0
2012-07-01,114643.0
2012-08-01,221351.0
2012-09-01,182369.0
2012-10-01,141734.0
2012-11-01,112350.0
2012-12-01,31974.0
2013-01-01,62601.0
2013-02-01,186082.0
2013-03-01,261611.0
2013-04-01,213481.0
2013-05-01,152942.0
2013-06-01,351512.0
2013-07-01,291338.0
2013-08-01,168129.0
2013-09-01,221572.0
2013-10-01,224829.0
2013-11-01,180761.0
2013-12-01,47622.0
2014-01-01,202611.0
2014-02-01,238450.0
2014-03-01,185171.0
2014-04-01,295626.0
2014-05-01,302219.0
2014-06-01,240634.0
2014-07-01,321910.0
2014-08-01,306576.0
2014-09-01,327041.0
2014-10-01,268575.0
2014-11-01,290541.0
2014-12-01,123334.0
2015-01-01,301262.0
2015-02-01,368279.0
2015-03-01,382617.0
2015-04-01,425255.0
2015-05-01,400085.0
2015-06-01,345751.0
2015-07-01,371135.0
2015-08-01,367560.0
2015-09-01,453373.0
2015-10-01,377566.0
2015-11-01,366985.0
2015-12-01,286630.0
2016-01-01,414772.0
2016-02-01,396978.0
2016-03-01,481937.0
2016-04-01,536506.0
2016-05-01,440407.0
2016-06-01,826575.0
2016-07-01,536233.0
2016-08-01,536043.0
2016-09-01,625877.0
2016-10-01,587111.0
2016-11-01,552090.0
2016-12-01,540489.0
2017-01-01,669754.0
2017-02-01,555685.0
2017-03-01,539815.0
2017-04-01,648581.0
2017-05-01,876619.0
2017-06-01,742722.0
2017-07-01,645365.0
2017-08-01,881236.0
2017-09-01,692612.0
2017-10-01,657651.0
2017-11-01,860409.0
2017-12-01,652480.0
2018-01-01,633711.0
2018-02-01,634860.0
2018-03-01,616308.0
2018-04-01,605393.0
2018-05-01,687543.0
2018-06-01,779113.0
2018-07-01,768795.0
2018-08-01,1285295.0
2018-09-01,1278811.0
2018-10-01,1303084.0
2018-11-01,812197.0
