Tarih,TP_PB_K311
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,477410.0
2004-02-01,450073.0
2004-03-01,623801.0
2004-04-01,650723.0
2004-05-01,769048.0
2004-06-01,684961.0
2004-07-01,636957.0
2004-08-01,665799.0
2004-09-01,1106636.0
2004-10-01,1128663.0
2004-11-01,832579.0
2004-12-01,785544.0
2005-01-01,758080.0
2005-02-01,765313.0
2005-03-01,756277.0
2005-04-01,743746.0
2005-05-01,736590.0
2005-06-01,864594.0
2005-07-01,904891.0
2005-08-01,915508.0
2005-09-01,936549.0
2005-10-01,929865.0
2005-11-01,923143.0
2005-12-01,928116.0
2006-01-01,790194.0
2006-02-01,785923.0
2006-03-01,1038990.0
2006-04-01,1071282.0
2006-05-01,896063.0
2006-06-01,637066.0
2006-07-01,706079.0
2006-08-01,651053.0
2006-09-01,627313.0
2006-10-01,646980.0
2006-11-01,649857.0
2006-12-01,838167.0
2007-01-01,841913.0
2007-02-01,846615.0
2007-03-01,841220.0
2007-04-01,873160.0
2007-05-01,918064.0
2007-06-01,966842.0
2007-07-01,998056.0
2007-08-01,962822.0
2007-09-01,1068470.0
2007-10-01,1070711.0
2007-11-01,1065906.0
2007-12-01,1039523.0
2008-01-01,1043592.0
2008-02-01,1035815.0
2008-03-01,1010794.0
2008-04-01,953168.0
2008-05-01,980326.0
2008-06-01,991416.0
2008-07-01,1068851.0
2008-08-01,1100946.0
2008-09-01,1139206.0
2008-10-01,996721.0
2008-11-01,1030094.0
2008-12-01,1176846.0
2009-01-01,1309656.0
2009-02-01,1244816.0
2009-03-01,1341902.0
2009-04-01,1473590.0
2009-05-01,1392172.0
2009-06-01,1462969.0
2009-07-01,1742649.0
2009-08-01,1823376.0
2009-09-01,2037049.0
2009-10-01,2030088.0
2009-11-01,2089224.0
2009-12-01,1877165.0
2010-01-01,2071844.0
2010-02-01,2025396.0
2010-03-01,2202426.0
2010-04-01,2246777.0
2010-05-01,2084767.0
2010-06-01,2065432.0
2010-07-01,2035292.0
2010-08-01,2061270.0
2010-09-01,2163830.0
2010-10-01,2188262.0
2010-11-01,2116541.0
2010-12-01,2096343.0
2011-01-01,2196558.0
2011-02-01,2098568.0
2011-03-01,1988393.0
2011-04-01,1884020.0
2011-05-01,1816616.0
2011-06-01,1772495.0
2011-07-01,1660860.0
2011-08-01,1693218.0
2011-09-01,1745525.0
2011-10-01,1592619.0
2011-11-01,1601696.0
2011-12-01,1571931.0
2012-01-01,1865576.0
2012-02-01,1691761.0
2012-03-01,1707647.0
2012-04-01,1751035.0
2012-05-01,1677046.0
2012-06-01,1823051.0
2012-07-01,1923721.0
2012-08-01,1863183.0
2012-09-01,1998142.0
2012-10-01,1952846.0
2012-11-01,2014675.0
2012-12-01,1801463.0
2013-01-01,1764338.0
2013-02-01,1828181.0
2013-03-01,1732569.0
2013-04-01,1657665.0
