Tarih,TP_PB_S27
2000-01-01,1746679.0
2000-02-01,1718674.0
2000-03-01,1998141.0
2000-04-01,2272688.0
2000-05-01,2604663.0
2000-06-01,2527030.0
2000-07-01,2661603.0
2000-08-01,2992482.0
2000-09-01,3302266.0
2000-10-01,3200999.0
2000-11-01,3689766.0
2000-12-01,3476623.0
2001-01-01,2818719.0
2001-02-01,3350012.0
2001-03-01,4010475.0
2001-04-01,3846479.0
2001-05-01,4250987.0
2001-06-01,3537142.0
2001-07-01,3444977.0
2001-08-01,4016202.0
2001-09-01,3637796.0
2001-10-01,3769464.0
2001-11-01,3512437.0
2001-12-01,2111745.0
2002-01-01,2717897.0
2002-02-01,2346416.0
2002-03-01,2167590.0
2002-04-01,2246751.0
2002-05-01,2448835.0
2002-06-01,3080386.0
2002-07-01,3561719.0
2002-08-01,3292885.0
2002-09-01,4439013.0
2002-10-01,4823307.0
2002-11-01,4243110.0
2002-12-01,4069434.0
2003-01-01,4022807.0
2003-02-01,4670310.0
2003-03-01,4605381.0
2003-04-01,4832839.0
2003-05-01,4148816.0
2003-06-01,5020324.0
2003-07-01,5042283.0
2003-08-01,4834223.0
2003-09-01,5640945.0
2003-10-01,4808541.0
2003-11-01,5363065.0
2003-12-01,5076708.0
2004-01-01,5213072.0
2004-02-01,4653904.0
2004-03-01,5016363.0
2004-04-01,5363737.0
2004-05-01,6074084.0
2004-06-01,6136484.0
2004-07-01,5779493.0
2004-08-01,7411705.0
2004-09-01,6899349.0
2004-10-01,6231988.0
2004-11-01,7231043.0
2004-12-01,7145384.0
2005-01-01,7899442.0
2005-02-01,8475415.0
2005-03-01,7712534.0
2005-04-01,8745772.0
2005-05-01,9418057.0
2005-06-01,9727344.0
2005-07-01,9790136.0
2005-08-01,12518234.0
2005-09-01,15873191.0
2005-10-01,15803860.0
2005-11-01,14457324.0
2005-12-01,13810429.0
2006-01-01,14152736.0
2006-02-01,16761271.0
2006-03-01,17124513.0
2006-04-01,16548668.0
2006-05-01,21389117.0
2006-06-01,21751794.0
2006-07-01,21284331.0
2006-08-01,20687356.0
2006-09-01,18238502.0
2006-10-01,20744391.0
2006-11-01,23346734.0
2006-12-01,19842565.0
2007-01-01,19177690.0
2007-02-01,20146938.0
2007-03-01,21317697.0
2007-04-01,21142302.0
2007-05-01,20064809.0
2007-06-01,20333711.0
2007-07-01,22247833.0
2007-08-01,23996666.0
2007-09-01,20251649.0
2007-10-01,19965867.0
2007-11-01,22711156.0
2007-12-01,25697269.0
2008-01-01,22601138.0
2008-02-01,23895588.0
2008-03-01,29306421.0
2008-04-01,28092180.0
2008-05-01,27151316.0
2008-06-01,32676668.0
2008-07-01,28973880.0
2008-08-01,25309217.0
2008-09-01,25527579.0
2008-10-01,27465702.0
2008-11-01,24173239.0
2008-12-01,26104760.0
2009-01-01,24877962.0
2009-02-01,20798038.0
2009-03-01,23790787.0
2009-04-01,25293343.0
2009-05-01,23064711.0
2009-06-01,28273420.0
2009-07-01,26114783.0
2009-08-01,28421117.0
2009-09-01,29732712.0
2009-10-01,26547568.0
2009-11-01,24525456.0
2009-12-01,29598214.0
2010-01-01,27166892.0
2010-02-01,30020148.0
2010-03-01,35488870.0
2010-04-01,35161565.0
2010-05-01,38380272.0
2010-06-01,42168808.0
2010-07-01,40773230.0
2010-08-01,43048053.0
2010-09-01,45556407.0
2010-10-01,39746603.0
2010-11-01,48263496.0
2010-12-01,50424346.0
2011-01-01,55065231.0
2011-02-01,53332823.0
2011-03-01,45827922.0
2011-04-01,46536913.0
2011-05-01,53501346.0
2011-06-01,54848350.0
2011-07-01,52296675.0
2011-08-01,49705437.0
2011-09-01,60489755.0
2011-10-01,58886326.0
2011-11-01,59572621.0
2011-12-01,52692435.0
2012-01-01,52942211.0
2012-02-01,52616227.0
2012-03-01,55420351.0
2012-04-01,66049798.0
2012-05-01,58255414.0
2012-06-01,54731153.0
2012-07-01,64526191.0
2012-08-01,70421611.0
2012-09-01,60505337.0
2012-10-01,67397815.0
2012-11-01,69849840.0
2012-12-01,69001340.0
2013-01-01,69907602.0
2013-02-01,73364732.0
2013-03-01,69512028.0
2013-04-01,80954181.0
2013-05-01,81781041.0
2013-06-01,81700931.0
2013-07-01,90691323.0
2013-08-01,86349534.0
2013-09-01,93273509.0
2013-10-01,85981179.0
2013-11-01,84025115.0
2013-12-01,89434187.0
2014-01-01,91691517.0
2014-02-01,89755469.0
2014-03-01,88656458.0
2014-04-01,91339136.0
2014-05-01,87733368.0
2014-06-01,89527233.0
2014-07-01,92518411.0
2014-08-01,81948750.0
2014-09-01,94917705.0
2014-10-01,91748929.0
2014-11-01,90443085.0
2014-12-01,93462352.0
2015-01-01,102371387.0
2015-02-01,104733022.0
2015-03-01,114268444.0
2015-04-01,128804547.0
2015-05-01,119711564.0
2015-06-01,129419546.0
2015-07-01,138619255.0
2015-08-01,140628983.0
2015-09-01,144303562.0
2015-10-01,138269759.0
2015-11-01,146111477.0
2015-12-01,104197450.0
2016-01-01,104575272.0
2016-02-01,114866342.0
2016-03-01,110190793.0
2016-04-01,103791632.0
2016-05-01,113094020.0
2016-06-01,116310046.0
2016-07-01,102851448.0
2016-08-01,114592085.0
2016-09-01,117205506.0
2016-10-01,119922577.0
2016-11-01,126388749.0
2016-12-01,115274042.0
2017-01-01,127587952.0
2017-02-01,135114825.0
2017-03-01,135270663.0
2017-04-01,133591275.0
2017-05-01,152410784.0
2017-06-01,140043582.0
2017-07-01,143449322.0
2017-08-01,122522233.0
2017-09-01,134102696.0
2017-10-01,146918185.0
2017-11-01,157267049.0
2017-12-01,137581622.0
2018-01-01,146803593.0
2018-02-01,152349519.0
2018-03-01,153235754.0
2018-04-01,170250605.0
2018-05-01,172088018.0
2018-06-01,161826051.0
2018-07-01,181873512.0
2018-08-01,230851534.0
2018-09-01,192613253.0
2018-10-01,185689297.0
2018-11-01,181330026.0
2018-12-01,182372477.0
2019-01-01,185122298.0
2019-02-01,184884998.0
2019-03-01,186050619.0
2019-04-01,211353018.0
2019-05-01,198666448.0
2019-06-01,181818413.0
2019-07-01,191650609.0
2019-08-01,181710640.0
2019-09-01,197804576.0
2019-10-01,191396107.0
2019-11-01,184213297.0
2019-12-01,193512459.0
2020-01-01,205097022.0
2020-02-01,203299394.0
2020-03-01,197868912.0
2020-04-01,211689229.0
2020-05-01,186376177.0
2020-06-01,208955154.0
2020-07-01,204206012.0
2020-08-01,229944303.0
2020-09-01,236115082.0
2020-10-01,242278745.0
2020-11-01,260471376.0
2020-12-01,242077264.0
2021-01-01,246671631.0
2021-02-01,256544377.0
2021-03-01,296264085.0
2021-04-01,284345149.0
2021-05-01,298817611.0
2021-06-01,307021400.0
2021-07-01,294471384.0
2021-08-01,323795865.0
2021-09-01,324564383.0
2021-10-01,315766311.0
2021-11-01,413125139.0
2021-12-01,401525650.0
