Tarih,TP_PB_S41
2000-01-01,-1110478.0
2000-02-01,-1202234.0
2000-03-01,-2222256.0
2000-04-01,-2698651.0
2000-05-01,-2912891.0
2000-06-01,-2956222.0
2000-07-01,-2956343.0
2000-08-01,-2966649.0
2000-09-01,-2966534.0
2000-10-01,-2966656.0
2000-11-01,-2975431.0
2000-12-01,-2979384.0
2001-01-01,-5739496.0
2001-02-01,-5854783.0
2001-03-01,-6676398.0
2001-04-01,-7115964.0
2001-05-01,-7301863.0
2001-06-01,-8034065.0
2001-07-01,-8333461.0
2001-08-01,-4585098.0
2001-09-01,-4579958.0
2001-10-01,-4255969.0
2001-11-01,-4255971.0
2001-12-01,-3239803.0
2002-01-01,-1603235.0
2002-02-01,-1679774.0
2002-03-01,-1881272.0
2002-04-01,-9506810.0
2002-05-01,-9683639.0
2002-06-01,-19600315.0
2002-07-01,-36286044.0
2002-08-01,-36449626.0
2002-09-01,-35405596.0
2002-10-01,-35540809.0
2002-11-01,-34057113.0
2002-12-01,-33748111.0
2003-01-01,-30255822.0
2003-02-01,-30807003.0
2003-03-01,-27366472.0
2003-04-01,-27852168.0
2003-05-01,-27654876.0
2003-06-01,-10541846.0
2003-07-01,-10246028.0
2003-08-01,-10443831.0
2003-09-01,-10337257.0
2003-10-01,-10252920.0
2003-11-01,-10425051.0
2003-12-01,-27399890.0
2004-01-01,-22812890.0
2004-02-01,-23071055.0
2004-03-01,-23560407.0
2004-04-01,-25142835.0
2004-05-01,-25732194.0
2004-06-01,-26059172.0
2004-07-01,-25794989.0
2004-08-01,-26090477.0
2004-09-01,-26588884.0
2004-10-01,-27448884.0
2004-11-01,-19354500.0
2004-12-01,-19372969.0
2005-01-01,-13503277.0
2005-02-01,-13300499.0
2005-03-01,-15410980.0
2005-04-01,-18472854.0
2005-05-01,-18614062.0
2005-06-01,-18706485.0
2005-07-01,-18706136.0
2005-08-01,-18708486.0
2005-09-01,-18708841.0
2005-10-01,-18738337.0
2005-11-01,-18738724.0
2005-12-01,-18765547.0
2006-01-01,-13934492.0
2006-02-01,-13912507.0
2006-03-01,-14300962.0
2006-04-01,-15749464.0
2006-05-01,-18057751.0
2006-06-01,-18276458.0
2006-07-01,-18276464.0
2006-08-01,-18343764.0
2006-09-01,-18356055.0
2006-10-01,-18780908.0
2006-11-01,-18776986.0
2006-12-01,-18188899.0
2007-01-01,-8248253.0
2007-02-01,-8080255.0
2007-03-01,-12992144.0
2007-04-01,-15822013.0
2007-05-01,-17934709.0
2007-06-01,-17845496.0
2007-07-01,-17845573.0
2007-08-01,-17850149.0
2007-09-01,-17850147.0
2007-10-01,-17850148.0
2007-11-01,-17850148.0
2007-12-01,-17849798.0
2008-01-01,-5057932.0
2008-02-01,-4782263.0
2008-03-01,-10874434.0
2008-04-01,-16205139.0
2008-05-01,-17475918.0
2008-06-01,-17475919.0
2008-07-01,-17525919.0
2008-08-01,-17525919.0
2008-09-01,-17525917.0
2008-10-01,-17525919.0
2008-11-01,-17483674.0
2008-12-01,-17490116.0
2009-01-01,-6510855.0
2009-02-01,-6026363.0
2009-03-01,-9685101.0
2009-04-01,-15847151.0
2009-05-01,-17349866.0
2009-06-01,-17349532.0
2009-07-01,-17349531.0
2009-08-01,-17371857.0
2009-09-01,-17371856.0
2009-10-01,-17371856.0
2009-11-01,-17371859.0
2009-12-01,-17379407.0
2010-01-01,823775.0
2010-02-01,1567070.0
2010-03-01,-7469328.0
2010-04-01,-11934221.0
2010-05-01,-17185455.0
2010-06-01,-17185626.0
2010-07-01,-17185543.0
2010-08-01,-17185631.0
2010-09-01,-17185625.0
2010-10-01,-17185629.0
2010-11-01,-17185630.0
2010-12-01,-17184904.0
2011-01-01,3222850.0
2011-02-01,3514123.0
2011-03-01,-13801383.0
2011-04-01,-15077747.0
2011-05-01,-17083167.0
2011-06-01,-17083167.0
2011-07-01,-17083167.0
2011-08-01,-17083166.0
2011-09-01,-17083167.0
2011-10-01,-17083167.0
2011-11-01,-17083167.0
2011-12-01,-17083154.0
2012-01-01,686689.0
2012-02-01,733993.0
2012-03-01,-9767842.0
2012-04-01,-12864274.0
2012-05-01,-16879450.0
2012-06-01,-16879452.0
2012-07-01,-16879451.0
2012-08-01,-16879377.0
2012-09-01,-16879376.0
2012-10-01,-16879377.0
2012-11-01,-16879377.0
2012-12-01,-16982635.0
2013-01-01,4369166.0
2013-02-01,4576088.0
2013-03-01,-8461844.0
2013-04-01,-16677629.0
2013-05-01,-16677608.0
2013-06-01,-16677307.0
2013-07-01,-16677745.0
2013-08-01,-16677746.0
2013-09-01,-16677692.0
2013-10-01,-16677702.0
2013-11-01,-16766415.0
2013-12-01,-16789312.0
2014-01-01,4877608.0
2014-02-01,5325199.0
2014-03-01,-7726302.0
2014-04-01,-16950594.0
2014-05-01,-16950594.0
2014-06-01,-16951446.0
2014-07-01,-16951446.0
2014-08-01,-16951447.0
2014-09-01,-16951447.0
2014-10-01,-16951446.0
2014-11-01,-16951382.0
2014-12-01,-16951381.0
2015-01-01,4796414.0
2015-02-01,4988457.0
2015-03-01,-6997768.0
2015-04-01,-16064716.0
2015-05-01,-16651438.0
2015-06-01,-15108919.0
2015-07-01,-15108917.0
2015-08-01,-15109194.0
2015-09-01,-15109186.0
2015-10-01,-15109188.0
2015-11-01,-15105800.0
2015-12-01,-15142582.0
2016-01-01,7915406.0
2016-02-01,8149303.0
2016-03-01,-6968596.0
2016-04-01,-14660027.0
2016-05-01,-14699419.0
2016-06-01,-14666382.0
2016-07-01,-14837641.0
2016-08-01,-14747235.0
2016-09-01,-14747213.0
2016-10-01,-14747215.0
2016-11-01,-14000665.0
2016-12-01,-13987336.0
2017-01-01,19852669.0
2017-02-01,20138211.0
2017-03-01,-1387218.0
2017-04-01,-1917456.0
2017-05-01,-2392162.0
2017-06-01,-15088518.0
2017-07-01,-15086820.0
2017-08-01,-15086820.0
2017-09-01,-15088620.0
2017-10-01,-15088496.0
2017-11-01,-15088496.0
2017-12-01,-15088467.0
2018-01-01,33260284.0
2018-02-01,34610346.0
2018-03-01,12765340.0
2018-04-01,12182182.0
2018-05-01,12104037.0
2018-06-01,12031066.0
2018-07-01,12056513.0
2018-08-01,-2213924.0
2018-09-01,-2137029.0
2018-10-01,-2135730.0
2018-11-01,-2049260.0
2018-12-01,-2389154.0
2019-01-01,41496911.0
2019-02-01,43927281.0
2019-03-01,21679932.0
2019-04-01,14228936.0
2019-05-01,-8316231.0
2019-06-01,-8068449.0
2019-07-01,-7929297.0
2019-08-01,-7939540.0
2019-09-01,-8143356.0
2019-10-01,-8155977.0
2019-11-01,-8172220.0
2019-12-01,-8183726.0
2020-01-01,30551694.0
2020-02-01,32136853.0
2020-03-01,11182418.0
2020-04-01,12129359.0
2020-05-01,13615000.0
2020-06-01,2747345.0
2020-07-01,-2496406.0
2020-08-01,-2358375.0
2020-09-01,-1936551.0
2020-10-01,-2357532.0
2020-11-01,-2566955.0
2020-12-01,-1658439.0
2021-01-01,42107604.0
2021-02-01,42704558.0
2021-03-01,-5914402.0
2021-04-01,-5901907.0
2021-05-01,-5676704.0
2021-06-01,-5653057.0
2021-07-01,-5763293.0
2021-08-01,-5749789.0
2021-09-01,-5788363.0
2021-10-01,-6466873.0
2021-11-01,-6702176.0
2021-12-01,-7237192.0
2022-01-01,67090576.0
2022-02-01,68863724.0
2022-03-01,-8998888.0
2022-04-01,-8991147.0
2022-05-01,-8974150.0
2022-06-01,-9119978.0
2022-07-01,-10208332.0
2022-08-01,-10124806.0
2022-09-01,-10102355.0
2022-10-01,-10103754.0
2022-11-01,-10079645.0
2022-12-01,-10081053.0
2023-01-01,359958500.0
2023-02-01,363776845.0
2023-03-01,136725300.0
2023-04-01,72846239.0
2023-05-01,72849925.0
2023-06-01,72888319.0
2023-07-01,70690904.0
2023-08-01,-8838226.0
2023-09-01,-8843360.0
2023-10-01,-8845438.0
2023-11-01,-7182067.0
2023-12-01,-6439397.0
2024-01-01,508878543.0
2024-02-01,509712087.0
2024-03-01,131321550.0
2024-04-01,130076247.0
2024-05-01,119220347.0
2024-06-01,-5355403.0
2024-07-01,-5432435.0
2024-08-01,-5411363.0
2024-09-01,-5410006.0
2024-10-01,-5392046.0
2024-11-01,-5390950.0
2024-12-01,-5067307.0
2025-01-01,483612001.0
2025-02-01,478780099.0
2025-03-01,174578120.0
2025-04-01,2492610.0
2025-05-01,607291.0
2025-06-01,722561.0
2025-07-01,1260996.0
2025-08-01,1312512.0
