Tarih,TP_PB_K29
2000-01-01,1473282.0
2000-02-01,1533843.0
2000-03-01,1592242.0
2000-04-01,1638453.0
2000-05-01,1675841.0
2000-06-01,1809334.0
2000-07-01,1817219.0
2000-08-01,1848347.0
2000-09-01,1920923.0
2000-10-01,1952527.0
2000-11-01,2019825.0
2000-12-01,2284409.0
2001-01-01,2321903.0
2001-02-01,2321640.0
2001-03-01,2433820.0
2001-04-01,2542738.0
2001-05-01,2617903.0
2001-06-01,3005665.0
2001-07-01,2968639.0
2001-08-01,3081309.0
2001-09-01,3339016.0
2001-10-01,3187352.0
2001-11-01,3237284.0
2001-12-01,3104550.0
2002-01-01,3153261.0
2002-02-01,3240747.0
2002-03-01,3426766.0
2002-04-01,3519046.0
2002-05-01,3601816.0
2002-06-01,3722292.0
2002-07-01,6607116.0
2002-08-01,6735743.0
2002-09-01,6797097.0
2002-10-01,6972010.0
2002-11-01,7212275.0
2002-12-01,7482218.0
2003-01-01,7879368.0
2003-02-01,8052642.0
2003-03-01,8471603.0
2003-04-01,8619841.0
2003-05-01,8458520.0
2003-06-01,8266807.0
2003-07-01,8163909.0
2003-08-01,8094228.0
2003-09-01,8076555.0
2003-10-01,8064648.0
2003-11-01,8152864.0
2003-12-01,8192611.0
2004-01-01,8310298.0
2004-02-01,8412009.0
2004-03-01,8509462.0
2004-04-01,8684413.0
2004-05-01,8616536.0
2004-06-01,8487261.0
2004-07-01,7930716.0
2004-08-01,7944680.0
2004-09-01,8142632.0
2004-10-01,8330753.0
2004-11-01,8356776.0
2004-12-01,8363276.0
2005-01-01,8318683.0
2005-02-01,8299844.0
2005-03-01,8238750.0
2005-04-01,8206095.0
2005-05-01,8167703.0
2005-06-01,7983738.0
2005-07-01,7954789.0
2005-08-01,7923233.0
2005-09-01,7342470.0
2005-10-01,7319732.0
2005-11-01,7282975.0
2005-12-01,7199532.0
2006-01-01,7154021.0
2006-02-01,7123632.0
2006-03-01,7096694.0
2006-04-01,7059298.0
2006-05-01,7024051.0
2006-06-01,7026595.0
2006-07-01,7025456.0
2006-08-01,7021610.0
2006-09-01,6991749.0
2006-10-01,8102792.0
2006-11-01,8083331.0
2006-12-01,8356382.0
2007-01-01,8395598.0
2007-02-01,8385335.0
2007-03-01,8389328.0
2007-04-01,8388066.0
2007-05-01,8469988.0
2007-06-01,8491466.0
2007-07-01,8654593.0
2007-08-01,8653461.0
2007-09-01,8629962.0
2007-10-01,8608426.0
2007-11-01,8664744.0
2007-12-01,9100233.0
2008-01-01,9726671.0
2008-02-01,9677319.0
2008-03-01,9665720.0
2008-04-01,9718114.0
2008-05-01,9739325.0
2008-06-01,9978807.0
2008-07-01,10236334.0
2008-08-01,10239794.0
2008-09-01,10314281.0
2008-10-01,10308257.0
2008-11-01,10358010.0
2008-12-01,10669925.0
2009-01-01,10821155.0
2009-02-01,10579931.0
2009-03-01,10586352.0
2009-04-01,10549668.0
2009-05-01,10543297.0
2009-06-01,10579254.0
2009-07-01,10595328.0
2009-08-01,10593518.0
2009-09-01,10600042.0
2009-10-01,10579734.0
2009-11-01,10576321.0
2009-12-01,10715932.0
2010-01-01,10680026.0
2010-02-01,10700766.0
2010-03-01,10649252.0
2010-04-01,10629456.0
2010-05-01,10621206.0
2010-06-01,10640402.0
2010-07-01,10669838.0
2010-08-01,10642592.0
2010-09-01,10615644.0
2010-10-01,10333456.0
2010-11-01,10329453.0
2010-12-01,10788896.0
2011-01-01,10751055.0
2011-02-01,10723541.0
2011-03-01,11159859.0
2011-04-01,11075558.0
2011-05-01,11111329.0
2011-06-01,11037845.0
2011-07-01,11063425.0
2011-08-01,11062615.0
2011-09-01,11157232.0
2011-10-01,11190702.0
2011-11-01,11202073.0
2011-12-01,11389695.0
2012-01-01,11376609.0
2012-02-01,11309959.0
2012-03-01,11263523.0
2012-04-01,11309502.0
2012-05-01,11310018.0
2012-06-01,11261882.0
2012-07-01,11333153.0
2012-08-01,11342255.0
2012-09-01,11273789.0
2012-10-01,11381357.0
2012-11-01,11344258.0
2012-12-01,11781590.0
2013-01-01,11815070.0
2013-02-01,11780965.0
2013-03-01,13227041.0
2013-04-01,13329209.0
2013-05-01,13349552.0
2013-06-01,13690887.0
2013-07-01,12519122.0
2013-08-01,12528529.0
2013-09-01,12502386.0
2013-10-01,12582894.0
2013-11-01,12695693.0
2013-12-01,13336453.0
2014-01-01,14770853.0
2014-02-01,14726558.0
2014-03-01,17918518.0
2014-04-01,17956226.0
2014-05-01,17955639.0
2014-06-01,17562710.0
2014-07-01,17680548.0
2014-08-01,17676538.0
2014-09-01,17682338.0
2014-10-01,17676874.0
2014-11-01,17906454.0
2014-12-01,18541645.0
2015-01-01,18555427.0
2015-02-01,18610273.0
2015-03-01,19636387.0
2015-04-01,19715054.0
2015-05-01,20778971.0
2015-06-01,21460137.0
2015-07-01,21571207.0
2015-08-01,23998327.0
2015-09-01,24668651.0
2015-10-01,24666134.0
2015-11-01,26392236.0
2015-12-01,27074474.0
2016-01-01,27140939.0
2016-02-01,27061683.0
2016-03-01,26990201.0
2016-04-01,26977412.0
2016-05-01,26935235.0
2016-06-01,26845809.0
2016-07-01,26907340.0
2016-08-01,26903323.0
2016-09-01,27317658.0
2016-10-01,27562556.0
2016-11-01,26877259.0
2016-12-01,29188647.0
2017-01-01,31829590.0
2017-02-01,31897273.0
2017-03-01,31986819.0
2017-04-01,31952852.0
2017-05-01,31997317.0
2017-06-01,32005370.0
2017-07-01,32073395.0
2017-08-01,32052559.0
2017-09-01,32032443.0
2017-10-01,32094923.0
2017-11-01,32308283.0
2017-12-01,33396665.0
2018-01-01,33018319.0
2018-02-01,33075846.0
2018-03-01,33133900.0
2018-04-01,33137323.0
2018-05-01,34235337.0
2018-06-01,34319590.0
2018-07-01,34542894.0
2018-08-01,35278623.0
2018-09-01,35945548.0
2018-10-01,37125167.0
2018-11-01,37720283.0
2018-12-01,39891186.0
2019-01-01,48975931.0
2019-02-01,49097964.0
2019-03-01,49385908.0
2019-04-01,49444533.0
2019-05-01,49559571.0
2019-06-01,49514978.0
2019-07-01,49883072.0
2019-08-01,50263090.0
2019-09-01,52153292.0
2019-10-01,52161392.0
2019-11-01,52223907.0
2019-12-01,57337124.0
2020-01-01,57212089.0
2020-02-01,56905612.0
2020-03-01,55705917.0
2020-04-01,51955630.0
2020-05-01,51899700.0
2020-06-01,52177337.0
2020-07-01,51763630.0
2020-08-01,51380446.0
2020-09-01,51289848.0
2020-10-01,51413428.0
2020-11-01,52065177.0
2020-12-01,56357666.0
2021-01-01,56477841.0
2021-02-01,56555391.0
2021-03-01,56437540.0
2021-04-01,56403363.0
2021-05-01,56402966.0
2021-06-01,56421845.0
2021-07-01,56435724.0
2021-08-01,56285391.0
2021-09-01,58058336.0
2021-10-01,58543521.0
2021-11-01,58682902.0
2021-12-01,61262643.0
2022-01-01,61668853.0
2022-02-01,63190955.0
2022-03-01,63805692.0
2022-04-01,65545665.0
2022-05-01,65756357.0
2022-06-01,72384231.0
2022-07-01,73346854.0
2022-08-01,76735840.0
2022-09-01,82438343.0
2022-10-01,84658000.0
2022-11-01,86499673.0
2022-12-01,120433514.0
2023-01-01,123511546.0
2023-02-01,125792059.0
2023-03-01,129736338.0
2023-04-01,137316408.0
2023-05-01,139183007.0
2023-06-01,143934164.0
2023-07-01,146275881.0
2023-08-01,149319338.0
2023-09-01,151268193.0
2023-10-01,154391060.0
2023-11-01,161209202.0
2023-12-01,223505647.0
2024-01-01,229735396.0
2024-02-01,232319284.0
2024-03-01,254414114.0
2024-04-01,271772284.0
2024-05-01,276312780.0
2024-06-01,287624343.0
2024-07-01,292048282.0
2024-08-01,298639276.0
2024-09-01,307449497.0
2024-10-01,311618859.0
2024-11-01,322468235.0
2024-12-01,382852133.0
2025-01-01,387743843.0
2025-02-01,393311605.0
2025-03-01,406991649.0
2025-04-01,413222547.0
2025-05-01,417983953.0
2025-06-01,435435238.0
2025-07-01,444496746.0
2025-08-01,453537620.0
