Tarih,TP_PB_K11
2000-01-01,2290547.0
2000-02-01,2777807.0
2000-03-01,3701323.0
2000-04-01,3646655.0
2000-05-01,4034782.0
2000-06-01,5448284.0
2000-07-01,4668526.0
2000-08-01,5039438.0
2000-09-01,6256567.0
2000-10-01,5825764.0
2000-11-01,5097761.0
2000-12-01,6066639.0
2001-01-01,5600085.0
2001-02-01,4885106.0
2001-03-01,3684053.0
2001-04-01,3120561.0
2001-05-01,1842524.0
2001-06-01,3828744.0
2001-07-01,1615409.0
2001-08-01,1636440.0
2001-09-01,2604084.0
2001-10-01,2541310.0
2001-11-01,2529810.0
2001-12-01,2752654.0
2002-01-01,2016015.0
2002-02-01,1425236.0
2002-03-01,2032975.0
2002-04-01,1829983.0
2002-05-01,1525214.0
2002-06-01,1824596.0
2002-07-01,1815560.0
2002-08-01,2780881.0
2002-09-01,2569838.0
2002-10-01,2265543.0
2002-11-01,1928863.0
2002-12-01,1764275.0
2003-01-01,1884496.0
2003-02-01,1260963.0
2003-03-01,1552600.0
2003-04-01,1070717.0
2003-05-01,1081065.0
2003-06-01,1669606.0
2003-07-01,986060.0
2003-08-01,960500.0
2003-09-01,1206133.0
2003-10-01,1042464.0
2003-11-01,1230028.0
2003-12-01,2356766.0
2004-01-01,1455087.0
2004-02-01,1614324.0
2004-03-01,2288267.0
2004-04-01,1844554.0
2004-05-01,2720634.0
2004-06-01,2841932.0
2004-07-01,2726284.0
2004-08-01,2551666.0
2004-09-01,3065869.0
2004-10-01,2373819.0
2004-11-01,1392348.0
2004-12-01,2449122.0
2005-01-01,1806053.0
2005-02-01,2425105.0
2005-03-01,2723989.0
2005-04-01,1618965.0
2005-05-01,2888903.0
2005-06-01,4385884.0
2005-07-01,3031335.0
2005-08-01,3365708.0
2005-09-01,4496358.0
2005-10-01,2802503.0
2005-11-01,2986123.0
2005-12-01,5075976.0
2006-01-01,3321901.0
2006-02-01,3077627.0
2006-03-01,4817632.0
2006-04-01,3520710.0
2006-05-01,3384245.0
2006-06-01,3194129.0
2006-07-01,3036071.0
2006-08-01,2470117.0
2006-09-01,4057865.0
2006-10-01,1760857.0
2006-11-01,2815882.0
2006-12-01,4836336.0
2007-01-01,3163466.0
2007-02-01,2975296.0
2007-03-01,4649559.0
2007-04-01,1607381.0
2007-05-01,2136690.0
2007-06-01,3298196.0
2007-07-01,2599802.0
2007-08-01,2634935.0
2007-09-01,2161158.0
2007-10-01,2396236.0
2007-11-01,3207243.0
2007-12-01,4426954.0
2008-01-01,2054868.0
2008-02-01,4260147.0
2008-03-01,5142033.0
2008-04-01,3066779.0
2008-05-01,3092572.0
2008-06-01,3855373.0
2008-07-01,2160187.0
2008-08-01,2590886.0
2008-09-01,2497547.0
2008-10-01,1872654.0
2008-11-01,2547994.0
2008-12-01,3130111.0
2009-01-01,1348319.0
2009-02-01,1247458.0
2009-03-01,2894192.0
2009-04-01,2321600.0
2009-05-01,1369869.0
2009-06-01,4975809.0
2009-07-01,2404829.0
2009-08-01,2008508.0
2009-09-01,4410796.0
2009-10-01,3277181.0
2009-11-01,1695758.0
2009-12-01,3939456.0
2010-01-01,1911289.0
2010-02-01,3110920.0
2010-03-01,4816572.0
2010-04-01,2942745.0
2010-05-01,2763810.0
2010-06-01,3781095.0
2010-07-01,2393985.0
2010-08-01,2636583.0
2010-09-01,4538798.0
2010-10-01,5026815.0
2010-11-01,5526911.0
2010-12-01,7779582.0
2011-01-01,4662079.0
2011-02-01,5305189.0
2011-03-01,6848737.0
2011-04-01,6442606.0
2011-05-01,5050896.0
2011-06-01,5282068.0
2011-07-01,4257257.0
2011-08-01,3825432.0
2011-09-01,4922253.0
2011-10-01,7293353.0
2011-11-01,5105713.0
2011-12-01,5699784.0
2012-01-01,6597892.0
2012-02-01,4666383.0
2012-03-01,5788116.0
2012-04-01,7817691.0
2012-05-01,6216456.0
2012-06-01,7432623.0
2012-07-01,6271408.0
2012-08-01,7463484.0
2012-09-01,7758822.0
2012-10-01,5794433.0
2012-11-01,6182201.0
2012-12-01,6129327.0
2013-01-01,7728884.0
2013-02-01,7579801.0
2013-03-01,10722647.0
2013-04-01,6667082.0
2013-05-01,6812907.0
2013-06-01,8790466.0
2013-07-01,10687911.0
2013-08-01,9237914.0
2013-09-01,9994554.0
2013-10-01,9455802.0
2013-11-01,10162839.0
2013-12-01,10253260.0
2014-01-01,13158591.0
2014-02-01,12189029.0
2014-03-01,10500460.0
2014-04-01,13133985.0
2014-05-01,13032414.0
2014-06-01,10152489.0
2014-07-01,12572833.0
2014-08-01,13023555.0
2014-09-01,14544664.0
2014-10-01,16750057.0
2014-11-01,15801211.0
2014-12-01,15339620.0
2015-01-01,14171930.0
2015-02-01,14598893.0
2015-03-01,13037255.0
2015-04-01,14672588.0
2015-05-01,13340118.0
2015-06-01,16871972.0
2015-07-01,15170489.0
2015-08-01,13816162.0
2015-09-01,15258374.0
2015-10-01,14380263.0
2015-11-01,12603584.0
2015-12-01,16779185.0
2016-01-01,13709734.0
2016-02-01,11137453.0
2016-03-01,13187721.0
2016-04-01,9601114.0
2016-05-01,10747779.0
2016-06-01,10510700.0
2016-07-01,10875604.0
2016-08-01,12056044.0
2016-09-01,13083084.0
2016-10-01,11363425.0
2016-11-01,15161803.0
2016-12-01,11135205.0
2017-01-01,10045112.0
2017-02-01,16122186.0
2017-03-01,13165065.0
2017-04-01,17084379.0
2017-05-01,13081539.0
2017-06-01,15654609.0
2017-07-01,17577107.0
2017-08-01,13216183.0
2017-09-01,14608736.0
2017-10-01,14753943.0
2017-11-01,12457975.0
2017-12-01,17231723.0
2018-01-01,14482008.0
2018-02-01,14420276.0
2018-03-01,19790212.0
2018-04-01,25768493.0
2018-05-01,18628377.0
2018-06-01,19909495.0
2018-07-01,19331133.0
2018-08-01,16739890.0
2018-09-01,20454118.0
2018-10-01,18263152.0
2018-11-01,16489721.0
2018-12-01,18467911.0
2019-01-01,19820631.0
2019-02-01,20192749.0
2019-03-01,25205946.0
2019-04-01,21813925.0
2019-05-01,22732264.0
2019-06-01,19872059.0
2019-07-01,28025201.0
2019-08-01,21131908.0
2019-09-01,18338642.0
2019-10-01,21749833.0
2019-11-01,23934095.0
2019-12-01,20343594.0
2020-01-01,18877332.0
2020-02-01,24138047.0
2020-03-01,22491856.0
2020-04-01,25083956.0
2020-05-01,19178253.0
2020-06-01,14061740.0
2020-07-01,17929016.0
2020-08-01,20235820.0
2020-09-01,20911238.0
2020-10-01,22509929.0
2020-11-01,20380090.0
2020-12-01,15980013.0
2021-01-01,17458069.0
2021-02-01,21530188.0
2021-03-01,15809886.0
2021-04-01,17500744.0
2021-05-01,14396722.0
2021-06-01,9279926.0
2021-07-01,12978761.0
2021-08-01,18134993.0
2021-09-01,20120322.0
2021-10-01,20073849.0
2021-11-01,22789446.0
2021-12-01,21139326.0
2022-01-01,15435837.0
2022-02-01,14873316.0
2022-03-01,16669892.0
2022-04-01,24630090.0
2022-05-01,14794932.0
2022-06-01,13411176.0
2022-07-01,17646051.0
2022-08-01,17263432.0
2022-09-01,11574339.0
2022-10-01,17786268.0
2022-11-01,14605184.0
2022-12-01,26946996.0
2023-01-01,29514792.0
2023-02-01,30172152.0
2023-03-01,19952745.0
2023-04-01,28786376.0
2023-05-01,33547425.0
2023-06-01,72133148.0
2023-07-01,84417582.0
2023-08-01,62661805.0
2023-09-01,55430929.0
2023-10-01,52866447.0
2023-11-01,77857906.0
2023-12-01,37807466.0
2024-01-01,33118226.0
2024-02-01,59168395.0
2024-03-01,48456386.0
2024-04-01,65381482.0
2024-05-01,41542219.0
2024-06-01,41613373.0
2024-07-01,35911553.0
2024-08-01,45573198.0
2024-09-01,41387804.0
2024-10-01,30827991.0
2024-11-01,45576219.0
2024-12-01,63936401.0
2025-01-01,50884290.0
2025-02-01,48692478.0
2025-03-01,46619856.0
2025-04-01,70374496.0
2025-05-01,53409256.0
2025-06-01,75932754.0
2025-07-01,66904863.0
2025-08-01,64779714.0
