Tarih,TP_PB_S10
2000-01-01,81425.0
2000-02-01,83523.0
2000-03-01,85183.0
2000-04-01,84374.0
2000-05-01,103416.0
2000-06-01,103315.0
2000-07-01,105109.0
2000-08-01,107932.0
2000-09-01,109544.0
2000-10-01,107533.0
2000-11-01,109381.0
2000-12-01,107194.0
2001-01-01,107937.0
2001-02-01,112282.0
2001-03-01,140502.0
2001-04-01,139112.0
2001-05-01,159819.0
2001-06-01,168880.0
2001-07-01,178465.0
2001-08-01,179030.0
2001-09-01,199202.0
2001-10-01,204577.0
2001-11-01,190856.0
2001-12-01,190719.0
2002-01-01,176820.0
2002-02-01,540937.0
2002-03-01,1433695.0
2002-04-01,1425650.0
2002-05-01,1433397.0
2002-06-01,1451444.0
2002-07-01,1465444.0
2002-08-01,1317501.0
2002-09-01,1320437.0
2002-10-01,411916.0
2002-11-01,390471.0
2002-12-01,1426545.0
2003-01-01,1308283.0
2003-02-01,1301949.0
2003-03-01,687050.0
2003-04-01,667073.0
2003-05-01,649833.0
2003-06-01,652841.0
2003-07-01,653224.0
2003-08-01,642981.0
2003-09-01,642537.0
2003-10-01,636898.0
2003-11-01,648664.0
2003-12-01,569067.0
2004-01-01,562831.0
2004-02-01,562263.0
2004-03-01,560615.0
2004-04-01,554510.0
2004-05-01,564183.0
2004-06-01,562872.0
2004-07-01,573890.0
2004-08-01,560107.0
2004-09-01,564180.0
2004-10-01,558398.0
2004-11-01,577686.0
2004-12-01,636406.0
2005-01-01,626531.0
2005-02-01,625884.0
2005-03-01,675152.0
2005-04-01,454061.0
2005-05-01,443115.0
2005-06-01,462853.0
2005-07-01,464883.0
2005-08-01,474557.0
2005-09-01,470428.0
2005-10-01,465635.0
2005-11-01,460419.0
2005-12-01,249349.0
2006-01-01,251074.0
2006-02-01,245289.0
2006-03-01,254551.0
2006-04-01,254271.0
2006-05-01,303730.0
2006-06-01,291275.0
2006-07-01,278371.0
2006-08-01,273921.0
2006-09-01,278520.0
2006-10-01,270032.0
2006-11-01,276956.0
2006-12-01,267463.0
2007-01-01,267851.0
2007-02-01,273929.0
2007-03-01,259141.0
2007-04-01,261736.0
2007-05-01,250927.0
2007-06-01,247975.0
2007-07-01,267144.0
2007-08-01,360777.0
2007-09-01,344888.0
2007-10-01,232589.0
2007-11-01,237204.0
2007-12-01,231939.0
2008-01-01,369417.0
2008-02-01,378322.0
2008-03-01,382152.0
2008-04-01,374924.0
2008-05-01,363106.0
2008-06-01,366572.0
2008-07-01,354480.0
2008-08-01,344292.0
2008-09-01,190339.0
