Tarih,TP_PB_S22
2000-01-01,262539.0
2000-02-01,257416.0
2000-03-01,286534.0
2000-04-01,282007.0
2000-05-01,252283.0
2000-06-01,248255.0
2000-07-01,250506.0
2000-08-01,246917.0
2000-09-01,225614.0
2000-10-01,229538.0
2000-11-01,182098.0
2000-12-01,151942.0
2001-01-01,158300.0
2001-02-01,182376.0
2001-03-01,176593.0
2001-04-01,174498.0
2001-05-01,154067.0
2001-06-01,161558.0
2001-07-01,151460.0
2001-08-01,140763.0
2001-09-01,102576.0
2001-10-01,110656.0
2001-11-01,114309.0
2001-12-01,37653.0
2002-01-01,37192.0
2002-02-01,22058.0
2002-03-01,31279.0
2002-04-01,38405.0
2002-05-01,35046.0
2002-06-01,17998.0
2002-07-01,17404.0
2002-08-01,15123.0
2002-09-01,14855.0
2002-10-01,16908.0
2002-11-01,23200.0
2002-12-01,2559.0
2003-01-01,6593.0
2003-02-01,10078.0
2003-03-01,3512.0
2003-04-01,12772.0
2003-05-01,15135.0
2003-06-01,17577.0
2003-07-01,17095.0
2003-08-01,18722.0
2003-09-01,9090.0
2003-10-01,10220.0
2003-11-01,12200.0
2003-12-01,8670.0
2004-01-01,13606.0
2004-02-01,15139.0
2004-03-01,3899.0
2004-04-01,2788.0
2004-05-01,3628.0
2004-06-01,7181.0
2004-07-01,7287.0
2004-08-01,13273.0
2004-09-01,10521.0
2004-10-01,2402.0
2004-11-01,28180.0
2004-12-01,59431.0
2005-01-01,66667.0
2005-02-01,70055.0
2005-03-01,57062.0
2005-04-01,67597.0
2005-05-01,53156.0
2005-06-01,54867.0
2005-07-01,55722.0
2005-08-01,53521.0
2005-09-01,22777.0
2005-10-01,50951.0
2005-11-01,43049.0
2005-12-01,57629.0
2006-01-01,74105.0
2006-02-01,64166.0
2006-03-01,38616.0
2006-04-01,33263.0
2006-05-01,119304.0
2006-06-01,126913.0
2006-07-01,104379.0
2006-08-01,86087.0
2006-09-01,66415.0
2006-10-01,39836.0
2006-11-01,38950.0
2006-12-01,61951.0
2007-01-01,76277.0
2007-02-01,75190.0
2007-03-01,42693.0
2007-04-01,56268.0
2007-05-01,44198.0
2007-06-01,35493.0
2007-07-01,24823.0
2007-08-01,24151.0
2007-09-01,33289.0
2007-10-01,39519.0
2007-11-01,38666.0
2007-12-01,37430.0
2008-01-01,38030.0
2008-02-01,30982.0
2008-03-01,27223.0
2008-04-01,30422.0
2008-05-01,40970.0
2008-06-01,22280.0
2008-07-01,29184.0
2008-08-01,33391.0
2008-09-01,22072.0
2008-10-01,88947.0
2008-11-01,31319.0
2008-12-01,51898.0
2009-01-01,58893.0
2009-02-01,49210.0
2009-03-01,58077.0
2009-04-01,66809.0
2009-05-01,51400.0
2009-06-01,52301.0
2009-07-01,67853.0
2009-08-01,71215.0
2009-09-01,69457.0
2009-10-01,57343.0
2009-11-01,44990.0
2009-12-01,126600.0
2010-01-01,109596.0
2010-02-01,94281.0
2010-03-01,78991.0
2010-04-01,61985.0
2010-05-01,42246.0
2010-06-01,45660.0
2010-07-01,63912.0
2010-08-01,52063.0
2010-09-01,66379.0
2010-10-01,56812.0
2010-11-01,45594.0
2010-12-01,106276.0
2011-01-01,57652.0
2011-02-01,55735.0
2011-03-01,86777.0
2011-04-01,78918.0
2011-05-01,66242.0
2011-06-01,70832.0
2011-07-01,83668.0
2011-08-01,137271.0
2011-09-01,85708.0
2011-10-01,78664.0
2011-11-01,45031.0
2011-12-01,56163.0
2012-01-01,27457.0
2012-02-01,55879.0
2012-03-01,60166.0
2012-04-01,44928.0
2012-05-01,91655.0
2012-06-01,56471.0
2012-07-01,54718.0
2012-08-01,88937.0
2012-09-01,49325.0
2012-10-01,53141.0
2012-11-01,53496.0
2012-12-01,178937.0
2013-01-01,160058.0
2013-02-01,159254.0
2013-03-01,106437.0
2013-04-01,200339.0
2013-05-01,205324.0
2013-06-01,107810.0
2013-07-01,133221.0
2013-08-01,168854.0
2013-09-01,132984.0
2013-10-01,138287.0
2013-11-01,125187.0
2013-12-01,170490.0
2014-01-01,176874.0
