Tarih,TP_DT_IH_MIK_D04_2010
2016-03-01,121.8493876206
2016-04-01,118.7480150733
2016-05-01,107.0787746226
2016-06-01,112.8715234415
2016-07-01,97.8797656207
2016-08-01,70.2178743922
2016-09-01,88.7610714345
2016-10-01,119.0899751538
2016-11-01,140.6553689915
2016-12-01,124.8616675744
2017-01-01,92.1545482343
2017-02-01,119.1636348402
2017-03-01,147.0781787816
2017-04-01,137.1043548215
2017-05-01,201.4666412862
2017-06-01,187.6866996792
2017-07-01,117.1451553229
2017-08-01,86.508997244
2017-09-01,90.6370420656
2017-10-01,120.9535377149
2017-11-01,134.4939915228
2017-12-01,131.5950606481
2018-01-01,83.6886021049
2018-02-01,131.0927527546
2018-03-01,142.6728913646
2018-04-01,116.3865290026
2018-05-01,138.6026981428
2018-06-01,130.8633558893
2018-07-01,135.1112369298
2018-08-01,79.063694029
2018-09-01,131.666832799
2018-10-01,146.7284351488
2018-11-01,153.7753722256
2018-12-01,130.3531128067
2019-01-01,129.1312448148
2019-02-01,127.0490047269
2019-03-01,144.4047337113
2019-04-01,146.0130975556
2019-05-01,126.5915774357
2019-06-01,106.5381222047
2019-07-01,151.4001041166
2019-08-01,96.8137713972
2019-09-01,117.8959048686
2019-10-01,110.4438063449
2019-11-01,129.7753119569
2019-12-01,116.9844289461
2020-01-01,101.283057169
2020-02-01,124.8783524117
2020-03-01,86.950222725
2020-04-01,26.4910085251
2020-05-01,53.3593662291
2020-06-01,88.2709503869
2020-07-01,99.4190979245
2020-08-01,71.5031666225
2020-09-01,126.6092325112
2020-10-01,133.0358785823
2020-11-01,147.7712364872
2020-12-01,151.8041290652
2021-01-01,89.1916518762
2021-02-01,112.869525374
2021-03-01,155.3860704127
2021-04-01,95.7826426693
2021-05-01,66.9194740475
2021-06-01,127.2351330573
2021-07-01,97.1617801504
2021-08-01,133.4826365483
2021-09-01,133.4202001624
2021-10-01,140.7257793727
2021-11-01,145.1894330132
2021-12-01,177.6027092411
2022-01-01,111.5657325896
2022-02-01,121.7252345532
2022-03-01,175.8388631167
2022-04-01,185.3149488325
2022-05-01,118.9138223062
2022-06-01,134.0937667822
2022-07-01,115.0716060668
2022-08-01,115.5804599527
2022-09-01,153.9766693783
2022-10-01,189.0861458025
2022-11-01,158.2449723113
2022-12-01,173.472342027
2023-01-01,118.0065745045
2023-02-01,124.6756435852
2023-03-01,174.2604646403
2023-04-01,143.0759447247
2023-05-01,158.1304314415
2023-06-01,145.7202233874
2023-07-01,149.2082488813
2023-08-01,150.908958777
2023-09-01,177.9054593207
2023-10-01,174.6951935749
2023-11-01,214.042268133
2023-12-01,222.7743563658
2024-01-01,148.8499269995
2024-02-01,151.0254636947
2024-03-01,165.5557893004
2024-04-01,126.99752134
2024-05-01,120.615979189
2024-06-01,127.6094655554
2024-07-01,114.3929800982
2024-08-01,119.947643053
2024-09-01,168.9144120129
2024-10-01,154.4946800743
2024-11-01,132.5737086172
2024-12-01,192.1623981724
2025-01-01,129.9149882297
2025-02-01,120.0069398581
2025-03-01,187.3608990539
2025-04-01,151.7170065955
2025-05-01,191.2340594252
2025-06-01,141.2669095687
2025-07-01,205.9664490095
2025-08-01,143.736333301
