Tarih,TP_DT_IH_MIK_D07_2010
2016-03-01,119.4934808577
2016-04-01,96.194595003
2016-05-01,112.6043634937
2016-06-01,115.2496179904
2016-07-01,88.916898127
2016-08-01,101.6790697991
2016-09-01,89.8903378552
2016-10-01,106.6118087747
2016-11-01,103.9810965531
2016-12-01,97.8757631693
2017-01-01,96.6974247883
2017-02-01,105.5934467349
2017-03-01,124.0843829127
2017-04-01,110.1850942821
2017-05-01,109.8107769982
2017-06-01,106.0596092524
2017-07-01,107.9120336651
2017-08-01,109.9115907242
2017-09-01,90.5026822312
2017-10-01,103.0675910559
2017-11-01,107.6947449646
2017-12-01,100.200455399
2018-01-01,92.8259791139
2018-02-01,94.9157601165
2018-03-01,115.8107466956
2018-04-01,102.3197386746
2018-05-01,106.8670483583
2018-06-01,100.8374143196
2018-07-01,108.007222366
2018-08-01,115.3871941657
2018-09-01,122.2155422489
2018-10-01,124.9849242979
2018-11-01,122.8122403831
2018-12-01,109.2025656666
2019-01-01,106.9764158838
2019-02-01,108.099401077
2019-03-01,121.0281868163
2019-04-01,116.1413528583
2019-05-01,136.1872041352
2019-06-01,90.7005247492
2019-07-01,127.5696038345
2019-08-01,111.3801883953
2019-09-01,119.1207645596
2019-10-01,122.8783054055
2019-11-01,117.0124069161
2019-12-01,117.0789235669
2020-01-01,117.4126305675
2020-02-01,114.7876845163
2020-03-01,115.1693570759
2020-04-01,91.2237070542
2020-05-01,98.7508230413
2020-06-01,124.5996362324
2020-07-01,127.4404585879
2020-08-01,108.0373445807
2020-09-01,125.7262030142
2020-10-01,140.387031659
2020-11-01,127.9074578576
2020-12-01,139.6607176111
2021-01-01,123.8516028424
2021-02-01,123.145322259
2021-03-01,150.5181189173
2021-04-01,147.1451200337
2021-05-01,134.1886874982
2021-06-01,152.3536404496
2021-07-01,122.7309696439
2021-08-01,145.2430452057
2021-09-01,155.2313813305
2021-10-01,150.1528327017
2021-11-01,160.6670657419
2021-12-01,159.1743100724
2022-01-01,119.7684220212
2022-02-01,131.4755602384
2022-03-01,156.8922133213
2022-04-01,153.1234915596
2022-05-01,128.0141546898
2022-06-01,158.2776127127
2022-07-01,124.58767087
2022-08-01,144.5859047943
2022-09-01,152.9831716443
2022-10-01,131.214526062
2022-11-01,134.7498504428
2022-12-01,130.8411502103
2023-01-01,115.3727779781
2023-02-01,111.4782227437
2023-03-01,142.6438034234
2023-04-01,113.4984937974
2023-05-01,130.1576074247
2023-06-01,130.3044344419
2023-07-01,118.3851103572
2023-08-01,135.7840866976
2023-09-01,143.9236415471
2023-10-01,145.9316229241
2023-11-01,143.246083459
2023-12-01,137.624279993
2024-01-01,120.5635341854
2024-02-01,128.3810717081
2024-03-01,136.9257797181
2024-04-01,121.5512090872
2024-05-01,150.6223095162
2024-06-01,117.0130027525
2024-07-01,148.3942318906
2024-08-01,143.3091429667
2024-09-01,133.4561660075
2024-10-01,133.9255757742
2024-11-01,132.6515095619
2024-12-01,139.8116052753
2025-01-01,134.27028452
2025-02-01,126.2704482254
2025-03-01,145.9365759528
2025-04-01,129.8104219413
2025-05-01,151.8908456528
2025-06-01,129.0751776976
2025-07-01,158.9108023192
2025-08-01,135.1265318516
