Tarih,TP_DT_IH_MIK_D01_2010
2016-04-01,104.1973788171
2016-05-01,104.5767499803
2016-06-01,110.5273872274
2016-07-01,84.3489167486
2016-08-01,102.2260484703
2016-09-01,94.318394742
2016-10-01,113.1619357004
2016-11-01,113.3864401392
2016-12-01,113.7277173732
2017-01-01,98.9994313726
2017-02-01,106.943654755
2017-03-01,128.2160441395
2017-04-01,113.4992044656
2017-05-01,118.4207124424
2017-06-01,111.6410729462
2017-07-01,107.2293100136
2017-08-01,112.0074694463
2017-09-01,98.6827423934
2017-10-01,118.2906658614
2017-11-01,119.5309130353
2017-12-01,115.6266993181
2018-01-01,101.4939705368
2018-02-01,106.0005350336
2018-03-01,126.5591977281
2018-04-01,112.2561788785
2018-05-01,119.8913061109
2018-06-01,107.3618745723
2018-07-01,117.9612335151
2018-08-01,105.1840131652
2018-09-01,124.7846168533
2018-10-01,137.2832168804
2018-11-01,135.858061124
2018-12-01,121.4820602809
2019-01-01,114.1126772616
2019-02-01,118.5589606927
2019-03-01,135.5255037401
2019-04-01,127.9683087096
2019-05-01,140.4043824149
2019-06-01,95.5676441829
2019-07-01,132.3701561446
2019-08-01,111.1856226855
2019-09-01,129.0218365278
2019-10-01,138.719859632
2019-11-01,136.7468189853
2019-12-01,128.4439572455
2020-01-01,121.8790876984
2020-02-01,123.5096292786
2020-03-01,114.1366753138
2020-04-01,77.2635241357
2020-05-01,87.335437568
2020-06-01,114.9794032986
2020-07-01,125.8758212072
2020-08-01,104.0405167397
2020-09-01,134.9351887916
2020-10-01,146.4207717706
2020-11-01,135.326969494
2020-12-01,145.0771357102
2021-01-01,119.9362039507
2021-02-01,126.3389963907
2021-03-01,150.7452802215
2021-04-01,147.9501923761
2021-05-01,127.8213017786
2021-06-01,151.8093921953
2021-07-01,120.7293942106
2021-08-01,143.3923092788
2021-09-01,156.4631375475
2021-10-01,156.5181230858
2021-11-01,164.5030983172
2021-12-01,169.5967779064
2022-01-01,127.2394985503
2022-02-01,142.4715498057
2022-03-01,160.7010810451
2022-04-01,160.5955213534
2022-05-01,130.4625229147
2022-06-01,158.9364014596
2022-07-01,127.0409446749
2022-08-01,150.3428548769
2022-09-01,163.2241706167
2022-10-01,154.7736541036
2022-11-01,156.7234444708
2022-12-01,161.4914993946
2023-01-01,132.7004670785
2023-02-01,126.691487086
2023-03-01,162.9935843525
2023-04-01,132.72659781
2023-05-01,150.6038163936
2023-06-01,143.8440547173
2023-07-01,137.9784277715
2023-08-01,152.9894854702
2023-09-01,160.6431632729
2023-10-01,164.8995606605
2023-11-01,163.6913461155
2023-12-01,166.0018904071
2024-01-01,140.1043099226
2024-02-01,149.5074123585
2024-03-01,157.855984724
2024-04-01,134.5377757032
2024-05-01,167.3987318119
2024-06-01,130.4361459221
2024-07-01,154.1116609982
2024-08-01,149.634251721
2024-09-01,152.1484112394
2024-10-01,162.3874321066
2024-11-01,155.7849404087
2024-12-01,166.4494652951
2025-01-01,148.2367709683
2025-02-01,143.4012823033
2025-03-01,160.2972473357
2025-04-01,140.4751063827
2025-05-01,166.6284571998
2025-06-01,136.9795556244
2025-07-01,163.3368385033
2025-08-01,142.4299994647
