Tarih,TP_DT_IT_MIK_D15_2010
2016-03-01,111.7214108801
2016-04-01,99.6257856153
2016-05-01,103.7310170442
2016-06-01,112.5023403142
2016-07-01,77.923264629
2016-08-01,88.0761877588
2016-09-01,85.9389348351
2016-10-01,92.9999593162
2016-11-01,97.0729236991
2016-12-01,83.8058434484
2017-01-01,76.340969128
2017-02-01,87.8255584823
2017-03-01,120.3555935424
2017-04-01,120.6616710964
2017-05-01,111.2681960596
2017-06-01,91.838080709
2017-07-01,101.5547045746
2017-08-01,91.8836021902
2017-09-01,102.0499458369
2017-10-01,107.282839572
2017-11-01,93.3727655545
2017-12-01,85.3874186786
2018-01-01,83.3067432388
2018-02-01,101.4688038632
2018-03-01,123.2473471809
2018-04-01,107.9302292867
2018-05-01,127.2051303724
2018-06-01,98.3377726542
2018-07-01,96.7513608644
2018-08-01,72.1553940971
2018-09-01,71.6614489237
2018-10-01,74.9265975448
2018-11-01,72.0904900228
2018-12-01,92.2802304324
2019-01-01,91.5176409118
2019-02-01,94.8790875974
2019-03-01,110.9722616559
2019-04-01,95.6789857966
2019-05-01,99.7228429525
2019-06-01,85.6973829518
2019-07-01,111.6518978037
2019-08-01,84.267055162
2019-09-01,104.5822819178
2019-10-01,107.3750761256
2019-11-01,94.4727966588
2019-12-01,103.9197740303
2020-01-01,94.5635301964
2020-02-01,84.8339788717
2020-03-01,84.9888628652
2020-04-01,44.6350248258
2020-05-01,51.8820454288
2020-06-01,84.0722631167
2020-07-01,76.9884721323
2020-08-01,66.4404384237
2020-09-01,77.1427760693
2020-10-01,79.7878564688
2020-11-01,83.8726183065
2020-12-01,89.9327123729
2021-01-01,74.6348443416
2021-02-01,97.4017589414
2021-03-01,109.2812567087
2021-04-01,89.2942897972
2021-05-01,82.0525775952
2021-06-01,87.9345673403
2021-07-01,77.6467582701
2021-08-01,94.145519555
2021-09-01,101.6903874891
2021-10-01,98.5262475463
2021-11-01,100.2610326571
2021-12-01,92.4388928016
2022-01-01,82.4808180781
2022-02-01,96.030940327
2022-03-01,118.0919259794
2022-04-01,104.9826918372
2022-05-01,114.4981647013
2022-06-01,122.326595673
2022-07-01,102.3227986782
2022-08-01,121.5691057143
2022-09-01,119.11912097
2022-10-01,105.2650540526
2022-11-01,114.1251412512
2022-12-01,133.7210907143
2023-01-01,119.1311655217
2023-02-01,129.4624534273
2023-03-01,161.302949572
2023-04-01,124.7123146484
2023-05-01,155.700777638
2023-06-01,119.9348670723
2023-07-01,147.9304645917
2023-08-01,118.9921024555
2023-09-01,128.6004303335
2023-10-01,214.7084884982
2023-11-01,234.8068771828
2023-12-01,123.4030376097
2024-01-01,115.9148282189
2024-02-01,178.982374946
2024-03-01,247.1228253701
2024-04-01,286.2801075782
2024-05-01,236.7591909118
2024-06-01,130.4524557649
2024-07-01,171.6389655805
2024-08-01,172.2039231158
2024-09-01,197.2525702382
2024-10-01,240.6655851834
2024-11-01,270.8780332149
2024-12-01,217.7586951512
2025-01-01,114.8533327143
2025-02-01,147.8060677307
2025-03-01,208.0946356656
2025-04-01,197.7356702935
2025-05-01,234.6059971714
2025-06-01,133.200086803
2025-07-01,139.2454260169
2025-08-01,112.642205749
