Tarih,TP_DT_IT_MIK_D06_2010
2016-03-01,113.0686604057
2016-04-01,106.0939459045
2016-05-01,109.40926625
2016-06-01,120.0854868781
2016-07-01,91.9110466799
2016-08-01,104.934218759
2016-09-01,97.1159842791
2016-10-01,101.6071058725
2016-11-01,100.4913234549
2016-12-01,117.5713545868
2017-01-01,101.9147816293
2017-02-01,101.2084787103
2017-03-01,127.8471040094
2017-04-01,112.086251496
2017-05-01,140.8729462137
2017-06-01,132.2247262797
2017-07-01,153.4611966504
2017-08-01,121.4192049379
2017-09-01,132.4803975151
2017-10-01,126.9067019867
2017-11-01,114.1784874732
2017-12-01,131.7901782013
2018-01-01,144.0187010467
2018-02-01,117.0939995543
2018-03-01,137.1250830574
2018-04-01,131.0654393231
2018-05-01,147.7126334269
2018-06-01,110.1101842472
2018-07-01,120.1781528634
2018-08-01,87.4764341901
2018-09-01,102.2781005039
2018-10-01,91.1013477219
2018-11-01,92.4072878149
2018-12-01,88.980660738
2019-01-01,100.0911040201
2019-02-01,98.7281830123
2019-03-01,113.3657681831
2019-04-01,114.6911018124
2019-05-01,117.2059169893
2019-06-01,96.4402887493
2019-07-01,121.9752623046
2019-08-01,107.0556119927
2019-09-01,113.584119173
2019-10-01,122.8450562059
2019-11-01,123.4228535766
2019-12-01,131.7988075847
2020-01-01,133.074682806
2020-02-01,122.4358035852
2020-03-01,130.0100204041
2020-04-01,99.3466929593
2020-05-01,111.303861238
2020-06-01,129.5404753935
2020-07-01,125.5914155901
2020-08-01,153.6510631352
2020-09-01,147.197191763
2020-10-01,126.3292824505
2020-11-01,136.7496277358
2020-12-01,140.67316218
2021-01-01,113.6243898644
2021-02-01,110.3315593519
2021-03-01,122.8156702022
2021-04-01,119.6066078146
2021-05-01,119.2657551246
2021-06-01,116.9800467318
2021-07-01,98.2038349421
2021-08-01,111.7365480635
2021-09-01,114.8240764897
2021-10-01,104.3362413651
2021-11-01,127.4608346846
2021-12-01,134.3385210313
2022-01-01,120.9726045353
2022-02-01,129.9429509746
2022-03-01,141.0080308596
2022-04-01,125.2382575387
2022-05-01,132.8149110369
2022-06-01,141.5185929243
2022-07-01,134.3154114805
2022-08-01,149.3229758472
2022-09-01,154.0059981688
2022-10-01,146.8515377171
2022-11-01,147.6914761099
2022-12-01,151.0844019053
2023-01-01,175.1802887352
2023-02-01,159.6258694873
2023-03-01,150.6591932746
2023-04-01,136.1540108146
2023-05-01,178.6329677691
2023-06-01,129.5317053773
2023-07-01,162.7890062783
2023-08-01,160.3254682645
2023-09-01,136.0448087409
2023-10-01,139.1550295794
2023-11-01,133.3573463235
2023-12-01,117.9578171954
2024-01-01,110.0257228429
2024-02-01,116.0713692866
2024-03-01,134.4355316113
2024-04-01,130.4143594888
2024-05-01,135.3050204774
2024-06-01,111.1482686571
2024-07-01,130.6760609406
2024-08-01,119.0162464319
2024-09-01,114.1842652645
2024-10-01,132.4091738846
2024-11-01,125.3287099994
2024-12-01,132.4520689872
2025-01-01,128.0977739851
2025-02-01,124.6964602284
2025-03-01,120.7253726578
2025-04-01,143.7719900782
2025-05-01,138.5323867532
2025-06-01,118.3523218796
2025-07-01,126.7490913556
2025-08-01,107.4094752569
