Tarih,TP_UR_S13
2000-01-01,751.0
2000-02-01,1163.0
2000-03-01,1262.0
2000-04-01,1349.0
2000-05-01,2037.0
2000-06-01,2169.0
2000-07-01,1850.0
2000-08-01,1917.0
2000-09-01,2309.0
2000-10-01,2541.0
2000-11-01,2251.0
2000-12-01,998.0
2001-01-01,850.0
2001-02-01,940.0
2001-03-01,380.0
2001-04-01,293.0
2001-05-01,352.0
2001-06-01,344.0
2001-07-01,333.0
2001-08-01,734.0
2001-09-01,735.0
2001-10-01,578.0
2001-11-01,692.0
2001-12-01,255.0
2002-01-01,159.0
2002-02-01,222.0
2002-03-01,391.0
2002-04-01,456.0
2002-05-01,456.0
2002-06-01,551.0
2002-07-01,460.0
2002-08-01,558.0
2002-09-01,748.0
2002-10-01,888.0
2002-11-01,666.0
2002-12-01,584.0
2003-01-01,372.0
2003-02-01,513.0
2003-03-01,592.0
2003-04-01,743.0
2003-05-01,724.0
2003-06-01,777.0
2003-07-01,1425.0
2003-08-01,1097.0
2003-09-01,1720.0
2003-10-01,1941.0
2003-11-01,1474.0
2003-12-01,2246.0
2004-01-01,1717.0
2004-02-01,1746.0
2004-03-01,1620.0
2004-04-01,2110.0
2004-05-01,2402.0
2004-06-01,2430.0
2004-07-01,2967.0
2004-08-01,2540.0
2004-09-01,3714.0
2004-10-01,1885.0
2004-11-01,2524.0
2004-12-01,2333.0
2005-01-01,1722.0
2005-02-01,2275.0
2005-03-01,2624.0
2005-04-01,2502.0
2005-05-01,2064.0
2005-06-01,2400.0
2005-07-01,1950.0
2005-08-01,2064.0
2005-09-01,2464.0
2005-10-01,2124.0
2005-11-01,1802.0
2005-12-01,2171.0
2006-01-01,1474.0
2006-02-01,1538.0
2006-03-01,1508.0
2006-04-01,877.0
2006-05-01,1118.0
2006-06-01,1998.0
2006-07-01,1442.0
2006-08-01,1531.0
2006-09-01,2400.0
2006-10-01,2128.0
2006-11-01,2319.0
2006-12-01,2395.0
2007-01-01,1185.0
2007-02-01,1491.0
2007-03-01,1852.0
2007-04-01,1775.0
2007-05-01,1936.0
2007-06-01,1937.0
2007-07-01,1582.0
2007-08-01,1509.0
2007-09-01,1636.0
2007-10-01,1736.0
2007-11-01,2556.0
2007-12-01,2804.0
2008-01-01,1280.0
2008-02-01,1584.0
2008-03-01,1972.0
2008-04-01,2341.0
2008-05-01,2276.0
2008-06-01,2501.0
2008-07-01,1690.0
2008-08-01,1285.0
2008-09-01,1670.0
2008-10-01,2099.0
2008-11-01,1539.0
2008-12-01,886.0
2009-01-01,469.0
2009-02-01,621.0
2009-03-01,672.0
2009-04-01,974.0
2009-05-01,1362.0
2009-06-01,1506.0
2009-07-01,733.0
2009-08-01,535.0
2009-09-01,1219.0
2009-10-01,1155.0
2009-11-01,1154.0
2009-12-01,1429.0
2010-01-01,824.0
2010-02-01,953.0
2010-03-01,1163.0
2010-04-01,1014.0
2010-05-01,1159.0
2010-06-01,1760.0
2010-07-01,1337.0
2010-08-01,1340.0
2010-09-01,1608.0
2010-10-01,2070.0
2010-11-01,1832.0
2010-12-01,1918.0
2011-01-01,1505.0
2011-02-01,1458.0
2011-03-01,1551.0
2011-04-01,1673.0
2011-05-01,1926.0
2011-06-01,1880.0
2011-07-01,2015.0
2011-08-01,1187.0
2011-09-01,1937.0
2011-10-01,1994.0
2011-11-01,2352.0
2011-12-01,2997.0
2012-01-01,1948.0
2012-02-01,2054.0
2012-03-01,2598.0
2012-04-01,2126.0
2012-05-01,2091.0
2012-06-01,2728.0
2012-07-01,2982.0
2012-08-01,748.0
2012-09-01,2875.0
2012-10-01,2460.0
2012-11-01,3665.0
2012-12-01,3060.0
2013-01-01,3278.0
2013-02-01,3124.0
2013-03-01,3291.0
2013-04-01,2851.0
2013-05-01,2864.0
2013-06-01,3718.0
2013-07-01,3757.0
2013-08-01,1336.0
2013-09-01,4122.0
2013-10-01,3201.0
2013-11-01,4346.0
2013-12-01,1862.0
2014-01-01,1537.0
2014-02-01,1754.0
2014-03-01,2762.0
2014-04-01,3015.0
2014-05-01,3192.0
2014-06-01,3006.0
2014-07-01,3157.0
2014-08-01,2061.0
2014-09-01,3656.0
2014-10-01,3331.0
2014-11-01,3857.0
2014-12-01,4092.0
2015-01-01,3954.0
2015-02-01,5058.0
2015-03-01,7301.0
2015-04-01,7816.0
2015-05-01,4832.0
2015-06-01,3650.0
2015-07-01,4393.0
2015-08-01,3009.0
2015-09-01,1383.0
2015-10-01,1980.0
2015-11-01,1689.0
2015-12-01,2013.0
2016-01-01,1390.0
2016-02-01,1388.0
2016-03-01,1400.0
2016-04-01,1691.0
2016-05-01,6610.0
2016-06-01,6310.0
2016-07-01,4975.0
2016-08-01,2606.0
2016-09-01,3991.0
2016-10-01,5050.0
2016-11-01,4770.0
2016-12-01,4239.0
2017-01-01,3582.0
2017-02-01,3791.0
2017-03-01,4765.0
