Tarih,TP_UR_S08
2000-01-01,13938.0
2000-02-01,20697.0
2000-03-01,20006.0
2000-04-01,23811.0
2000-05-01,31100.0
2000-06-01,32423.0
2000-07-01,30628.0
2000-08-01,19987.0
2000-09-01,29774.0
2000-10-01,31705.0
2000-11-01,29275.0
2000-12-01,14132.0
2001-01-01,12910.0
2001-02-01,15098.0
2001-03-01,13886.0
2001-04-01,20694.0
2001-05-01,18512.0
2001-06-01,17667.0
2001-07-01,13537.0
2001-08-01,9595.0
2001-09-01,18494.0
2001-10-01,12565.0
2001-11-01,13691.0
2001-12-01,8694.0
2002-01-01,12194.0
2002-02-01,12641.0
2002-03-01,19486.0
2002-04-01,17301.0
2002-05-01,18062.0
2002-06-01,17002.0
2002-07-01,18245.0
2002-08-01,7201.0
2002-09-01,21439.0
2002-10-01,21760.0
2002-11-01,21090.0
2002-12-01,17777.0
2003-01-01,17093.0
2003-02-01,15864.0
2003-03-01,21180.0
2003-04-01,21893.0
2003-05-01,25375.0
2003-06-01,26871.0
2003-07-01,25450.0
2003-08-01,12709.0
2003-09-01,27902.0
2003-10-01,32127.0
2003-11-01,27088.0
2003-12-01,40564.0
2004-01-01,33281.0
2004-02-01,26964.0
2004-03-01,38822.0
2004-04-01,40749.0
2004-05-01,41717.0
2004-06-01,45421.0
2004-07-01,43910.0
2004-08-01,21572.0
2004-09-01,41731.0
2004-10-01,39293.0
2004-11-01,39725.0
2004-12-01,33967.0
2005-01-01,27235.0
2005-02-01,33627.0
2005-03-01,42188.0
2005-04-01,39624.0
2005-05-01,44512.0
2005-06-01,45150.0
2005-07-01,38164.0
2005-08-01,22864.0
2005-09-01,46396.0
2005-10-01,42293.0
2005-11-01,33855.0
2005-12-01,37755.0
2006-01-01,29354.0
2006-02-01,38457.0
2006-03-01,51833.0
2006-04-01,48387.0
2006-05-01,53465.0
2006-06-01,55298.0
2006-07-01,52337.0
2006-08-01,18315.0
2006-09-01,53465.0
2006-10-01,45542.0
2006-11-01,53710.0
2006-12-01,45519.0
2007-01-01,40533.0
2007-02-01,45415.0
2007-03-01,53909.0
2007-04-01,53228.0
2007-05-01,62129.0
2007-06-01,59902.0
2007-07-01,56273.0
2007-08-01,23614.0
2007-09-01,55818.0
2007-10-01,59463.0
2007-11-01,68608.0
2007-12-01,55991.0
2008-01-01,61507.0
2008-02-01,60868.0
2008-03-01,64973.0
2008-04-01,65610.0
2008-05-01,63931.0
2008-06-01,63118.0
2008-07-01,67891.0
2008-08-01,21342.0
2008-09-01,55089.0
2008-10-01,45057.0
2008-11-01,31681.0
2008-12-01,20500.0
2009-01-01,23838.0
2009-02-01,30192.0
2009-03-01,37125.0
2009-04-01,48566.0
2009-05-01,52631.0
2009-06-01,53577.0
2009-07-01,54873.0
2009-08-01,23805.0
2009-09-01,50320.0
2009-10-01,45452.0
2009-11-01,41635.0
2009-12-01,48917.0
2010-01-01,46810.0
2010-02-01,46365.0
2010-03-01,55755.0
2010-04-01,51459.0
2010-05-01,57433.0
2010-06-01,54660.0
2010-07-01,47516.0
2010-08-01,29192.0
2010-09-01,54046.0
2010-10-01,58059.0
2010-11-01,45453.0
2010-12-01,56646.0
2011-01-01,51461.0
2011-02-01,54462.0
2011-03-01,62873.0
2011-04-01,54096.0
2011-05-01,54197.0
2011-06-01,58694.0
2011-07-01,57395.0
2011-08-01,26132.0
2011-09-01,57427.0
2011-10-01,60172.0
2011-11-01,51759.0
2011-12-01,51066.0
2012-01-01,45703.0
2012-02-01,53515.0
2012-03-01,55261.0
2012-04-01,48800.0
2012-05-01,55662.0
2012-06-01,49982.0
2012-07-01,43819.0
2012-08-01,21157.0
2012-09-01,54295.0
2012-10-01,51226.0
2012-11-01,53168.0
2012-12-01,44708.0
2013-01-01,40071.0
2013-02-01,48821.0
2013-03-01,53534.0
2013-04-01,51211.0
2013-05-01,54157.0
2013-06-01,55989.0
2013-07-01,65411.0
2013-08-01,30137.0
2013-09-01,65199.0
