Tarih,TP_UR_S08
2013-10-01,51984.0
2013-11-01,66155.0
2013-12-01,50935.0
2014-01-01,52006.0
2014-02-01,53250.0
2014-03-01,61203.0
2014-04-01,63761.0
2014-05-01,63658.0
2014-06-01,67013.0
2014-07-01,61151.0
2014-08-01,37330.0
2014-09-01,72120.0
2014-10-01,62001.0
2014-11-01,69466.0
2014-12-01,70480.0
2015-01-01,60414.0
2015-02-01,65238.0
2015-03-01,72781.0
2015-04-01,67277.0
2015-05-01,52339.0
2015-06-01,73928.0
2015-07-01,62465.0
2015-08-01,45210.0
2015-09-01,66572.0
2015-10-01,77243.0
2015-11-01,72872.0
2015-12-01,74688.0
2016-01-01,58205.0
2016-02-01,72740.0
2016-03-01,77051.0
2016-04-01,74625.0
2016-05-01,76570.0
2016-06-01,82175.0
2016-07-01,69030.0
2016-08-01,52296.0
2016-09-01,78439.0
2016-10-01,98008.0
2016-11-01,104737.0
2016-12-01,106963.0
2017-01-01,93683.0
2017-02-01,97129.0
2017-03-01,109443.0
2017-04-01,101839.0
2017-05-01,104653.0
2017-06-01,94839.0
2017-07-01,97985.0
2017-08-01,50453.0
2017-09-01,88952.0
2017-10-01,102404.0
2017-11-01,106487.0
2017-12-01,72993.0
2018-01-01,85368.0
2018-02-01,94113.0
2018-03-01,105687.0
2018-04-01,90789.0
2018-05-01,95677.0
2018-06-01,85635.0
2018-07-01,96511.0
2018-08-01,29289.0
2018-09-01,86395.0
2018-10-01,89151.0
2018-11-01,85666.0
2018-12-01,82157.0
2019-01-01,71397.0
2019-02-01,80077.0
2019-03-01,87348.0
2019-04-01,83459.0
2019-05-01,96345.0
2019-06-01,74074.0
2019-07-01,86235.0
2019-08-01,31287.0
2019-09-01,90359.0
2019-10-01,93575.0
2019-11-01,93495.0
2019-12-01,94991.0
2020-01-01,75396.0
2020-02-01,87589.0
2020-03-01,72093.0
2020-04-01,9661.0
2020-05-01,43264.0
2020-06-01,74264.0
2020-07-01,77706.0
2020-08-01,45211.0
2020-09-01,90447.0
2020-10-01,95915.0
2020-11-01,91067.0
2020-12-01,92300.0
2021-01-01,68777.0
2021-02-01,68105.0
2021-03-01,74995.0
2021-04-01,76334.0
2021-05-01,66976.0
2021-06-01,62441.0
2021-07-01,33529.0
2021-08-01,59539.0
2021-09-01,59335.0
2021-10-01,64637.0
2021-11-01,70974.0
2021-12-01,76570.0
2022-01-01,47778.0
2022-02-01,61544.0
2022-03-01,57041.0
2022-04-01,62837.0
2022-05-01,67162.0
2022-06-01,86585.0
2022-07-01,50795.0
2022-08-01,62560.0
2022-09-01,74704.0
2022-10-01,62363.0
2022-11-01,83999.0
2022-12-01,93521.0
2023-01-01,70723.0
2023-02-01,63751.0
2023-03-01,87577.0
2023-04-01,73637.0
2023-05-01,90739.0
2023-06-01,75974.0
2023-07-01,88214.0
2023-08-01,49300.0
2023-09-01,87902.0
2023-10-01,91511.0
2023-11-01,96922.0
2023-12-01,76416.0
2024-01-01,67059.0
2024-02-01,83955.0
2024-03-01,87260.0
2024-04-01,61835.0
2024-05-01,91823.0
2024-06-01,68811.0
2024-07-01,81434.0
2024-08-01,29398.0
2024-09-01,85573.0
2024-10-01,85155.0
2024-11-01,80058.0
2024-12-01,82152.0
2025-01-01,67795.0
2025-02-01,74453.0
2025-03-01,79423.0
2025-04-01,74450.0
2025-05-01,79806.0
2025-06-01,63918.0
2025-07-01,82346.0
2025-08-01,43035.0
2025-09-01,72971.0
