Tarih,TP_UR_S11
2018-07-01,38482.0
2018-08-01,14325.0
2018-09-01,38197.0
2018-10-01,33698.0
2018-11-01,35072.0
2018-12-01,32835.0
2019-01-01,31118.0
2019-02-01,31525.0
2019-03-01,36491.0
2019-04-01,37200.0
2019-05-01,33727.0
2019-06-01,29074.0
2019-07-01,37533.0
2019-08-01,15989.0
2019-09-01,36540.0
2019-10-01,30152.0
2019-11-01,34371.0
2019-12-01,32526.0
2020-01-01,28197.0
2020-02-01,32255.0
2020-03-01,24370.0
2020-04-01,951.0
2020-05-01,14768.0
2020-06-01,22160.0
2020-07-01,31749.0
2020-08-01,24252.0
2020-09-01,42481.0
2020-10-01,45758.0
2020-11-01,43360.0
2020-12-01,47881.0
2021-01-01,30611.0
2021-02-01,39864.0
2021-03-01,38290.0
2021-04-01,23324.0
2021-05-01,12718.0
2021-06-01,37661.0
2021-07-01,25508.0
2021-08-01,38719.0
2021-09-01,39591.0
2021-10-01,34289.0
2021-11-01,34093.0
2021-12-01,45281.0
2022-01-01,35038.0
2022-02-01,36296.0
2022-03-01,38008.0
2022-04-01,35697.0
2022-05-01,30073.0
2022-06-01,38866.0
2022-07-01,32966.0
2022-08-01,22822.0
2022-09-01,44741.0
2022-10-01,43256.0
2022-11-01,39905.0
2022-12-01,38920.0
2023-01-01,32089.0
2023-02-01,38378.0
2023-03-01,43312.0
2023-04-01,29361.0
2023-05-01,34653.0
2023-06-01,32829.0
2023-07-01,36708.0
2023-08-01,15254.0
2023-09-01,31857.0
2023-10-01,35151.0
2023-11-01,33286.0
2023-12-01,34093.0
2024-01-01,33507.0
2024-02-01,38689.0
2024-03-01,40140.0
2024-04-01,28630.0
2024-05-01,30125.0
2024-06-01,23094.0
2024-07-01,25603.0
2024-08-01,16917.0
2024-09-01,26802.0
2024-10-01,25205.0
2024-11-01,26276.0
2024-12-01,30108.0
2025-01-01,28371.0
2025-02-01,29758.0
2025-03-01,31269.0
2025-04-01,32516.0
2025-05-01,38863.0
2025-06-01,30142.0
2025-07-01,32218.0
2025-08-01,21307.0
2025-09-01,36734.0
