Tarih,TP_UR_S11
2000-01-01,2356.0
2000-02-01,3919.0
2000-03-01,4339.0
2000-04-01,4891.0
2000-05-01,5584.0
2000-06-01,6108.0
2000-07-01,4343.0
2000-08-01,5049.0
2000-09-01,8121.0
2000-10-01,8674.0
2000-11-01,10059.0
2000-12-01,5364.0
2001-01-01,6223.0
2001-02-01,6156.0
2001-03-01,5630.0
2001-04-01,5676.0
2001-05-01,6268.0
2001-06-01,6635.0
2001-07-01,5894.0
2001-08-01,5628.0
2001-09-01,8794.0
2001-10-01,6495.0
2001-11-01,6906.0
2001-12-01,6367.0
2002-01-01,4239.0
2002-02-01,5811.0
2002-03-01,8047.0
2002-04-01,8869.0
2002-05-01,9265.0
2002-06-01,10174.0
2002-07-01,8848.0
2002-08-01,5982.0
2002-09-01,11835.0
2002-10-01,13289.0
2002-11-01,15855.0
2002-12-01,14658.0
2003-01-01,11996.0
2003-02-01,11528.0
2003-03-01,14590.0
2003-04-01,15559.0
2003-05-01,15787.0
2003-06-01,17500.0
2003-07-01,19892.0
2003-08-01,8933.0
2003-09-01,17646.0
2003-10-01,19011.0
2003-11-01,18427.0
2003-12-01,24737.0
2004-01-01,17556.0
2004-02-01,16492.0
2004-03-01,24832.0
2004-04-01,27151.0
2004-05-01,29522.0
2004-06-01,28648.0
2004-07-01,29970.0
2004-08-01,16353.0
2004-09-01,28620.0
2004-10-01,26110.0
2004-11-01,25764.0
2004-12-01,30545.0
2005-01-01,22480.0
2005-02-01,27462.0
2005-03-01,29614.0
2005-04-01,29475.0
2005-05-01,32435.0
2005-06-01,31943.0
2005-07-01,25688.0
2005-08-01,23431.0
2005-09-01,32153.0
2005-10-01,31557.0
2005-11-01,30136.0
2005-12-01,33511.0
2006-01-01,23829.0
2006-02-01,31093.0
2006-03-01,34542.0
2006-04-01,28539.0
2006-05-01,34786.0
2006-06-01,36067.0
2006-07-01,34008.0
2006-08-01,17427.0
2006-09-01,32628.0
2006-10-01,29078.0
2006-11-01,34547.0
2006-12-01,33318.0
2007-01-01,27698.0
2007-02-01,30316.0
2007-03-01,33662.0
2007-04-01,30391.0
2007-05-01,33522.0
2007-06-01,34077.0
2007-07-01,30557.0
2007-08-01,19925.0
2007-09-01,35956.0
2007-10-01,35141.0
2007-11-01,41854.0
2007-12-01,38638.0
2008-01-01,46631.0
2008-02-01,45928.0
2008-03-01,52696.0
2008-04-01,48092.0
2008-05-01,52552.0
2008-06-01,46774.0
2008-07-01,41374.0
2008-08-01,15965.0
2008-09-01,36122.0
2008-10-01,28366.0
2008-11-01,21656.0
2008-12-01,13278.0
2009-01-01,13519.0
2009-02-01,13160.0
2009-03-01,19944.0
2009-04-01,25081.0
2009-05-01,32227.0
2009-06-01,32145.0
2009-07-01,29417.0
2009-08-01,23407.0
2009-09-01,32963.0
2009-10-01,34633.0
2009-11-01,32228.0
2009-12-01,41320.0
2010-01-01,27990.0
2010-02-01,33895.0
2010-03-01,39546.0
2010-04-01,35118.0
2010-05-01,37093.0
2010-06-01,42097.0
2010-07-01,29213.0
2010-08-01,26984.0
2010-09-01,37726.0
2010-10-01,45076.0
2010-11-01,38816.0
2010-12-01,48854.0
2011-01-01,35921.0
2011-02-01,40025.0
2011-03-01,44411.0
2011-04-01,43630.0
2011-05-01,43570.0
2011-06-01,44569.0
2011-07-01,45107.0
2011-08-01,19363.0
2011-09-01,39703.0
2011-10-01,37770.0
2011-11-01,39238.0
2011-12-01,45803.0
2012-01-01,34122.0
2012-02-01,35643.0
2012-03-01,40656.0
2012-04-01,33819.0
2012-05-01,37943.0
2012-06-01,38702.0
2012-07-01,42217.0
2012-08-01,12110.0
2012-09-01,38868.0
2012-10-01,33973.0
2012-11-01,41472.0
2012-12-01,37108.0
2013-01-01,37203.0
2013-02-01,38023.0
2013-03-01,39136.0
2013-04-01,35671.0
2013-05-01,36020.0
2013-06-01,38104.0
2013-07-01,39002.0
2013-08-01,13026.0
2013-09-01,38111.0
2013-10-01,30094.0
2013-11-01,39484.0
2013-12-01,26682.0
2014-01-01,18388.0
2014-02-01,24832.0
2014-03-01,29849.0
2014-04-01,28684.0
2014-05-01,31019.0
2014-06-01,34087.0
2014-07-01,30554.0
2014-08-01,14698.0
2014-09-01,36265.0
2014-10-01,32052.0
2014-11-01,35921.0
2014-12-01,41540.0
2015-01-01,34292.0
2015-02-01,35062.0
2015-03-01,38605.0
2015-04-01,40537.0
2015-05-01,26601.0
2015-06-01,42114.0
2015-07-01,42541.0
2015-08-01,24807.0
2015-09-01,44438.0
2015-10-01,49317.0
2015-11-01,47443.0
2015-12-01,43176.0
2016-01-01,36937.0
2016-02-01,44637.0
2016-03-01,46515.0
2016-04-01,44069.0
2016-05-01,39021.0
2016-06-01,39608.0
2016-07-01,34555.0
2016-08-01,20977.0
2016-09-01,33318.0
2016-10-01,40466.0
2016-11-01,38732.0
2016-12-01,43003.0
2017-01-01,28948.0
2017-02-01,34823.0
2017-03-01,40214.0
2017-04-01,39911.0
2017-05-01,42058.0
2017-06-01,38198.0
2017-07-01,43087.0
2017-08-01,16668.0
2017-09-01,37458.0
2017-10-01,44596.0
2017-11-01,47732.0
2017-12-01,48696.0
2018-01-01,32222.0
2018-02-01,39738.0
2018-03-01,45190.0
2018-04-01,38848.0
2018-05-01,43690.0
2018-06-01,37064.0
